w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Coreloss_W
34.4,10.6,8.2,5.6,10.4,23.2,0.0,0.5,14.0,26.0,0.07,0.03,2.0,33.0,0.105,0.08,0.1,0.15,0.9,3.1,4.5,3.4,29.0,30.0,1.4,4.5,4.9,1.6,0.73,2.8,1.19056
52.4,4.6,9.4,18.8,15.2,11.2,0.0,0.51,14.0,30.0,0.175,0.03,2.0,10.0,0.175,0.06,0.1,0.41,1.6,2.8,4.0,4.3,12.0,4.0,2.5,2.3,1.2,0.2,0.14,1.1,0.000225315
50.0,4.6,7.0,10.4,16.4,5.2,0.0,0.5,14.0,31.0,0.14,0.02,2.0,14.0,0.175,0.06,0.1,0.24,1.0,3.8,3.8,3.9,14.0,26.0,2.2,2.3,2.0,2.8,0.61,2.5,0.000267291
12.8,4.6,5.8,8.0,26.0,36.4,0.0,0.51,14.0,25.0,0.175,0.06,2.0,35.0,0.175,0.05,0.1,0.17,3.0,2.8,4.5,4.7,12.0,25.0,3.4,3.2,4.7,1.3,1.11,3.4,11.0749
11.6,3.4,13.0,14.0,10.4,14.8,0.0,0.5,14.0,18.0,0.105,0.1,2.0,28.0,0.07,0.03,0.1,0.18,0.6,2.2,4.4,4.7,10.0,0.0,0.2,3.0,3.3,0.5,0.28,1.5,3.99365
21.2,11.8,10.6,18.8,10.4,16.0,0.0,0.51,14.0,28.0,0.07,0.05,2.0,22.0,0.14,0.02,0.1,0.4,1.0,3.7,2.9,2.6,14.0,25.0,3.3,3.5,0.4,0.4,0.3,1.5,0.000661882
24.8,11.8,11.8,15.2,24.8,26.8,0.0,0.51,14.0,26.0,0.14,0.03,2.0,23.0,0.105,0.06,0.1,0.15,2.8,2.2,5.0,4.8,16.0,10.0,4.3,0.8,2.5,0.2,0.85,3.4,0.000915493
44.0,5.8,7.0,26.0,18.8,5.2,0.0,0.51,14.0,21.0,0.14,0.1,2.0,19.0,0.105,0.02,0.1,0.14,1.9,1.8,3.6,4.0,1.0,7.0,1.7,2.6,2.5,2.5,0.85,2.4,7.23325
14.0,10.6,11.8,12.8,9.2,10.0,0.0,0.5,14.0,29.0,0.105,0.07,2.0,28.0,0.175,0.02,0.1,0.17,1.1,2.3,4.8,5.0,4.0,26.0,4.7,1.0,1.1,4.8,0.52,2.4,1.33233
45.2,8.2,3.4,20.0,6.8,41.2,0.0,0.5,14.0,31.0,0.105,0.09,2.0,19.0,0.105,0.03,0.1,0.15,0.8,1.2,2.6,4.1,0.0,29.0,0.3,0.4,1.3,4.8,0.73,1.9,0.000569486
11.6,3.4,5.8,22.4,6.8,43.6,0.0,0.5,14.0,31.0,0.035,0.01,2.0,17.0,0.07,0.02,0.1,0.2,0.7,0.9,2.5,2.3,26.0,28.0,2.1,2.9,1.2,1.8,0.11,2.1,7.75187
46.4,7.0,10.6,12.8,6.8,4.0,0.0,0.51,14.0,17.0,0.14,0.08,2.0,35.0,0.105,0.04,0.1,0.17,0.8,1.4,4.0,3.2,19.0,3.0,2.1,2.6,2.1,4.3,0.56,1.0,0.00013407
47.6,4.6,4.6,4.4,4.4,48.4,0.0,0.5,14.0,30.0,0.14,0.08,2.0,11.0,0.175,0.08,0.1,0.03,0.5,1.1,2.0,3.6,0.0,15.0,2.5,1.3,2.5,0.8,0.4,1.0,2.04546
20.0,11.8,9.4,18.8,16.4,14.8,0.0,0.51,14.0,28.0,0.07,0.01,2.0,27.0,0.07,0.04,0.1,0.48,1.0,3.8,3.9,4.3,12.0,30.0,4.8,4.9,3.0,4.3,0.42,1.8,0.000888541
47.6,4.6,2.2,9.2,10.4,18.4,0.0,0.51,14.0,26.0,0.105,0.05,2.0,28.0,0.07,0.06,0.1,0.48,0.9,2.3,4.5,3.8,0.0,17.0,0.1,2.6,1.0,2.7,0.45,1.9,1.34653
50.0,3.4,3.4,6.8,9.2,5.2,0.0,0.51,14.0,35.0,0.14,0.09,2.0,29.0,0.07,0.03,0.1,0.0,1.1,1.3,4.5,3.6,21.0,0.0,4.1,3.6,2.5,1.2,0.41,1.7,0.000490226
22.4,1.0,8.2,17.6,11.6,50.8,0.0,0.5,14.0,4.0,0.175,0.09,2.0,10.0,0.105,0.01,0.1,0.31,0.6,0.5,5.0,3.5,14.0,22.0,3.3,0.4,0.8,1.7,0.2,1.8,5.17677
32.0,11.8,10.6,8.0,17.6,49.6,0.0,0.51,14.0,23.0,0.14,0.04,2.0,29.0,0.175,0.01,0.1,0.47,2.0,1.6,4.9,3.1,0.0,7.0,4.0,3.3,4.8,0.8,0.97,1.3,1.57055
48.8,1.0,4.6,9.2,10.4,50.8,0.0,0.5,14.0,26.0,0.035,0.01,2.0,7.0,0.175,0.01,0.1,0.23,1.2,0.7,3.6,4.2,14.0,23.0,2.6,4.3,3.1,0.3,0.57,1.9,5.30991
40.4,2.2,7.0,8.0,8.0,11.2,0.0,0.5,14.0,22.0,0.105,0.04,2.0,34.0,0.07,0.03,0.1,0.14,1.0,1.6,2.9,2.9,19.0,0.0,4.0,4.8,0.8,4.5,0.4,1.8,0.000885435
21.2,11.8,8.2,17.6,5.6,29.2,0.0,0.5,14.0,17.0,0.175,0.05,2.0,19.0,0.035,0.01,0.1,0.47,0.6,1.0,2.0,2.4,26.0,20.0,1.5,0.2,0.3,3.6,0.27,1.7,0.00089972
45.2,10.6,7.0,16.4,9.2,52.0,0.0,0.51,14.0,25.0,0.07,0.04,2.0,17.0,0.07,0.02,0.1,0.43,0.9,1.2,1.9,1.3,5.0,4.0,3.8,1.7,1.9,0.6,0.35,1.1,0.000456064
6.8,5.8,10.6,23.6,15.2,25.6,0.0,0.5,14.0,25.0,0.175,0.05,2.0,34.0,0.175,0.06,0.1,0.39,1.5,1.9,4.9,4.2,25.0,27.0,4.7,2.2,4.5,2.4,1.43,2.9,8.91747
47.6,9.4,13.0,20.0,14.0,50.8,0.0,0.51,14.0,32.0,0.175,0.01,2.0,30.0,0.105,0.1,0.1,0.36,1.2,4.1,4.8,4.4,5.0,25.0,3.2,4.5,3.3,1.7,0.18,1.6,0.000328706
51.2,10.6,9.4,4.4,15.2,14.8,0.0,0.51,14.0,19.0,0.175,0.09,2.0,27.0,0.105,0.01,0.1,0.44,1.6,2.5,3.8,4.2,22.0,3.0,1.9,3.3,4.9,3.7,0.59,2.2,0.000603331
35.6,3.4,9.4,4.4,9.2,35.2,0.0,0.51,14.0,34.0,0.07,0.07,2.0,10.0,0.14,0.05,0.1,0.48,0.7,3.0,4.4,2.7,21.0,8.0,0.6,0.8,0.5,3.1,0.33,1.4,2.9429
35.6,10.6,3.4,4.4,9.2,22.0,0.0,0.5,14.0,33.0,0.105,0.02,2.0,26.0,0.07,0.06,0.1,0.21,0.4,3.8,4.8,3.8,3.0,11.0,3.1,1.7,0.3,3.0,0.32,3.2,1.93096
35.6,3.4,9.4,16.4,9.2,49.6,0.0,0.51,14.0,29.0,0.105,0.07,2.0,18.0,0.175,0.07,0.1,0.36,0.7,0.8,4.5,4.2,25.0,12.0,0.4,0.4,2.3,0.4,0.13,4.0,1.5013
30.8,11.8,5.8,18.8,12.8,43.6,0.0,0.5,14.0,30.0,0.07,0.03,2.0,31.0,0.175,0.03,0.1,0.48,0.8,2.5,3.1,3.8,29.0,5.0,0.5,4.8,4.9,3.5,0.64,2.9,0.000819967
28.4,7.0,4.6,23.6,9.2,24.4,0.0,0.51,14.0,32.0,0.175,0.1,2.0,9.0,0.175,0.08,0.1,0.27,0.5,1.5,2.6,2.9,22.0,5.0,2.2,2.8,4.6,2.6,0.23,2.3,0.000918916
34.4,1.0,11.8,12.8,5.6,36.4,0.0,0.5,14.0,28.0,0.105,0.05,2.0,11.0,0.14,0.08,0.1,0.25,0.7,0.3,1.6,4.9,22.0,10.0,3.2,3.0,3.9,0.8,0.21,1.1,6.34443
28.4,9.4,8.2,15.2,3.2,43.6,0.0,0.51,14.0,15.0,0.175,0.09,2.0,27.0,0.105,0.09,0.1,0.27,0.3,1.4,1.8,1.8,19.0,29.0,1.3,0.3,4.5,0.3,0.18,1.3,0.000793464
22.4,7.0,9.4,5.6,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.03,2.0,33.0,0.105,0.1,0.1,0.06,0.9,1.3,3.5,4.8,26.0,27.0,0.4,1.0,1.5,4.1,0.39,3.0,1.71034
28.4,9.4,2.2,20.0,14.0,38.8,0.0,0.51,14.0,28.0,0.105,0.01,2.0,7.0,0.175,0.1,0.1,0.29,1.5,2.2,4.4,3.5,2.0,5.0,4.4,1.8,3.6,4.1,0.86,3.2,2.72234
51.2,1.0,10.6,4.4,21.2,26.8,0.0,0.51,14.0,25.0,0.175,0.02,2.0,35.0,0.035,0.02,0.1,0.11,1.9,2.7,5.0,4.3,22.0,7.0,2.4,4.5,3.4,3.2,0.76,1.6,3.36
52.4,13.0,9.4,22.4,20.0,49.6,0.0,0.51,14.0,21.0,0.035,0.03,2.0,31.0,0.07,0.04,0.1,0.1,2.5,2.5,4.0,4.5,12.0,24.0,3.6,5.0,4.4,4.6,1.4,2.2,0.000267981
39.2,5.8,11.8,23.6,3.2,11.2,0.0,0.5,14.0,9.0,0.14,0.01,2.0,20.0,0.105,0.01,0.1,0.33,0.3,1.0,1.7,2.4,0.0,29.0,3.5,4.1,1.2,3.9,0.17,1.4,0.0002047789999999
16.4,13.0,11.8,22.4,18.8,20.8,0.0,0.5,14.0,30.0,0.14,0.07,2.0,22.0,0.175,0.04,0.1,0.39,1.7,0.8,4.7,2.7,19.0,4.0,0.8,0.1,2.4,4.2,0.73,1.1,1.03332
48.8,7.0,4.6,22.4,10.4,36.4,0.0,0.51,14.0,26.0,0.035,0.02,2.0,14.0,0.07,0.07,0.1,0.32,1.3,1.6,3.2,3.8,7.0,28.0,0.4,2.3,4.9,3.6,0.22,1.9,0.0004470369999999
17.6,7.0,7.0,18.8,16.4,6.4,0.0,0.5,14.0,32.0,0.175,0.01,2.0,15.0,0.175,0.09,0.1,0.28,1.7,2.5,3.8,4.4,19.0,14.0,3.7,4.7,4.4,2.7,0.69,1.4,1.38565
14.0,8.2,5.8,11.6,3.2,7.6,0.0,0.51,14.0,24.0,0.14,0.06,2.0,22.0,0.175,0.08,0.1,0.38,0.4,3.0,1.3,1.5,28.0,6.0,2.4,0.9,0.8,0.3,0.13,1.1,1.50299
35.6,8.2,4.6,3.2,10.4,48.4,0.0,0.5,14.0,8.0,0.035,0.03,2.0,14.0,0.14,0.03,0.1,0.44,0.6,0.7,4.3,4.1,11.0,27.0,0.2,4.4,3.5,1.7,0.48,1.6,5.39048
48.8,13.0,13.0,8.0,3.2,53.2,0.0,0.5,14.0,33.0,0.14,0.04,2.0,32.0,0.105,0.09,0.1,0.03,0.4,3.3,1.9,4.8,11.0,8.0,0.6,1.5,3.2,3.0,0.15,1.0,0.000676104
24.8,1.0,9.4,17.6,6.8,24.4,0.0,0.51,14.0,33.0,0.07,0.05,2.0,21.0,0.07,0.05,0.1,0.45,0.9,3.7,3.2,3.6,30.0,24.0,0.7,4.3,3.5,4.7,0.2,3.1,5.71012
52.4,13.0,8.2,10.4,18.8,32.8,0.0,0.5,14.0,33.0,0.175,0.02,2.0,27.0,0.105,0.03,0.1,0.1,2.3,2.8,5.0,3.0,1.0,26.0,4.1,3.0,2.3,1.8,0.16,1.5,0.0003958
41.6,1.0,3.4,6.8,9.2,18.4,0.0,0.51,14.0,26.0,0.105,0.06,2.0,8.0,0.14,0.02,0.1,0.01,0.8,2.5,4.0,2.4,15.0,17.0,0.5,1.0,1.9,3.3,0.43,1.0,3.21148
18.8,10.6,4.6,20.0,16.4,36.4,0.0,0.5,14.0,29.0,0.14,0.09,2.0,18.0,0.14,0.1,0.1,0.25,1.0,3.5,3.6,4.8,26.0,12.0,1.6,1.0,4.2,2.2,0.21,2.5,2.84926
12.8,8.2,4.6,11.6,4.4,41.2,0.0,0.5,14.0,26.0,0.175,0.05,2.0,31.0,0.105,0.07,0.1,0.07,0.5,3.2,2.0,5.0,19.0,11.0,2.2,4.3,3.4,1.9,0.14,1.6,4.89431
12.8,8.2,11.8,10.4,24.8,16.0,0.0,0.5,14.0,17.0,0.175,0.06,2.0,9.0,0.175,0.07,0.1,0.45,2.8,1.8,4.5,3.3,21.0,8.0,3.0,1.1,0.8,0.3,0.18,3.1,3.16601
23.6,5.8,13.0,18.8,9.2,41.2,0.0,0.51,14.0,32.0,0.14,0.04,2.0,11.0,0.105,0.03,0.1,0.25,1.1,3.4,5.0,3.3,18.0,17.0,4.1,5.0,4.0,3.7,0.34,1.0,1.41504
22.4,2.2,7.0,14.0,20.0,14.8,0.0,0.5,14.0,19.0,0.175,0.05,2.0,12.0,0.035,0.03,0.1,0.03,0.9,2.0,4.9,4.4,19.0,8.0,2.1,3.4,1.6,1.5,0.2,3.1,2.50849
18.8,13.0,5.8,24.8,22.4,53.2,0.0,0.51,14.0,26.0,0.105,0.02,2.0,18.0,0.105,0.07,0.1,0.28,1.6,0.4,3.8,4.6,4.0,29.0,1.4,0.4,3.5,0.1,0.13,3.1,2.43954
40.4,5.8,13.0,15.2,15.2,5.2,0.0,0.5,14.0,27.0,0.14,0.03,2.0,33.0,0.07,0.06,0.1,0.18,1.5,2.8,3.6,4.0,22.0,5.0,0.4,1.6,0.7,1.4,0.97,1.3,0.000221794
45.2,2.2,3.4,20.0,10.4,40.0,0.0,0.51,14.0,30.0,0.175,0.08,2.0,17.0,0.14,0.01,0.1,0.38,0.7,1.9,4.6,3.5,2.0,23.0,2.3,0.1,0.3,4.4,0.57,2.7,1.70441
44.0,11.8,3.4,10.4,15.2,28.0,0.0,0.5,14.0,4.0,0.175,0.08,2.0,15.0,0.105,0.06,0.1,0.49,1.0,0.4,3.8,4.0,14.0,15.0,2.6,0.2,2.8,4.7,0.1,1.3,0.000901055
16.4,9.4,7.0,23.6,14.0,10.0,0.0,0.51,14.0,30.0,0.14,0.05,2.0,19.0,0.14,0.01,0.1,0.01,1.1,3.7,3.9,3.5,7.0,12.0,1.5,4.9,3.2,0.3,0.34,1.4,1.48696
10.4,11.8,10.6,20.0,12.8,25.6,0.0,0.5,14.0,13.0,0.175,0.02,2.0,29.0,0.175,0.02,0.1,0.01,0.8,0.7,5.0,4.8,16.0,16.0,2.5,0.3,4.5,2.1,0.47,4.4,2.85565
24.8,13.0,9.4,12.8,26.0,52.0,0.0,0.51,14.0,32.0,0.14,0.07,2.0,34.0,0.175,0.01,0.1,0.26,1.6,2.1,4.8,4.7,30.0,9.0,4.3,4.8,2.8,1.2,0.2,4.0,1.57544
51.2,10.6,9.4,6.8,3.2,38.8,0.0,0.51,14.0,19.0,0.105,0.1,2.0,7.0,0.105,0.07,0.1,0.31,0.4,0.6,1.8,3.5,4.0,10.0,3.4,1.9,0.1,3.9,0.22,1.0,0.000664384
35.6,13.0,7.0,24.8,5.6,42.4,0.0,0.5,14.0,20.0,0.105,0.06,2.0,22.0,0.14,0.03,0.1,0.24,0.4,0.8,2.7,3.2,2.0,27.0,2.7,1.5,2.7,3.9,0.25,1.2,0.000351837
48.8,11.8,11.8,26.0,12.8,31.6,0.0,0.5,14.0,20.0,0.14,0.04,2.0,24.0,0.07,0.01,0.1,0.1,1.2,1.7,4.5,3.1,11.0,1.0,1.4,2.4,5.0,3.2,0.77,1.4,0.000172952
45.2,8.2,13.0,5.6,24.8,41.2,0.0,0.5,14.0,22.0,0.14,0.08,2.0,10.0,0.105,0.05,0.1,0.21,2.3,0.7,5.0,2.7,24.0,9.0,2.0,2.3,2.6,1.3,0.47,2.5,1.29486
26.0,8.2,3.4,22.4,21.2,10.0,0.0,0.5,14.0,24.0,0.14,0.03,2.0,31.0,0.07,0.03,0.1,0.05,1.7,1.2,4.7,4.5,8.0,22.0,3.0,4.3,2.1,5.0,0.77,3.8,2.29113
44.0,2.2,8.2,12.8,10.4,37.6,0.0,0.5,14.0,15.0,0.175,0.1,2.0,11.0,0.105,0.08,0.1,0.18,0.9,1.3,2.3,2.3,21.0,16.0,2.7,1.8,2.5,3.8,0.51,1.5,1.55668
38.0,10.6,11.8,8.0,21.2,32.8,0.0,0.5,14.0,13.0,0.14,0.02,2.0,28.0,0.175,0.06,0.1,0.38,1.2,0.4,4.3,4.6,12.0,23.0,3.3,4.5,0.8,0.6,0.31,3.9,0.000857256
30.8,11.8,4.6,8.0,11.6,20.8,0.0,0.5,14.0,32.0,0.105,0.05,2.0,13.0,0.14,0.08,0.1,0.16,1.2,3.6,3.6,3.9,16.0,22.0,4.0,4.2,3.1,0.2,0.56,2.9,1.18589
33.2,5.8,8.2,26.0,10.4,52.0,0.0,0.5,14.0,22.0,0.105,0.01,2.0,21.0,0.035,0.02,0.1,0.24,1.1,2.7,3.2,3.0,24.0,5.0,0.1,4.0,2.8,0.1,0.17,1.7,0.000886792
24.8,3.4,13.0,9.2,8.0,11.2,0.0,0.5,14.0,19.0,0.14,0.02,2.0,10.0,0.14,0.09,0.1,0.23,1.0,0.7,1.9,3.3,29.0,10.0,3.4,2.9,0.6,0.1,0.27,1.8,1.24165
23.6,8.2,10.6,21.2,20.0,41.2,0.0,0.5,14.0,35.0,0.07,0.01,2.0,24.0,0.105,0.01,0.1,0.2,1.3,2.1,4.7,4.6,13.0,19.0,4.2,0.4,2.5,3.8,0.74,4.0,1.0255
29.6,8.2,9.4,5.6,3.2,7.6,0.0,0.5,14.0,26.0,0.175,0.01,2.0,25.0,0.14,0.03,0.1,0.4,0.2,2.2,1.2,1.1,8.0,6.0,3.5,1.4,4.6,2.1,0.11,1.0,0.000673482
45.2,8.2,3.4,5.6,5.6,43.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,21.0,0.14,0.01,0.1,0.13,0.4,3.0,2.8,2.0,5.0,0.0,2.2,0.4,0.8,2.5,0.32,1.3,1.43442
27.2,9.4,13.0,15.2,18.8,40.0,0.0,0.5,14.0,18.0,0.105,0.03,2.0,16.0,0.175,0.1,0.1,0.48,2.0,0.5,5.0,3.0,10.0,8.0,2.6,0.2,3.8,2.1,0.46,1.0,0.000964237
42.8,7.0,2.2,10.4,23.6,52.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,18.0,0.14,0.07,0.1,0.2,1.2,2.4,4.5,3.3,28.0,20.0,0.3,3.6,2.6,1.8,0.84,2.6,3.20245
41.6,3.4,3.4,24.8,12.8,8.8,0.0,0.5,14.0,30.0,0.07,0.07,2.0,15.0,0.07,0.02,0.1,0.49,0.9,1.4,3.2,4.3,1.0,1.0,4.2,1.3,2.6,1.9,0.64,1.8,0.000655792
34.4,10.6,13.0,24.8,10.4,31.6,0.0,0.5,14.0,25.0,0.07,0.01,2.0,8.0,0.105,0.09,0.1,0.35,1.2,2.3,4.9,2.9,18.0,0.0,2.5,2.8,1.5,2.3,0.71,1.9,0.000326743
24.8,3.4,8.2,21.2,8.0,23.2,0.0,0.51,14.0,13.0,0.175,0.1,2.0,26.0,0.175,0.04,0.1,0.49,0.9,1.0,4.3,3.5,5.0,14.0,1.1,1.4,2.0,1.4,0.39,1.3,1.531
24.8,1.0,10.6,8.0,16.4,26.8,0.0,0.51,14.0,35.0,0.175,0.03,2.0,25.0,0.14,0.06,0.1,0.47,1.4,1.4,3.4,2.6,11.0,11.0,1.4,4.5,0.6,3.8,1.04,2.0,7.84125
48.8,7.0,7.0,11.6,12.8,43.6,0.0,0.51,14.0,13.0,0.07,0.04,2.0,13.0,0.07,0.07,0.1,0.38,1.6,0.8,3.4,1.7,8.0,10.0,1.0,1.8,5.0,0.7,0.3,1.5,0.000595858
14.0,2.2,9.4,21.2,12.8,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,35.0,0.14,0.09,0.1,0.27,1.2,1.8,3.5,2.8,15.0,11.0,4.1,2.9,4.7,5.0,0.5,1.0,4.78475
15.2,3.4,2.2,11.6,17.6,19.6,0.0,0.51,14.0,30.0,0.035,0.01,2.0,33.0,0.14,0.05,0.1,0.07,0.9,0.6,3.9,4.6,8.0,6.0,4.4,2.6,0.4,0.7,0.44,1.9,10.3391
38.0,9.4,11.8,24.8,20.0,31.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,8.0,0.175,0.08,0.1,0.45,1.1,0.8,4.0,3.8,6.0,8.0,2.8,2.4,2.5,5.0,0.38,2.5,0.0003300249999999
50.0,2.2,11.8,22.4,24.8,16.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,27.0,0.175,0.02,0.1,0.05,2.3,1.9,4.1,4.2,11.0,1.0,2.4,2.7,0.1,5.0,1.79,3.7,0.000552866
9.2,9.4,11.8,14.0,21.2,25.6,0.0,0.51,14.0,35.0,0.14,0.06,2.0,11.0,0.035,0.03,0.1,0.18,2.8,3.2,4.5,4.1,18.0,0.0,3.6,0.6,3.8,4.3,0.19,1.9,5.53693
27.2,10.6,4.6,18.8,23.6,53.2,0.0,0.51,14.0,20.0,0.07,0.07,2.0,29.0,0.105,0.04,0.1,0.2,1.9,2.5,4.3,4.8,28.0,13.0,3.7,1.5,3.1,1.1,1.67,4.0,1.84429
11.6,10.6,11.8,10.4,4.4,35.2,0.0,0.51,14.0,11.0,0.105,0.02,2.0,27.0,0.14,0.06,0.1,0.39,0.4,1.4,2.1,1.8,8.0,23.0,4.8,0.7,1.8,1.0,0.18,1.5,4.53626
16.4,8.2,9.4,4.4,5.6,23.2,0.0,0.5,14.0,27.0,0.07,0.03,2.0,23.0,0.14,0.03,0.1,0.47,0.6,3.2,2.9,3.7,6.0,11.0,3.0,3.3,2.1,1.7,0.26,2.5,6.17091
44.0,3.4,9.4,24.8,10.4,11.2,0.0,0.5,14.0,27.0,0.14,0.06,2.0,30.0,0.175,0.05,0.1,0.43,1.1,1.3,4.1,3.8,30.0,12.0,3.8,0.2,5.0,2.7,0.78,2.1,0.000346749
47.6,4.6,11.8,9.2,21.2,5.2,0.0,0.5,14.0,30.0,0.07,0.02,2.0,10.0,0.175,0.1,0.1,0.34,1.7,3.6,4.7,3.4,23.0,5.0,1.9,3.8,2.2,1.5,1.54,2.2,0.000240432
26.0,8.2,5.8,3.2,6.8,25.6,0.0,0.5,14.0,16.0,0.175,0.1,2.0,14.0,0.105,0.1,0.1,0.07,0.3,0.6,3.6,3.0,5.0,13.0,1.5,0.5,2.1,3.2,0.21,1.0,5.31615
23.6,2.2,8.2,20.0,21.2,7.6,0.0,0.51,14.0,24.0,0.14,0.07,2.0,32.0,0.175,0.1,0.1,0.49,2.8,1.6,5.0,3.7,4.0,19.0,3.1,4.9,2.3,3.2,0.39,1.6,1.63389
45.2,9.4,7.0,14.0,3.2,29.2,0.0,0.51,14.0,18.0,0.105,0.09,2.0,26.0,0.14,0.08,0.1,0.25,0.4,2.2,1.3,4.6,25.0,9.0,3.0,1.2,1.8,3.2,0.14,1.1,0.000301034
26.0,10.6,13.0,18.8,23.6,37.6,0.0,0.5,14.0,28.0,0.07,0.02,2.0,14.0,0.175,0.09,0.1,0.38,1.7,2.5,4.6,4.4,15.0,18.0,3.3,1.7,3.1,2.5,0.98,4.3,0.000750775
42.8,10.6,2.2,14.0,3.2,50.8,0.0,0.5,14.0,29.0,0.07,0.04,2.0,10.0,0.07,0.04,0.1,0.24,0.3,2.1,2.1,5.0,2.0,7.0,1.8,2.2,4.4,3.7,0.22,1.0,0.000725846
8.0,7.0,8.2,20.0,16.4,52.0,0.0,0.51,14.0,31.0,0.07,0.04,2.0,4.0,0.175,0.07,0.1,0.01,2.2,0.8,4.7,1.5,24.0,2.0,0.3,2.8,3.5,0.1,0.42,1.3,10.257
20.0,10.6,2.2,21.2,5.6,53.2,0.0,0.5,14.0,27.0,0.105,0.05,2.0,27.0,0.14,0.1,0.1,0.26,0.3,1.8,2.5,1.6,14.0,10.0,0.3,0.2,4.3,1.8,0.12,1.3,3.04292
20.0,11.8,9.4,24.8,16.4,24.4,0.0,0.51,14.0,23.0,0.175,0.07,2.0,16.0,0.105,0.1,0.1,0.05,1.9,2.1,3.1,4.6,15.0,5.0,4.2,4.3,5.0,1.7,0.92,3.0,1.0234
33.2,1.0,8.2,12.8,14.0,12.4,0.0,0.51,14.0,20.0,0.175,0.02,2.0,5.0,0.07,0.06,0.1,0.04,1.5,2.1,3.9,1.9,21.0,12.0,4.9,5.0,4.5,3.5,1.39,1.7,3.1652
36.8,13.0,5.8,22.4,20.0,17.2,0.0,0.5,14.0,23.0,0.105,0.09,2.0,19.0,0.175,0.07,0.1,0.47,1.0,3.0,4.3,4.0,30.0,11.0,3.9,0.6,3.2,4.6,0.73,2.3,0.00056603
51.2,5.8,4.6,4.4,15.2,34.0,0.0,0.51,14.0,20.0,0.175,0.08,2.0,7.0,0.14,0.09,0.1,0.46,0.9,1.6,4.7,4.7,14.0,1.0,1.3,0.7,3.7,2.8,0.7,1.1,1.39286
47.6,10.6,2.2,24.8,3.2,8.8,0.0,0.5,14.0,35.0,0.105,0.09,2.0,33.0,0.175,0.1,0.1,0.1,0.3,2.0,1.7,4.6,2.0,26.0,0.8,2.1,1.7,4.9,0.15,1.2,0.000388802
48.8,10.6,3.4,26.0,9.2,22.0,0.0,0.5,14.0,34.0,0.175,0.09,2.0,35.0,0.07,0.02,0.1,0.29,0.8,2.9,2.6,4.0,30.0,3.0,3.7,2.6,0.4,1.4,0.17,2.1,0.0004132719999999
15.2,10.6,8.2,22.4,11.6,44.8,0.0,0.51,14.0,12.0,0.175,0.07,2.0,7.0,0.175,0.08,0.1,0.34,1.5,0.6,3.1,4.7,29.0,3.0,4.8,0.4,2.2,3.5,0.45,1.3,2.21099
33.2,8.2,8.2,24.8,6.8,30.4,0.0,0.51,14.0,34.0,0.175,0.07,2.0,26.0,0.105,0.09,0.1,0.05,0.7,3.4,4.8,4.4,20.0,20.0,2.5,1.1,0.6,4.3,0.11,1.7,0.000442585
21.2,13.0,3.4,15.2,6.8,30.4,0.0,0.51,14.0,22.0,0.175,0.05,2.0,10.0,0.07,0.01,0.1,0.29,0.7,1.2,3.8,1.7,28.0,16.0,4.9,2.2,0.6,3.8,0.62,1.5,1.77904
28.4,3.4,2.2,5.6,6.8,49.6,0.0,0.5,14.0,35.0,0.07,0.02,2.0,24.0,0.07,0.07,0.1,0.09,0.8,1.8,4.1,3.5,30.0,25.0,2.2,1.4,1.6,4.6,0.18,1.9,5.44966
45.2,13.0,9.4,14.0,18.8,14.8,0.0,0.5,14.0,32.0,0.105,0.05,2.0,32.0,0.175,0.06,0.1,0.34,1.6,2.3,4.6,3.6,1.0,16.0,3.6,4.8,0.5,1.7,1.2,1.9,0.000260958
52.4,8.2,10.6,14.0,21.2,23.2,0.0,0.5,14.0,15.0,0.14,0.06,2.0,22.0,0.14,0.03,0.1,0.4,2.3,1.8,5.0,4.7,30.0,17.0,4.5,1.3,0.3,4.8,0.77,3.7,0.000261926
24.8,5.8,2.2,9.2,11.6,37.6,0.0,0.5,14.0,20.0,0.14,0.09,2.0,19.0,0.105,0.03,0.1,0.02,0.9,0.9,3.0,1.8,8.0,9.0,0.9,2.4,2.9,4.5,0.62,1.0,4.46037
23.6,2.2,9.4,6.8,24.8,48.4,0.0,0.5,14.0,32.0,0.07,0.06,2.0,34.0,0.14,0.05,0.1,0.34,1.8,3.0,4.8,5.0,12.0,4.0,2.0,4.1,4.6,1.8,1.18,2.9,7.92977
