w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Magnetizing_Current_A
42.8,3.4,3.4,10.4,15.2,44.8,0.0,0.51,14.0,23.0,0.175,0.02,2.0,21.0,0.14,0.08,0.1,0.09,2.0,0.7,4.3,4.2,21.0,9.0,4.0,1.0,2.3,0.8,0.69,1.1,0.6969258577251869
52.4,13.0,8.2,10.4,18.8,32.8,0.0,0.5,14.0,33.0,0.175,0.02,2.0,27.0,0.105,0.03,0.1,0.1,2.3,2.8,5.0,3.0,1.0,26.0,4.1,3.0,2.3,1.8,0.16,1.5,0.326213949899858
41.6,1.0,3.4,6.8,9.2,18.4,0.0,0.51,14.0,26.0,0.105,0.06,2.0,8.0,0.14,0.02,0.1,0.01,0.8,2.5,4.0,2.4,15.0,17.0,0.5,1.0,1.9,3.3,0.43,1.0,1.3614605223223644
18.8,10.6,4.6,20.0,16.4,36.4,0.0,0.5,14.0,29.0,0.14,0.09,2.0,18.0,0.14,0.1,0.1,0.25,1.0,3.5,3.6,4.8,26.0,12.0,1.6,1.0,4.2,2.2,0.21,2.5,0.6715352849847306
12.8,8.2,4.6,11.6,4.4,41.2,0.0,0.5,14.0,26.0,0.175,0.05,2.0,31.0,0.105,0.07,0.1,0.07,0.5,3.2,2.0,5.0,19.0,11.0,2.2,4.3,3.4,1.9,0.14,1.6,1.3858019904746028
12.8,8.2,11.8,10.4,24.8,16.0,0.0,0.5,14.0,17.0,0.175,0.06,2.0,9.0,0.175,0.07,0.1,0.45,2.8,1.8,4.5,3.3,21.0,8.0,3.0,1.1,0.8,0.3,0.18,3.1,1.3858812492499402
23.6,5.8,13.0,18.8,9.2,41.2,0.0,0.51,14.0,32.0,0.14,0.04,2.0,11.0,0.105,0.03,0.1,0.25,1.1,3.4,5.0,3.3,18.0,17.0,4.1,5.0,4.0,3.7,0.34,1.0,0.7008467205060869
22.4,2.2,7.0,14.0,20.0,14.8,0.0,0.5,14.0,19.0,0.175,0.05,2.0,12.0,0.035,0.03,0.1,0.03,0.9,2.0,4.9,4.4,19.0,8.0,2.1,3.4,1.6,1.5,0.2,3.1,1.2544266379628572
18.8,13.0,5.8,24.8,22.4,53.2,0.0,0.51,14.0,26.0,0.105,0.02,2.0,18.0,0.105,0.07,0.1,0.28,1.6,0.4,3.8,4.6,4.0,29.0,1.4,0.4,3.5,0.1,0.13,3.1,0.6039304271046526
40.4,5.8,13.0,15.2,15.2,5.2,0.0,0.5,14.0,27.0,0.14,0.03,2.0,33.0,0.07,0.06,0.1,0.18,1.5,2.8,3.6,4.0,22.0,5.0,0.4,1.6,0.7,1.4,0.97,1.3,0.4081928714472445
45.2,2.2,3.4,20.0,10.4,40.0,0.0,0.51,14.0,30.0,0.175,0.08,2.0,17.0,0.14,0.01,0.1,0.38,0.7,1.9,4.6,3.5,2.0,23.0,2.3,0.1,0.3,4.4,0.57,2.7,0.6381543223077261
44.0,11.8,3.4,10.4,15.2,28.0,0.0,0.5,14.0,4.0,0.175,0.08,2.0,15.0,0.105,0.06,0.1,0.49,1.0,0.4,3.8,4.0,14.0,15.0,2.6,0.2,2.8,4.7,0.1,1.3,0.4125263477224501
16.4,9.4,7.0,23.6,14.0,10.0,0.0,0.51,14.0,30.0,0.14,0.05,2.0,19.0,0.14,0.01,0.1,0.01,1.1,3.7,3.9,3.5,7.0,12.0,1.5,4.9,3.2,0.3,0.34,1.4,0.682878289508916
10.4,11.8,10.6,20.0,12.8,25.6,0.0,0.5,14.0,13.0,0.175,0.02,2.0,29.0,0.175,0.02,0.1,0.01,0.8,0.7,5.0,4.8,16.0,16.0,2.5,0.3,4.5,2.1,0.47,4.4,1.0664551974913803
24.8,13.0,9.4,12.8,26.0,52.0,0.0,0.51,14.0,32.0,0.14,0.07,2.0,34.0,0.175,0.01,0.1,0.26,1.6,2.1,4.8,4.7,30.0,9.0,4.3,4.8,2.8,1.2,0.2,4.0,0.6236359445676851
51.2,10.6,9.4,6.8,3.2,38.8,0.0,0.51,14.0,19.0,0.105,0.1,2.0,7.0,0.105,0.07,0.1,0.31,0.4,0.6,1.8,3.5,4.0,10.0,3.4,1.9,0.1,3.9,0.22,1.0,0.465823258136756
35.6,13.0,7.0,24.8,5.6,42.4,0.0,0.5,14.0,20.0,0.105,0.06,2.0,22.0,0.14,0.03,0.1,0.24,0.4,0.8,2.7,3.2,2.0,27.0,2.7,1.5,2.7,3.9,0.25,1.2,0.2794540714102292
48.8,11.8,11.8,26.0,12.8,31.6,0.0,0.5,14.0,20.0,0.14,0.04,2.0,24.0,0.07,0.01,0.1,0.1,1.2,1.7,4.5,3.1,11.0,1.0,1.4,2.4,5.0,3.2,0.77,1.4,0.2060809073628341
45.2,8.2,13.0,5.6,24.8,41.2,0.0,0.5,14.0,22.0,0.14,0.08,2.0,10.0,0.105,0.05,0.1,0.21,2.3,0.7,5.0,2.7,24.0,9.0,2.0,2.3,2.6,1.3,0.47,2.5,0.6521854389884875
26.0,8.2,3.4,22.4,21.2,10.0,0.0,0.5,14.0,24.0,0.14,0.03,2.0,31.0,0.07,0.03,0.1,0.05,1.7,1.2,4.7,4.5,8.0,22.0,3.0,4.3,2.1,5.0,0.77,3.8,0.5267680914994392
44.0,2.2,8.2,12.8,10.4,37.6,0.0,0.5,14.0,15.0,0.175,0.1,2.0,11.0,0.105,0.08,0.1,0.18,0.9,1.3,2.3,2.3,21.0,16.0,2.7,1.8,2.5,3.8,0.51,1.5,0.7242381615782458
38.0,10.6,11.8,8.0,21.2,32.8,0.0,0.5,14.0,13.0,0.14,0.02,2.0,28.0,0.175,0.06,0.1,0.38,1.2,0.4,4.3,4.6,12.0,23.0,3.3,4.5,0.8,0.6,0.31,3.9,0.5561323365578633
30.8,11.8,4.6,8.0,11.6,20.8,0.0,0.5,14.0,32.0,0.105,0.05,2.0,13.0,0.14,0.08,0.1,0.16,1.2,3.6,3.6,3.9,16.0,22.0,4.0,4.2,3.1,0.2,0.56,2.9,0.6530203365489381
6.8,7.0,7.0,16.4,5.6,37.6,0.0,0.5,14.0,15.0,0.105,0.07,2.0,8.0,0.07,0.01,0.1,0.26,0.7,1.1,2.4,2.7,15.0,13.0,3.0,3.5,1.9,0.5,0.21,1.7,2.254516758251569
33.2,5.8,8.2,26.0,10.4,52.0,0.0,0.5,14.0,22.0,0.105,0.01,2.0,21.0,0.035,0.02,0.1,0.24,1.1,2.7,3.2,3.0,24.0,5.0,0.1,4.0,2.8,0.1,0.17,1.7,0.46501245732748
24.8,3.4,13.0,9.2,8.0,11.2,0.0,0.5,14.0,19.0,0.14,0.02,2.0,10.0,0.14,0.09,0.1,0.23,1.0,0.7,1.9,3.3,29.0,10.0,3.4,2.9,0.6,0.1,0.27,1.8,1.0952945165651762
23.6,8.2,10.6,21.2,20.0,41.2,0.0,0.5,14.0,35.0,0.07,0.01,2.0,24.0,0.105,0.01,0.1,0.2,1.3,2.1,4.7,4.6,13.0,19.0,4.2,0.4,2.5,3.8,0.74,4.0,0.5423038497254917
29.6,8.2,9.4,5.6,3.2,7.6,0.0,0.5,14.0,26.0,0.175,0.01,2.0,25.0,0.14,0.03,0.1,0.4,0.2,2.2,1.2,1.1,8.0,6.0,3.5,1.4,4.6,2.1,0.11,1.0,0.8975629127855885
45.2,8.2,3.4,5.6,5.6,43.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,21.0,0.14,0.01,0.1,0.13,0.4,3.0,2.8,2.0,5.0,0.0,2.2,0.4,0.8,2.5,0.32,1.3,0.6629263991134787
27.2,9.4,13.0,15.2,18.8,40.0,0.0,0.5,14.0,18.0,0.105,0.03,2.0,16.0,0.175,0.1,0.1,0.48,2.0,0.5,5.0,3.0,10.0,8.0,2.6,0.2,3.8,2.1,0.46,1.0,0.5503661807876564
42.8,7.0,2.2,10.4,23.6,52.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,18.0,0.14,0.07,0.1,0.2,1.2,2.4,4.5,3.3,28.0,20.0,0.3,3.6,2.6,1.8,0.84,2.6,0.5518401899432755
41.6,3.4,3.4,24.8,12.8,8.8,0.0,0.5,14.0,30.0,0.07,0.07,2.0,15.0,0.07,0.02,0.1,0.49,0.9,1.4,3.2,4.3,1.0,1.0,4.2,1.3,2.6,1.9,0.64,1.8,0.4474813790079467
34.4,10.6,13.0,24.8,10.4,31.6,0.0,0.5,14.0,25.0,0.07,0.01,2.0,8.0,0.105,0.09,0.1,0.35,1.2,2.3,4.9,2.9,18.0,0.0,2.5,2.8,1.5,2.3,0.71,1.9,0.3141929758455394
24.8,3.4,8.2,21.2,8.0,23.2,0.0,0.51,14.0,13.0,0.175,0.1,2.0,26.0,0.175,0.04,0.1,0.49,0.9,1.0,4.3,3.5,5.0,14.0,1.1,1.4,2.0,1.4,0.39,1.3,0.8224486220249753
24.8,1.0,10.6,8.0,16.4,26.8,0.0,0.51,14.0,35.0,0.175,0.03,2.0,25.0,0.14,0.06,0.1,0.47,1.4,1.4,3.4,2.6,11.0,11.0,1.4,4.5,0.6,3.8,1.04,2.0,2.0730818653939225
48.8,7.0,7.0,11.6,12.8,43.6,0.0,0.51,14.0,13.0,0.07,0.04,2.0,13.0,0.07,0.07,0.1,0.38,1.6,0.8,3.4,1.7,8.0,10.0,1.0,1.8,5.0,0.7,0.3,1.5,0.4074189487387564
14.0,2.2,9.4,21.2,12.8,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,35.0,0.14,0.09,0.1,0.27,1.2,1.8,3.5,2.8,15.0,11.0,4.1,2.9,4.7,5.0,0.5,1.0,1.7757176253430291
15.2,3.4,2.2,11.6,17.6,19.6,0.0,0.51,14.0,30.0,0.035,0.01,2.0,33.0,0.14,0.05,0.1,0.07,0.9,0.6,3.9,4.6,8.0,6.0,4.4,2.6,0.4,0.7,0.44,1.9,1.709334950073008
38.0,9.4,11.8,24.8,20.0,31.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,8.0,0.175,0.08,0.1,0.45,1.1,0.8,4.0,3.8,6.0,8.0,2.8,2.4,2.5,5.0,0.38,2.5,0.2987028012463343
50.0,2.2,11.8,22.4,24.8,16.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,27.0,0.175,0.02,0.1,0.05,2.3,1.9,4.1,4.2,11.0,1.0,2.4,2.7,0.1,5.0,1.79,3.7,0.5095829006096239
9.2,9.4,11.8,14.0,21.2,25.6,0.0,0.51,14.0,35.0,0.14,0.06,2.0,11.0,0.035,0.03,0.1,0.18,2.8,3.2,4.5,4.1,18.0,0.0,3.6,0.6,3.8,4.3,0.19,1.9,1.6211848643052198
27.2,10.6,4.6,18.8,23.6,53.2,0.0,0.51,14.0,20.0,0.07,0.07,2.0,29.0,0.105,0.04,0.1,0.2,1.9,2.5,4.3,4.8,28.0,13.0,3.7,1.5,3.1,1.1,1.67,4.0,0.5256679136675304
11.6,10.6,11.8,10.4,4.4,35.2,0.0,0.51,14.0,11.0,0.105,0.02,2.0,27.0,0.14,0.06,0.1,0.39,0.4,1.4,2.1,1.8,8.0,23.0,4.8,0.7,1.8,1.0,0.18,1.5,1.4755484164373769
16.4,8.2,9.4,4.4,5.6,23.2,0.0,0.5,14.0,27.0,0.07,0.03,2.0,23.0,0.14,0.03,0.1,0.47,0.6,3.2,2.9,3.7,6.0,11.0,3.0,3.3,2.1,1.7,0.26,2.5,2.017319759718101
44.0,3.4,9.4,24.8,10.4,11.2,0.0,0.5,14.0,27.0,0.14,0.06,2.0,30.0,0.175,0.05,0.1,0.43,1.1,1.3,4.1,3.8,30.0,12.0,3.8,0.2,5.0,2.7,0.78,2.1,0.439975685443351
47.6,4.6,11.8,9.2,21.2,5.2,0.0,0.5,14.0,30.0,0.07,0.02,2.0,10.0,0.175,0.1,0.1,0.34,1.7,3.6,4.7,3.4,23.0,5.0,1.9,3.8,2.2,1.5,1.54,2.2,0.4811843473679805
26.0,8.2,5.8,3.2,6.8,25.6,0.0,0.5,14.0,16.0,0.175,0.1,2.0,14.0,0.105,0.1,0.1,0.07,0.3,0.6,3.6,3.0,5.0,13.0,1.5,0.5,2.1,3.2,0.21,1.0,1.6946984044403754
23.6,2.2,8.2,20.0,21.2,7.6,0.0,0.51,14.0,24.0,0.14,0.07,2.0,32.0,0.175,0.1,0.1,0.49,2.8,1.6,5.0,3.7,4.0,19.0,3.1,4.9,2.3,3.2,0.39,1.6,1.1313061553644033
45.2,9.4,7.0,14.0,3.2,29.2,0.0,0.51,14.0,18.0,0.105,0.09,2.0,26.0,0.14,0.08,0.1,0.25,0.4,2.2,1.3,4.6,25.0,9.0,3.0,1.2,1.8,3.2,0.14,1.1,0.3308441602918286
26.0,10.6,13.0,18.8,23.6,37.6,0.0,0.5,14.0,28.0,0.07,0.02,2.0,14.0,0.175,0.09,0.1,0.38,1.7,2.5,4.6,4.4,15.0,18.0,3.3,1.7,3.1,2.5,0.98,4.3,0.47736821064097
42.8,10.6,2.2,14.0,3.2,50.8,0.0,0.5,14.0,29.0,0.07,0.04,2.0,10.0,0.07,0.04,0.1,0.24,0.3,2.1,2.1,5.0,2.0,7.0,1.8,2.2,4.4,3.7,0.22,1.0,0.3688853431958632
8.0,7.0,8.2,20.0,16.4,52.0,0.0,0.51,14.0,31.0,0.07,0.04,2.0,4.0,0.175,0.07,0.1,0.01,2.2,0.8,4.7,1.5,24.0,2.0,0.3,2.8,3.5,0.1,0.42,1.3,1.8203001370225835
20.0,10.6,2.2,21.2,5.6,53.2,0.0,0.5,14.0,27.0,0.105,0.05,2.0,27.0,0.14,0.1,0.1,0.26,0.3,1.8,2.5,1.6,14.0,10.0,0.3,0.2,4.3,1.8,0.12,1.3,0.65439603284637
20.0,11.8,9.4,24.8,16.4,24.4,0.0,0.51,14.0,23.0,0.175,0.07,2.0,16.0,0.105,0.1,0.1,0.05,1.9,2.1,3.1,4.6,15.0,5.0,4.2,4.3,5.0,1.7,0.92,3.0,0.5118476209775312
33.2,1.0,8.2,12.8,14.0,12.4,0.0,0.51,14.0,20.0,0.175,0.02,2.0,5.0,0.07,0.06,0.1,0.04,1.5,2.1,3.9,1.9,21.0,12.0,4.9,5.0,4.5,3.5,1.39,1.7,1.4035070823773743
36.8,13.0,5.8,22.4,20.0,17.2,0.0,0.5,14.0,23.0,0.105,0.09,2.0,19.0,0.175,0.07,0.1,0.47,1.0,3.0,4.3,4.0,30.0,11.0,3.9,0.6,3.2,4.6,0.73,2.3,0.295091970287154
51.2,5.8,4.6,4.4,15.2,34.0,0.0,0.51,14.0,20.0,0.175,0.08,2.0,7.0,0.14,0.09,0.1,0.46,0.9,1.6,4.7,4.7,14.0,1.0,1.3,0.7,3.7,2.8,0.7,1.1,0.7128090288878522
47.6,10.6,2.2,24.8,3.2,8.8,0.0,0.5,14.0,35.0,0.105,0.09,2.0,33.0,0.175,0.1,0.1,0.1,0.3,2.0,1.7,4.6,2.0,26.0,0.8,2.1,1.7,4.9,0.15,1.2,0.224660225713022
48.8,10.6,3.4,26.0,9.2,22.0,0.0,0.5,14.0,34.0,0.175,0.09,2.0,35.0,0.07,0.02,0.1,0.29,0.8,2.9,2.6,4.0,30.0,3.0,3.7,2.6,0.4,1.4,0.17,2.1,0.2236344755802031
15.2,10.6,8.2,22.4,11.6,44.8,0.0,0.51,14.0,12.0,0.175,0.07,2.0,7.0,0.175,0.08,0.1,0.34,1.5,0.6,3.1,4.7,29.0,3.0,4.8,0.4,2.2,3.5,0.45,1.3,0.7550446436744871
33.2,8.2,8.2,24.8,6.8,30.4,0.0,0.51,14.0,34.0,0.175,0.07,2.0,26.0,0.105,0.09,0.1,0.05,0.7,3.4,4.8,4.4,20.0,20.0,2.5,1.1,0.6,4.3,0.11,1.7,0.3674837949913456
21.2,13.0,3.4,15.2,6.8,30.4,0.0,0.51,14.0,22.0,0.175,0.05,2.0,10.0,0.07,0.01,0.1,0.29,0.7,1.2,3.8,1.7,28.0,16.0,4.9,2.2,0.6,3.8,0.62,1.5,0.6216120192749135
28.4,3.4,2.2,5.6,6.8,49.6,0.0,0.5,14.0,35.0,0.07,0.02,2.0,24.0,0.07,0.07,0.1,0.09,0.8,1.8,4.1,3.5,30.0,25.0,2.2,1.4,1.6,4.6,0.18,1.9,1.410509769448551
45.2,13.0,9.4,14.0,18.8,14.8,0.0,0.5,14.0,32.0,0.105,0.05,2.0,32.0,0.175,0.06,0.1,0.34,1.6,2.3,4.6,3.6,1.0,16.0,3.6,4.8,0.5,1.7,1.2,1.9,0.293912912720647
52.4,8.2,10.6,14.0,21.2,23.2,0.0,0.5,14.0,15.0,0.14,0.06,2.0,22.0,0.14,0.03,0.1,0.4,2.3,1.8,5.0,4.7,30.0,17.0,4.5,1.3,0.3,4.8,0.77,3.7,0.2999068089895991
24.8,5.8,2.2,9.2,11.6,37.6,0.0,0.5,14.0,20.0,0.14,0.09,2.0,19.0,0.105,0.03,0.1,0.02,0.9,0.9,3.0,1.8,8.0,9.0,0.9,2.4,2.9,4.5,0.62,1.0,0.9971883479762594
23.6,2.2,9.4,6.8,24.8,48.4,0.0,0.5,14.0,32.0,0.07,0.06,2.0,34.0,0.14,0.05,0.1,0.34,1.8,3.0,4.8,5.0,12.0,4.0,2.0,4.1,4.6,1.8,1.18,2.9,1.678057238311492
33.2,9.4,3.4,5.6,3.2,52.0,0.0,0.51,14.0,30.0,0.175,0.1,2.0,11.0,0.105,0.06,0.1,0.17,0.4,1.5,1.2,2.0,18.0,5.0,3.8,4.2,1.0,1.8,0.23,1.1,0.8863832567485072
34.4,4.6,10.6,23.6,26.0,40.0,0.0,0.51,14.0,30.0,0.175,0.04,2.0,31.0,0.14,0.07,0.1,0.44,1.3,1.2,4.4,4.2,10.0,21.0,4.7,3.9,1.6,3.2,0.54,3.6,0.5014843266708121
16.4,5.8,11.8,15.2,4.4,50.8,0.0,0.51,14.0,26.0,0.14,0.02,2.0,18.0,0.035,0.02,0.1,0.23,0.2,2.4,1.7,1.6,8.0,0.0,1.3,2.9,4.7,0.3,0.1,1.5,2.254516758251569
51.2,10.6,7.0,18.8,20.0,30.4,0.0,0.5,14.0,14.0,0.14,0.08,2.0,10.0,0.105,0.07,0.1,0.15,2.1,1.5,4.5,3.5,29.0,16.0,1.1,2.1,4.6,3.9,0.89,3.3,0.2465809070335091
16.4,10.6,3.4,8.0,11.6,32.8,0.0,0.51,14.0,34.0,0.14,0.06,2.0,32.0,0.105,0.01,0.1,0.08,1.2,3.2,2.9,3.6,5.0,27.0,1.8,4.6,1.5,4.3,0.43,1.8,1.2958744089507317
22.4,4.6,7.0,14.0,9.2,52.0,0.0,0.51,14.0,23.0,0.175,0.04,2.0,34.0,0.14,0.04,0.1,0.34,0.7,1.2,4.5,4.0,7.0,14.0,1.0,2.5,0.7,3.1,0.65,2.7,0.9464070816056472
52.4,4.6,2.2,4.4,16.4,19.6,0.0,0.51,14.0,24.0,0.035,0.01,2.0,18.0,0.07,0.03,0.1,0.26,1.2,0.9,4.0,3.4,19.0,30.0,4.8,4.5,0.9,2.3,0.44,2.5,0.7520447576844589
52.4,7.0,3.4,11.6,16.4,16.0,0.0,0.51,14.0,16.0,0.105,0.02,2.0,22.0,0.14,0.08,0.1,0.08,0.9,0.5,2.8,3.6,10.0,30.0,2.1,3.4,4.7,4.1,0.36,2.7,0.362577123904494
39.2,10.6,7.0,26.0,23.6,28.0,0.0,0.51,14.0,35.0,0.105,0.1,2.0,25.0,0.035,0.03,0.1,0.23,3.2,2.8,4.5,4.2,5.0,27.0,5.0,4.5,2.1,0.2,0.33,3.6,0.2943150814967936
40.4,4.6,11.8,4.4,9.2,19.6,0.0,0.51,14.0,20.0,0.035,0.02,2.0,7.0,0.175,0.04,0.1,0.42,0.5,2.6,3.9,4.2,30.0,19.0,4.7,4.6,1.8,0.6,0.17,1.0,0.2391107601842344
16.4,3.4,2.2,22.4,16.4,12.4,0.0,0.51,14.0,21.0,0.175,0.04,2.0,25.0,0.105,0.05,0.1,0.11,0.9,2.3,4.7,4.6,17.0,30.0,2.4,2.1,2.6,2.6,0.72,2.1,1.3087398008334832
17.6,11.8,7.0,9.2,12.8,26.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,21.0,0.035,0.03,0.1,0.4,0.7,3.2,4.0,4.6,2.0,11.0,2.5,4.3,5.0,0.5,0.15,2.9,1.0253765866846054
12.8,4.6,4.6,17.6,4.4,31.6,0.0,0.51,14.0,35.0,0.105,0.04,2.0,32.0,0.14,0.07,0.1,0.42,0.5,0.3,2.8,2.7,5.0,3.0,4.9,3.7,1.8,4.5,0.21,1.2,1.4504605363772645
32.0,13.0,13.0,5.6,12.8,17.2,0.0,0.5,14.0,30.0,0.14,0.06,2.0,29.0,0.175,0.03,0.1,0.06,0.9,3.2,4.0,4.1,3.0,17.0,2.1,1.7,2.6,0.2,0.26,1.9,0.7715443903223826
39.2,10.6,8.2,16.4,17.6,18.4,0.0,0.51,14.0,32.0,0.07,0.01,2.0,20.0,0.105,0.08,0.1,0.1,0.8,2.2,4.6,4.2,19.0,17.0,3.2,3.1,4.3,2.0,0.37,3.5,0.3307821243031272
45.2,11.8,5.8,20.0,14.0,50.8,0.0,0.51,14.0,24.0,0.175,0.03,2.0,21.0,0.14,0.1,0.1,0.25,0.9,1.5,4.7,2.7,2.0,11.0,4.0,3.7,1.3,1.0,0.48,2.3,0.2723750835119796
27.2,5.8,1.0,5.6,14.0,42.4,0.0,0.51,14.0,15.0,0.175,0.01,2.0,35.0,0.14,0.09,0.1,0.36,1.8,0.9,3.5,3.1,10.0,7.0,3.5,0.4,1.4,1.5,0.6,2.1,1.3513217300321727
38.0,10.6,2.2,16.4,18.8,49.6,0.0,0.5,14.0,8.0,0.105,0.07,2.0,24.0,0.035,0.01,0.1,0.44,1.9,0.4,4.9,2.7,26.0,13.0,4.7,3.2,0.8,3.4,0.26,1.5,0.4388683112114248
15.2,4.6,5.8,23.6,23.6,25.6,0.0,0.5,14.0,29.0,0.105,0.06,2.0,33.0,0.175,0.08,0.1,0.15,2.7,3.6,4.8,3.5,9.0,5.0,1.5,0.2,4.7,1.1,1.47,3.3,1.118238809245075
8.0,13.0,7.0,16.4,10.4,36.4,0.0,0.51,14.0,27.0,0.105,0.03,2.0,19.0,0.105,0.01,0.1,0.09,1.0,1.9,4.2,4.3,24.0,10.0,1.5,1.7,0.7,3.0,0.4,2.7,1.5495009986784785
23.6,3.4,4.6,9.2,15.2,48.4,0.0,0.5,14.0,30.0,0.07,0.01,2.0,28.0,0.105,0.07,0.1,0.25,1.2,1.3,3.4,3.9,16.0,22.0,1.0,3.4,1.0,2.6,1.19,1.3,1.2498030089684504
26.0,13.0,13.0,5.6,11.6,28.0,0.0,0.51,14.0,25.0,0.14,0.05,2.0,21.0,0.07,0.07,0.1,0.29,1.3,2.0,2.6,3.8,15.0,6.0,4.4,3.0,4.2,4.0,1.0,2.3,0.9910695538901336
41.6,13.0,3.4,15.2,6.8,32.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,15.0,0.105,0.03,0.1,0.32,0.6,2.7,3.3,4.9,12.0,21.0,3.1,1.5,3.6,3.3,0.4,2.3,0.3222907657751597
12.8,9.4,7.0,10.4,24.8,17.2,0.0,0.5,14.0,34.0,0.105,0.04,2.0,22.0,0.14,0.01,0.1,0.39,1.9,3.7,5.0,3.8,26.0,2.0,0.6,2.0,2.5,3.1,1.02,2.9,1.3668726616508904
45.2,3.4,2.2,6.8,12.8,10.0,0.0,0.51,14.0,20.0,0.07,0.03,2.0,34.0,0.14,0.1,0.1,0.37,1.3,2.0,4.4,2.5,8.0,19.0,1.1,3.2,2.6,2.3,0.38,1.5,0.7165921316920504
28.4,5.8,13.0,14.0,16.4,36.4,0.0,0.5,14.0,30.0,0.07,0.01,2.0,19.0,0.07,0.01,0.1,0.3,1.6,3.7,4.4,5.0,21.0,21.0,4.7,3.8,4.2,3.1,0.47,3.4,0.6485734625145602
23.6,10.6,1.0,3.2,6.8,52.0,0.0,0.5,14.0,7.0,0.14,0.03,2.0,31.0,0.14,0.08,0.1,0.07,0.5,0.5,4.0,2.5,23.0,13.0,4.6,3.1,3.9,3.5,0.35,1.0,2.033304697142963
23.6,9.4,11.8,21.2,5.6,42.4,0.0,0.5,14.0,33.0,0.14,0.09,2.0,18.0,0.14,0.09,0.1,0.13,0.3,3.3,2.7,3.3,25.0,17.0,4.7,2.4,1.8,1.3,0.17,1.7,0.5141070160653728
24.8,2.2,10.6,20.0,6.8,40.0,0.0,0.51,14.0,32.0,0.105,0.1,2.0,17.0,0.175,0.02,0.1,0.33,0.3,0.3,2.1,5.0,23.0,17.0,3.4,0.5,1.1,3.4,0.13,1.1,1.089026616429569
20.0,5.8,13.0,9.2,26.0,26.8,0.0,0.51,14.0,22.0,0.105,0.1,2.0,26.0,0.105,0.04,0.1,0.39,2.9,2.2,4.4,3.8,3.0,0.0,2.5,2.8,2.6,2.9,0.59,3.7,1.1269306444211302
38.0,4.6,3.4,5.6,21.2,35.2,0.0,0.5,14.0,33.0,0.105,0.08,2.0,30.0,0.14,0.02,0.1,0.21,2.2,1.3,3.6,3.5,18.0,19.0,2.5,0.3,4.8,0.6,0.57,2.9,0.9148880628082866
12.8,8.2,13.0,26.0,8.0,40.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,20.0,0.07,0.03,0.1,0.23,1.0,0.8,3.0,2.8,21.0,27.0,1.1,3.4,4.8,4.8,0.74,1.4,0.9312772533728032
50.0,5.8,5.8,5.6,5.6,26.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,16.0,0.07,0.04,0.1,0.41,0.5,2.7,2.5,4.1,1.0,4.0,3.4,2.4,1.0,4.3,0.23,2.1,0.6177577688282477
28.4,4.6,2.2,5.6,10.4,29.2,0.0,0.51,14.0,35.0,0.105,0.09,2.0,18.0,0.035,0.01,0.1,0.14,1.1,3.1,3.6,3.5,30.0,16.0,1.4,1.9,1.4,1.4,0.7,3.4,1.194350703191077
22.4,7.0,5.8,5.6,5.6,26.8,0.0,0.5,14.0,10.0,0.035,0.01,2.0,32.0,0.105,0.02,0.1,0.22,0.6,0.6,3.1,3.3,23.0,23.0,4.5,2.4,2.2,2.4,0.38,2.2,1.3122955441125996
42.8,7.0,3.4,8.0,21.2,40.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,29.0,0.105,0.07,0.1,0.18,1.7,2.6,4.5,4.4,24.0,27.0,0.9,1.4,2.8,1.4,1.62,3.4,0.5916339623949394
36.8,11.8,4.6,11.6,16.4,42.4,0.0,0.51,14.0,16.0,0.105,0.01,2.0,12.0,0.175,0.04,0.1,0.27,1.0,0.5,4.0,4.6,9.0,15.0,0.3,2.2,4.5,1.4,0.23,3.4,0.4676514248214507
39.2,4.6,9.4,20.0,3.2,37.6,0.0,0.5,14.0,17.0,0.07,0.03,2.0,17.0,0.07,0.04,0.1,0.34,0.4,2.3,1.8,3.1,9.0,30.0,4.7,4.2,4.5,2.7,0.12,1.2,0.4751778662411625
26.0,4.6,5.8,24.8,12.8,40.0,0.0,0.5,14.0,32.0,0.175,0.02,2.0,19.0,0.14,0.06,0.1,0.07,1.0,0.4,3.0,4.6,19.0,13.0,4.9,2.4,0.4,2.4,0.21,1.0,0.6482162834014399
12.8,10.6,2.2,8.0,15.2,52.0,0.0,0.5,14.0,35.0,0.07,0.05,2.0,11.0,0.105,0.04,0.1,0.02,0.6,2.0,4.6,4.3,6.0,12.0,4.8,2.1,0.2,0.9,0.56,3.7,1.8836986821149275
