w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,k2
20.0,7.0,13.0,9.2,5.6,19.6,0.0,0.51,14.0,12.0,0.14,0.04,2.0,20.0,0.035,0.01,0.1,0.25,0.3,0.8,3.0,4.8,25.0,8.0,4.5,0.6,2.8,1.1,0.13,1.4,0.982223895283096
36.8,9.4,13.0,20.0,8.0,26.8,0.0,0.51,14.0,35.0,0.175,0.05,2.0,24.0,0.14,0.04,0.1,0.11,0.8,1.6,1.5,3.3,27.0,29.0,2.1,2.1,0.8,2.5,0.55,1.3,0.992605998878021
39.2,9.4,11.8,4.4,5.6,53.2,0.0,0.5,14.0,32.0,0.035,0.02,2.0,23.0,0.14,0.1,0.1,0.09,0.6,1.1,3.7,3.5,6.0,4.0,4.4,4.1,2.0,2.0,0.1,1.3,0.985808528091312
51.2,3.4,3.4,9.2,20.0,49.6,0.0,0.51,14.0,27.0,0.07,0.02,2.0,28.0,0.07,0.05,0.1,0.36,2.1,1.7,5.0,5.0,6.0,0.0,4.6,4.9,3.1,4.6,0.95,3.5,0.989377267335957
26.0,4.6,4.6,17.6,18.8,7.6,0.0,0.51,14.0,26.0,0.105,0.02,2.0,10.0,0.175,0.1,0.1,0.42,2.2,2.5,4.3,3.1,20.0,26.0,0.2,4.9,1.8,0.4,0.28,2.5,0.982810336253399
16.4,3.4,7.0,20.0,24.8,6.4,0.0,0.5,14.0,15.0,0.07,0.05,2.0,32.0,0.07,0.07,0.1,0.1,1.5,0.8,4.8,3.3,18.0,11.0,4.6,2.3,4.9,3.9,0.75,3.0,0.98761632297773
46.4,8.2,5.8,3.2,3.2,44.8,0.0,0.51,14.0,29.0,0.105,0.07,2.0,31.0,0.105,0.06,0.1,0.43,0.3,1.5,1.5,3.2,1.0,2.0,3.9,1.1,0.2,1.9,0.27,1.4,0.981675140499332
21.2,4.6,1.0,3.2,12.8,53.2,0.0,0.5,14.0,7.0,0.175,0.01,2.0,13.0,0.175,0.1,0.1,0.01,1.7,0.5,3.2,3.6,24.0,3.0,2.1,3.7,4.9,3.5,0.48,2.9,0.972403869918464
51.2,7.0,11.8,15.2,20.0,20.8,0.0,0.5,14.0,14.0,0.14,0.04,2.0,30.0,0.035,0.03,0.1,0.02,2.1,0.3,4.9,4.8,17.0,0.0,2.5,0.6,2.1,1.0,0.23,1.7,0.989916503227156
41.6,7.0,13.0,11.6,16.4,26.8,0.0,0.5,14.0,22.0,0.105,0.09,2.0,31.0,0.105,0.07,0.1,0.26,2.1,1.6,3.6,4.3,0.0,24.0,3.8,0.5,2.0,3.6,0.69,2.1,0.989628303246307
26.0,2.2,4.6,10.4,21.2,18.4,0.0,0.51,14.0,12.0,0.035,0.03,2.0,26.0,0.14,0.09,0.1,0.14,1.3,1.0,4.6,3.6,24.0,20.0,2.7,4.0,2.1,2.6,0.45,2.9,0.987550309395104
51.2,2.2,9.4,15.2,5.6,36.4,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.105,0.01,0.1,0.33,0.7,2.9,3.6,2.0,17.0,15.0,2.5,4.3,1.7,3.1,0.42,1.1,0.983881975648014
21.2,2.2,8.2,15.2,5.6,44.8,0.0,0.51,14.0,29.0,0.175,0.1,2.0,27.0,0.07,0.06,0.1,0.17,0.6,2.6,2.4,3.9,26.0,3.0,5.0,3.6,3.2,0.7,0.25,2.1,0.979756071998457
39.2,3.4,2.2,2.0,6.8,50.8,0.0,0.51,14.0,20.0,0.175,0.02,2.0,8.0,0.175,0.07,0.1,0.47,0.6,2.7,2.2,4.6,23.0,28.0,1.0,2.8,2.3,3.4,0.49,2.1,0.973844925071453
36.8,7.0,11.8,18.8,6.8,8.8,0.0,0.51,14.0,26.0,0.035,0.02,2.0,14.0,0.14,0.05,0.1,0.17,0.5,1.3,3.0,2.2,3.0,12.0,3.9,2.8,0.7,0.5,0.46,1.7,0.993584471165246
36.8,13.0,11.8,11.6,14.0,12.4,0.0,0.5,14.0,28.0,0.105,0.03,2.0,17.0,0.14,0.05,0.1,0.31,1.2,0.8,3.3,4.1,20.0,1.0,2.9,0.6,1.4,3.5,0.48,1.4,0.99255462758253
16.4,2.2,13.0,4.4,20.0,7.6,0.0,0.5,14.0,31.0,0.07,0.06,2.0,27.0,0.175,0.06,0.1,0.16,1.8,0.6,4.9,3.3,17.0,7.0,2.3,4.2,2.3,2.7,0.29,2.9,0.973413631812582
38.0,4.6,2.2,16.4,8.0,46.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,20.0,0.105,0.02,0.1,0.2,0.8,0.4,5.0,4.7,0.0,13.0,2.1,1.9,3.0,5.0,0.24,1.6,0.986680748800565
17.6,3.4,11.8,4.4,17.6,20.8,0.0,0.51,14.0,15.0,0.07,0.06,2.0,20.0,0.175,0.06,0.1,0.12,2.3,0.7,4.5,4.1,1.0,27.0,1.0,4.3,0.1,3.1,0.66,1.3,0.964773998270971
24.8,7.0,8.2,24.8,22.4,10.0,0.0,0.5,14.0,30.0,0.07,0.03,2.0,9.0,0.105,0.05,0.1,0.26,2.0,0.7,4.4,4.1,16.0,30.0,2.8,2.7,3.3,3.0,0.59,3.7,0.991594479642051
17.6,7.0,10.6,16.4,24.8,30.4,0.0,0.51,14.0,16.0,0.07,0.03,2.0,11.0,0.105,0.06,0.1,0.1,1.2,2.1,4.5,3.6,20.0,26.0,3.1,3.2,4.8,2.2,0.6,3.4,0.990037151489487
12.8,2.2,7.0,12.8,5.6,11.2,0.0,0.5,14.0,17.0,0.105,0.03,2.0,23.0,0.07,0.05,0.1,0.19,0.5,1.6,2.3,4.1,10.0,11.0,3.2,1.9,3.4,5.0,0.25,1.5,0.974187269364881
35.6,5.8,10.6,24.8,8.0,35.2,0.0,0.51,14.0,32.0,0.14,0.05,2.0,26.0,0.07,0.02,0.1,0.02,0.8,3.9,3.1,4.7,6.0,0.0,2.3,1.0,1.9,3.2,0.45,1.6,0.990403452094156
52.4,10.6,8.2,9.2,15.2,17.2,0.0,0.5,14.0,20.0,0.105,0.07,2.0,20.0,0.175,0.04,0.1,0.3,1.3,1.7,4.2,1.8,23.0,23.0,4.0,3.4,1.1,1.8,1.18,1.3,0.99183996452191
9.2,4.6,8.2,22.4,21.2,23.2,0.0,0.51,14.0,21.0,0.14,0.04,2.0,18.0,0.175,0.01,0.1,0.17,2.1,2.5,3.3,3.5,28.0,9.0,0.3,3.9,1.3,2.2,1.44,3.2,0.971854180410045
45.2,7.0,13.0,10.4,15.2,53.2,0.0,0.5,14.0,23.0,0.175,0.08,2.0,4.0,0.175,0.01,0.1,0.23,0.9,1.7,5.0,1.8,13.0,24.0,1.6,3.8,0.7,0.8,0.42,1.7,0.99110617652005
41.6,3.4,8.2,9.2,11.6,34.0,0.0,0.51,14.0,25.0,0.175,0.06,2.0,18.0,0.105,0.05,0.1,0.3,0.9,0.8,3.2,1.7,20.0,29.0,1.4,2.5,0.1,0.6,0.12,1.4,0.988280431424894
12.8,7.0,4.6,5.6,16.4,12.4,0.0,0.5,14.0,11.0,0.105,0.05,2.0,11.0,0.14,0.03,0.1,0.13,1.3,1.0,3.7,3.4,6.0,21.0,0.1,3.8,0.9,5.0,0.87,2.9,0.982687702780254
21.2,13.0,8.2,21.2,23.6,4.0,0.0,0.5,14.0,24.0,0.175,0.08,2.0,21.0,0.175,0.01,0.1,0.09,2.5,2.8,4.6,4.7,12.0,25.0,3.7,4.9,4.8,4.9,1.7,3.8,0.989443793295919
24.8,13.0,8.2,6.8,4.4,46.0,0.0,0.5,14.0,16.0,0.175,0.02,2.0,26.0,0.07,0.01,0.1,0.5,0.4,0.9,1.9,2.2,13.0,11.0,3.7,1.7,4.5,4.1,0.26,1.3,0.986234969974004
36.8,3.4,2.2,11.6,14.0,26.8,0.0,0.5,14.0,21.0,0.105,0.01,2.0,31.0,0.14,0.01,0.1,0.48,1.6,1.7,3.2,3.4,0.0,20.0,4.2,4.1,3.2,1.8,1.2,2.8,0.987199021241009
23.6,10.6,7.0,26.0,21.2,16.0,0.0,0.5,14.0,29.0,0.14,0.02,2.0,33.0,0.14,0.09,0.1,0.4,1.8,2.1,4.7,4.4,10.0,30.0,2.7,1.7,2.1,4.3,0.26,1.8,0.989462803788429
23.6,3.4,9.4,10.4,14.0,37.6,0.0,0.51,14.0,17.0,0.175,0.1,2.0,21.0,0.14,0.03,0.1,0.37,0.9,2.1,2.5,4.4,15.0,14.0,2.8,4.5,3.8,3.1,0.54,1.8,0.984060851266808
32.0,7.0,5.8,21.2,5.6,4.0,0.0,0.5,14.0,25.0,0.105,0.06,2.0,13.0,0.07,0.06,0.1,0.22,0.5,1.0,1.7,3.6,9.0,10.0,3.2,4.6,3.4,5.0,0.13,1.4,0.993213226124354
35.6,1.0,3.4,24.8,8.0,41.2,0.0,0.51,14.0,29.0,0.175,0.03,2.0,28.0,0.07,0.07,0.1,0.41,0.6,1.5,3.1,4.4,2.0,12.0,2.5,2.0,3.5,4.9,0.3,1.9,0.977141626045833
18.8,7.0,10.6,16.4,20.0,25.6,0.0,0.5,14.0,35.0,0.07,0.07,2.0,25.0,0.105,0.09,0.1,0.37,1.8,2.3,4.8,4.8,27.0,0.0,1.6,4.8,1.2,3.0,1.75,2.3,0.986715123584723
24.8,7.0,1.0,21.2,4.4,7.6,0.0,0.51,14.0,24.0,0.105,0.02,2.0,27.0,0.105,0.04,0.1,0.12,0.2,0.3,2.4,3.8,12.0,15.0,4.3,1.6,1.8,3.0,0.18,1.1,0.983535232115418
35.6,10.6,7.0,14.0,26.0,4.0,0.0,0.5,14.0,29.0,0.175,0.04,2.0,26.0,0.035,0.02,0.1,0.42,3.3,1.4,4.9,4.8,19.0,23.0,1.9,4.7,1.7,4.0,1.26,3.5,0.984325718307508
40.4,4.6,1.0,15.2,6.8,12.4,0.0,0.5,14.0,6.0,0.14,0.02,2.0,24.0,0.175,0.06,0.1,0.08,0.4,0.5,4.8,3.7,17.0,7.0,0.1,2.1,1.9,3.1,0.26,1.4,0.985142682970515
47.6,7.0,9.4,22.4,26.0,18.4,0.0,0.51,14.0,8.0,0.105,0.02,2.0,29.0,0.105,0.09,0.1,0.14,1.2,0.9,4.9,3.5,15.0,20.0,2.0,4.9,1.9,0.1,0.2,3.4,0.99584511199309
21.2,7.0,9.4,21.2,3.2,38.8,0.0,0.5,14.0,24.0,0.07,0.03,2.0,23.0,0.07,0.04,0.1,0.38,0.3,1.6,1.3,1.5,15.0,1.0,4.7,3.3,0.3,0.2,0.12,1.2,0.985710917339641
15.2,10.6,7.0,12.8,23.6,8.8,0.0,0.5,14.0,9.0,0.07,0.07,2.0,27.0,0.105,0.08,0.1,0.45,2.0,0.9,4.7,4.0,5.0,28.0,4.0,1.8,1.5,3.4,0.14,3.0,0.986196327358727
41.6,3.4,8.2,10.4,16.4,13.6,0.0,0.51,14.0,22.0,0.175,0.07,2.0,7.0,0.07,0.01,0.1,0.2,1.6,1.5,4.7,4.2,28.0,22.0,2.9,2.7,4.3,1.4,0.91,2.1,0.989607642038763
40.4,1.0,5.8,14.0,11.6,13.6,0.0,0.5,14.0,33.0,0.105,0.01,2.0,11.0,0.07,0.03,0.1,0.06,1.4,3.1,3.9,4.5,12.0,9.0,3.3,4.6,2.5,4.6,0.97,1.5,0.974395044068846
9.2,5.8,5.8,14.0,11.6,26.8,0.0,0.5,14.0,25.0,0.175,0.06,2.0,25.0,0.105,0.01,0.1,0.28,0.6,2.1,2.6,2.1,25.0,2.0,3.9,2.1,1.3,0.5,0.1,1.6,0.973128386902858
33.2,2.2,4.6,26.0,11.6,8.8,0.0,0.51,14.0,13.0,0.07,0.03,2.0,17.0,0.175,0.05,0.1,0.02,1.1,1.5,3.8,3.9,23.0,2.0,4.0,2.5,2.6,4.6,0.87,3.0,0.990585764247602
38.0,8.2,13.0,9.2,5.6,36.4,0.0,0.5,14.0,34.0,0.175,0.08,2.0,27.0,0.035,0.01,0.1,0.15,0.6,2.2,2.9,1.9,16.0,26.0,4.3,1.6,4.0,3.4,0.55,1.3,0.99078773744673
9.2,4.6,4.6,21.2,6.8,14.8,0.0,0.5,14.0,32.0,0.035,0.01,2.0,6.0,0.14,0.08,0.1,0.01,0.5,0.4,4.2,2.9,10.0,14.0,1.9,3.2,1.5,4.5,0.22,1.0,0.970367592097106
24.8,5.8,11.8,22.4,16.4,5.2,0.0,0.5,14.0,25.0,0.14,0.1,2.0,24.0,0.14,0.08,0.1,0.41,0.8,0.3,4.4,4.6,19.0,7.0,3.7,4.4,0.6,0.9,0.25,2.7,0.987793792039838
42.8,3.4,8.2,15.2,24.8,29.2,0.0,0.51,14.0,21.0,0.105,0.05,2.0,32.0,0.07,0.04,0.1,0.48,1.6,1.8,4.9,4.5,18.0,23.0,0.1,2.0,1.0,4.9,1.45,4.2,0.992977163442369
30.8,13.0,3.4,14.0,8.0,38.8,0.0,0.51,14.0,23.0,0.07,0.04,2.0,13.0,0.07,0.04,0.1,0.17,0.6,1.0,4.7,4.8,8.0,22.0,3.8,2.0,1.4,4.6,0.58,2.8,0.992489312534459
42.8,3.4,2.2,24.8,6.8,42.4,0.0,0.5,14.0,32.0,0.175,0.09,2.0,15.0,0.105,0.09,0.1,0.19,0.6,0.9,4.0,2.5,1.0,14.0,3.0,0.5,2.8,1.6,0.57,2.2,0.99056835030252
30.8,2.2,7.0,10.4,20.0,14.8,0.0,0.5,14.0,27.0,0.175,0.05,2.0,19.0,0.14,0.05,0.1,0.01,0.8,2.0,4.4,4.4,1.0,8.0,3.5,2.3,3.2,3.6,0.46,3.9,0.989501547986248
48.8,4.6,3.4,21.2,15.2,42.4,0.0,0.51,14.0,19.0,0.14,0.06,2.0,34.0,0.14,0.03,0.1,0.17,1.9,0.3,4.1,2.3,26.0,21.0,1.4,4.0,0.5,5.0,0.29,2.2,0.989783120015107
18.8,2.2,7.0,20.0,18.8,20.8,0.0,0.5,14.0,32.0,0.175,0.06,2.0,28.0,0.105,0.06,0.1,0.38,1.8,0.8,4.9,4.2,26.0,0.0,3.1,4.9,4.6,0.8,0.11,3.0,0.979674641498744
35.6,4.6,5.8,21.2,3.2,28.0,0.0,0.51,14.0,9.0,0.07,0.02,2.0,22.0,0.105,0.07,0.1,0.44,0.4,0.3,1.1,2.4,17.0,25.0,2.0,0.8,0.8,1.8,0.21,1.0,0.987698137900355
12.8,11.8,11.8,11.6,16.4,29.2,0.0,0.51,14.0,32.0,0.14,0.07,2.0,16.0,0.105,0.07,0.1,0.43,1.4,3.8,2.6,3.6,18.0,0.0,2.4,1.8,1.2,2.2,0.75,2.4,0.979560255851909
30.8,7.0,10.6,14.0,23.6,31.6,0.0,0.51,14.0,7.0,0.07,0.02,2.0,27.0,0.105,0.08,0.1,0.27,3.2,0.7,4.7,4.8,1.0,21.0,4.5,2.1,1.9,0.1,0.14,3.0,0.98615899920544
35.6,4.6,11.8,21.2,9.2,53.2,0.0,0.5,14.0,22.0,0.14,0.05,2.0,12.0,0.175,0.05,0.1,0.38,0.7,1.6,3.9,2.8,12.0,12.0,2.7,1.6,3.7,3.1,0.52,2.0,0.990274741711383
38.0,13.0,11.8,20.0,20.0,42.4,0.0,0.5,14.0,34.0,0.105,0.08,2.0,14.0,0.14,0.05,0.1,0.19,2.4,1.9,5.0,2.6,24.0,5.0,1.6,1.0,0.4,4.0,0.3,1.4,0.990666265126596
44.0,10.6,4.6,24.8,8.0,13.6,0.0,0.51,14.0,27.0,0.175,0.04,2.0,18.0,0.14,0.02,0.1,0.13,0.7,1.4,4.2,2.1,15.0,9.0,2.3,4.2,1.8,1.1,0.58,2.0,0.995148186953432
45.2,4.6,9.4,17.6,16.4,6.4,0.0,0.5,14.0,14.0,0.105,0.08,2.0,12.0,0.105,0.09,0.1,0.08,0.7,1.8,4.2,4.7,22.0,30.0,3.1,0.1,3.7,0.8,0.42,2.8,0.994029699876454
26.0,8.2,5.8,8.0,4.4,28.0,0.0,0.5,14.0,32.0,0.105,0.1,2.0,23.0,0.105,0.07,0.1,0.25,0.4,1.1,2.5,3.5,29.0,28.0,4.1,2.0,2.6,1.2,0.34,1.4,0.987917005741211
33.2,8.2,4.6,26.0,22.4,53.2,0.0,0.51,14.0,30.0,0.105,0.03,2.0,26.0,0.105,0.06,0.1,0.42,2.0,2.4,4.5,4.4,27.0,10.0,3.0,4.0,1.0,3.8,0.16,3.0,0.990263759221143
41.6,8.2,7.0,12.8,4.4,7.6,0.0,0.51,14.0,22.0,0.14,0.08,2.0,26.0,0.07,0.06,0.1,0.36,0.4,3.0,2.0,2.3,24.0,0.0,1.9,2.3,4.0,3.4,0.23,1.5,0.99143146874905
21.2,3.4,4.6,14.0,14.0,41.2,0.0,0.5,14.0,33.0,0.105,0.01,2.0,12.0,0.175,0.08,0.1,0.14,1.3,1.4,4.4,3.5,2.0,14.0,4.4,3.3,4.1,2.4,0.6,1.2,0.981322434170796
30.8,2.2,4.6,8.0,16.4,6.4,0.0,0.5,14.0,24.0,0.07,0.05,2.0,10.0,0.175,0.08,0.1,0.41,0.9,2.9,5.0,2.1,30.0,18.0,1.4,4.0,3.4,1.3,0.61,1.5,0.98041559223538
11.6,13.0,8.2,9.2,17.6,49.6,0.0,0.51,14.0,11.0,0.14,0.04,2.0,27.0,0.175,0.05,0.1,0.36,2.3,0.9,5.0,3.5,15.0,14.0,4.4,2.7,4.7,4.8,0.49,1.2,0.973431131087558
44.0,2.2,5.8,23.6,10.4,47.2,0.0,0.5,14.0,14.0,0.07,0.03,2.0,26.0,0.14,0.07,0.1,0.17,1.2,1.6,2.7,3.6,1.0,24.0,1.4,0.6,0.3,1.4,0.3,2.1,0.986740231877646
46.4,4.6,7.0,3.2,16.4,28.0,0.0,0.51,14.0,21.0,0.07,0.03,2.0,28.0,0.175,0.05,0.1,0.37,1.9,1.1,4.1,4.2,10.0,23.0,3.0,2.6,3.6,2.4,0.39,2.2,0.980678205890571
21.2,7.0,4.6,11.6,10.4,29.2,0.0,0.51,14.0,32.0,0.175,0.09,2.0,26.0,0.105,0.03,0.1,0.09,0.7,1.2,4.3,1.9,19.0,14.0,3.2,2.5,2.0,0.9,0.36,1.6,0.987662214518819
18.8,2.2,8.2,17.6,9.2,35.2,0.0,0.5,14.0,26.0,0.14,0.08,2.0,35.0,0.175,0.09,0.1,0.18,0.4,3.1,3.4,3.0,10.0,9.0,3.5,1.4,3.2,4.7,0.39,1.9,0.971321925341562
21.2,2.2,4.6,11.6,15.2,16.0,0.0,0.51,14.0,19.0,0.14,0.07,2.0,35.0,0.035,0.01,0.1,0.5,1.9,2.0,4.6,4.6,28.0,10.0,1.2,4.8,1.3,3.2,0.19,1.3,0.969890004395456
28.4,7.0,2.2,12.8,15.2,36.4,0.0,0.5,14.0,19.0,0.07,0.02,2.0,29.0,0.175,0.09,0.1,0.04,1.0,1.1,3.7,3.9,30.0,7.0,4.2,4.6,3.3,4.4,0.81,2.4,0.992634894028667
24.8,10.6,2.2,6.8,20.0,43.6,0.0,0.5,14.0,27.0,0.07,0.01,2.0,18.0,0.105,0.08,0.1,0.25,1.3,1.9,5.0,3.6,19.0,30.0,4.6,3.1,0.3,0.6,1.23,1.2,0.982507103682863
51.2,13.0,2.2,22.4,3.2,34.0,0.0,0.51,14.0,17.0,0.035,0.02,2.0,13.0,0.175,0.1,0.1,0.32,0.4,0.6,1.7,2.6,24.0,18.0,2.2,1.0,1.6,1.2,0.1,1.2,0.994669215892741
44.0,7.0,9.4,17.6,20.0,22.0,0.0,0.51,14.0,28.0,0.105,0.04,2.0,15.0,0.14,0.07,0.1,0.31,2.5,2.1,4.2,3.9,0.0,25.0,3.2,4.0,3.5,2.4,0.67,3.0,0.991472161161712
34.4,13.0,8.2,18.8,10.4,4.0,0.0,0.51,14.0,7.0,0.07,0.02,2.0,11.0,0.175,0.08,0.1,0.46,0.7,0.6,3.4,3.0,14.0,19.0,1.9,4.4,1.1,1.9,0.23,2.1,0.9945295164119
42.8,5.8,4.6,8.0,6.8,28.0,0.0,0.5,14.0,21.0,0.14,0.05,2.0,12.0,0.07,0.02,0.1,0.31,0.7,1.6,4.2,2.9,1.0,9.0,4.6,2.9,4.9,1.9,0.23,1.5,0.988872291716689
32.0,8.2,5.8,24.8,4.4,23.2,0.0,0.5,14.0,7.0,0.105,0.06,2.0,34.0,0.105,0.03,0.1,0.19,0.5,0.4,1.6,4.6,0.0,2.0,2.1,3.8,1.7,1.9,0.19,1.1,0.990409640946943
20.0,5.8,8.2,6.8,18.8,20.8,0.0,0.51,14.0,20.0,0.07,0.03,2.0,30.0,0.105,0.05,0.1,0.32,1.2,2.6,3.7,4.3,20.0,2.0,0.4,4.3,3.7,2.3,0.84,3.6,0.986698792964887
15.2,2.2,3.4,21.2,26.0,16.0,0.0,0.5,14.0,28.0,0.105,0.07,2.0,34.0,0.105,0.09,0.1,0.32,1.7,2.4,5.0,4.8,15.0,14.0,1.3,4.5,3.8,2.7,1.28,3.3,0.976971213177965
17.6,2.2,11.8,9.2,12.8,50.8,0.0,0.51,14.0,21.0,0.14,0.08,2.0,17.0,0.14,0.1,0.1,0.41,0.6,2.7,4.1,3.5,10.0,26.0,3.8,4.8,0.3,4.1,0.14,1.9,0.969961978801095
42.8,2.2,7.0,23.6,8.0,7.6,0.0,0.5,14.0,18.0,0.14,0.06,2.0,20.0,0.14,0.09,0.1,0.5,0.6,2.0,4.0,1.4,9.0,13.0,2.3,0.4,1.0,2.4,0.35,1.3,0.983005730884054
24.8,3.4,8.2,21.2,5.6,24.4,0.0,0.51,14.0,30.0,0.105,0.1,2.0,34.0,0.14,0.05,0.1,0.47,0.6,2.3,3.5,4.6,27.0,11.0,2.9,3.1,2.7,4.1,0.47,1.5,0.983542839645376
28.4,2.2,1.0,4.4,4.4,43.6,0.0,0.5,14.0,29.0,0.105,0.1,2.0,18.0,0.175,0.08,0.1,0.09,0.5,0.9,2.1,2.2,3.0,27.0,1.3,1.7,2.2,3.6,0.42,1.2,0.980029348410678
32.0,7.0,7.0,9.2,12.8,36.4,0.0,0.5,14.0,33.0,0.035,0.01,2.0,4.0,0.175,0.08,0.1,0.49,1.2,2.7,4.4,2.8,14.0,13.0,3.4,3.4,1.6,3.9,0.79,1.0,0.985176378107401
40.4,8.2,4.6,12.8,23.6,41.2,0.0,0.51,14.0,23.0,0.175,0.01,2.0,19.0,0.105,0.08,0.1,0.17,3.1,0.7,5.0,3.2,21.0,1.0,2.9,0.3,2.9,1.3,0.42,2.8,0.989358254181032
29.6,2.2,2.2,6.8,22.4,16.0,0.0,0.51,14.0,28.0,0.07,0.04,2.0,12.0,0.105,0.05,0.1,0.42,1.9,3.5,4.6,4.2,15.0,21.0,1.5,4.2,3.5,1.9,0.67,3.8,0.979474926203632
20.0,1.0,3.4,16.4,12.8,6.4,0.0,0.51,14.0,30.0,0.175,0.03,2.0,27.0,0.14,0.02,0.1,0.1,1.7,2.1,5.0,4.0,21.0,0.0,0.9,3.7,0.7,4.3,0.22,2.0,0.964124645705243
22.4,7.0,2.2,6.8,16.4,50.8,0.0,0.51,14.0,35.0,0.035,0.01,2.0,28.0,0.175,0.1,0.1,0.07,2.0,3.0,4.6,4.1,17.0,26.0,2.5,2.6,2.6,1.7,0.72,3.6,0.981954939992311
46.4,3.4,4.6,26.0,12.8,28.0,0.0,0.51,14.0,15.0,0.14,0.08,2.0,26.0,0.14,0.01,0.1,0.48,1.4,1.7,4.9,4.3,16.0,9.0,4.0,3.7,1.3,3.4,1.26,1.4,0.98868338126095
45.2,3.4,10.6,16.4,20.0,19.6,0.0,0.5,14.0,22.0,0.07,0.07,2.0,25.0,0.175,0.04,0.1,0.27,1.0,0.7,3.8,2.7,12.0,30.0,1.5,4.6,3.9,0.1,0.27,2.6,0.993002354740133
46.4,7.0,1.0,6.8,8.0,22.0,0.0,0.5,14.0,21.0,0.105,0.05,2.0,23.0,0.035,0.02,0.1,0.13,1.0,2.8,3.0,4.8,17.0,12.0,1.9,2.1,1.4,3.0,0.59,2.9,0.992217160538365
28.4,8.2,11.8,10.4,11.6,40.0,0.0,0.5,14.0,32.0,0.175,0.08,2.0,10.0,0.175,0.02,0.1,0.43,1.0,1.7,2.6,2.6,13.0,16.0,2.3,0.4,0.1,0.7,0.44,1.2,0.98696860644202
32.0,4.6,10.6,10.4,18.8,29.2,0.0,0.51,14.0,30.0,0.105,0.05,2.0,33.0,0.105,0.07,0.1,0.31,2.3,3.5,3.3,3.8,24.0,3.0,4.3,2.0,2.1,1.5,1.03,3.1,0.983700651498919
6.8,9.4,13.0,16.4,12.8,32.8,0.0,0.51,14.0,28.0,0.175,0.09,2.0,9.0,0.14,0.08,0.1,0.13,1.7,2.5,3.9,4.7,1.0,26.0,0.7,0.2,4.2,0.1,0.15,2.3,0.971418555449108
17.6,8.2,3.4,15.2,5.6,46.0,0.0,0.51,14.0,22.0,0.07,0.01,2.0,24.0,0.175,0.02,0.1,0.03,0.7,1.1,3.3,3.7,18.0,29.0,0.6,1.9,3.6,0.3,0.49,1.9,0.990293516664053
14.0,13.0,10.6,10.4,23.6,25.6,0.0,0.5,14.0,13.0,0.175,0.03,2.0,24.0,0.07,0.02,0.1,0.16,2.6,0.5,4.0,4.8,23.0,13.0,0.6,2.9,3.3,2.0,0.38,3.5,0.981013026315706
44.0,9.4,9.4,6.8,16.4,28.0,0.0,0.5,14.0,30.0,0.07,0.03,2.0,32.0,0.105,0.09,0.1,0.14,1.1,3.3,4.1,2.2,30.0,1.0,3.7,0.4,1.7,0.5,0.2,1.1,0.987665304212517
9.2,3.4,3.4,14.0,17.6,34.0,0.0,0.5,14.0,14.0,0.07,0.02,2.0,16.0,0.035,0.01,0.1,0.49,1.1,1.2,4.7,4.4,14.0,1.0,2.3,2.1,3.0,1.2,0.18,3.4,0.974684029620674
17.6,8.2,7.0,22.4,6.8,25.6,0.0,0.5,14.0,21.0,0.14,0.04,2.0,26.0,0.07,0.06,0.1,0.32,0.7,0.3,4.9,2.0,10.0,12.0,4.3,2.9,3.8,3.4,0.13,1.1,0.984967147511907
42.8,3.4,10.6,20.0,5.6,19.6,0.0,0.5,14.0,24.0,0.105,0.03,2.0,7.0,0.175,0.09,0.1,0.16,0.6,1.7,2.1,4.8,22.0,27.0,4.2,2.7,3.4,4.6,0.46,1.4,0.99121690437724
24.8,2.2,2.2,20.0,15.2,13.6,0.0,0.5,14.0,21.0,0.14,0.05,2.0,29.0,0.105,0.08,0.1,0.09,1.5,2.5,3.8,4.9,30.0,27.0,3.7,0.5,1.6,4.1,0.64,2.7,0.982086113449076
14.0,2.2,10.6,18.8,5.6,42.4,0.0,0.51,14.0,27.0,0.14,0.01,2.0,15.0,0.035,0.01,0.1,0.39,0.4,2.6,2.5,3.4,29.0,14.0,3.7,0.5,2.2,4.9,0.33,1.3,0.963575506120334
10.4,8.2,3.4,20.0,4.4,16.0,0.0,0.5,14.0,18.0,0.105,0.09,2.0,18.0,0.07,0.03,0.1,0.3,0.4,2.3,2.3,1.9,26.0,1.0,4.4,1.5,2.5,2.0,0.17,1.4,0.977112774101132
50.0,4.6,7.0,24.8,21.2,48.4,0.0,0.51,14.0,32.0,0.175,0.1,2.0,7.0,0.07,0.07,0.1,0.35,1.6,4.3,5.0,3.5,12.0,3.0,4.2,3.1,1.1,2.9,0.2,1.7,0.988282058854449
