w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P1_Tx_W
34.4,7.0,10.6,5.6,17.6,25.6,0.0,0.51,14.0,24.0,0.14,0.04,2.0,31.0,0.175,0.08,0.1,0.02,2.1,2.4,5.0,3.3,13.0,2.0,3.2,3.2,0.6,2.9,1.42,1.6,6.00171073844291
51.2,3.4,7.0,8.0,6.8,24.4,0.0,0.5,14.0,20.0,0.14,0.01,2.0,12.0,0.035,0.03,0.1,0.1,0.7,0.6,4.7,3.5,24.0,25.0,1.1,4.5,2.5,3.4,0.27,1.5,9.96566635030536
9.2,4.6,7.0,5.6,17.6,30.4,0.0,0.51,14.0,33.0,0.14,0.1,2.0,24.0,0.07,0.02,0.1,0.24,1.1,2.5,4.1,2.7,2.0,16.0,0.5,3.1,1.7,4.0,0.1,1.6,15.7308715720885
22.4,3.4,10.6,4.4,16.4,48.4,0.0,0.51,14.0,34.0,0.105,0.06,2.0,29.0,0.07,0.01,0.1,0.17,2.0,1.4,4.5,2.2,28.0,6.0,2.3,4.4,1.7,3.9,0.78,1.6,4.52584233417231
14.0,5.8,8.2,17.6,5.6,17.2,0.0,0.51,14.0,22.0,0.175,0.08,2.0,24.0,0.07,0.02,0.1,0.12,0.7,1.8,1.5,1.6,12.0,30.0,0.6,0.6,0.5,4.0,0.48,1.0,4.01420509897798
33.2,9.4,5.8,8.0,21.2,8.8,0.0,0.5,14.0,14.0,0.175,0.02,2.0,32.0,0.035,0.03,0.1,0.45,1.4,0.8,4.5,4.4,20.0,15.0,0.4,5.0,4.3,0.4,0.19,3.9,4.09477300070838
17.6,3.4,9.4,23.6,12.8,4.0,0.0,0.5,14.0,11.0,0.14,0.05,2.0,27.0,0.035,0.02,0.1,0.17,1.3,1.4,3.2,4.8,12.0,24.0,2.4,4.0,4.8,1.4,0.86,1.6,3.55192231577161
12.8,10.6,2.2,26.0,11.6,40.0,0.0,0.51,14.0,18.0,0.07,0.03,2.0,20.0,0.175,0.02,0.1,0.26,1.3,2.2,2.2,3.9,0.0,15.0,4.1,0.9,2.8,3.8,0.37,1.3,12.7236919189967
39.2,1.0,10.6,26.0,9.2,40.0,0.0,0.5,14.0,29.0,0.14,0.04,2.0,13.0,0.14,0.01,0.1,0.32,0.7,3.5,4.1,4.5,1.0,21.0,1.6,3.3,3.9,2.6,0.24,2.6,14.2498694483349
8.0,13.0,8.2,20.0,5.6,34.0,0.0,0.51,14.0,26.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.17,0.6,2.2,1.5,3.5,17.0,29.0,1.4,1.2,0.1,4.5,0.29,1.3,3.5812010005491
47.6,7.0,2.2,8.0,11.6,35.2,0.0,0.5,14.0,35.0,0.105,0.03,2.0,28.0,0.105,0.1,0.1,0.04,0.7,2.9,3.7,4.3,6.0,8.0,0.6,0.4,3.2,1.2,0.1,1.2,9.84686950001407
9.2,9.4,9.4,21.2,10.4,13.6,0.0,0.51,14.0,35.0,0.105,0.07,2.0,20.0,0.175,0.02,0.1,0.29,1.1,1.1,4.2,2.5,4.0,0.0,0.5,2.8,5.0,2.8,0.81,1.1,3.92174409015958
14.0,1.0,9.4,8.0,12.8,24.4,0.0,0.5,14.0,18.0,0.175,0.04,2.0,21.0,0.07,0.07,0.1,0.02,1.5,1.6,4.4,2.0,22.0,0.0,2.5,0.3,1.5,0.1,0.81,1.9,6.74660750153339
18.8,4.6,7.0,22.4,21.2,53.2,0.0,0.5,14.0,33.0,0.105,0.02,2.0,22.0,0.175,0.03,0.1,0.1,2.1,1.0,5.0,3.9,20.0,26.0,4.1,1.0,3.1,3.0,0.96,3.4,4.00862584421951
9.2,9.4,5.8,11.6,8.0,12.4,0.0,0.51,14.0,22.0,0.105,0.06,2.0,34.0,0.14,0.03,0.1,0.33,0.7,2.8,4.2,4.2,8.0,24.0,0.6,1.1,1.5,4.1,0.18,1.0,13.0016731753753
40.4,13.0,11.8,5.6,8.0,26.8,0.0,0.51,14.0,31.0,0.175,0.1,2.0,14.0,0.175,0.09,0.1,0.28,0.6,2.0,3.5,1.8,21.0,25.0,0.7,4.8,2.9,2.9,0.36,1.5,6.37605614671967
12.8,7.0,11.8,15.2,20.0,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,27.0,0.175,0.09,0.1,0.2,1.0,2.4,4.9,4.4,3.0,3.0,3.4,3.5,1.6,1.7,0.33,2.4,4.98690064324247
20.0,3.4,1.0,14.0,10.4,36.4,0.0,0.5,14.0,18.0,0.175,0.02,2.0,19.0,0.105,0.01,0.1,0.34,1.1,2.1,2.2,3.1,12.0,26.0,2.9,3.4,3.3,3.7,0.96,1.1,9.93629089251262
15.2,13.0,8.2,8.0,18.8,35.2,0.0,0.51,14.0,15.0,0.175,0.09,2.0,32.0,0.105,0.04,0.1,0.33,2.3,0.8,4.6,3.8,24.0,28.0,3.3,3.8,0.7,1.5,0.43,2.1,3.82649272226411
26.0,8.2,8.2,18.8,22.4,34.0,0.0,0.5,14.0,16.0,0.105,0.09,2.0,11.0,0.175,0.03,0.1,0.26,1.8,1.3,4.5,2.8,23.0,13.0,3.8,2.5,1.5,0.9,0.62,2.5,5.80098781202367
24.8,9.4,10.6,14.0,6.8,7.6,0.0,0.5,14.0,8.0,0.14,0.09,2.0,9.0,0.175,0.02,0.1,0.3,0.4,1.0,2.6,3.2,28.0,4.0,0.7,2.0,3.8,4.0,0.23,1.5,8.28159646678774
18.8,8.2,9.4,4.4,12.8,48.4,0.0,0.51,14.0,31.0,0.175,0.01,2.0,35.0,0.105,0.08,0.1,0.2,1.1,1.6,4.2,2.9,1.0,18.0,3.9,0.4,0.1,1.2,1.02,2.7,3.29612353134992
39.2,8.2,13.0,16.4,5.6,32.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,8.0,0.175,0.03,0.1,0.23,0.6,1.5,3.9,1.4,3.0,17.0,1.6,2.4,2.8,0.8,0.44,1.0,7.01514729726268
51.2,5.8,8.2,3.2,15.2,50.8,0.0,0.51,14.0,25.0,0.14,0.04,2.0,34.0,0.105,0.04,0.1,0.31,1.6,2.5,3.3,4.9,0.0,28.0,3.9,1.2,1.1,1.9,0.29,2.5,11.2397502115156
29.6,7.0,3.4,8.0,22.4,4.0,0.0,0.51,14.0,34.0,0.105,0.09,2.0,17.0,0.175,0.07,0.1,0.2,2.2,4.6,3.8,4.0,7.0,19.0,2.2,3.4,4.1,3.7,0.44,3.0,10.0600425047806
34.4,3.4,11.8,6.8,11.6,26.8,0.0,0.51,14.0,16.0,0.14,0.09,2.0,27.0,0.14,0.1,0.1,0.22,1.4,2.1,3.8,4.6,5.0,18.0,3.9,3.8,1.8,4.3,0.21,2.3,11.7258885647236
35.6,1.0,13.0,10.4,12.8,5.2,0.0,0.5,14.0,29.0,0.175,0.08,2.0,13.0,0.105,0.1,0.1,0.28,1.1,1.6,4.5,3.1,21.0,7.0,2.6,0.4,2.4,2.0,1.09,2.6,3.19446893195533
46.4,13.0,2.2,11.6,4.4,23.2,0.0,0.5,14.0,33.0,0.14,0.09,2.0,18.0,0.175,0.07,0.1,0.23,0.4,2.6,2.0,1.1,9.0,23.0,0.1,1.1,4.0,0.3,0.22,1.0,13.5917849996331
40.4,7.0,3.4,15.2,4.4,29.2,0.0,0.5,14.0,34.0,0.175,0.08,2.0,29.0,0.14,0.07,0.1,0.1,0.5,2.9,1.2,3.0,6.0,1.0,2.5,4.7,1.4,2.1,0.31,1.1,4.5325849558477
24.8,2.2,7.0,5.6,14.0,43.6,0.0,0.51,14.0,18.0,0.14,0.1,2.0,15.0,0.105,0.01,0.1,0.03,1.3,0.6,3.9,4.0,2.0,14.0,3.5,1.4,1.7,4.1,0.45,1.0,4.33967648265961
16.4,11.8,3.4,11.6,24.8,30.4,0.0,0.51,14.0,31.0,0.035,0.03,2.0,17.0,0.14,0.04,0.1,0.27,2.6,3.7,4.7,4.1,0.0,18.0,1.2,2.8,4.9,4.4,2.37,3.2,5.27325042798794
36.8,13.0,10.6,17.6,10.4,19.6,0.0,0.5,14.0,24.0,0.14,0.02,2.0,25.0,0.105,0.05,0.1,0.37,0.7,2.9,4.7,4.3,8.0,9.0,0.2,0.8,2.1,2.6,0.46,2.8,7.79148812421967
22.4,2.2,10.6,14.0,3.2,36.4,0.0,0.51,14.0,26.0,0.14,0.03,2.0,34.0,0.175,0.05,0.1,0.17,0.4,3.4,1.4,1.2,7.0,21.0,4.8,4.0,4.5,0.7,0.23,1.0,10.4973873034306
27.2,2.2,5.8,9.2,6.8,29.2,0.0,0.5,14.0,22.0,0.175,0.01,2.0,9.0,0.035,0.02,0.1,0.24,0.4,1.0,4.6,2.5,5.0,3.0,0.4,3.8,1.1,1.0,0.17,1.9,8.52907447555395
12.8,8.2,2.2,14.0,15.2,36.4,0.0,0.51,14.0,35.0,0.175,0.1,2.0,12.0,0.175,0.09,0.1,0.39,0.9,3.4,3.7,3.2,24.0,28.0,1.8,4.9,1.5,3.4,0.85,3.0,3.87259271522333
38.0,10.6,8.2,22.4,20.0,22.0,0.0,0.51,14.0,17.0,0.175,0.07,2.0,31.0,0.07,0.01,0.1,0.02,2.4,1.2,4.6,4.8,21.0,27.0,3.2,3.2,0.3,3.6,0.64,2.7,10.1284941927472
21.2,2.2,13.0,11.6,23.6,43.6,0.0,0.51,14.0,25.0,0.14,0.06,2.0,26.0,0.035,0.01,0.1,0.47,3.0,2.5,4.6,4.8,24.0,28.0,1.1,1.8,2.3,4.8,0.33,3.3,8.05884193109843
46.4,4.6,10.6,14.0,5.6,38.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,7.0,0.105,0.04,0.1,0.33,0.5,0.3,3.0,1.4,9.0,11.0,1.5,2.2,0.5,1.9,0.2,1.0,18.7052340783102
24.8,7.0,1.0,3.2,5.6,18.4,0.0,0.5,14.0,13.0,0.14,0.04,2.0,13.0,0.035,0.01,0.1,0.03,0.4,1.4,3.4,2.9,1.0,4.0,1.6,1.5,1.1,2.3,0.19,1.5,8.75621086952123
26.0,4.6,9.4,22.4,24.8,30.4,0.0,0.51,14.0,25.0,0.105,0.05,2.0,28.0,0.175,0.09,0.1,0.14,2.0,3.1,5.0,3.1,29.0,13.0,2.2,2.9,0.5,3.9,1.42,2.9,4.43850670431485
32.0,5.8,11.8,6.8,6.8,34.0,0.0,0.5,14.0,32.0,0.105,0.05,2.0,33.0,0.07,0.05,0.1,0.37,0.4,1.5,3.0,4.0,19.0,16.0,3.8,2.0,1.7,1.7,0.13,1.3,12.6685204124798
18.8,5.8,9.4,18.8,3.2,44.8,0.0,0.5,14.0,18.0,0.175,0.01,2.0,26.0,0.07,0.03,0.1,0.3,0.3,0.9,1.5,4.2,29.0,8.0,2.6,3.9,2.9,2.6,0.25,1.4,6.05790801870308
34.4,7.0,2.2,12.8,8.0,50.8,0.0,0.5,14.0,13.0,0.07,0.01,2.0,8.0,0.105,0.04,0.1,0.22,0.6,1.4,2.7,5.0,20.0,30.0,3.7,2.8,4.6,3.2,0.47,1.5,10.3600641448704
50.0,11.8,4.6,8.0,17.6,46.0,0.0,0.51,14.0,18.0,0.175,0.04,2.0,13.0,0.14,0.05,0.1,0.37,1.3,2.0,4.9,4.4,4.0,4.0,2.4,0.4,2.9,4.7,0.19,1.0,12.960701481292
40.4,2.2,1.0,4.4,17.6,43.6,0.0,0.5,14.0,30.0,0.07,0.04,2.0,24.0,0.105,0.08,0.1,0.1,1.7,3.9,3.5,5.0,26.0,9.0,1.0,0.5,3.2,0.5,1.07,2.1,7.87243968960619
52.4,3.4,10.6,4.4,18.8,16.0,0.0,0.5,14.0,32.0,0.175,0.09,2.0,15.0,0.175,0.03,0.1,0.15,2.5,4.3,5.0,4.2,6.0,5.0,1.4,4.8,4.0,2.4,0.22,2.2,4.79754716643856
30.8,1.0,10.6,5.6,20.0,18.4,0.0,0.5,14.0,34.0,0.07,0.06,2.0,23.0,0.175,0.07,0.1,0.12,2.4,2.7,4.9,2.3,30.0,23.0,1.4,1.7,3.8,0.6,0.98,1.5,6.22346019571197
23.6,8.2,13.0,26.0,22.4,26.8,0.0,0.5,14.0,26.0,0.105,0.09,2.0,26.0,0.14,0.08,0.1,0.25,2.2,2.6,4.8,4.2,21.0,25.0,4.8,0.6,3.4,4.0,1.06,4.1,4.90625709373388
23.6,2.2,10.6,23.6,11.6,25.6,0.0,0.51,14.0,31.0,0.035,0.02,2.0,9.0,0.07,0.02,0.1,0.15,1.1,2.1,2.4,4.1,14.0,19.0,3.0,4.6,4.3,0.6,0.73,1.6,14.2215371137206
22.4,5.8,5.8,8.0,18.8,8.8,0.0,0.51,14.0,32.0,0.07,0.02,2.0,18.0,0.14,0.04,0.1,0.36,1.2,3.0,4.8,4.0,21.0,16.0,2.7,2.0,3.2,2.2,1.08,3.8,5.62914720455771
21.2,8.2,13.0,9.2,12.8,43.6,0.0,0.51,14.0,31.0,0.175,0.08,2.0,22.0,0.14,0.05,0.1,0.47,1.3,4.1,4.3,4.4,9.0,12.0,4.1,4.3,0.1,5.0,0.54,2.2,4.66240494613204
50.0,7.0,8.2,21.2,24.8,12.4,0.0,0.5,14.0,21.0,0.105,0.05,2.0,19.0,0.07,0.05,0.1,0.13,2.2,1.9,5.0,4.1,23.0,5.0,0.3,2.8,4.0,2.9,0.71,3.3,6.54036227845811
30.8,5.8,9.4,12.8,5.6,53.2,0.0,0.5,14.0,34.0,0.14,0.01,2.0,35.0,0.14,0.09,0.1,0.18,0.4,0.4,2.8,3.3,26.0,18.0,3.6,3.8,3.2,1.2,0.22,1.6,8.82656498179214
10.4,8.2,11.8,12.8,16.4,20.8,0.0,0.51,14.0,30.0,0.14,0.04,2.0,31.0,0.14,0.06,0.1,0.33,1.5,3.0,4.0,4.0,14.0,29.0,3.1,1.8,2.6,1.4,0.97,3.4,3.32143740768419
12.8,4.6,3.4,9.2,8.0,18.4,0.0,0.51,14.0,33.0,0.14,0.05,2.0,14.0,0.14,0.03,0.1,0.4,0.8,2.8,3.2,1.6,0.0,29.0,0.2,3.7,1.5,3.1,0.33,1.2,6.55630043230905
14.0,8.2,8.2,5.6,22.4,32.8,0.0,0.51,14.0,16.0,0.175,0.05,2.0,11.0,0.105,0.03,0.1,0.18,1.9,1.8,4.8,3.1,10.0,14.0,3.4,1.2,0.7,1.5,0.2,2.0,7.20803804931556
27.2,4.6,9.4,17.6,10.4,43.6,0.0,0.51,14.0,27.0,0.105,0.09,2.0,25.0,0.14,0.01,0.1,0.17,0.8,1.9,3.9,1.9,19.0,12.0,3.3,2.6,2.7,1.2,0.23,1.7,8.43310150130309
6.8,4.6,9.4,24.8,11.6,23.2,0.0,0.5,14.0,33.0,0.175,0.01,2.0,29.0,0.105,0.08,0.1,0.21,1.0,3.8,2.5,3.6,20.0,19.0,1.4,4.8,2.2,1.7,0.39,2.0,5.26967812680434
39.2,5.8,4.6,12.8,18.8,5.2,0.0,0.51,14.0,32.0,0.175,0.1,2.0,34.0,0.175,0.02,0.1,0.38,1.7,3.2,4.0,4.1,28.0,18.0,0.5,3.3,3.0,1.3,0.32,2.4,8.17404436033706
46.4,4.6,2.2,2.0,6.8,50.8,0.0,0.51,14.0,20.0,0.07,0.06,2.0,16.0,0.035,0.03,0.1,0.09,0.5,1.6,2.9,4.7,12.0,14.0,4.7,2.0,5.0,1.9,0.45,2.0,11.6851930578457
4.4,2.2,7.0,9.2,10.4,26.8,0.0,0.5,14.0,33.0,0.14,0.07,2.0,6.0,0.105,0.01,0.1,0.12,0.8,4.5,4.3,3.9,5.0,0.0,3.5,1.6,2.6,3.6,0.18,1.4,9.49132585548704
11.6,11.8,13.0,5.6,22.4,50.8,0.0,0.5,14.0,27.0,0.07,0.02,2.0,9.0,0.105,0.09,0.1,0.03,1.3,3.5,4.7,4.9,21.0,27.0,1.9,5.0,1.1,4.9,0.62,2.3,7.04668314488056
50.0,5.8,8.2,17.6,20.0,17.2,0.0,0.51,14.0,35.0,0.14,0.06,2.0,26.0,0.035,0.02,0.1,0.17,1.4,4.4,4.8,3.3,18.0,29.0,0.9,0.7,4.6,1.2,1.35,2.7,5.92446625348895
38.0,11.8,8.2,14.0,23.6,47.2,0.0,0.51,14.0,26.0,0.175,0.02,2.0,19.0,0.07,0.04,0.1,0.28,1.7,1.7,4.6,4.4,5.0,12.0,3.8,2.4,0.1,1.8,0.44,3.2,6.037329576889
38.0,10.6,2.2,11.6,17.6,43.6,0.0,0.5,14.0,22.0,0.175,0.03,2.0,16.0,0.14,0.01,0.1,0.23,2.1,1.7,4.3,4.2,21.0,0.0,4.2,0.3,0.4,1.6,0.96,2.8,4.37849642472221
14.0,3.4,8.2,21.2,14.0,18.4,0.0,0.5,14.0,34.0,0.14,0.09,2.0,14.0,0.175,0.06,0.1,0.34,1.7,3.7,3.6,4.6,18.0,17.0,4.6,1.5,0.5,4.0,0.9,3.5,3.6755678796879
22.4,9.4,4.6,16.4,15.2,18.4,0.0,0.5,14.0,18.0,0.07,0.06,2.0,30.0,0.14,0.07,0.1,0.45,1.3,0.8,3.8,4.8,12.0,25.0,3.0,0.3,3.0,0.6,0.78,2.1,6.10303670364224
39.2,7.0,5.8,10.4,8.0,28.0,0.0,0.51,14.0,21.0,0.175,0.08,2.0,25.0,0.105,0.07,0.1,0.37,0.7,2.2,2.9,3.2,3.0,29.0,1.1,4.7,3.4,4.8,0.18,2.3,11.7162140766565
41.6,13.0,9.4,4.4,12.8,53.2,0.0,0.51,14.0,32.0,0.14,0.02,2.0,32.0,0.07,0.03,0.1,0.31,1.5,3.6,3.7,3.0,10.0,28.0,0.8,1.1,3.2,4.1,1.09,1.1,9.02726251858217
22.4,5.8,10.6,5.6,3.2,30.4,0.0,0.5,14.0,27.0,0.175,0.05,2.0,13.0,0.14,0.01,0.1,0.41,0.3,0.7,1.6,4.7,0.0,25.0,3.2,2.9,1.8,4.7,0.16,1.3,7.28999120612909
28.4,5.8,5.8,22.4,20.0,5.2,0.0,0.5,14.0,14.0,0.105,0.03,2.0,17.0,0.14,0.07,0.1,0.39,2.3,1.6,4.6,2.4,26.0,13.0,0.1,2.6,0.6,3.3,1.31,1.8,5.52593161429214
24.8,4.6,3.4,22.4,24.8,18.4,0.0,0.51,14.0,25.0,0.175,0.07,2.0,31.0,0.105,0.06,0.1,0.02,2.1,2.5,4.1,4.2,21.0,20.0,4.9,4.4,4.6,5.0,1.14,3.4,3.23120865487805
47.6,3.4,8.2,17.6,10.4,14.8,0.0,0.51,14.0,11.0,0.175,0.02,2.0,23.0,0.035,0.03,0.1,0.3,1.2,1.1,3.6,3.3,2.0,26.0,4.5,2.6,4.2,3.3,0.82,1.6,4.76646932745064
35.6,13.0,8.2,4.4,8.0,47.2,0.0,0.5,14.0,17.0,0.175,0.04,2.0,19.0,0.175,0.02,0.1,0.29,0.7,0.8,3.0,5.0,14.0,2.0,0.7,4.1,0.5,4.7,0.6,1.6,5.15159590831853
20.0,4.6,5.8,10.4,22.4,11.2,0.0,0.51,14.0,18.0,0.175,0.07,2.0,33.0,0.105,0.07,0.1,0.02,1.1,2.0,4.7,4.3,29.0,27.0,3.4,3.4,1.2,0.2,1.06,3.8,2.69428440636594
14.0,13.0,2.2,18.8,11.6,35.2,0.0,0.51,14.0,13.0,0.14,0.05,2.0,34.0,0.14,0.07,0.1,0.23,0.9,1.4,2.6,3.7,30.0,28.0,3.8,4.5,2.7,2.4,0.18,1.4,10.3277590404901
17.6,3.4,7.0,5.6,22.4,50.8,0.0,0.51,14.0,30.0,0.105,0.1,2.0,34.0,0.14,0.09,0.1,0.05,1.4,0.9,4.3,4.9,12.0,30.0,4.0,1.3,0.6,4.2,0.73,4.1,3.32054207146584
12.8,1.0,8.2,26.0,10.4,17.2,0.0,0.51,14.0,29.0,0.14,0.01,2.0,25.0,0.14,0.03,0.1,0.29,0.9,1.7,4.3,3.2,7.0,27.0,3.6,2.6,4.9,3.3,0.14,2.4,23.7438983535342
40.4,10.6,11.8,18.8,21.2,47.2,0.0,0.5,14.0,19.0,0.175,0.04,2.0,8.0,0.175,0.07,0.1,0.24,1.6,0.9,4.3,3.2,8.0,19.0,0.2,3.2,4.2,3.9,0.26,2.9,8.93195898189419
35.6,10.6,5.8,15.2,3.2,13.6,0.0,0.5,14.0,8.0,0.175,0.08,2.0,34.0,0.175,0.08,0.1,0.13,0.4,0.8,1.5,1.9,28.0,22.0,4.4,0.7,0.4,2.3,0.13,1.2,13.2694839511453
16.4,8.2,4.6,4.4,17.6,5.2,0.0,0.51,14.0,18.0,0.14,0.04,2.0,32.0,0.105,0.08,0.1,0.46,1.6,2.2,5.0,4.8,28.0,17.0,1.2,3.6,1.6,0.7,0.61,2.0,4.42588074377221
17.6,3.4,10.6,24.8,23.6,37.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,13.0,0.105,0.03,0.1,0.47,2.2,4.2,4.6,4.7,6.0,24.0,3.6,1.5,2.7,2.2,2.02,3.7,3.21867170897619
12.8,10.6,3.4,9.2,6.8,38.8,0.0,0.51,14.0,15.0,0.07,0.02,2.0,23.0,0.175,0.1,0.1,0.0,0.4,1.0,2.5,1.6,10.0,28.0,3.9,4.8,2.1,1.3,0.32,1.1,8.34051340567577
32.0,4.6,13.0,10.4,21.2,38.8,0.0,0.51,14.0,20.0,0.105,0.05,2.0,19.0,0.07,0.02,0.1,0.2,1.8,1.5,3.7,3.0,16.0,29.0,2.4,3.9,0.5,4.3,0.23,2.8,14.122692605298
51.2,9.4,8.2,20.0,3.2,28.0,0.0,0.51,14.0,31.0,0.14,0.08,2.0,21.0,0.175,0.04,0.1,0.01,0.4,1.8,1.7,1.7,1.0,26.0,2.5,4.5,2.0,1.6,0.18,1.1,17.6101496851437
24.8,5.8,4.6,26.0,3.2,49.6,0.0,0.51,14.0,31.0,0.07,0.03,2.0,11.0,0.175,0.06,0.1,0.4,0.4,1.9,1.3,1.7,13.0,0.0,1.7,3.5,4.3,3.5,0.1,1.1,7.57286852571007
16.4,9.4,3.4,22.4,4.4,30.4,0.0,0.51,14.0,7.0,0.175,0.07,2.0,34.0,0.035,0.01,0.1,0.33,0.3,0.6,1.8,4.7,5.0,24.0,2.1,4.6,1.9,0.6,0.26,1.2,5.76878014565304
24.8,8.2,11.8,23.6,23.6,19.6,0.0,0.51,14.0,21.0,0.105,0.04,2.0,34.0,0.14,0.01,0.1,0.11,1.0,1.3,4.5,4.0,29.0,11.0,1.7,4.9,1.0,2.8,0.27,3.5,11.7918800016466
15.2,7.0,3.4,9.2,17.6,29.2,0.0,0.5,14.0,17.0,0.14,0.01,2.0,31.0,0.175,0.02,0.1,0.23,1.6,1.5,3.3,4.3,30.0,14.0,3.6,0.6,4.4,0.9,1.2,2.2,3.37871051844612
46.4,13.0,4.6,8.0,14.0,43.6,0.0,0.51,14.0,23.0,0.07,0.05,2.0,16.0,0.105,0.06,0.1,0.25,1.1,2.0,3.2,3.5,30.0,8.0,4.7,1.0,3.3,3.6,0.75,2.1,9.41152087614128
51.2,9.4,11.8,9.2,24.8,32.8,0.0,0.5,14.0,25.0,0.14,0.02,2.0,12.0,0.175,0.03,0.1,0.17,2.3,1.1,4.1,3.9,25.0,20.0,3.2,3.9,2.6,3.8,0.94,3.4,6.53458490399931
9.2,13.0,5.8,6.8,5.6,12.4,0.0,0.5,14.0,18.0,0.14,0.09,2.0,32.0,0.105,0.07,0.1,0.15,0.5,2.2,3.7,3.8,13.0,2.0,1.6,1.8,4.0,4.7,0.27,1.7,6.82932831516038
9.2,7.0,2.2,24.8,15.2,23.2,0.0,0.5,14.0,20.0,0.07,0.05,2.0,22.0,0.175,0.07,0.1,0.28,0.8,0.6,4.9,4.8,8.0,18.0,1.3,3.6,0.3,2.2,0.5,2.8,7.05934069456072
27.2,8.2,11.8,8.0,4.4,8.8,0.0,0.5,14.0,35.0,0.14,0.06,2.0,16.0,0.07,0.01,0.1,0.02,0.4,4.5,1.3,4.5,22.0,1.0,4.5,1.1,0.2,4.4,0.32,1.2,8.93866482567736
32.0,13.0,8.2,22.4,17.6,44.8,0.0,0.51,14.0,30.0,0.105,0.04,2.0,21.0,0.035,0.03,0.1,0.22,1.9,3.7,5.0,3.8,29.0,14.0,4.2,2.1,3.9,4.5,0.72,1.4,7.52234247235388
8.0,3.4,3.4,17.6,12.8,11.2,0.0,0.51,14.0,26.0,0.105,0.01,2.0,32.0,0.14,0.07,0.1,0.01,1.0,2.1,2.3,1.9,22.0,3.0,0.8,2.8,0.4,1.7,0.15,1.8,15.940323543404
40.4,8.2,4.6,10.4,24.8,52.0,0.0,0.51,14.0,26.0,0.105,0.05,2.0,21.0,0.175,0.06,0.1,0.02,1.2,0.8,3.9,4.9,7.0,24.0,3.0,1.4,1.7,1.5,0.14,3.6,22.7673522706552
44.0,10.6,13.0,24.8,20.0,50.8,0.0,0.51,14.0,19.0,0.175,0.07,2.0,10.0,0.105,0.09,0.1,0.25,1.4,1.7,5.0,3.9,15.0,4.0,1.3,0.1,4.2,1.3,0.65,2.8,5.13314601094654
41.6,7.0,7.0,8.0,8.0,40.0,0.0,0.5,14.0,33.0,0.14,0.08,2.0,24.0,0.105,0.09,0.1,0.46,0.5,1.4,4.3,3.8,6.0,15.0,1.3,0.4,0.9,3.0,0.2,1.0,11.9990847404208
42.8,4.6,9.4,5.6,14.0,29.2,0.0,0.51,14.0,14.0,0.14,0.08,2.0,25.0,0.14,0.04,0.1,0.2,1.9,0.7,4.5,2.1,12.0,23.0,0.4,2.9,0.6,4.4,0.2,1.2,12.4870007975731
44.0,5.8,8.2,21.2,4.4,11.2,0.0,0.5,14.0,25.0,0.175,0.09,2.0,5.0,0.175,0.05,0.1,0.38,0.4,3.0,2.9,3.6,17.0,9.0,0.4,3.1,4.5,3.7,0.16,1.2,3.99280896751932
40.4,10.6,4.6,22.4,22.4,34.0,0.0,0.51,14.0,34.0,0.105,0.03,2.0,14.0,0.14,0.09,0.1,0.23,2.4,2.2,3.7,4.1,7.0,26.0,2.6,0.1,3.7,2.0,1.67,3.5,5.70779823722342
32.0,2.2,13.0,17.6,24.8,5.2,0.0,0.51,14.0,35.0,0.14,0.09,2.0,14.0,0.07,0.07,0.1,0.16,2.3,1.9,4.4,4.1,2.0,25.0,1.8,4.9,1.9,1.4,1.74,3.4,4.23780495886393
15.2,8.2,4.6,9.2,11.6,12.4,0.0,0.51,14.0,17.0,0.035,0.01,2.0,20.0,0.07,0.06,0.1,0.27,1.4,1.5,4.0,4.9,1.0,19.0,4.2,4.4,1.0,4.2,0.44,2.5,21.6200478245487
48.8,7.0,9.4,12.8,12.8,37.6,0.0,0.51,14.0,21.0,0.175,0.06,2.0,18.0,0.105,0.02,0.1,0.49,1.3,1.5,3.4,3.2,11.0,4.0,1.4,4.4,2.6,3.3,0.43,2.4,6.36280004972482
42.8,3.4,7.0,11.6,24.8,12.4,0.0,0.5,14.0,32.0,0.14,0.01,2.0,21.0,0.105,0.06,0.1,0.06,2.5,3.8,4.9,3.8,15.0,8.0,3.7,4.2,2.2,5.0,0.29,3.3,10.9859630857598
29.6,9.4,10.6,5.6,24.8,44.8,0.0,0.51,14.0,26.0,0.175,0.07,2.0,7.0,0.175,0.03,0.1,0.05,2.1,3.3,5.0,2.7,7.0,1.0,3.1,3.1,4.5,3.7,1.68,2.5,4.79431748372227
