w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,totalloss_W
10.4,5.8,10.6,17.6,22.4,38.8,0.0,0.51,14.0,29.0,0.14,0.03,2.0,11.0,0.175,0.09,0.1,0.36,2.9,3.2,4.9,4.0,17.0,5.0,0.3,3.6,5.0,1.0,0.92,2.9,13.94101124364385
16.4,4.6,3.4,23.6,20.0,41.2,0.0,0.51,14.0,26.0,0.14,0.02,2.0,29.0,0.14,0.02,0.1,0.34,2.6,2.5,4.5,4.3,10.0,30.0,0.1,2.2,2.0,1.1,0.98,2.9,13.80995544239653
26.0,8.2,2.2,9.2,22.4,34.0,0.0,0.5,14.0,30.0,0.07,0.06,2.0,12.0,0.175,0.05,0.1,0.26,2.4,0.9,4.9,3.9,19.0,0.0,1.3,3.3,3.3,1.6,0.27,2.6,26.27825825557173
46.4,1.0,8.2,5.6,16.4,50.8,0.0,0.5,14.0,25.0,0.035,0.02,2.0,27.0,0.14,0.1,0.1,0.25,1.5,1.8,3.6,3.9,8.0,21.0,2.8,4.6,2.2,3.9,1.1,2.1,23.35877275306465
30.8,3.4,3.4,6.8,17.6,29.2,0.0,0.51,14.0,35.0,0.105,0.01,2.0,34.0,0.14,0.01,0.1,0.44,1.9,1.7,3.5,2.8,14.0,12.0,2.6,2.1,4.4,4.2,0.52,2.0,14.58289130136606
6.8,9.4,3.4,12.8,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.01,2.0,11.0,0.035,0.03,0.1,0.4,2.1,0.9,4.5,4.2,8.0,14.0,3.0,1.9,4.3,2.3,0.38,1.2,39.99050743198026
24.8,5.8,1.0,4.4,3.2,19.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,10.0,0.105,0.02,0.1,0.31,0.4,3.7,1.5,4.9,24.0,23.0,0.3,1.5,2.6,0.4,0.11,1.1,42.03238961323207
9.2,1.0,9.4,12.8,10.4,14.8,0.0,0.51,14.0,32.0,0.07,0.05,2.0,17.0,0.105,0.05,0.1,0.49,1.2,4.1,2.4,2.6,5.0,14.0,5.0,1.5,0.5,0.9,1.08,1.7,42.31951006055582
9.2,4.6,8.2,10.4,26.0,37.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,12.0,0.14,0.03,0.1,0.24,3.1,1.0,4.8,4.7,14.0,29.0,4.6,3.5,3.9,3.7,0.89,4.6,20.253890334927295
52.4,11.8,5.8,18.8,26.0,16.0,0.0,0.5,14.0,30.0,0.175,0.07,2.0,17.0,0.14,0.04,0.1,0.23,1.6,3.5,4.4,4.2,19.0,21.0,0.6,4.8,4.7,3.2,1.53,4.1,9.019376996812762
29.6,4.6,11.8,6.8,12.8,52.0,0.0,0.5,14.0,22.0,0.175,0.07,2.0,24.0,0.105,0.01,0.1,0.43,0.9,0.9,2.6,3.9,7.0,19.0,3.6,0.3,1.1,3.2,0.19,1.9,16.478387346532948
16.4,3.4,9.4,3.2,17.6,8.8,0.0,0.5,14.0,28.0,0.105,0.02,2.0,9.0,0.105,0.02,0.1,0.33,0.9,2.1,3.9,4.3,9.0,18.0,2.4,1.3,2.7,2.9,0.83,2.6,19.197373102626155
16.4,4.6,3.4,26.0,17.6,7.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,27.0,0.14,0.01,0.1,0.49,1.2,2.8,3.4,4.0,25.0,13.0,0.1,2.5,1.3,3.9,1.1,3.3,10.110085077391629
28.4,13.0,9.4,9.2,12.8,20.8,0.0,0.51,14.0,25.0,0.07,0.05,2.0,14.0,0.105,0.01,0.1,0.28,1.6,1.3,4.8,2.9,12.0,19.0,3.1,3.1,4.6,4.5,0.78,2.0,13.717215781401935
42.8,1.0,2.2,12.8,14.0,20.8,0.0,0.5,14.0,23.0,0.105,0.03,2.0,15.0,0.105,0.07,0.1,0.3,1.9,2.1,4.2,3.0,29.0,11.0,3.7,4.5,2.5,4.6,0.21,1.3,31.982796149080702
46.4,2.2,13.0,17.6,18.8,5.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,22.0,0.105,0.03,0.1,0.49,2.2,2.7,3.3,3.3,20.0,20.0,0.1,4.7,0.3,2.2,0.92,3.1,10.41504956625188
18.8,5.8,7.0,11.6,10.4,32.8,0.0,0.5,14.0,35.0,0.14,0.03,2.0,12.0,0.105,0.09,0.1,0.24,0.7,1.4,3.7,4.3,13.0,3.0,1.0,0.3,2.5,4.4,0.33,1.2,14.846318574003975
34.4,11.8,10.6,26.0,17.6,30.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,15.0,0.07,0.06,0.1,0.36,1.6,4.2,4.8,3.4,4.0,10.0,2.9,3.8,3.3,3.1,1.26,1.6,14.149569614253783
24.8,2.2,9.4,12.8,4.4,48.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,23.0,0.105,0.1,0.1,0.29,0.4,1.2,2.7,3.6,16.0,15.0,1.1,1.6,4.9,2.8,0.36,1.0,37.31404090895094
12.8,9.4,11.8,12.8,21.2,48.4,0.0,0.5,14.0,29.0,0.14,0.01,2.0,34.0,0.07,0.04,0.1,0.28,2.3,1.3,3.9,4.2,29.0,26.0,2.0,0.6,4.9,4.7,0.74,3.1,13.616439474611633
15.2,13.0,7.0,10.4,23.6,31.6,0.0,0.5,14.0,23.0,0.175,0.02,2.0,23.0,0.14,0.06,0.1,0.24,2.2,1.6,4.1,5.0,2.0,2.0,1.8,2.4,2.1,4.5,0.71,3.6,10.630022178035489
21.2,2.2,11.8,23.6,10.4,37.6,0.0,0.51,14.0,22.0,0.07,0.03,2.0,20.0,0.105,0.06,0.1,0.2,0.9,1.0,4.6,3.2,15.0,18.0,4.3,3.4,0.3,0.7,0.66,2.9,15.429620765807234
11.6,5.8,10.6,14.0,4.4,18.4,0.0,0.5,14.0,28.0,0.14,0.03,2.0,19.0,0.175,0.02,0.1,0.32,0.2,1.4,1.5,3.0,30.0,7.0,4.1,1.8,5.0,4.2,0.11,1.0,22.64894492935159
35.6,8.2,8.2,20.0,26.0,20.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,16.0,0.14,0.06,0.1,0.46,3.5,2.4,4.7,3.9,14.0,23.0,0.6,1.8,2.1,3.1,0.4,3.4,12.67875160017616
46.4,8.2,11.8,23.6,8.0,22.0,0.0,0.5,14.0,33.0,0.175,0.01,2.0,18.0,0.105,0.05,0.1,0.37,0.8,3.9,4.4,4.2,3.0,3.0,4.0,4.6,0.9,4.2,0.67,1.8,14.031144351754637
28.4,9.4,4.6,22.4,9.2,52.0,0.0,0.5,14.0,30.0,0.035,0.02,2.0,12.0,0.07,0.01,0.1,0.5,1.1,3.6,4.7,4.9,26.0,2.0,4.2,0.2,2.5,3.2,0.82,3.8,21.272320017036186
40.4,5.8,9.4,23.6,24.8,43.6,0.0,0.5,14.0,31.0,0.105,0.06,2.0,27.0,0.035,0.01,0.1,0.3,2.7,1.8,5.0,3.5,4.0,12.0,4.4,1.2,3.3,1.2,1.29,3.3,15.518557652636215
16.4,10.6,13.0,4.4,6.8,19.6,0.0,0.51,14.0,19.0,0.175,0.08,2.0,28.0,0.035,0.03,0.1,0.37,0.3,0.8,2.1,3.9,4.0,30.0,1.7,0.4,1.6,0.5,0.17,1.8,22.87465973153771
6.8,4.6,8.2,9.2,4.4,48.4,0.0,0.51,14.0,28.0,0.14,0.04,2.0,27.0,0.175,0.01,0.1,0.41,0.5,3.7,1.5,1.6,10.0,22.0,4.9,4.2,3.8,4.0,0.41,1.3,40.96306856069668
23.6,5.8,13.0,4.4,18.8,6.4,0.0,0.51,14.0,30.0,0.105,0.04,2.0,26.0,0.175,0.06,0.1,0.34,1.4,3.5,4.8,4.6,21.0,12.0,2.6,4.0,4.6,3.1,0.9,2.6,12.546540527103613
16.4,11.8,7.0,23.6,24.8,8.8,0.0,0.51,14.0,24.0,0.105,0.1,2.0,32.0,0.14,0.03,0.1,0.5,3.1,1.6,4.6,4.8,6.0,23.0,4.7,1.4,3.3,2.6,1.1,4.0,9.250872206423116
40.4,10.6,11.8,11.6,18.8,23.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,11.0,0.035,0.02,0.1,0.5,2.0,3.2,3.2,4.7,13.0,12.0,1.9,2.1,4.2,0.2,1.29,3.1,19.304649363394248
6.8,9.4,5.8,22.4,4.4,46.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,31.0,0.14,0.03,0.1,0.37,0.5,2.1,2.4,1.5,26.0,15.0,4.4,3.4,2.9,4.7,0.39,1.3,21.3827353745336
18.8,2.2,2.2,16.4,6.8,43.6,0.0,0.5,14.0,33.0,0.105,0.01,2.0,15.0,0.14,0.08,0.1,0.2,0.6,1.5,5.0,3.6,3.0,24.0,3.7,0.9,0.6,3.7,0.36,1.3,25.10793394124901
32.0,10.6,10.6,4.4,16.4,6.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,11.0,0.105,0.1,0.1,0.24,1.7,3.0,4.7,3.7,23.0,13.0,1.6,3.4,5.0,2.0,0.4,2.9,14.573385960011793
10.4,2.2,11.8,11.6,17.6,7.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,12.0,0.07,0.04,0.1,0.46,2.2,3.7,3.7,3.9,12.0,11.0,3.1,3.4,1.8,2.6,0.6,3.1,33.74307749369278
39.2,8.2,2.2,16.4,26.0,37.6,0.0,0.51,14.0,18.0,0.14,0.02,2.0,35.0,0.175,0.1,0.1,0.26,2.2,1.3,4.3,4.1,26.0,7.0,2.4,2.0,0.3,4.4,1.25,3.7,9.476402814501405
28.4,9.4,5.8,4.4,15.2,19.6,0.0,0.51,14.0,34.0,0.105,0.01,2.0,32.0,0.105,0.06,0.1,0.12,1.5,2.2,3.8,2.1,19.0,22.0,0.8,0.3,4.5,0.1,0.44,1.3,19.54613326594657
42.8,11.8,9.4,10.4,20.0,23.2,0.0,0.51,14.0,29.0,0.175,0.07,2.0,30.0,0.175,0.06,0.1,0.17,2.6,0.9,4.4,5.0,24.0,1.0,1.9,2.9,4.2,2.3,0.11,3.1,25.72258905505634
29.6,11.8,3.4,22.4,21.2,50.8,0.0,0.5,14.0,29.0,0.175,0.09,2.0,34.0,0.14,0.09,0.1,0.33,1.9,2.0,4.4,3.4,24.0,0.0,2.0,0.6,3.4,4.6,0.52,3.1,10.491472305926868
27.2,11.8,3.4,14.0,18.8,18.4,0.0,0.51,14.0,28.0,0.175,0.1,2.0,10.0,0.07,0.02,0.1,0.26,1.2,0.5,3.6,3.9,16.0,21.0,3.3,4.7,2.0,3.9,0.46,2.1,14.099028247903345
46.4,3.4,7.0,9.2,11.6,53.2,0.0,0.51,14.0,25.0,0.105,0.08,2.0,15.0,0.035,0.03,0.1,0.46,1.3,1.0,2.9,4.4,19.0,30.0,1.7,3.3,0.3,1.8,0.66,1.3,27.82181048283763
33.2,2.2,11.8,21.2,18.8,41.2,0.0,0.51,14.0,29.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.38,2.1,2.9,4.3,4.3,28.0,25.0,4.0,2.1,2.6,1.6,0.11,2.1,46.82986463233092
32.0,7.0,7.0,5.6,6.8,26.8,0.0,0.5,14.0,30.0,0.105,0.09,2.0,32.0,0.07,0.04,0.1,0.11,0.8,1.7,3.0,1.3,10.0,8.0,2.9,2.5,2.1,2.9,0.15,1.2,31.98037321510882
48.8,5.8,9.4,8.0,24.8,36.4,0.0,0.5,14.0,26.0,0.035,0.02,2.0,16.0,0.175,0.06,0.1,0.33,1.2,2.6,4.4,4.4,27.0,20.0,0.7,3.5,2.2,2.7,0.83,3.8,19.505877455332822
42.8,4.6,2.2,10.4,17.6,26.8,0.0,0.51,14.0,34.0,0.175,0.09,2.0,18.0,0.105,0.01,0.1,0.13,0.8,3.0,4.1,4.5,9.0,10.0,2.2,3.6,0.1,0.3,0.32,3.3,14.89209623092614
27.2,4.6,10.6,20.0,21.2,5.2,0.0,0.5,14.0,31.0,0.175,0.1,2.0,17.0,0.07,0.02,0.1,0.29,1.6,1.1,4.6,2.8,14.0,29.0,1.6,1.1,4.3,2.3,1.09,1.9,11.212495108495318
23.6,7.0,11.8,3.2,5.6,40.0,0.0,0.51,14.0,25.0,0.105,0.1,2.0,15.0,0.105,0.07,0.1,0.28,0.4,0.2,1.4,2.6,6.0,24.0,0.8,2.8,2.5,1.8,0.14,1.2,30.572873223540547
51.2,7.0,11.8,24.8,8.0,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,12.0,0.175,0.05,0.1,0.26,1.0,1.8,3.9,4.5,1.0,25.0,3.1,1.5,3.0,4.2,0.38,2.6,11.682591735894457
34.4,10.6,4.6,15.2,14.0,52.0,0.0,0.51,14.0,23.0,0.105,0.09,2.0,24.0,0.07,0.05,0.1,0.35,1.1,2.3,5.0,5.0,28.0,29.0,3.8,3.0,2.3,4.4,0.72,2.0,15.09509386852961
33.2,4.6,8.2,8.0,10.4,4.0,0.0,0.51,14.0,19.0,0.175,0.03,2.0,7.0,0.105,0.04,0.1,0.18,0.5,1.6,3.9,3.1,3.0,18.0,0.6,4.8,5.0,4.7,0.49,1.1,16.07628355254306
6.8,2.2,8.2,26.0,11.6,11.2,0.0,0.5,14.0,35.0,0.105,0.08,2.0,13.0,0.105,0.04,0.1,0.39,1.5,2.7,2.1,2.4,4.0,16.0,3.4,2.2,3.8,1.3,0.55,1.8,27.47295176560169
20.0,4.6,3.4,9.2,14.0,4.0,0.0,0.5,14.0,24.0,0.14,0.04,2.0,23.0,0.14,0.06,0.1,0.42,0.8,0.6,3.5,2.7,16.0,30.0,0.5,0.5,0.9,0.8,0.56,1.5,10.40344728478992
52.4,5.8,8.2,8.0,24.8,47.2,0.0,0.5,14.0,32.0,0.175,0.09,2.0,31.0,0.105,0.06,0.1,0.25,2.0,3.7,4.8,4.8,9.0,18.0,0.7,2.8,1.7,4.7,0.93,3.7,10.305735699505636
17.6,13.0,10.6,17.6,26.0,12.4,0.0,0.5,14.0,35.0,0.105,0.02,2.0,20.0,0.105,0.07,0.1,0.4,2.7,4.2,5.0,5.0,28.0,17.0,1.4,2.6,1.0,0.1,2.53,3.0,11.200855151220829
29.6,8.2,4.6,14.0,22.4,22.0,0.0,0.51,14.0,21.0,0.07,0.06,2.0,28.0,0.07,0.03,0.1,0.09,1.9,2.2,3.8,3.9,24.0,3.0,1.3,2.4,0.2,1.9,1.14,3.3,13.649265324768425
40.4,2.2,11.8,23.6,6.8,17.2,0.0,0.5,14.0,14.0,0.14,0.04,2.0,30.0,0.105,0.1,0.1,0.36,0.8,0.9,2.0,4.8,3.0,2.0,0.8,2.3,4.1,3.7,0.3,1.6,15.918928754740007
52.4,4.6,5.8,24.8,18.8,4.0,0.0,0.5,14.0,30.0,0.105,0.08,2.0,10.0,0.035,0.03,0.1,0.41,2.2,2.1,4.1,4.7,23.0,21.0,3.5,2.9,3.3,3.8,1.72,4.0,17.97222063342275
39.2,1.0,8.2,18.8,11.6,53.2,0.0,0.5,14.0,6.0,0.175,0.1,2.0,10.0,0.07,0.04,0.1,0.1,1.1,0.2,1.8,2.8,29.0,2.0,3.0,1.8,1.5,1.0,0.16,1.7,29.489347123200943
15.2,9.4,5.8,5.6,10.4,4.0,0.0,0.51,14.0,31.0,0.175,0.02,2.0,21.0,0.14,0.03,0.1,0.27,1.2,2.4,3.9,2.8,0.0,13.0,5.0,2.7,0.5,2.8,0.95,2.6,12.121445797786794
48.8,11.8,2.2,4.4,4.4,46.0,0.0,0.51,14.0,17.0,0.07,0.07,2.0,11.0,0.175,0.1,0.1,0.45,0.5,0.4,1.8,3.3,23.0,2.0,0.8,0.4,1.1,0.3,0.23,1.7,27.445453121052534
22.4,4.6,10.6,26.0,12.8,10.0,0.0,0.5,14.0,12.0,0.035,0.02,2.0,12.0,0.07,0.07,0.1,0.28,0.6,0.3,3.7,2.5,13.0,3.0,0.5,4.2,0.6,1.0,0.24,2.3,43.65202315443074
50.0,10.6,4.6,6.8,21.2,48.4,0.0,0.51,14.0,23.0,0.105,0.05,2.0,12.0,0.175,0.01,0.1,0.43,2.9,1.0,4.5,3.2,9.0,9.0,3.7,1.8,0.3,2.7,0.11,2.3,43.00855296133731
29.6,2.2,7.0,23.6,26.0,53.2,0.0,0.5,14.0,18.0,0.175,0.03,2.0,24.0,0.105,0.02,0.1,0.49,2.3,1.3,4.4,4.2,24.0,2.0,1.5,4.3,2.8,2.4,0.41,3.6,12.354149120111511
51.2,1.0,1.0,11.6,9.2,50.8,0.0,0.5,14.0,31.0,0.07,0.05,2.0,8.0,0.035,0.02,0.1,0.33,1.0,1.1,5.0,2.8,6.0,6.0,0.4,1.0,1.3,4.0,0.99,1.3,35.60113663981421
22.4,3.4,9.4,18.8,15.2,52.0,0.0,0.5,14.0,26.0,0.035,0.03,2.0,35.0,0.175,0.04,0.1,0.45,1.4,3.5,3.8,4.2,17.0,3.0,1.9,1.0,2.7,2.9,0.62,2.8,24.99620278041548
14.0,10.6,13.0,8.0,16.4,35.2,0.0,0.5,14.0,28.0,0.105,0.08,2.0,9.0,0.105,0.01,0.1,0.5,1.9,2.2,3.2,3.3,14.0,25.0,3.7,4.4,0.3,3.1,0.89,2.0,14.729065573980124
11.6,2.2,2.2,20.0,20.0,10.0,0.0,0.51,14.0,35.0,0.105,0.02,2.0,16.0,0.14,0.03,0.1,0.37,1.1,1.6,4.5,5.0,5.0,1.0,1.0,1.8,4.6,3.1,0.17,2.5,39.38733900491741
12.8,7.0,9.4,23.6,11.6,31.6,0.0,0.5,14.0,32.0,0.14,0.09,2.0,14.0,0.14,0.01,0.1,0.24,1.4,0.9,4.6,3.9,16.0,10.0,3.4,2.7,1.0,1.7,0.67,1.3,11.329008362205142
33.2,8.2,13.0,24.8,8.0,48.4,0.0,0.51,14.0,30.0,0.175,0.07,2.0,26.0,0.105,0.05,0.1,0.22,1.0,4.0,3.8,5.0,11.0,20.0,3.6,4.8,4.1,2.6,0.59,1.1,14.404394057179935
44.0,4.6,2.2,20.0,17.6,30.4,0.0,0.5,14.0,21.0,0.105,0.05,2.0,13.0,0.175,0.06,0.1,0.5,0.8,0.4,4.9,3.7,14.0,3.0,0.8,0.9,5.0,0.6,0.13,1.3,34.77881192576029
34.4,8.2,13.0,5.6,24.8,30.4,0.0,0.5,14.0,34.0,0.105,0.05,2.0,21.0,0.14,0.03,0.1,0.39,2.6,4.1,4.7,4.8,21.0,14.0,4.2,3.0,3.0,1.4,2.03,3.6,13.260347083817805
39.2,11.8,8.2,8.0,24.8,40.0,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.07,0.02,0.1,0.38,3.3,3.4,4.6,4.7,14.0,26.0,4.4,1.8,3.0,0.7,0.57,2.9,15.843363463778797
35.6,7.0,2.2,15.2,11.6,37.6,0.0,0.51,14.0,23.0,0.175,0.1,2.0,32.0,0.105,0.1,0.1,0.14,1.4,1.2,3.9,3.5,11.0,27.0,0.9,3.2,1.7,3.2,0.19,2.7,17.21645027321881
48.8,9.4,2.2,26.0,17.6,52.0,0.0,0.51,14.0,15.0,0.105,0.08,2.0,32.0,0.175,0.04,0.1,0.22,1.0,1.1,4.4,4.1,13.0,11.0,1.6,0.5,2.6,2.9,0.85,3.9,10.27751060543795
24.8,3.4,1.0,23.6,6.8,53.2,0.0,0.51,14.0,21.0,0.14,0.01,2.0,18.0,0.105,0.09,0.1,0.43,0.5,0.9,4.6,5.0,10.0,1.0,0.1,2.5,3.3,4.4,0.28,1.0,24.484374187882697
26.0,4.6,7.0,11.6,8.0,37.6,0.0,0.51,14.0,32.0,0.105,0.01,2.0,25.0,0.175,0.03,0.1,0.36,0.4,2.3,2.6,2.3,30.0,10.0,1.8,2.2,0.4,2.2,0.21,1.8,20.639261274423127
51.2,5.8,4.6,17.6,15.2,5.2,0.0,0.51,14.0,16.0,0.14,0.1,2.0,8.0,0.14,0.08,0.1,0.2,1.8,1.9,3.8,4.4,18.0,19.0,4.6,4.5,1.1,4.1,0.47,2.6,13.036698637981523
51.2,9.4,4.6,22.4,6.8,17.2,0.0,0.5,14.0,33.0,0.07,0.06,2.0,13.0,0.07,0.03,0.1,0.1,0.9,2.5,4.2,3.2,9.0,24.0,3.9,0.8,4.8,2.0,0.23,1.0,46.85428027441171
26.0,10.6,11.8,16.4,14.0,48.4,0.0,0.5,14.0,31.0,0.105,0.07,2.0,34.0,0.14,0.02,0.1,0.24,1.6,1.9,4.3,2.0,8.0,1.0,0.8,1.0,2.8,0.7,0.86,1.5,10.478207671428667
17.6,7.0,8.2,14.0,8.0,47.2,0.0,0.5,14.0,30.0,0.175,0.04,2.0,32.0,0.175,0.05,0.1,0.16,0.9,1.3,3.7,4.0,13.0,15.0,3.5,2.6,1.0,3.5,0.27,2.4,11.339284913964221
39.2,5.8,2.2,10.4,15.2,47.2,0.0,0.5,14.0,19.0,0.14,0.1,2.0,20.0,0.14,0.01,0.1,0.42,1.8,1.6,3.4,4.1,10.0,13.0,0.8,4.9,3.8,2.4,1.51,2.8,10.449663916909167
15.2,8.2,5.8,4.4,6.8,26.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,28.0,0.07,0.04,0.1,0.37,0.8,4.1,3.7,2.4,3.0,20.0,2.0,3.9,0.2,1.1,0.29,1.4,28.71696674277507
41.6,7.0,10.6,17.6,22.4,30.4,0.0,0.51,14.0,18.0,0.105,0.07,2.0,13.0,0.14,0.02,0.1,0.39,2.9,1.5,4.4,4.7,12.0,19.0,0.8,0.1,2.8,1.7,0.47,3.7,13.061411229546328
34.4,8.2,2.2,11.6,21.2,22.0,0.0,0.51,14.0,28.0,0.14,0.03,2.0,24.0,0.105,0.06,0.1,0.21,1.7,1.9,3.5,5.0,20.0,0.0,4.6,2.5,0.8,3.6,0.25,3.3,17.99376611365466
11.6,11.8,3.4,17.6,20.0,26.8,0.0,0.5,14.0,18.0,0.14,0.03,2.0,18.0,0.14,0.02,0.1,0.5,1.0,2.3,3.6,3.6,23.0,14.0,2.1,0.7,4.9,0.8,0.72,3.0,15.813380773326054
30.8,8.2,11.8,22.4,10.4,6.4,0.0,0.5,14.0,31.0,0.07,0.06,2.0,23.0,0.07,0.07,0.1,0.46,0.7,0.9,3.0,1.5,18.0,17.0,4.5,1.3,0.1,2.3,0.17,1.1,38.81532882948317
27.2,8.2,5.8,14.0,20.0,35.2,0.0,0.5,14.0,22.0,0.175,0.09,2.0,24.0,0.07,0.01,0.1,0.48,1.9,1.6,4.9,4.4,0.0,11.0,1.5,4.0,2.4,1.4,0.97,4.2,8.86763442728346
52.4,9.4,8.2,21.2,8.0,29.2,0.0,0.51,14.0,32.0,0.175,0.03,2.0,17.0,0.14,0.08,0.1,0.36,1.0,0.7,4.7,5.0,6.0,28.0,4.6,0.3,1.2,3.4,0.39,1.6,14.653158218671514
27.2,2.2,9.4,22.4,15.2,30.4,0.0,0.5,14.0,29.0,0.175,0.08,2.0,25.0,0.035,0.03,0.1,0.11,0.7,3.2,2.6,3.6,1.0,17.0,3.7,2.0,0.7,2.5,0.16,2.4,27.47180196428568
30.8,7.0,7.0,23.6,8.0,47.2,0.0,0.5,14.0,35.0,0.105,0.04,2.0,30.0,0.07,0.01,0.1,0.23,0.4,4.6,1.3,3.8,9.0,2.0,4.4,2.5,3.1,4.3,0.38,1.1,23.54227870175986
35.6,11.8,10.6,26.0,6.8,11.2,0.0,0.5,14.0,16.0,0.105,0.05,2.0,17.0,0.105,0.04,0.1,0.2,0.4,1.4,3.0,3.2,7.0,5.0,0.5,3.5,3.0,0.4,0.31,2.3,19.722169783570724
24.8,5.8,13.0,23.6,3.2,4.0,0.0,0.51,14.0,28.0,0.14,0.07,2.0,30.0,0.14,0.04,0.1,0.32,0.4,3.7,1.7,1.4,14.0,12.0,0.2,3.6,3.7,0.9,0.24,1.0,18.52422056064369
44.0,2.2,8.2,12.8,14.0,44.8,0.0,0.51,14.0,28.0,0.14,0.03,2.0,21.0,0.14,0.03,0.1,0.13,1.6,3.4,4.3,3.9,27.0,20.0,3.5,3.0,4.1,4.1,0.51,1.2,15.496605351546084
42.8,3.4,9.4,20.0,20.0,17.2,0.0,0.51,14.0,34.0,0.07,0.05,2.0,13.0,0.14,0.03,0.1,0.21,2.0,3.2,4.3,4.1,30.0,9.0,2.6,1.7,4.5,4.2,0.61,4.0,15.776756700800403
24.8,4.6,3.4,17.6,21.2,20.8,0.0,0.5,14.0,32.0,0.105,0.04,2.0,8.0,0.14,0.03,0.1,0.45,1.3,3.6,4.1,3.6,1.0,14.0,4.7,1.5,1.4,4.5,0.68,3.2,12.025997264955576
24.8,9.4,10.6,8.0,10.4,40.0,0.0,0.5,14.0,26.0,0.175,0.01,2.0,22.0,0.07,0.06,0.1,0.3,0.7,2.0,2.3,3.6,15.0,17.0,4.2,1.4,4.3,2.8,0.48,1.6,14.420154475794451
8.0,8.2,10.6,11.6,20.0,22.0,0.0,0.5,14.0,33.0,0.14,0.09,2.0,16.0,0.105,0.03,0.1,0.48,2.5,2.4,4.4,3.2,19.0,28.0,4.5,1.9,4.1,4.0,1.08,2.1,16.968958448589916
9.2,2.2,13.0,15.2,11.6,32.8,0.0,0.5,14.0,17.0,0.175,0.09,2.0,10.0,0.07,0.02,0.1,0.2,1.1,1.7,4.3,3.6,18.0,1.0,3.1,4.9,0.2,3.8,0.92,2.2,23.8579350818069
11.6,2.2,8.2,8.0,9.2,22.0,0.0,0.5,14.0,35.0,0.07,0.01,2.0,32.0,0.07,0.05,0.1,0.2,1.0,1.6,3.6,4.1,14.0,29.0,0.5,3.4,4.6,1.4,0.2,2.2,40.23097241305794
17.6,13.0,11.8,15.2,16.4,49.6,0.0,0.51,14.0,29.0,0.07,0.07,2.0,13.0,0.14,0.06,0.1,0.25,1.9,3.5,4.8,2.4,28.0,14.0,0.9,5.0,2.4,2.9,1.32,2.2,11.968536889323824
27.2,11.8,5.8,21.2,3.2,17.2,0.0,0.51,14.0,30.0,0.175,0.01,2.0,10.0,0.105,0.09,0.1,0.21,0.4,1.0,1.6,4.8,26.0,20.0,0.2,1.1,1.5,1.3,0.3,1.1,14.311383211811462
23.6,7.0,1.0,4.4,4.4,11.2,0.0,0.5,14.0,21.0,0.175,0.1,2.0,20.0,0.07,0.02,0.1,0.39,0.5,2.7,2.2,2.7,0.0,6.0,4.2,2.3,3.2,0.2,0.16,1.4,24.26802592788539
41.6,5.8,9.4,17.6,6.8,49.6,0.0,0.5,14.0,21.0,0.175,0.08,2.0,20.0,0.175,0.09,0.1,0.32,0.7,2.8,3.6,2.7,15.0,12.0,0.3,2.0,4.3,1.6,0.56,2.1,10.058490327069071
48.8,4.6,4.6,11.6,5.6,17.2,0.0,0.51,14.0,26.0,0.07,0.03,2.0,14.0,0.14,0.02,0.1,0.27,0.6,2.2,3.8,4.3,16.0,12.0,4.3,1.9,1.4,1.8,0.32,1.2,28.541631071528457
9.2,11.8,5.8,10.4,24.8,52.0,0.0,0.51,14.0,31.0,0.14,0.07,2.0,9.0,0.105,0.04,0.1,0.27,2.4,0.7,5.0,4.6,5.0,7.0,3.0,2.2,2.3,1.2,0.55,2.7,23.674244034540727
50.0,3.4,1.0,18.8,5.6,6.4,0.0,0.51,14.0,15.0,0.175,0.02,2.0,34.0,0.105,0.02,0.1,0.2,0.4,1.1,2.0,2.1,9.0,2.0,0.4,1.7,1.5,1.0,0.31,1.0,20.097839560899043
