w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_right_T
16.4,4.6,5.8,11.6,24.8,6.4,0.0,0.5,14.0,34.0,0.14,0.01,2.0,27.0,0.07,0.07,0.1,0.33,2.5,2.6,4.9,4.5,18.0,24.0,3.4,5.0,3.3,2.0,0.51,2.8,0.109975906925252
36.8,8.2,11.8,14.0,20.0,32.8,0.0,0.51,14.0,27.0,0.105,0.08,2.0,22.0,0.105,0.03,0.1,0.43,2.2,1.4,4.7,3.0,18.0,6.0,3.5,0.4,2.1,3.1,0.71,2.0,0.024287781329963
36.8,13.0,8.2,4.4,4.4,16.0,0.0,0.51,14.0,13.0,0.07,0.04,2.0,10.0,0.175,0.05,0.1,0.3,0.5,1.1,2.4,3.4,27.0,19.0,1.1,4.7,3.2,1.5,0.22,1.7,0.0387154601262912
45.2,13.0,5.8,6.8,22.4,6.4,0.0,0.5,14.0,29.0,0.175,0.01,2.0,33.0,0.105,0.04,0.1,0.28,2.2,0.9,4.2,3.7,8.0,4.0,0.7,3.5,0.5,2.1,0.77,3.4,0.0411653617914464
12.8,10.6,9.4,9.2,17.6,47.2,0.0,0.5,14.0,35.0,0.105,0.01,2.0,27.0,0.14,0.08,0.1,0.41,1.1,3.9,4.3,3.4,15.0,14.0,1.3,0.3,1.4,1.1,0.55,2.7,0.0879778121192374
33.2,2.2,3.4,10.4,4.4,28.0,0.0,0.5,14.0,34.0,0.175,0.01,2.0,24.0,0.07,0.07,0.1,0.44,0.4,4.3,1.4,2.0,12.0,15.0,2.8,2.7,3.2,3.2,0.23,1.2,0.0998183724588642
47.6,2.2,7.0,8.0,16.4,17.2,0.0,0.5,14.0,34.0,0.175,0.06,2.0,26.0,0.14,0.01,0.1,0.19,1.3,2.4,3.3,3.8,9.0,29.0,0.1,4.8,2.5,1.3,0.33,3.2,0.0308069149353759
15.2,7.0,4.6,8.0,15.2,18.4,0.0,0.5,14.0,26.0,0.105,0.04,2.0,35.0,0.175,0.05,0.1,0.24,0.7,2.1,3.9,4.4,20.0,21.0,3.8,0.6,2.8,2.1,0.52,3.5,0.153740866875697
29.6,2.2,8.2,22.4,20.0,47.2,0.0,0.5,14.0,21.0,0.105,0.09,2.0,10.0,0.175,0.08,0.1,0.23,1.5,2.4,4.9,4.0,24.0,27.0,0.8,0.9,1.5,4.1,0.45,2.3,0.0420434416270929
32.0,8.2,9.4,4.4,4.4,12.4,0.0,0.51,14.0,35.0,0.07,0.05,2.0,11.0,0.105,0.1,0.1,0.35,0.5,3.2,1.7,3.6,27.0,9.0,0.5,1.0,2.2,2.9,0.22,1.2,0.0376258177913468
28.4,2.2,8.2,21.2,12.8,36.4,0.0,0.5,14.0,34.0,0.14,0.07,2.0,14.0,0.105,0.03,0.1,0.19,0.6,2.4,3.1,4.2,1.0,23.0,0.6,2.4,3.3,2.7,0.26,1.6,0.0462795052667768
23.6,13.0,7.0,6.8,4.4,20.8,0.0,0.5,14.0,35.0,0.175,0.02,2.0,18.0,0.105,0.07,0.1,0.33,0.3,0.5,2.0,3.5,30.0,26.0,2.0,2.4,2.0,2.7,0.15,1.9,0.0695860881647181
50.0,1.0,7.0,6.8,9.2,53.2,0.0,0.5,14.0,22.0,0.175,0.08,2.0,11.0,0.175,0.01,0.1,0.33,0.6,1.7,3.9,3.1,0.0,25.0,4.8,0.7,2.4,4.9,0.22,2.2,0.0281637601776537
38.0,11.8,3.4,14.0,14.0,18.4,0.0,0.51,14.0,23.0,0.14,0.08,2.0,27.0,0.105,0.01,0.1,0.3,0.8,2.9,4.9,1.8,26.0,30.0,4.1,4.1,3.2,1.4,0.15,1.4,0.0820482616362706
47.6,2.2,10.6,17.6,8.0,4.0,0.0,0.5,14.0,21.0,0.175,0.07,2.0,15.0,0.035,0.02,0.1,0.31,0.7,1.2,4.0,2.7,17.0,13.0,0.9,0.1,3.1,4.6,0.16,1.8,0.0206073613664675
20.0,2.2,5.8,23.6,22.4,38.8,0.0,0.51,14.0,32.0,0.175,0.1,2.0,18.0,0.105,0.03,0.1,0.31,2.8,3.1,4.7,4.5,4.0,8.0,1.2,4.8,3.7,1.4,1.86,4.1,0.0887166626745845
44.0,10.6,2.2,5.6,12.8,41.2,0.0,0.5,14.0,12.0,0.14,0.04,2.0,35.0,0.175,0.08,0.1,0.33,1.4,0.7,4.1,2.1,29.0,17.0,5.0,3.7,0.8,0.1,0.17,1.4,0.109828903421731
18.8,4.6,4.6,6.8,11.6,37.6,0.0,0.51,14.0,28.0,0.175,0.1,2.0,20.0,0.14,0.09,0.1,0.21,1.2,0.8,3.1,2.9,27.0,24.0,4.5,2.1,0.2,0.7,0.28,2.1,0.12673805470528
32.0,11.8,10.6,23.6,21.2,34.0,0.0,0.5,14.0,23.0,0.175,0.08,2.0,24.0,0.105,0.1,0.1,0.44,2.0,3.1,4.9,4.0,22.0,15.0,2.0,3.0,2.7,2.7,0.48,3.8,0.0317525789774744
34.4,8.2,5.8,10.4,20.0,23.2,0.0,0.5,14.0,26.0,0.07,0.05,2.0,30.0,0.105,0.05,0.1,0.18,2.0,2.2,3.7,4.7,28.0,2.0,2.4,4.4,0.2,1.8,1.25,3.1,0.0531530954198341
18.8,10.6,10.6,12.8,17.6,43.6,0.0,0.51,14.0,29.0,0.175,0.1,2.0,13.0,0.07,0.05,0.1,0.38,1.8,1.0,3.7,2.4,28.0,0.0,5.0,4.8,5.0,0.4,0.93,2.0,0.0504808191797987
29.6,9.4,5.8,4.4,12.8,12.4,0.0,0.51,14.0,26.0,0.175,0.03,2.0,34.0,0.175,0.08,0.1,0.29,1.2,1.2,4.4,3.6,8.0,21.0,5.0,3.5,4.1,0.2,0.58,3.2,0.061375140442518
21.2,2.2,7.0,12.8,17.6,41.2,0.0,0.5,14.0,27.0,0.07,0.02,2.0,9.0,0.14,0.09,0.1,0.32,1.6,3.4,4.3,3.0,2.0,7.0,4.7,3.2,0.5,4.4,1.58,1.4,0.0749783576732955
22.4,3.4,2.2,21.2,26.0,12.4,0.0,0.5,14.0,31.0,0.105,0.08,2.0,30.0,0.14,0.03,0.1,0.42,3.0,3.0,4.9,4.8,24.0,15.0,3.7,4.1,1.0,3.9,0.58,3.6,0.209419408345946
36.8,3.4,8.2,14.0,10.4,28.0,0.0,0.5,14.0,31.0,0.07,0.07,2.0,10.0,0.105,0.08,0.1,0.21,0.7,2.1,4.3,2.7,5.0,3.0,1.7,1.5,1.6,1.1,0.38,2.5,0.034308814858243
21.2,13.0,4.6,6.8,8.0,19.6,0.0,0.51,14.0,31.0,0.035,0.03,2.0,31.0,0.175,0.02,0.1,0.25,0.6,1.5,1.4,3.5,2.0,25.0,0.8,2.2,0.2,1.9,0.47,1.1,0.112446468549119
8.0,9.4,13.0,16.4,12.8,4.0,0.0,0.51,14.0,7.0,0.175,0.04,2.0,18.0,0.105,0.04,0.1,0.12,1.4,0.7,5.0,4.6,21.0,14.0,2.5,0.2,1.5,1.2,0.61,4.3,0.103843151719998
38.0,11.8,8.2,12.8,18.8,20.8,0.0,0.51,14.0,24.0,0.14,0.1,2.0,24.0,0.105,0.1,0.1,0.48,2.1,1.3,4.5,4.3,5.0,16.0,2.8,0.2,4.0,2.9,1.22,3.6,0.0344311763476984
28.4,11.8,7.0,9.2,5.6,29.2,0.0,0.5,14.0,35.0,0.175,0.05,2.0,22.0,0.105,0.05,0.1,0.35,0.7,4.3,3.4,3.1,14.0,30.0,3.1,2.7,3.1,3.6,0.47,1.3,0.054831166846751
20.0,9.4,3.4,12.8,22.4,7.6,0.0,0.51,14.0,27.0,0.14,0.07,2.0,17.0,0.105,0.06,0.1,0.49,2.8,2.4,3.8,4.5,19.0,13.0,2.9,4.8,4.8,4.4,1.77,3.7,0.15772760632981
34.4,4.6,10.6,26.0,16.4,24.4,0.0,0.5,14.0,29.0,0.07,0.04,2.0,20.0,0.07,0.02,0.1,0.26,2.2,3.9,5.0,3.6,5.0,21.0,2.7,2.2,3.1,0.5,0.43,3.4,0.0284447783109367
16.4,2.2,3.4,12.8,11.6,18.4,0.0,0.5,14.0,34.0,0.14,0.04,2.0,33.0,0.175,0.1,0.1,0.29,0.7,3.4,2.8,2.2,22.0,27.0,5.0,2.1,2.5,4.8,0.53,1.1,0.190139804744674
38.0,13.0,8.2,17.6,12.8,48.4,0.0,0.5,14.0,24.0,0.07,0.01,2.0,26.0,0.14,0.03,0.1,0.35,1.4,1.0,2.9,2.9,18.0,14.0,3.0,4.5,3.9,1.6,0.53,1.1,0.033322831116882
17.6,10.6,8.2,11.6,6.8,30.4,0.0,0.5,14.0,26.0,0.14,0.09,2.0,24.0,0.14,0.08,0.1,0.38,0.5,0.3,2.2,3.4,20.0,1.0,3.4,0.9,1.0,1.4,0.27,1.5,0.07124847836276
34.4,5.8,8.2,5.6,24.8,29.2,0.0,0.5,14.0,14.0,0.105,0.09,2.0,27.0,0.105,0.09,0.1,0.25,3.3,1.2,4.3,4.7,7.0,9.0,0.5,0.5,3.1,1.3,0.79,3.7,0.0375654352473706
34.4,1.0,8.2,26.0,9.2,46.0,0.0,0.5,14.0,35.0,0.14,0.04,2.0,5.0,0.07,0.01,0.1,0.39,1.0,3.2,2.3,2.5,21.0,0.0,2.4,1.9,2.6,2.8,0.67,2.1,0.035550050372568
52.4,9.4,2.2,4.4,17.6,35.2,0.0,0.51,14.0,33.0,0.105,0.06,2.0,21.0,0.14,0.1,0.1,0.36,2.2,2.7,4.2,3.4,21.0,16.0,1.6,0.4,4.7,4.2,0.15,2.5,0.0918710708464146
41.6,2.2,8.2,18.8,21.2,46.0,0.0,0.51,14.0,27.0,0.105,0.02,2.0,21.0,0.175,0.09,0.1,0.38,1.2,2.0,4.5,4.7,3.0,8.0,0.5,4.7,2.2,2.0,0.83,4.0,0.0306602034638672
16.4,3.4,4.6,16.4,22.4,12.4,0.0,0.5,14.0,33.0,0.07,0.02,2.0,15.0,0.105,0.09,0.1,0.3,2.8,1.7,4.8,4.7,18.0,28.0,2.9,3.8,3.9,0.8,0.8,3.2,0.14342683818506
15.2,13.0,7.0,6.8,6.8,13.6,0.0,0.51,14.0,30.0,0.07,0.07,2.0,6.0,0.035,0.01,0.1,0.21,0.6,3.1,4.0,2.6,23.0,7.0,0.7,4.9,3.3,0.6,0.52,1.5,0.100936829935657
11.6,1.0,10.6,22.4,9.2,7.6,0.0,0.51,14.0,30.0,0.175,0.02,2.0,13.0,0.07,0.01,0.1,0.48,0.7,1.2,2.8,4.7,5.0,25.0,2.0,4.8,2.8,1.4,0.23,2.6,0.0769047970516739
20.0,2.2,5.8,26.0,15.2,42.4,0.0,0.51,14.0,30.0,0.14,0.07,2.0,31.0,0.14,0.07,0.1,0.21,1.7,3.7,5.0,3.7,25.0,22.0,2.9,0.7,2.2,4.1,0.32,3.3,0.0870145649107297
27.2,5.8,4.6,15.2,12.8,30.4,0.0,0.5,14.0,23.0,0.105,0.05,2.0,9.0,0.175,0.08,0.1,0.39,1.6,2.9,4.8,4.3,12.0,4.0,4.0,1.4,1.8,4.3,0.57,1.0,0.0832238802506461
50.0,13.0,7.0,21.2,18.8,30.4,0.0,0.51,14.0,33.0,0.105,0.1,2.0,31.0,0.105,0.1,0.1,0.39,1.6,2.6,4.5,2.7,1.0,14.0,3.2,4.1,0.4,0.4,1.48,2.4,0.0287021776159075
47.6,11.8,2.2,6.8,17.6,42.4,0.0,0.5,14.0,33.0,0.07,0.02,2.0,18.0,0.14,0.07,0.1,0.47,1.1,3.0,4.0,4.2,29.0,9.0,1.1,0.2,4.2,1.2,0.3,3.0,0.102415867589043
10.4,9.4,5.8,21.2,11.6,40.0,0.0,0.5,14.0,22.0,0.175,0.05,2.0,24.0,0.07,0.04,0.1,0.1,1.4,1.9,2.0,2.9,25.0,1.0,1.7,1.1,4.4,4.7,0.81,1.6,0.175783505030844
48.8,1.0,10.6,22.4,8.0,20.8,0.0,0.51,14.0,18.0,0.105,0.08,2.0,11.0,0.105,0.08,0.1,0.31,0.6,0.3,4.2,4.9,8.0,14.0,1.8,4.4,1.7,5.0,0.25,3.1,0.0203893606379176
8.0,4.6,8.2,12.8,24.8,40.0,0.0,0.51,14.0,34.0,0.105,0.08,2.0,11.0,0.105,0.02,0.1,0.42,2.6,1.3,4.5,4.4,3.0,24.0,1.7,3.8,4.6,1.4,1.24,4.3,0.15556005864826
38.0,11.8,11.8,21.2,18.8,49.6,0.0,0.51,14.0,28.0,0.14,0.1,2.0,31.0,0.175,0.02,0.1,0.28,0.8,1.0,4.5,4.7,17.0,2.0,1.5,4.1,1.8,2.2,0.15,2.8,0.0230698118631146
42.8,8.2,13.0,4.4,20.0,31.6,0.0,0.5,14.0,34.0,0.105,0.1,2.0,26.0,0.105,0.04,0.1,0.3,2.7,3.3,4.6,4.3,8.0,6.0,0.2,4.2,4.4,4.1,0.14,1.6,0.0196442191546469
5.6,9.4,9.4,5.6,4.4,36.4,0.0,0.51,14.0,26.0,0.14,0.08,2.0,22.0,0.07,0.02,0.1,0.28,0.5,1.8,1.7,4.0,24.0,29.0,1.2,0.8,0.1,0.5,0.15,1.3,0.207544130546542
9.2,7.0,9.4,24.8,3.2,23.2,0.0,0.5,14.0,14.0,0.105,0.01,2.0,27.0,0.105,0.04,0.1,0.43,0.4,0.5,1.7,3.5,30.0,26.0,2.7,2.5,3.5,4.6,0.27,1.4,0.120870080747069
29.6,5.8,4.6,9.2,14.0,25.6,0.0,0.51,14.0,21.0,0.105,0.09,2.0,33.0,0.175,0.02,0.1,0.19,0.8,1.9,4.4,3.8,14.0,2.0,1.8,3.7,3.1,4.8,0.76,2.1,0.0764622941967547
44.0,13.0,7.0,20.0,26.0,42.4,0.0,0.51,14.0,20.0,0.175,0.02,2.0,30.0,0.14,0.04,0.1,0.48,1.2,1.8,4.4,4.8,11.0,19.0,4.2,1.6,2.2,2.5,0.93,4.1,0.0341733283121132
40.4,3.4,8.2,8.0,10.4,35.2,0.0,0.5,14.0,30.0,0.14,0.06,2.0,21.0,0.14,0.02,0.1,0.28,0.9,1.1,4.8,4.2,18.0,13.0,0.8,3.4,2.5,2.2,0.89,3.6,0.0328545718629416
10.4,10.6,11.8,11.6,8.0,17.2,0.0,0.5,14.0,10.0,0.035,0.02,2.0,9.0,0.105,0.08,0.1,0.46,0.7,1.0,3.8,2.9,28.0,24.0,4.8,1.8,4.0,2.0,0.33,2.7,0.0851735900859728
50.0,9.4,4.6,11.6,5.6,8.8,0.0,0.51,14.0,12.0,0.105,0.03,2.0,8.0,0.175,0.1,0.1,0.28,0.5,0.9,3.5,3.8,14.0,14.0,1.7,0.6,3.4,4.0,0.13,1.9,0.0478481499583423
30.8,8.2,7.0,23.6,12.8,32.8,0.0,0.5,14.0,30.0,0.14,0.05,2.0,31.0,0.175,0.02,0.1,0.37,0.6,0.5,4.3,2.9,27.0,21.0,4.1,3.0,4.0,1.2,0.29,1.0,0.0461883591302621
26.0,11.8,7.0,9.2,26.0,5.2,0.0,0.5,14.0,26.0,0.14,0.1,2.0,14.0,0.105,0.03,0.1,0.22,2.7,2.5,5.0,4.9,29.0,5.0,1.5,2.8,2.2,4.8,1.56,3.4,0.0584126988378899
17.6,5.8,3.4,22.4,9.2,24.4,0.0,0.51,14.0,23.0,0.105,0.1,2.0,30.0,0.07,0.02,0.1,0.14,1.1,2.0,2.8,2.3,19.0,2.0,1.4,0.6,4.7,3.6,0.54,1.1,0.173294035854128
22.4,5.8,13.0,6.8,15.2,10.0,0.0,0.51,14.0,23.0,0.07,0.04,2.0,31.0,0.105,0.07,0.1,0.39,0.7,1.1,4.4,3.9,3.0,15.0,1.5,2.4,0.7,3.3,0.1,1.9,0.0
44.0,3.4,2.2,18.8,11.6,25.6,0.0,0.51,14.0,34.0,0.035,0.02,2.0,11.0,0.105,0.05,0.1,0.22,0.5,3.9,2.5,4.1,6.0,29.0,4.4,0.5,1.5,4.6,0.36,2.4,0.103529324398297
11.6,10.6,11.8,15.2,12.8,37.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,28.0,0.105,0.01,0.1,0.49,0.9,1.2,3.3,3.8,28.0,24.0,1.2,2.2,2.9,1.2,0.18,1.9,0.0731233161740531
8.0,3.4,10.6,4.4,14.0,48.4,0.0,0.5,14.0,35.0,0.07,0.02,2.0,10.0,0.105,0.05,0.1,0.4,1.1,1.7,3.1,2.8,5.0,6.0,1.6,1.8,4.0,4.2,0.48,2.1,0.131354889657592
26.0,9.4,13.0,14.0,8.0,36.4,0.0,0.5,14.0,32.0,0.105,0.09,2.0,21.0,0.175,0.04,0.1,0.21,0.4,3.9,3.0,4.7,14.0,4.0,5.0,1.6,1.8,4.2,0.29,2.3,0.0310859087806044
38.0,4.6,13.0,8.0,21.2,31.6,0.0,0.51,14.0,33.0,0.175,0.01,2.0,13.0,0.105,0.02,0.1,0.36,1.9,3.4,4.9,3.0,9.0,23.0,3.6,0.2,1.5,5.0,0.61,2.7,0.021981018622126
42.8,13.0,5.8,5.6,8.0,16.0,0.0,0.51,14.0,31.0,0.14,0.02,2.0,7.0,0.07,0.07,0.1,0.22,0.8,1.3,3.1,4.8,3.0,9.0,2.3,3.6,4.9,2.9,0.17,1.5,0.042225084664547
52.4,7.0,3.4,4.4,5.6,35.2,0.0,0.51,14.0,27.0,0.105,0.1,2.0,10.0,0.07,0.03,0.1,0.34,0.4,0.3,2.5,4.8,17.0,21.0,3.9,1.5,2.6,1.7,0.21,2.1,0.0610617632064582
26.0,7.0,2.2,5.6,22.4,31.6,0.0,0.51,14.0,20.0,0.105,0.03,2.0,15.0,0.14,0.07,0.1,0.24,1.6,1.8,4.3,4.6,19.0,5.0,0.8,1.7,4.7,1.0,0.82,3.6,0.183780917850274
22.4,7.0,8.2,12.8,21.2,32.8,0.0,0.5,14.0,34.0,0.14,0.09,2.0,12.0,0.105,0.06,0.1,0.44,2.4,1.3,4.9,4.0,17.0,12.0,4.9,0.8,1.8,0.6,1.14,2.2,0.0570025438218205
26.0,4.6,7.0,14.0,3.2,10.0,0.0,0.51,14.0,19.0,0.14,0.09,2.0,13.0,0.175,0.09,0.1,0.26,0.2,1.0,1.8,4.8,14.0,25.0,2.5,2.7,4.3,1.9,0.19,1.2,0.0617855742154596
29.6,5.8,3.4,24.8,21.2,44.8,0.0,0.5,14.0,19.0,0.14,0.07,2.0,29.0,0.175,0.09,0.1,0.28,2.7,2.0,3.8,4.3,13.0,27.0,5.0,2.1,0.3,2.5,1.16,3.5,0.104428890844331
34.4,8.2,11.8,17.6,24.8,24.4,0.0,0.5,14.0,9.0,0.14,0.04,2.0,8.0,0.14,0.01,0.1,0.4,3.3,0.3,4.5,4.0,17.0,0.0,1.7,2.6,0.5,3.3,0.25,3.1,0.0264739315320714
32.0,10.6,10.6,9.2,22.4,16.0,0.0,0.51,14.0,35.0,0.07,0.03,2.0,24.0,0.175,0.05,0.1,0.39,2.9,4.7,4.8,3.3,0.0,18.0,4.3,1.5,1.1,1.6,0.42,2.6,0.032007265291262
41.6,8.2,8.2,11.6,4.4,19.6,0.0,0.5,14.0,30.0,0.14,0.06,2.0,21.0,0.105,0.03,0.1,0.35,0.4,0.9,1.6,4.1,30.0,7.0,2.2,2.0,4.7,1.0,0.19,1.2,0.0335202962144298
9.2,9.4,13.0,12.8,5.6,12.4,0.0,0.5,14.0,33.0,0.105,0.04,2.0,9.0,0.14,0.04,0.1,0.19,0.7,2.2,1.3,3.7,25.0,5.0,1.9,2.2,3.1,2.3,0.44,1.2,0.0946461121922769
20.0,11.8,7.0,10.4,4.4,37.6,0.0,0.5,14.0,20.0,0.07,0.07,2.0,14.0,0.14,0.05,0.1,0.3,0.4,0.8,2.0,2.7,28.0,16.0,3.2,3.9,3.5,1.4,0.39,1.3,0.0791819530564669
52.4,8.2,11.8,4.4,6.8,43.6,0.0,0.51,14.0,27.0,0.07,0.03,2.0,14.0,0.175,0.02,0.1,0.22,0.9,0.3,2.8,3.0,14.0,30.0,0.3,2.6,2.9,3.8,0.15,1.9,0.0178169362913003
9.2,11.8,13.0,26.0,8.0,20.8,0.0,0.5,14.0,29.0,0.14,0.06,2.0,27.0,0.14,0.1,0.1,0.26,0.8,3.4,4.4,3.7,13.0,29.0,1.9,1.2,3.8,4.6,0.11,1.9,0.0883041902306189
51.2,5.8,10.6,18.8,11.6,20.8,0.0,0.5,14.0,34.0,0.175,0.03,2.0,15.0,0.07,0.07,0.1,0.3,1.4,2.8,2.6,1.6,22.0,28.0,3.6,2.7,1.6,0.6,1.36,1.3,0.0194140050972522
39.2,8.2,8.2,24.8,15.2,50.8,0.0,0.5,14.0,20.0,0.14,0.08,2.0,24.0,0.14,0.06,0.1,0.22,1.8,2.1,5.0,4.6,2.0,3.0,0.7,4.4,4.8,1.8,0.9,2.3,0.0320817787269983
8.0,11.8,7.0,12.8,14.0,36.4,0.0,0.5,14.0,28.0,0.14,0.07,2.0,21.0,0.175,0.03,0.1,0.33,0.7,0.8,3.9,3.8,18.0,23.0,3.0,1.8,2.5,2.0,0.53,1.8,0.191358851099092
24.8,9.4,5.8,16.4,12.8,20.8,0.0,0.5,14.0,30.0,0.035,0.02,2.0,34.0,0.175,0.06,0.1,0.22,0.6,3.6,3.6,4.4,3.0,11.0,2.8,1.9,3.6,1.0,0.27,2.5,0.0725096454994883
18.8,7.0,9.4,16.4,22.4,10.0,0.0,0.5,14.0,32.0,0.175,0.04,2.0,8.0,0.07,0.02,0.1,0.41,1.2,1.8,4.5,4.3,14.0,13.0,4.5,0.4,2.0,2.3,0.15,2.6,0.0595239009642304
26.0,3.4,11.8,8.0,6.8,19.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,16.0,0.14,0.02,0.1,0.5,0.5,0.6,3.1,4.0,8.0,24.0,1.9,4.5,2.1,4.9,0.36,2.8,0.0332343458296357
9.2,8.2,10.6,6.8,11.6,38.8,0.0,0.51,14.0,12.0,0.14,0.05,2.0,11.0,0.07,0.05,0.1,0.23,0.5,0.6,3.9,4.7,25.0,30.0,4.0,0.8,4.0,1.1,0.11,2.6,0.111736777563332
45.2,7.0,10.6,26.0,8.0,19.6,0.0,0.5,14.0,32.0,0.175,0.01,2.0,22.0,0.105,0.02,0.1,0.12,0.5,3.6,3.2,4.8,11.0,12.0,0.3,0.6,3.3,4.3,0.22,3.1,0.0217041090025312
51.2,8.2,8.2,3.2,6.8,10.0,0.0,0.51,14.0,32.0,0.035,0.01,2.0,6.0,0.105,0.04,0.1,0.35,0.5,0.8,2.4,3.7,25.0,3.0,1.9,3.6,1.9,3.8,0.1,1.7,0.0254769175514836
46.4,1.0,9.4,10.4,6.8,41.2,0.0,0.5,14.0,18.0,0.105,0.09,2.0,7.0,0.105,0.05,0.1,0.33,0.6,0.4,4.8,4.8,16.0,28.0,1.9,0.3,4.3,3.5,0.1,1.2,0.0236741938185553
52.4,9.4,8.2,22.4,26.0,43.6,0.0,0.5,14.0,27.0,0.175,0.01,2.0,15.0,0.14,0.03,0.1,0.19,3.2,1.5,4.5,4.5,5.0,11.0,1.0,1.3,1.7,2.8,0.19,3.7,0.0244528790359939
29.6,8.2,8.2,23.6,24.8,23.2,0.0,0.5,14.0,21.0,0.14,0.08,2.0,14.0,0.175,0.06,0.1,0.48,2.0,2.0,4.1,4.5,0.0,2.0,4.8,2.1,0.3,1.9,1.85,3.7,0.0448279859287591
4.4,7.0,11.8,14.0,3.2,18.4,0.0,0.5,14.0,28.0,0.175,0.05,2.0,13.0,0.14,0.09,0.1,0.14,0.3,2.8,1.7,1.4,18.0,2.0,2.8,3.0,5.0,1.3,0.28,1.2,0.227127299020537
35.6,13.0,11.8,11.6,18.8,48.4,0.0,0.51,14.0,29.0,0.105,0.02,2.0,32.0,0.105,0.04,0.1,0.5,1.0,2.0,4.5,3.2,11.0,3.0,4.0,2.5,4.5,1.7,0.4,1.4,0.0248364171649641
18.8,2.2,5.8,17.6,6.8,6.4,0.0,0.5,14.0,29.0,0.14,0.04,2.0,29.0,0.14,0.02,0.1,0.38,0.5,3.5,1.8,3.5,15.0,28.0,2.4,0.1,1.4,4.3,0.32,1.6,0.0971638640941226
14.0,10.6,9.4,26.0,23.6,23.2,0.0,0.5,14.0,16.0,0.105,0.1,2.0,22.0,0.105,0.02,0.1,0.43,2.3,2.1,4.9,4.7,19.0,19.0,0.3,4.4,0.7,1.4,0.15,4.6,0.0798544050012878
18.8,8.2,9.4,12.8,11.6,52.0,0.0,0.5,14.0,27.0,0.105,0.09,2.0,27.0,0.105,0.05,0.1,0.19,1.0,3.6,2.1,2.1,22.0,24.0,1.4,1.4,2.5,5.0,0.66,1.5,0.0588437986956775
29.6,7.0,5.8,8.0,10.4,8.8,0.0,0.5,14.0,14.0,0.105,0.07,2.0,30.0,0.105,0.07,0.1,0.19,1.1,0.7,5.0,3.2,22.0,28.0,1.7,2.4,1.5,0.7,0.15,2.2,0.0611610977429529
27.2,8.2,2.2,18.8,4.4,11.2,0.0,0.5,14.0,32.0,0.14,0.02,2.0,27.0,0.035,0.03,0.1,0.41,0.2,2.4,2.1,1.8,13.0,16.0,3.0,3.9,4.6,2.7,0.16,1.4,0.171163092970074
30.8,8.2,13.0,8.0,23.6,16.0,0.0,0.5,14.0,34.0,0.105,0.07,2.0,10.0,0.175,0.01,0.1,0.49,1.9,1.6,4.7,4.8,7.0,26.0,0.2,3.3,3.9,3.3,0.19,2.6,0.0263882588984335
30.8,3.4,8.2,21.2,14.0,28.0,0.0,0.5,14.0,18.0,0.14,0.1,2.0,29.0,0.14,0.08,0.1,0.49,1.5,1.3,3.5,4.4,30.0,23.0,2.5,0.7,4.4,4.4,0.32,1.6,0.0403982123481314
51.2,11.8,8.2,6.8,5.6,5.2,0.0,0.5,14.0,35.0,0.14,0.07,2.0,24.0,0.07,0.03,0.1,0.15,0.6,4.6,1.7,2.6,13.0,27.0,4.0,2.8,2.3,4.4,0.49,1.6,0.0267802565082313
44.0,4.6,8.2,24.8,24.8,29.2,0.0,0.5,14.0,24.0,0.175,0.1,2.0,10.0,0.14,0.07,0.1,0.4,3.1,1.6,4.4,4.9,0.0,5.0,1.2,3.2,0.4,0.7,0.53,3.7,0.0296744619988341
26.0,8.2,8.2,15.2,6.8,24.4,0.0,0.5,14.0,13.0,0.14,0.04,2.0,4.0,0.14,0.01,0.1,0.36,0.8,1.0,3.0,1.9,20.0,27.0,3.5,1.0,4.2,0.6,0.27,1.8,0.0496956938136758
24.8,7.0,11.8,3.2,10.4,7.6,0.0,0.51,14.0,27.0,0.14,0.04,2.0,35.0,0.14,0.04,0.1,0.47,0.6,3.3,3.6,4.2,25.0,1.0,3.3,3.4,3.3,1.4,0.39,1.5,0.0370667182168677
48.8,10.6,5.8,22.4,5.6,22.0,0.0,0.51,14.0,15.0,0.14,0.07,2.0,33.0,0.105,0.07,0.1,0.31,0.6,0.6,4.3,4.8,30.0,18.0,4.6,1.8,2.5,4.1,0.36,1.1,0.0388584117038108
11.6,11.8,5.8,24.8,18.8,42.4,0.0,0.51,14.0,17.0,0.035,0.01,2.0,15.0,0.07,0.07,0.1,0.18,1.5,2.1,4.1,3.4,19.0,13.0,4.4,3.5,4.1,1.1,0.16,3.1,0.157736591691174
32.0,10.6,7.0,21.2,18.8,41.2,0.0,0.51,14.0,30.0,0.07,0.02,2.0,15.0,0.175,0.07,0.1,0.29,2.0,1.7,4.4,5.0,6.0,29.0,0.2,2.7,2.2,1.3,1.03,3.7,0.0465562187869985
