w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_right_T
38.0,1.0,13.0,20.0,9.2,17.2,0.0,0.51,14.0,18.0,0.175,0.02,2.0,30.0,0.14,0.02,0.1,0.33,1.0,1.9,3.0,3.8,23.0,3.0,2.2,3.6,0.5,4.0,0.19,1.1,0.223945959893095
33.2,13.0,3.4,12.8,11.6,34.0,0.0,0.51,14.0,14.0,0.07,0.07,2.0,29.0,0.07,0.07,0.1,0.22,0.5,1.8,3.6,4.8,7.0,27.0,2.3,1.6,3.8,4.5,0.28,3.5,0.0254598351038202
40.4,7.0,3.4,10.4,6.8,38.8,0.0,0.51,14.0,29.0,0.14,0.03,2.0,29.0,0.14,0.04,0.1,0.38,0.6,3.6,4.4,3.2,2.0,15.0,3.3,2.7,3.7,4.4,0.39,2.1,0.040824413162252
32.0,9.4,3.4,21.2,15.2,19.6,0.0,0.5,14.0,32.0,0.14,0.03,2.0,14.0,0.07,0.04,0.1,0.47,1.7,2.5,3.4,2.5,7.0,1.0,4.9,4.4,3.5,1.4,0.68,2.1,0.0412056911017681
20.0,4.6,2.2,6.8,9.2,43.6,0.0,0.51,14.0,7.0,0.105,0.02,2.0,17.0,0.14,0.09,0.1,0.24,0.5,0.8,5.0,3.9,3.0,16.0,0.5,1.1,0.8,4.6,0.44,3.2,0.117827671295187
45.2,1.0,11.8,10.4,11.6,50.8,0.0,0.51,14.0,34.0,0.14,0.06,2.0,29.0,0.14,0.09,0.1,0.32,0.5,1.6,4.2,4.5,7.0,5.0,5.0,4.8,3.6,0.8,0.1,2.3,0.178483807737738
46.4,2.2,11.8,11.6,15.2,14.8,0.0,0.5,14.0,34.0,0.175,0.06,2.0,27.0,0.105,0.05,0.1,0.16,0.7,0.8,3.9,4.8,5.0,6.0,0.4,4.8,1.2,2.7,0.55,2.4,0.0934829006638677
24.8,8.2,13.0,4.4,9.2,36.4,0.0,0.5,14.0,9.0,0.07,0.03,2.0,24.0,0.07,0.07,0.1,0.34,0.9,0.5,2.3,2.3,11.0,29.0,0.8,5.0,2.8,4.9,0.23,1.7,0.0535772492802687
38.0,10.6,9.4,8.0,15.2,26.8,0.0,0.5,14.0,21.0,0.105,0.08,2.0,10.0,0.105,0.05,0.1,0.49,0.9,2.1,3.8,4.4,7.0,27.0,3.6,0.8,3.7,4.1,0.38,2.2,0.0266591173688007
12.8,3.4,5.8,18.8,6.8,42.4,0.0,0.5,14.0,29.0,0.105,0.04,2.0,32.0,0.175,0.07,0.1,0.33,0.5,1.1,3.9,4.5,18.0,12.0,1.6,0.8,0.3,2.1,0.24,1.9,0.212010904831142
9.2,10.6,9.4,5.6,16.4,12.4,0.0,0.51,14.0,29.0,0.175,0.07,2.0,31.0,0.105,0.07,0.1,0.17,1.7,2.1,5.0,4.5,25.0,14.0,1.5,2.8,0.1,0.2,1.08,2.9,0.11231611723281
33.2,4.6,3.4,20.0,22.4,13.6,0.0,0.51,14.0,34.0,0.175,0.09,2.0,11.0,0.175,0.06,0.1,0.2,1.8,3.7,4.9,4.1,28.0,21.0,2.2,3.9,1.8,0.7,1.53,3.1,0.0649464705191899
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,0.104233232085957
42.8,5.8,5.8,16.4,23.6,23.2,0.0,0.51,14.0,26.0,0.035,0.01,2.0,9.0,0.175,0.09,0.1,0.3,1.8,2.8,4.3,4.0,6.0,8.0,2.2,0.2,0.1,4.6,1.43,3.0,0.0399518012264799
22.4,3.4,3.4,24.8,21.2,31.6,0.0,0.51,14.0,29.0,0.105,0.01,2.0,22.0,0.14,0.09,0.1,0.21,1.9,4.0,4.9,4.8,25.0,26.0,2.8,3.4,2.4,2.8,0.11,3.4,0.12886871493841
33.2,2.2,2.2,8.0,21.2,47.2,0.0,0.5,14.0,33.0,0.14,0.03,2.0,34.0,0.105,0.06,0.1,0.35,1.4,1.6,3.9,2.8,1.0,11.0,2.5,0.3,3.7,3.1,0.55,2.7,0.133171887042616
17.6,7.0,2.2,4.4,10.4,10.0,0.0,0.51,14.0,23.0,0.105,0.03,2.0,18.0,0.105,0.04,0.1,0.37,0.5,1.5,3.2,1.9,19.0,24.0,1.9,4.1,3.6,3.7,0.38,1.8,0.0903372429725706
20.0,4.6,11.8,21.2,4.4,14.8,0.0,0.5,14.0,32.0,0.14,0.06,2.0,33.0,0.175,0.05,0.1,0.42,0.4,0.6,1.9,1.5,24.0,16.0,1.8,2.9,0.1,0.2,0.24,1.1,0.110907180272681
11.6,7.0,5.8,12.8,3.2,41.2,0.0,0.5,14.0,22.0,0.175,0.03,2.0,26.0,0.105,0.08,0.1,0.25,0.2,1.5,1.8,2.7,0.0,24.0,2.3,0.8,3.0,2.9,0.14,1.0,0.125617908681709
28.4,9.4,3.4,6.8,18.8,11.2,0.0,0.51,14.0,23.0,0.175,0.02,2.0,14.0,0.07,0.06,0.1,0.21,2.5,2.0,4.5,3.7,7.0,24.0,1.9,3.5,4.4,0.3,0.34,2.5,0.0415162082167964
44.0,7.0,13.0,8.0,18.8,25.6,0.0,0.51,14.0,19.0,0.14,0.1,2.0,26.0,0.175,0.09,0.1,0.39,2.5,0.9,4.7,2.4,30.0,8.0,2.3,0.5,0.8,2.6,0.64,1.9,0.0335950754954156
45.2,11.8,8.2,18.8,6.8,28.0,0.0,0.5,14.0,35.0,0.14,0.02,2.0,15.0,0.175,0.07,0.1,0.42,0.8,0.6,4.7,1.7,3.0,11.0,0.9,4.2,0.7,4.5,0.35,1.1,0.0191016203831735
48.8,3.4,11.8,24.8,21.2,17.2,0.0,0.51,14.0,34.0,0.105,0.02,2.0,11.0,0.105,0.08,0.1,0.23,1.9,3.2,4.9,4.8,30.0,27.0,3.7,3.3,1.3,3.9,1.56,4.1,0.0615468470299742
20.0,3.4,10.6,21.2,9.2,52.0,0.0,0.5,14.0,35.0,0.14,0.03,2.0,31.0,0.035,0.02,0.1,0.46,0.5,0.9,4.1,3.7,14.0,26.0,4.5,2.0,0.8,4.2,0.33,2.5,0.137670137407983
28.4,8.2,8.2,3.2,3.2,43.6,0.0,0.5,14.0,30.0,0.105,0.05,2.0,19.0,0.07,0.01,0.1,0.5,0.4,3.8,1.5,2.5,8.0,9.0,1.2,4.7,2.5,4.1,0.14,1.0,0.0459941481961279
30.8,10.6,5.8,22.4,10.4,8.8,0.0,0.5,14.0,33.0,0.175,0.1,2.0,25.0,0.07,0.01,0.1,0.28,0.9,2.9,3.0,3.5,29.0,25.0,4.7,4.7,0.7,1.2,0.68,2.0,0.0387677713479503
34.4,11.8,11.8,10.4,9.2,8.8,0.0,0.51,14.0,30.0,0.175,0.01,2.0,18.0,0.14,0.03,0.1,0.21,0.8,4.1,4.5,4.6,8.0,6.0,3.1,2.3,3.3,4.2,0.4,3.3,0.0274592699694814
52.4,13.0,8.2,23.6,26.0,46.0,0.0,0.51,14.0,22.0,0.175,0.06,2.0,8.0,0.175,0.06,0.1,0.35,1.4,2.2,5.0,3.8,9.0,16.0,3.0,2.9,1.0,2.3,0.3,3.5,0.0160388602545216
24.8,13.0,7.0,15.2,16.4,50.8,0.0,0.51,14.0,28.0,0.035,0.01,2.0,33.0,0.07,0.06,0.1,0.4,2.0,2.3,3.5,2.9,4.0,10.0,5.0,0.7,3.7,0.6,1.43,1.9,0.0323092141235169
22.4,10.6,8.2,8.0,3.2,20.8,0.0,0.51,14.0,24.0,0.07,0.07,2.0,16.0,0.105,0.03,0.1,0.49,0.4,1.9,1.4,1.3,13.0,23.0,1.8,0.1,1.5,1.8,0.12,1.2,0.0436683823072925
18.8,9.4,10.6,11.6,10.4,46.0,0.0,0.5,14.0,28.0,0.175,0.09,2.0,27.0,0.175,0.02,0.1,0.36,1.0,3.7,4.1,3.7,30.0,30.0,4.2,0.7,2.5,4.2,0.56,3.3,0.0586782730025337
26.0,11.8,4.6,6.8,20.0,44.8,0.0,0.5,14.0,29.0,0.105,0.09,2.0,7.0,0.105,0.09,0.1,0.34,2.7,1.6,4.2,2.7,26.0,12.0,1.1,0.8,1.1,3.1,0.36,2.4,0.0355355618612061
23.6,5.8,5.8,12.8,17.6,28.0,0.0,0.5,14.0,34.0,0.175,0.1,2.0,11.0,0.105,0.07,0.1,0.28,1.7,2.5,4.9,4.5,5.0,20.0,1.0,4.5,1.1,2.5,1.02,2.2,0.0833298909122566
23.6,13.0,7.0,26.0,10.4,23.2,0.0,0.51,14.0,29.0,0.105,0.09,2.0,23.0,0.105,0.08,0.1,0.31,1.3,2.2,4.0,3.1,22.0,16.0,0.9,4.0,1.1,4.2,0.67,1.3,0.0339514206370542
46.4,13.0,9.4,20.0,3.2,29.2,0.0,0.5,14.0,12.0,0.07,0.04,2.0,12.0,0.175,0.08,0.1,0.28,0.3,0.3,1.5,4.3,22.0,12.0,4.6,2.4,3.1,2.9,0.17,1.1,0.0182250606690585
41.6,4.6,5.8,9.2,24.8,38.8,0.0,0.5,14.0,21.0,0.175,0.04,2.0,15.0,0.105,0.01,0.1,0.16,1.3,1.7,4.9,3.2,12.0,17.0,2.8,3.5,4.8,0.8,0.65,2.9,0.0498273931906634
26.0,13.0,10.6,6.8,20.0,41.2,0.0,0.5,14.0,23.0,0.175,0.07,2.0,32.0,0.14,0.07,0.1,0.2,2.3,1.1,4.9,3.4,15.0,17.0,1.0,3.4,1.9,2.8,0.37,1.9,0.0327930285675595
41.6,2.2,1.0,21.2,11.6,17.2,0.0,0.51,14.0,20.0,0.105,0.01,2.0,35.0,0.175,0.01,0.1,0.27,0.6,1.3,3.6,4.9,25.0,24.0,1.5,5.0,0.6,3.1,0.41,1.0,0.10047254387653
21.2,4.6,10.6,16.4,16.4,25.6,0.0,0.51,14.0,29.0,0.14,0.05,2.0,30.0,0.035,0.03,0.1,0.35,1.9,3.3,3.0,3.8,13.0,16.0,2.2,3.1,2.0,2.8,1.19,2.1,0.115782573217592
40.4,9.4,9.4,4.4,6.8,34.0,0.0,0.51,14.0,28.0,0.175,0.05,2.0,24.0,0.175,0.06,0.1,0.34,0.5,2.2,3.3,3.4,8.0,7.0,1.0,3.1,0.2,1.2,0.18,1.9,0.0292294718856143
27.2,3.4,5.8,16.4,23.6,37.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,21.0,0.07,0.06,0.1,0.28,2.8,3.4,4.2,4.1,18.0,2.0,1.4,2.8,2.1,3.2,0.28,3.3,0.0
14.0,5.8,7.0,18.8,5.6,6.4,0.0,0.51,14.0,13.0,0.14,0.01,2.0,24.0,0.14,0.08,0.1,0.41,0.5,0.3,3.1,3.6,15.0,1.0,0.4,1.4,2.5,2.9,0.12,2.1,0.125435860010044
36.8,13.0,13.0,24.8,22.4,49.6,0.0,0.5,14.0,31.0,0.175,0.07,2.0,23.0,0.14,0.07,0.1,0.32,2.5,3.1,4.7,3.6,17.0,19.0,3.4,4.6,1.9,3.8,1.05,2.2,0.0220059093197575
10.4,4.6,7.0,11.6,24.8,16.0,0.0,0.5,14.0,26.0,0.14,0.06,2.0,26.0,0.14,0.07,0.1,0.23,1.1,1.8,4.7,3.6,27.0,18.0,2.1,1.6,0.9,1.7,0.96,3.0,0.210158844636448
38.0,8.2,13.0,18.8,4.4,7.6,0.0,0.51,14.0,35.0,0.105,0.06,2.0,34.0,0.07,0.01,0.1,0.27,0.4,1.5,3.1,4.8,20.0,20.0,1.5,1.2,2.3,3.0,0.3,1.0,0.0363676434053631
24.8,10.6,7.0,26.0,17.6,40.0,0.0,0.5,14.0,31.0,0.105,0.02,2.0,10.0,0.105,0.08,0.1,0.25,1.4,4.1,4.6,1.8,7.0,6.0,0.5,4.8,0.1,3.2,0.53,1.6,0.0404109770722595
46.4,2.2,10.6,9.2,5.6,36.4,0.0,0.5,14.0,22.0,0.14,0.02,2.0,4.0,0.14,0.07,0.1,0.23,0.5,0.5,3.7,1.8,22.0,27.0,1.8,5.0,1.7,3.7,0.49,1.5,0.091883352150186
29.6,7.0,3.4,4.4,4.4,17.2,0.0,0.51,14.0,22.0,0.175,0.06,2.0,25.0,0.14,0.01,0.1,0.19,0.3,1.1,2.5,2.7,22.0,17.0,0.1,2.0,4.2,2.8,0.19,1.4,0.0537065460834724
45.2,7.0,8.2,16.4,8.0,4.0,0.0,0.51,14.0,27.0,0.105,0.1,2.0,26.0,0.14,0.06,0.1,0.29,0.6,0.5,3.6,2.7,17.0,10.0,3.3,2.3,1.5,2.0,0.14,1.1,0.0320409399281372
14.0,9.4,5.8,24.8,10.4,43.6,0.0,0.51,14.0,30.0,0.105,0.02,2.0,27.0,0.175,0.03,0.1,0.35,0.8,2.8,3.2,4.2,2.0,27.0,3.5,0.3,3.3,4.0,0.16,1.6,0.0855483788569634
21.2,4.6,5.8,17.6,4.4,12.4,0.0,0.51,14.0,28.0,0.14,0.02,2.0,19.0,0.14,0.08,0.1,0.42,0.4,1.3,2.9,4.5,16.0,7.0,4.1,4.5,2.3,1.2,0.37,1.0,0.103454895901218
33.2,10.6,1.0,14.0,5.6,53.2,0.0,0.5,14.0,33.0,0.175,0.07,2.0,23.0,0.14,0.01,0.1,0.35,0.7,1.0,1.7,4.4,28.0,21.0,0.8,2.7,2.0,2.2,0.5,1.0,0.0295868957740898
28.4,10.6,13.0,4.4,11.6,25.6,0.0,0.51,14.0,31.0,0.14,0.08,2.0,21.0,0.07,0.01,0.1,0.12,1.4,2.7,4.8,4.4,0.0,24.0,4.1,2.6,3.8,5.0,0.66,1.5,0.036356653796502
39.2,4.6,1.0,8.0,3.2,46.0,0.0,0.5,14.0,21.0,0.105,0.06,2.0,7.0,0.175,0.1,0.1,0.29,0.2,2.7,1.5,2.9,5.0,3.0,3.0,3.2,2.2,1.8,0.13,1.0,0.0602100105108752
14.0,4.6,9.4,15.2,8.0,49.6,0.0,0.51,14.0,18.0,0.105,0.07,2.0,22.0,0.175,0.01,0.1,0.35,1.0,1.6,2.1,2.1,24.0,6.0,1.5,1.1,3.2,0.4,0.74,1.6,0.151864821633813
22.4,5.8,13.0,26.0,8.0,20.8,0.0,0.5,14.0,22.0,0.14,0.08,2.0,24.0,0.105,0.06,0.1,0.17,1.0,2.2,2.8,4.8,25.0,21.0,3.7,1.5,0.7,3.3,0.3,1.5,0.0840171661166202
28.4,3.4,1.0,12.8,4.4,28.0,0.0,0.5,14.0,33.0,0.175,0.07,2.0,29.0,0.14,0.09,0.1,0.46,0.5,3.4,1.8,2.5,9.0,19.0,0.9,3.5,2.1,1.6,0.11,1.0,0.107674284625316
12.8,3.4,8.2,17.6,23.6,19.6,0.0,0.51,14.0,27.0,0.175,0.03,2.0,28.0,0.14,0.03,0.1,0.23,2.5,2.7,4.8,2.6,3.0,4.0,2.6,0.7,4.7,2.3,1.45,2.3,0.238690630015861
30.8,7.0,9.4,6.8,17.6,30.4,0.0,0.51,14.0,34.0,0.175,0.08,2.0,32.0,0.105,0.09,0.1,0.26,0.8,1.6,4.1,2.8,30.0,0.0,2.9,4.0,4.2,4.6,0.76,2.7,0.0486033094322727
47.6,8.2,13.0,15.2,20.0,26.8,0.0,0.5,14.0,21.0,0.035,0.03,2.0,17.0,0.07,0.05,0.1,0.27,1.6,0.8,4.6,4.0,11.0,24.0,3.2,1.0,3.5,3.2,0.43,2.6,0.0264262534402203
41.6,7.0,11.8,26.0,26.0,43.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,30.0,0.07,0.02,0.1,0.34,3.2,1.5,4.6,5.0,16.0,24.0,1.2,2.4,4.4,4.2,0.38,4.4,0.0361007690523138
32.0,7.0,7.0,6.8,24.8,52.0,0.0,0.51,14.0,35.0,0.07,0.05,2.0,20.0,0.175,0.06,0.1,0.37,1.8,1.8,4.6,4.6,14.0,11.0,4.2,1.0,2.6,2.4,1.38,4.5,0.0459584687630085
28.4,3.4,9.4,10.4,10.4,11.2,0.0,0.5,14.0,28.0,0.14,0.03,2.0,9.0,0.07,0.02,0.1,0.34,0.9,2.9,3.1,4.5,14.0,27.0,2.3,3.4,2.2,0.1,0.49,3.0,0.105964582445454
41.6,11.8,7.0,21.2,22.4,35.2,0.0,0.5,14.0,32.0,0.105,0.08,2.0,22.0,0.175,0.02,0.1,0.4,2.7,1.8,4.8,4.4,14.0,2.0,1.4,1.3,4.4,2.6,0.61,3.3,0.0204682300456935
18.8,8.2,8.2,10.4,8.0,38.8,0.0,0.51,14.0,8.0,0.175,0.01,2.0,20.0,0.175,0.03,0.1,0.23,1.0,0.8,2.6,2.4,5.0,18.0,0.7,0.9,4.8,2.7,0.21,2.3,0.0656557455657961
9.2,10.6,10.6,26.0,6.8,42.4,0.0,0.51,14.0,33.0,0.035,0.03,2.0,24.0,0.175,0.02,0.1,0.34,0.6,1.2,4.3,3.7,8.0,16.0,1.4,2.2,1.1,4.8,0.32,1.0,0.104471625448389
52.4,11.8,8.2,10.4,4.4,31.6,0.0,0.51,14.0,34.0,0.105,0.07,2.0,32.0,0.175,0.05,0.1,0.35,0.4,2.8,1.4,4.3,25.0,26.0,2.9,0.4,0.9,1.6,0.23,1.0,0.0181877215249595
22.4,5.8,11.8,14.0,24.8,24.4,0.0,0.5,14.0,17.0,0.175,0.08,2.0,21.0,0.105,0.01,0.1,0.37,3.2,2.2,4.2,4.9,14.0,20.0,2.5,2.1,1.3,2.8,0.59,3.8,0.0815744238801905
10.4,5.8,3.4,9.2,18.8,34.0,0.0,0.51,14.0,30.0,0.175,0.02,2.0,13.0,0.035,0.01,0.1,0.04,1.4,1.7,3.9,3.0,28.0,21.0,2.5,3.2,2.4,1.9,1.28,2.2,0.167160423056594
15.2,13.0,9.4,12.8,3.2,12.4,0.0,0.5,14.0,22.0,0.105,0.08,2.0,16.0,0.105,0.09,0.1,0.32,0.2,0.8,2.1,2.0,23.0,27.0,4.7,2.0,1.8,4.1,0.1,1.0,0.0567881897124011
17.6,5.8,4.6,8.0,23.6,16.0,0.0,0.51,14.0,19.0,0.14,0.08,2.0,25.0,0.14,0.1,0.1,0.26,2.2,2.1,4.5,4.2,25.0,5.0,4.5,1.0,1.1,4.9,0.84,3.8,0.103685821524809
23.6,11.8,1.0,18.8,3.2,13.6,0.0,0.5,14.0,34.0,0.175,0.09,2.0,24.0,0.035,0.03,0.1,0.35,0.4,3.1,1.8,3.5,23.0,11.0,3.8,1.2,2.5,0.1,0.27,1.3,0.0419983474462195
18.8,3.4,10.6,11.6,22.4,52.0,0.0,0.51,14.0,34.0,0.07,0.01,2.0,13.0,0.14,0.01,0.1,0.22,1.8,4.2,5.0,3.1,24.0,4.0,2.0,1.9,3.0,4.1,0.73,1.9,0.151681408169123
39.2,3.4,9.4,24.8,21.2,28.0,0.0,0.5,14.0,35.0,0.175,0.05,2.0,9.0,0.175,0.04,0.1,0.19,2.4,2.9,4.4,4.2,3.0,9.0,3.3,4.6,0.3,0.7,1.3,2.1,0.0731100791431455
33.2,4.6,7.0,15.2,3.2,10.0,0.0,0.5,14.0,30.0,0.175,0.01,2.0,29.0,0.175,0.1,0.1,0.49,0.3,2.2,1.8,2.9,21.0,14.0,3.0,0.7,4.7,1.9,0.1,1.1,0.0680822218150736
5.6,8.2,13.0,8.0,15.2,52.0,0.0,0.5,14.0,31.0,0.14,0.08,2.0,27.0,0.14,0.06,0.1,0.41,1.5,2.9,4.2,4.1,16.0,10.0,4.5,0.8,3.7,3.0,0.17,2.2,0.207204789462439
27.2,13.0,3.4,17.6,8.0,42.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,34.0,0.14,0.07,0.1,0.25,0.6,2.6,4.3,3.3,14.0,12.0,0.6,4.5,1.8,3.4,0.44,1.8,0.0313000041801971
33.2,7.0,10.6,14.0,22.4,46.0,0.0,0.51,14.0,34.0,0.175,0.08,2.0,18.0,0.14,0.07,0.1,0.42,2.3,4.5,4.4,4.0,7.0,27.0,4.2,1.7,2.2,2.7,1.23,3.7,0.0443970707236083
50.0,1.0,11.8,15.2,9.2,16.0,0.0,0.51,14.0,31.0,0.175,0.01,2.0,24.0,0.14,0.04,0.1,0.18,0.4,1.8,5.0,4.5,6.0,24.0,4.7,1.3,3.1,2.5,0.19,3.1,0.173717613821438
38.0,3.4,10.6,5.6,4.4,35.2,0.0,0.5,14.0,13.0,0.175,0.01,2.0,31.0,0.035,0.02,0.1,0.03,0.5,1.4,1.5,3.4,24.0,8.0,2.8,1.5,0.9,0.9,0.21,1.1,0.0357584955708097
30.8,3.4,9.4,4.4,8.0,8.8,0.0,0.51,14.0,33.0,0.14,0.04,2.0,27.0,0.105,0.03,0.1,0.22,0.6,2.7,5.0,2.8,10.0,20.0,3.6,3.7,4.5,4.2,0.26,1.0,0.102187942760938
51.2,8.2,9.4,10.4,16.4,49.6,0.0,0.51,14.0,19.0,0.175,0.03,2.0,16.0,0.105,0.05,0.1,0.11,0.8,1.1,4.0,3.6,30.0,30.0,1.6,0.5,1.4,1.6,0.42,2.6,0.0240930167224757
40.4,4.6,1.0,12.8,11.6,50.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,26.0,0.105,0.1,0.1,0.47,1.0,3.5,3.3,2.4,24.0,26.0,3.9,2.6,0.2,2.0,0.39,1.4,0.0570009624755554
35.6,10.6,8.2,21.2,21.2,48.4,0.0,0.5,14.0,22.0,0.07,0.02,2.0,23.0,0.07,0.04,0.1,0.26,1.7,2.7,4.8,3.8,10.0,19.0,2.5,4.2,3.1,2.1,1.55,2.9,0.0272454304669995
20.0,7.0,8.2,9.2,12.8,48.4,0.0,0.5,14.0,19.0,0.14,0.05,2.0,7.0,0.14,0.05,0.1,0.44,0.7,2.5,3.7,2.1,24.0,11.0,0.4,1.5,2.1,2.6,0.67,1.7,0.0928486749021968
16.4,11.8,13.0,22.4,18.8,31.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,29.0,0.07,0.04,0.1,0.35,2.3,2.8,4.7,3.1,0.0,5.0,3.2,2.1,4.5,2.5,0.42,2.0,0.0532601181335792
51.2,10.6,10.6,9.2,14.0,7.6,0.0,0.5,14.0,5.0,0.035,0.01,2.0,17.0,0.035,0.01,0.1,0.09,1.6,0.3,4.6,4.7,24.0,28.0,2.1,4.3,0.2,2.6,0.17,2.6,0.0196015559019029
17.6,10.6,3.4,12.8,26.0,31.6,0.0,0.5,14.0,30.0,0.035,0.01,2.0,32.0,0.105,0.08,0.1,0.22,2.5,3.6,5.0,4.0,14.0,7.0,3.9,3.3,2.0,1.0,0.47,2.9,0.0564618777064114
11.6,11.8,2.2,10.4,10.4,25.6,0.0,0.51,14.0,30.0,0.175,0.05,2.0,13.0,0.175,0.03,0.1,0.28,0.9,0.6,3.8,5.0,9.0,8.0,3.0,1.3,4.0,1.1,0.26,1.4,0.0887858837682714
47.6,10.6,7.0,24.8,24.8,34.0,0.0,0.5,14.0,32.0,0.14,0.06,2.0,8.0,0.105,0.1,0.1,0.21,2.7,4.3,4.8,3.7,19.0,7.0,3.4,3.0,4.5,0.8,0.54,3.2,0.0207400838172879
52.4,8.2,13.0,12.8,6.8,46.0,0.0,0.51,14.0,24.0,0.07,0.03,2.0,15.0,0.105,0.02,0.1,0.22,0.4,0.5,3.2,5.0,13.0,26.0,4.4,4.8,4.7,1.8,0.32,2.1,0.0239537264895476
8.0,5.8,11.8,11.6,18.8,53.2,0.0,0.5,14.0,18.0,0.14,0.02,2.0,18.0,0.07,0.04,0.1,0.48,1.6,2.1,4.3,3.1,16.0,24.0,2.6,1.5,1.8,5.0,0.48,2.1,0.215869063263355
47.6,3.4,8.2,5.6,18.8,40.0,0.0,0.51,14.0,24.0,0.175,0.08,2.0,11.0,0.035,0.01,0.1,0.12,1.2,1.9,3.8,4.6,3.0,12.0,4.6,1.7,3.6,2.9,0.28,3.0,0.0603972963097082
36.8,10.6,13.0,22.4,6.8,24.4,0.0,0.51,14.0,23.0,0.14,0.08,2.0,14.0,0.105,0.09,0.1,0.5,0.7,2.0,3.9,2.6,9.0,17.0,3.3,1.8,1.0,1.8,0.37,1.1,0.028181430517106
52.4,4.6,11.8,14.0,16.4,25.6,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.14,0.05,0.1,0.5,1.5,3.6,3.8,4.1,28.0,22.0,2.4,3.0,4.6,4.5,1.05,2.6,0.0455485583514357
18.8,2.2,2.2,14.0,3.2,12.4,0.0,0.51,14.0,25.0,0.14,0.01,2.0,32.0,0.035,0.02,0.1,0.26,0.4,2.6,1.2,4.5,12.0,21.0,2.5,4.2,4.7,4.2,0.21,1.0,0.233513521597421
18.8,8.2,5.8,21.2,23.6,36.4,0.0,0.5,14.0,32.0,0.07,0.01,2.0,32.0,0.175,0.02,0.1,0.39,1.1,3.4,4.9,4.6,6.0,28.0,0.5,4.7,0.6,2.7,1.08,2.5,0.0669876789849178
23.6,10.6,11.8,20.0,16.4,19.6,0.0,0.51,14.0,22.0,0.175,0.09,2.0,31.0,0.14,0.03,0.1,0.21,1.4,2.5,3.8,2.6,29.0,2.0,1.0,3.9,0.5,2.1,0.37,2.1,0.0429979010784201
12.8,8.2,10.6,18.8,15.2,20.8,0.0,0.51,14.0,27.0,0.07,0.02,2.0,16.0,0.175,0.04,0.1,0.22,1.1,0.6,3.0,1.9,9.0,25.0,3.4,4.6,2.6,0.9,0.57,1.7,0.103212109537678
22.4,4.6,13.0,5.6,21.2,28.0,0.0,0.51,14.0,8.0,0.175,0.1,2.0,21.0,0.07,0.01,0.1,0.25,2.6,1.0,4.4,3.1,19.0,14.0,2.5,0.9,4.2,4.3,0.35,2.9,0.108890669684322
12.8,9.4,8.2,24.8,21.2,47.2,0.0,0.51,14.0,33.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.36,1.4,3.3,4.0,3.6,29.0,18.0,3.0,2.3,2.3,1.0,1.2,3.0,0.08527772833284
52.4,4.6,2.2,9.2,24.8,29.2,0.0,0.5,14.0,32.0,0.105,0.05,2.0,23.0,0.14,0.08,0.1,0.24,2.5,1.1,5.0,4.6,14.0,7.0,2.3,0.8,2.0,3.9,0.84,3.9,0.0444166070562448
44.0,13.0,3.4,24.8,4.4,53.2,0.0,0.5,14.0,33.0,0.105,0.06,2.0,19.0,0.175,0.08,0.1,0.24,0.5,0.5,1.7,4.5,20.0,5.0,4.3,3.3,0.7,2.9,0.22,1.2,0.0184599576619137
27.2,4.6,11.8,5.6,23.6,16.0,0.0,0.5,14.0,29.0,0.035,0.02,2.0,9.0,0.07,0.06,0.1,0.39,1.2,2.1,4.6,3.4,13.0,28.0,3.4,4.3,0.5,3.6,0.24,3.1,0.0794400666373268
50.0,7.0,13.0,23.6,14.0,10.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,33.0,0.07,0.06,0.1,0.18,1.7,2.4,3.3,4.5,21.0,24.0,1.7,3.2,0.7,2.3,1.52,1.7,0.030051049347963
20.0,11.8,8.2,10.4,24.8,20.8,0.0,0.51,14.0,27.0,0.105,0.08,2.0,22.0,0.175,0.09,0.1,0.32,2.7,1.7,4.2,4.3,4.0,15.0,4.8,2.0,0.7,3.3,0.64,3.7,0.0434912973945892
17.6,9.4,2.2,3.2,3.2,36.4,0.0,0.51,14.0,15.0,0.105,0.02,2.0,33.0,0.07,0.07,0.1,0.15,0.4,1.8,1.8,4.3,2.0,3.0,0.9,4.5,4.3,3.5,0.25,1.2,0.0673047728125168
