w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Tx
23.6,3.4,4.6,9.2,11.6,12.4,0.0,0.5,14.0,11.0,0.035,0.03,2.0,27.0,0.14,0.06,0.1,0.26,1.5,1.1,2.8,4.5,25.0,9.0,4.1,4.4,3.7,4.6,0.39,1.7,19.9362382082789
17.6,3.4,3.4,10.4,6.8,13.6,0.0,0.51,14.0,16.0,0.175,0.05,2.0,20.0,0.035,0.02,0.1,0.15,0.4,1.8,3.4,4.8,1.0,28.0,1.0,3.6,2.5,1.8,0.16,2.1,8.55104416284536
27.2,11.8,2.2,17.6,3.2,19.6,0.0,0.5,14.0,20.0,0.105,0.1,2.0,12.0,0.14,0.07,0.1,0.42,0.3,2.0,1.5,3.7,5.0,23.0,2.2,1.6,2.0,2.4,0.22,1.3,13.8786338999288
27.2,13.0,2.2,8.0,18.8,50.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,18.0,0.14,0.08,0.1,0.48,2.1,4.4,4.7,2.4,1.0,26.0,3.4,3.6,4.1,0.9,0.22,1.0,2.45558380584906
12.8,4.6,4.6,11.6,14.0,38.8,0.0,0.51,14.0,32.0,0.175,0.08,2.0,20.0,0.07,0.05,0.1,0.28,1.9,1.8,4.2,2.9,16.0,12.0,4.9,1.4,1.4,0.1,0.25,2.0,6.23388732817839
27.2,11.8,2.2,12.8,5.6,38.8,0.0,0.5,14.0,23.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.38,0.3,1.8,3.1,4.6,1.0,12.0,4.6,0.9,2.4,0.1,0.28,2.0,2.37021144370317
10.4,5.8,5.8,4.4,10.4,37.6,0.0,0.51,14.0,24.0,0.14,0.01,2.0,26.0,0.105,0.1,0.1,0.29,0.8,1.0,2.4,2.4,14.0,19.0,2.4,0.2,2.1,0.9,0.22,1.0,5.40757658382328
27.2,7.0,2.2,5.6,6.8,4.0,0.0,0.5,14.0,8.0,0.07,0.03,2.0,23.0,0.175,0.03,0.1,0.5,0.4,0.7,3.1,3.9,23.0,19.0,3.1,0.6,4.2,1.0,0.33,1.5,10.2272711370671
10.4,11.8,5.8,11.6,21.2,38.8,0.0,0.51,14.0,25.0,0.105,0.04,2.0,34.0,0.14,0.06,0.1,0.41,1.0,2.3,4.2,4.2,7.0,1.0,3.2,1.2,3.2,0.4,0.16,3.5,14.4851494253295
17.6,3.4,3.4,10.4,22.4,24.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,29.0,0.035,0.03,0.1,0.05,2.6,0.4,4.9,3.6,12.0,30.0,3.0,4.0,2.5,3.0,0.31,2.2,5.23137386263015
10.4,9.4,5.8,5.6,14.0,53.2,0.0,0.5,14.0,16.0,0.07,0.03,2.0,22.0,0.035,0.01,0.1,0.29,1.8,1.5,3.3,2.6,6.0,6.0,1.7,1.0,5.0,2.4,0.64,1.9,5.49459518926952
27.2,8.2,2.2,24.8,24.8,32.8,0.0,0.5,14.0,30.0,0.07,0.05,2.0,31.0,0.105,0.06,0.1,0.35,3.2,1.8,3.8,4.2,13.0,3.0,0.2,3.2,3.4,1.8,1.33,3.7,6.01344737037254
10.4,10.6,5.8,24.8,5.6,6.4,0.0,0.51,14.0,26.0,0.175,0.08,2.0,23.0,0.07,0.04,0.1,0.2,0.7,3.5,2.8,3.5,19.0,2.0,1.8,4.0,4.5,3.1,0.37,1.5,5.61588033773242
18.8,3.4,3.4,5.6,21.2,25.6,0.0,0.51,14.0,25.0,0.175,0.05,2.0,16.0,0.035,0.03,0.1,0.17,1.7,2.1,5.0,4.2,23.0,22.0,1.4,1.7,0.6,2.2,0.19,2.2,8.32098498124392
27.2,13.0,2.2,18.8,12.8,13.6,0.0,0.5,14.0,33.0,0.14,0.05,2.0,33.0,0.105,0.04,0.1,0.44,1.6,0.7,4.4,5.0,11.0,22.0,0.3,3.7,4.8,2.4,0.17,1.8,13.5276319524966
27.2,11.8,2.2,9.2,21.2,43.6,0.0,0.51,14.0,26.0,0.105,0.1,2.0,20.0,0.035,0.02,0.1,0.5,2.2,3.3,3.9,4.1,0.0,8.0,3.6,2.3,1.6,4.1,0.31,2.7,11.9994539680966
9.2,5.8,7.0,2.0,5.6,41.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,19.0,0.105,0.05,0.1,0.38,0.4,0.7,2.3,4.6,27.0,14.0,4.1,4.8,2.3,1.0,0.23,1.5,10.1709251644701
10.4,1.0,5.8,16.4,14.0,8.8,0.0,0.5,14.0,25.0,0.14,0.02,2.0,30.0,0.14,0.02,0.1,0.26,1.7,1.3,3.9,4.7,16.0,9.0,3.8,3.8,3.3,2.6,1.02,1.5,6.47196462461691
17.6,9.4,3.4,6.8,9.2,8.8,0.0,0.51,14.0,17.0,0.105,0.06,2.0,13.0,0.14,0.01,0.1,0.42,0.7,1.1,2.1,3.6,25.0,29.0,2.4,4.7,2.6,1.0,0.15,1.7,13.0771735604478
14.0,3.4,4.6,8.0,18.8,34.0,0.0,0.51,14.0,16.0,0.07,0.05,2.0,14.0,0.035,0.03,0.1,0.43,1.9,1.6,4.8,3.9,29.0,11.0,5.0,0.8,2.4,4.5,0.64,2.6,6.0278600022924
27.2,10.6,2.2,6.8,24.8,38.8,0.0,0.51,14.0,15.0,0.175,0.1,2.0,28.0,0.175,0.01,0.1,0.29,2.0,0.9,3.8,3.8,15.0,23.0,3.8,0.6,3.9,2.8,0.2,3.7,8.31986649632534
18.8,7.0,3.4,11.6,14.0,5.2,0.0,0.5,14.0,30.0,0.14,0.02,2.0,17.0,0.14,0.09,0.1,0.46,1.4,1.8,4.9,4.1,26.0,11.0,4.5,1.7,4.7,0.3,1.2,2.4,3.63474317517201
10.4,13.0,5.8,14.0,15.2,22.0,0.0,0.5,14.0,21.0,0.035,0.01,2.0,13.0,0.105,0.03,0.1,0.18,0.7,1.7,4.9,4.5,13.0,28.0,3.2,1.3,1.4,0.6,0.66,3.2,10.1259558762037
28.4,5.8,2.2,16.4,3.2,13.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,27.0,0.07,0.02,0.1,0.5,0.2,1.7,1.2,3.6,24.0,6.0,4.8,2.2,1.2,4.0,0.18,1.1,16.2960440518199
27.2,10.6,2.2,11.6,14.0,32.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,14.0,0.105,0.02,0.1,0.44,1.2,1.2,4.5,4.1,30.0,22.0,1.8,3.4,4.6,4.6,0.94,3.6,5.58047760315557
12.8,9.4,4.6,17.6,9.2,19.6,0.0,0.51,14.0,28.0,0.105,0.01,2.0,16.0,0.175,0.02,0.1,0.36,0.4,1.4,2.7,2.1,14.0,27.0,4.7,0.5,3.5,1.2,0.22,1.8,10.1612954327409
27.2,8.2,2.2,8.0,20.0,44.8,0.0,0.5,14.0,30.0,0.14,0.1,2.0,35.0,0.035,0.03,0.1,0.35,1.8,3.1,4.7,4.6,0.0,3.0,4.6,0.7,2.6,4.7,0.88,3.8,4.03586060569886
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,6.31155866760415
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,6.31155866760415
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,6.31155866760415
27.2,11.8,2.2,9.2,10.4,19.6,0.0,0.5,14.0,30.0,0.14,0.08,2.0,10.0,0.035,0.02,0.1,0.33,0.8,2.7,3.6,4.9,25.0,13.0,2.3,1.0,3.5,1.6,0.7,3.3,4.76647595621432
10.4,5.8,5.8,6.8,26.0,48.4,0.0,0.51,14.0,32.0,0.105,0.03,2.0,9.0,0.14,0.09,0.1,0.31,1.6,3.9,4.7,4.9,18.0,7.0,2.5,4.4,0.5,1.3,1.25,3.7,3.55940286447419
6.8,10.6,9.4,24.8,3.2,34.0,0.0,0.51,14.0,33.0,0.105,0.03,2.0,19.0,0.175,0.09,0.1,0.38,0.2,1.0,2.0,4.5,9.0,3.0,2.2,1.8,3.7,3.4,0.13,1.1,15.7081588095529
14.0,3.4,4.6,14.0,10.4,20.8,0.0,0.5,14.0,28.0,0.105,0.08,2.0,12.0,0.105,0.1,0.1,0.29,1.1,3.6,4.2,4.6,7.0,30.0,5.0,0.3,4.0,2.1,0.52,2.9,6.11883312312091
4.4,2.2,13.0,11.6,10.4,50.8,0.0,0.5,14.0,26.0,0.035,0.02,2.0,34.0,0.105,0.05,0.1,0.33,0.7,1.1,3.7,3.4,25.0,29.0,2.5,0.7,3.3,3.5,0.41,1.9,11.5544541962025
27.2,8.2,2.2,12.8,15.2,44.8,0.0,0.5,14.0,15.0,0.105,0.09,2.0,34.0,0.105,0.02,0.1,0.21,1.6,0.8,3.3,3.9,29.0,30.0,2.2,2.7,2.4,0.7,0.59,2.7,5.38151970546913
17.6,8.2,3.4,22.4,5.6,19.6,0.0,0.5,14.0,28.0,0.07,0.05,2.0,24.0,0.175,0.07,0.1,0.28,0.6,1.4,2.5,2.8,18.0,19.0,1.0,2.0,3.8,1.1,0.48,1.1,10.98713558835
28.4,10.6,2.2,16.4,23.6,10.0,0.0,0.5,14.0,33.0,0.105,0.04,2.0,25.0,0.105,0.07,0.1,0.49,2.1,4.1,3.9,4.5,19.0,9.0,3.4,0.2,4.2,2.1,1.38,3.5,5.18968667282873
28.4,10.6,2.2,14.0,6.8,7.6,0.0,0.5,14.0,34.0,0.14,0.08,2.0,18.0,0.105,0.09,0.1,0.44,0.5,3.4,2.8,4.4,22.0,8.0,0.4,0.3,4.1,3.0,0.26,1.0,10.2919339882587
8.0,5.8,8.2,5.6,23.6,20.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,25.0,0.175,0.09,0.1,0.4,1.7,1.6,5.0,2.9,2.0,22.0,0.7,2.9,2.4,4.8,0.89,2.6,3.10789084389068
28.4,13.0,2.2,15.2,26.0,30.4,0.0,0.51,14.0,27.0,0.14,0.07,2.0,35.0,0.175,0.08,0.1,0.38,2.8,1.8,4.3,4.4,5.0,14.0,1.2,3.2,4.2,3.4,1.47,3.6,3.78020533629121
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,4.81433032444394
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,4.81433032444394
29.6,3.4,2.2,14.0,14.0,44.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,10.0,0.175,0.06,0.1,0.23,1.1,4.3,4.1,2.5,15.0,8.0,0.6,2.1,3.6,0.8,0.15,1.8,4.81433032444394
18.8,1.0,3.4,3.2,4.4,24.4,0.0,0.5,14.0,33.0,0.175,0.04,2.0,26.0,0.105,0.03,0.1,0.37,0.4,4.0,2.4,4.8,29.0,9.0,2.6,4.5,3.0,2.4,0.37,1.3,5.34403356804846
9.2,13.0,7.0,5.6,4.4,11.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,15.0,0.14,0.09,0.1,0.21,0.5,0.6,2.2,2.9,8.0,28.0,5.0,2.3,2.4,1.1,0.11,1.4,8.90890112425826
6.8,7.0,9.4,15.2,5.6,17.2,0.0,0.5,14.0,24.0,0.175,0.09,2.0,34.0,0.14,0.08,0.1,0.39,0.3,1.8,3.7,3.3,30.0,13.0,0.5,4.9,2.8,0.5,0.16,1.7,7.33230526918628
14.0,8.2,4.6,5.6,24.8,22.0,0.0,0.51,14.0,22.0,0.175,0.06,2.0,24.0,0.175,0.08,0.1,0.44,3.1,1.5,4.8,4.6,18.0,7.0,2.9,0.6,4.2,2.6,0.25,4.1,6.49117455667493
18.8,10.6,3.4,8.0,11.6,11.2,0.0,0.5,14.0,29.0,0.07,0.02,2.0,12.0,0.14,0.03,0.1,0.3,1.1,1.8,4.8,4.6,6.0,25.0,4.0,3.5,1.2,4.0,0.54,3.7,7.85630006573173
29.6,3.4,2.2,5.6,22.4,14.8,0.0,0.5,14.0,25.0,0.175,0.08,2.0,10.0,0.105,0.08,0.1,0.44,2.2,3.3,4.7,2.7,17.0,12.0,3.7,2.9,3.2,2.3,0.36,2.4,6.4776283321293
9.2,7.0,7.0,12.8,18.8,6.4,0.0,0.51,14.0,14.0,0.07,0.01,2.0,7.0,0.105,0.08,0.1,0.21,1.0,1.2,4.8,3.4,14.0,1.0,4.1,2.1,1.5,4.2,0.2,3.0,14.6836025522116
29.6,8.2,2.2,6.8,18.8,17.2,0.0,0.51,14.0,34.0,0.175,0.05,2.0,11.0,0.07,0.03,0.1,0.16,1.7,2.7,4.8,2.5,21.0,23.0,4.8,4.7,1.4,4.7,0.74,1.6,4.60619881143556
28.4,3.4,2.2,12.8,18.8,26.8,0.0,0.5,14.0,27.0,0.175,0.08,2.0,27.0,0.105,0.03,0.1,0.11,2.0,1.9,4.0,3.8,16.0,8.0,0.8,4.9,2.1,2.7,0.83,2.6,3.41179367076479
18.8,3.4,3.4,6.8,22.4,40.0,0.0,0.5,14.0,21.0,0.105,0.01,2.0,31.0,0.07,0.04,0.1,0.15,2.9,2.5,4.3,3.7,24.0,29.0,1.8,3.3,0.2,1.1,0.2,3.0,15.7416208796145
14.0,5.8,4.6,10.4,12.8,25.6,0.0,0.51,14.0,32.0,0.14,0.09,2.0,22.0,0.07,0.05,0.1,0.48,1.4,4.3,3.3,2.2,22.0,13.0,0.2,1.4,3.9,2.1,0.58,1.5,4.80456009271343
9.2,7.0,7.0,20.0,16.4,47.2,0.0,0.51,14.0,28.0,0.175,0.07,2.0,8.0,0.105,0.03,0.1,0.2,1.5,3.1,4.3,3.6,28.0,29.0,2.1,4.8,0.1,2.0,0.17,2.5,10.7400024486542
6.8,9.4,9.4,21.2,4.4,12.4,0.0,0.5,14.0,13.0,0.14,0.06,2.0,7.0,0.07,0.01,0.1,0.16,0.5,0.5,1.7,2.6,27.0,12.0,1.9,1.7,3.4,3.2,0.39,1.6,3.93946131254237
29.6,2.2,2.2,22.4,15.2,38.8,0.0,0.5,14.0,28.0,0.14,0.09,2.0,27.0,0.035,0.01,0.1,0.21,1.9,3.8,4.3,4.8,24.0,7.0,2.6,2.6,1.5,0.3,0.5,1.3,7.03248439762806
18.8,1.0,3.4,6.8,10.4,4.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,9.0,0.175,0.05,0.1,0.41,0.9,1.8,3.2,4.7,26.0,0.0,4.2,0.1,2.7,2.6,0.38,1.3,5.13420762712463
14.0,10.6,4.6,21.2,23.6,17.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,30.0,0.07,0.05,0.1,0.27,2.6,2.0,3.6,3.8,0.0,25.0,3.8,0.2,1.7,0.5,0.1,3.5,24.4735165385336
5.6,7.0,11.8,21.2,4.4,41.2,0.0,0.5,14.0,27.0,0.07,0.01,2.0,28.0,0.105,0.1,0.1,0.21,0.3,1.4,2.4,1.7,2.0,8.0,2.1,4.3,4.9,2.4,0.13,1.4,22.9710294992867
29.6,7.0,2.2,2.0,4.4,43.6,0.0,0.51,14.0,31.0,0.07,0.03,2.0,7.0,0.105,0.01,0.1,0.13,0.2,3.7,1.2,3.5,27.0,2.0,2.8,3.1,2.1,4.3,0.16,1.0,22.2203055637678
14.0,9.4,4.6,20.0,6.8,10.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,8.0,0.105,0.1,0.1,0.27,0.3,3.6,4.1,3.7,21.0,6.0,1.4,4.6,3.0,4.2,0.23,2.3,8.37673553975972
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,17.6862151377122
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,17.6862151377122
18.8,13.0,3.4,20.0,8.0,44.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,34.0,0.175,0.05,0.1,0.22,0.9,1.0,4.5,3.3,27.0,24.0,4.5,4.2,3.3,0.3,0.11,2.7,17.6862151377122
18.8,4.6,3.4,10.4,10.4,5.2,0.0,0.51,14.0,34.0,0.105,0.04,2.0,10.0,0.14,0.06,0.1,0.23,1.2,2.5,3.4,4.8,14.0,14.0,0.5,1.1,3.7,3.5,0.28,2.8,10.0496688148281
29.6,7.0,2.2,17.6,6.8,50.8,0.0,0.5,14.0,24.0,0.14,0.05,2.0,7.0,0.14,0.09,0.1,0.46,0.7,0.7,2.6,1.4,0.0,0.0,3.4,2.5,3.1,4.4,0.38,1.3,6.0386502086842
33.2,9.4,9.4,26.0,9.2,47.2,0.0,0.51,14.0,27.0,0.175,0.01,2.0,32.0,0.07,0.06,0.1,0.47,0.5,1.7,4.4,3.7,19.0,21.0,4.2,2.2,3.1,2.7,0.16,3.5,14.9616579951458
11.6,5.8,5.8,6.8,21.2,41.2,0.0,0.51,14.0,16.0,0.035,0.03,2.0,31.0,0.14,0.05,0.1,0.49,1.5,2.1,4.9,3.6,30.0,9.0,3.1,0.4,3.6,2.8,0.27,1.5,25.0960120370309
28.4,3.4,2.2,22.4,26.0,48.4,0.0,0.51,14.0,18.0,0.175,0.04,2.0,24.0,0.14,0.09,0.1,0.4,3.2,1.9,4.5,4.1,7.0,22.0,3.1,0.6,2.4,0.2,1.74,3.6,2.90490355876995
14.0,5.8,4.6,14.0,12.8,44.8,0.0,0.5,14.0,13.0,0.07,0.07,2.0,13.0,0.14,0.02,0.1,0.2,0.5,1.7,3.2,3.8,18.0,2.0,0.7,2.2,2.9,4.5,0.35,2.3,9.75788028213671
8.0,2.2,8.2,6.8,23.6,23.2,0.0,0.5,14.0,28.0,0.07,0.01,2.0,19.0,0.175,0.03,0.1,0.2,2.1,3.6,4.2,3.5,9.0,21.0,2.3,1.5,3.3,4.5,1.19,3.1,4.27982716511465
32.0,9.4,2.2,5.6,10.4,41.2,0.0,0.5,14.0,6.0,0.175,0.03,2.0,9.0,0.105,0.02,0.1,0.47,1.2,0.5,3.9,4.3,27.0,16.0,1.1,0.1,0.9,2.8,0.49,2.2,4.51148531567324
18.8,11.8,3.4,14.0,10.4,8.8,0.0,0.51,14.0,26.0,0.105,0.05,2.0,11.0,0.07,0.07,0.1,0.17,1.3,0.8,2.8,3.5,0.0,7.0,2.8,4.1,0.3,1.0,0.65,1.1,5.18539298147116
11.6,11.8,5.8,15.2,9.2,4.0,0.0,0.51,14.0,35.0,0.14,0.06,2.0,22.0,0.105,0.06,0.1,0.44,0.5,4.8,2.8,2.8,5.0,28.0,3.4,3.6,4.0,4.8,0.16,1.2,15.0210607922525
30.8,2.2,2.2,4.4,23.6,5.2,0.0,0.51,14.0,35.0,0.035,0.03,2.0,22.0,0.07,0.01,0.1,0.16,2.4,2.7,4.9,4.9,11.0,6.0,3.4,1.0,4.3,2.0,1.3,2.3,10.1291117376721
5.6,9.4,11.8,23.6,4.4,52.0,0.0,0.51,14.0,18.0,0.035,0.03,2.0,28.0,0.14,0.04,0.1,0.34,0.5,1.7,1.3,3.9,1.0,23.0,3.6,4.4,3.0,2.6,0.29,1.1,23.4103975368678
8.0,7.0,8.2,23.6,3.2,10.0,0.0,0.5,14.0,18.0,0.07,0.01,2.0,18.0,0.14,0.07,0.1,0.34,0.3,1.1,1.6,3.4,12.0,11.0,3.9,1.3,2.3,0.9,0.12,1.3,26.2571047962761
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,6.11643599072534
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,6.11643599072534
18.8,5.8,3.4,14.0,8.0,12.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,26.0,0.14,0.05,0.1,0.48,0.8,1.9,2.6,3.2,28.0,11.0,0.8,2.6,5.0,1.9,0.74,1.5,6.11643599072534
9.2,5.8,7.0,18.8,16.4,41.2,0.0,0.51,14.0,22.0,0.175,0.03,2.0,9.0,0.14,0.07,0.1,0.17,1.2,2.2,4.8,3.3,26.0,1.0,2.4,3.1,1.0,2.4,0.41,1.8,4.16107700243415
29.6,5.8,2.2,12.8,22.4,49.6,0.0,0.5,14.0,9.0,0.14,0.09,2.0,27.0,0.105,0.01,0.1,0.49,2.4,1.0,5.0,4.0,29.0,19.0,4.5,1.6,3.1,3.3,0.94,3.0,16.0769444188882
18.8,13.0,3.4,20.0,6.8,20.8,0.0,0.51,14.0,25.0,0.07,0.04,2.0,34.0,0.175,0.04,0.1,0.33,0.6,0.6,3.6,3.7,28.0,13.0,0.5,2.9,3.6,2.1,0.33,1.4,30.1171463521962
22.4,5.8,3.4,9.2,4.4,23.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,7.0,0.07,0.06,0.1,0.46,0.5,2.3,1.7,1.8,24.0,0.0,1.8,4.7,5.0,4.7,0.47,1.2,5.13723738699418
20.0,8.2,3.4,14.0,8.0,28.0,0.0,0.51,14.0,33.0,0.175,0.08,2.0,11.0,0.105,0.05,0.1,0.18,0.5,1.0,3.3,4.6,1.0,14.0,2.3,1.5,2.7,3.4,0.13,2.5,10.5690243986343
14.0,3.4,4.6,24.8,9.2,24.4,0.0,0.51,14.0,14.0,0.105,0.08,2.0,11.0,0.105,0.04,0.1,0.36,0.5,0.6,3.4,3.8,21.0,24.0,1.5,2.9,2.9,1.5,0.31,2.4,7.69441218923347
14.0,9.4,4.6,15.2,26.0,37.6,0.0,0.5,14.0,27.0,0.175,0.06,2.0,21.0,0.175,0.1,0.1,0.39,1.7,2.3,4.8,4.0,1.0,0.0,4.0,2.9,3.6,0.8,1.11,3.3,2.80826126525674
8.0,2.2,8.2,11.6,10.4,43.6,0.0,0.51,14.0,22.0,0.14,0.04,2.0,24.0,0.105,0.02,0.1,0.1,1.0,0.5,2.5,4.7,19.0,17.0,0.9,4.5,1.2,3.2,0.3,2.3,4.23569994565353
14.0,3.4,4.6,20.0,12.8,49.6,0.0,0.51,14.0,18.0,0.07,0.03,2.0,15.0,0.105,0.05,0.1,0.41,0.8,1.7,2.9,2.1,2.0,29.0,2.5,1.1,0.3,3.4,0.19,1.8,20.3129446380065
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,8.45809401772875
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,8.45809401772875
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,8.45809401772875
20.0,2.2,3.4,18.8,11.6,30.4,0.0,0.5,14.0,16.0,0.105,0.06,2.0,30.0,0.14,0.07,0.1,0.27,1.3,1.7,4.8,4.4,8.0,4.0,5.0,0.7,0.1,3.9,1.09,1.0,8.93551870994444
30.8,5.8,2.2,8.0,23.6,25.6,0.0,0.5,14.0,27.0,0.07,0.04,2.0,33.0,0.035,0.02,0.1,0.11,3.2,2.0,4.8,4.3,22.0,18.0,3.3,3.9,2.8,0.5,0.46,2.6,12.3659336710341
11.6,5.8,5.8,22.4,23.6,12.4,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.07,0.1,0.27,3.1,0.9,4.9,4.0,3.0,1.0,4.7,3.4,3.2,3.4,0.15,3.1,9.19568130136536
28.4,2.2,2.2,20.0,26.0,31.6,0.0,0.51,14.0,26.0,0.07,0.07,2.0,14.0,0.035,0.02,0.1,0.1,1.5,0.7,5.0,4.4,5.0,11.0,1.9,1.2,2.7,2.5,0.25,4.3,18.7034767329243
11.6,10.6,5.8,6.8,17.6,29.2,0.0,0.5,14.0,25.0,0.105,0.01,2.0,29.0,0.07,0.07,0.1,0.09,0.8,3.0,4.9,3.9,17.0,23.0,2.6,3.4,0.5,1.7,0.59,3.2,4.85914882255756
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,11.5941621803837
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,11.5941621803837
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,11.5941621803837
9.2,5.8,7.0,12.8,9.2,48.4,0.0,0.5,14.0,20.0,0.14,0.02,2.0,32.0,0.175,0.01,0.1,0.33,0.8,1.9,1.8,3.2,7.0,16.0,1.0,2.1,0.7,1.4,0.35,1.0,4.85263916446682
20.0,8.2,3.4,6.8,24.8,40.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,34.0,0.175,0.05,0.1,0.23,2.1,0.7,5.0,3.3,2.0,3.0,0.8,4.3,1.3,3.7,0.37,2.9,6.85139181195917
14.0,2.2,4.6,15.2,6.8,24.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,11.0,0.14,0.09,0.1,0.3,0.8,0.3,3.5,1.3,5.0,20.0,0.8,2.6,4.0,4.5,0.17,1.0,6.90775149213502
6.8,2.2,10.6,6.8,24.8,7.6,0.0,0.5,14.0,20.0,0.14,0.04,2.0,13.0,0.105,0.07,0.1,0.2,2.7,1.9,5.0,4.0,1.0,28.0,3.1,3.2,1.5,1.6,1.69,2.7,2.72461648481896
15.2,13.0,4.6,18.8,6.8,28.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,34.0,0.105,0.02,0.1,0.46,0.6,3.5,3.0,3.5,30.0,27.0,2.0,0.9,0.3,1.1,0.27,2.5,11.7306211135901
