w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llt_uH
52.4,4.6,2.2,4.4,16.4,19.6,0.0,0.51,14.0,24.0,0.035,0.01,2.0,18.0,0.07,0.03,0.1,0.26,1.2,0.9,4.0,3.4,19.0,30.0,4.8,4.5,0.9,2.3,0.44,2.5,8.26470721293824
16.4,3.4,1.0,3.2,10.4,17.2,0.0,0.5,14.0,26.0,0.175,0.06,2.0,13.0,0.175,0.1,0.1,0.05,0.9,0.8,4.4,4.0,8.0,28.0,0.3,3.7,0.6,0.2,0.24,1.6,5.79688479452467
52.4,7.0,3.4,11.6,16.4,16.0,0.0,0.51,14.0,16.0,0.105,0.02,2.0,22.0,0.14,0.08,0.1,0.08,0.9,0.5,2.8,3.6,10.0,30.0,2.1,3.4,4.7,4.1,0.36,2.7,8.92534064392576
39.2,10.6,7.0,26.0,23.6,28.0,0.0,0.51,14.0,35.0,0.105,0.1,2.0,25.0,0.035,0.03,0.1,0.23,3.2,2.8,4.5,4.2,5.0,27.0,5.0,4.5,2.1,0.2,0.33,3.6,19.0599439772926
40.4,4.6,11.8,4.4,9.2,19.6,0.0,0.51,14.0,20.0,0.035,0.02,2.0,7.0,0.175,0.04,0.1,0.42,0.5,2.6,3.9,4.2,30.0,19.0,4.7,4.6,1.8,0.6,0.17,1.0,12.3144154938608
16.4,3.4,2.2,22.4,16.4,12.4,0.0,0.51,14.0,21.0,0.175,0.04,2.0,25.0,0.105,0.05,0.1,0.11,0.9,2.3,4.7,4.6,17.0,30.0,2.4,2.1,2.6,2.6,0.72,2.1,9.26619766249745
17.6,11.8,7.0,9.2,12.8,26.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,21.0,0.035,0.03,0.1,0.4,0.7,3.2,4.0,4.6,2.0,11.0,2.5,4.3,5.0,0.5,0.15,2.9,9.16968639141023
12.8,4.6,4.6,17.6,4.4,31.6,0.0,0.51,14.0,35.0,0.105,0.04,2.0,32.0,0.14,0.07,0.1,0.42,0.5,0.3,2.8,2.7,5.0,3.0,4.9,3.7,1.8,4.5,0.21,1.2,11.2859840691156
32.0,13.0,13.0,5.6,12.8,17.2,0.0,0.5,14.0,30.0,0.14,0.06,2.0,29.0,0.175,0.03,0.1,0.06,0.9,3.2,4.0,4.1,3.0,17.0,2.1,1.7,2.6,0.2,0.26,1.9,9.03393613225653
39.2,10.6,8.2,16.4,17.6,18.4,0.0,0.51,14.0,32.0,0.07,0.01,2.0,20.0,0.105,0.08,0.1,0.1,0.8,2.2,4.6,4.2,19.0,17.0,3.2,3.1,4.3,2.0,0.37,3.5,9.43778111037886
45.2,11.8,5.8,20.0,14.0,50.8,0.0,0.51,14.0,24.0,0.175,0.03,2.0,21.0,0.14,0.1,0.1,0.25,0.9,1.5,4.7,2.7,2.0,11.0,4.0,3.7,1.3,1.0,0.48,2.3,11.5297293964645
27.2,5.8,1.0,5.6,14.0,42.4,0.0,0.51,14.0,15.0,0.175,0.01,2.0,35.0,0.14,0.09,0.1,0.36,1.8,0.9,3.5,3.1,10.0,7.0,3.5,0.4,1.4,1.5,0.6,2.1,9.59634714398783
38.0,10.6,2.2,16.4,18.8,49.6,0.0,0.5,14.0,8.0,0.105,0.07,2.0,24.0,0.035,0.01,0.1,0.44,1.9,0.4,4.9,2.7,26.0,13.0,4.7,3.2,0.8,3.4,0.26,1.5,16.0755535387368
15.2,4.6,5.8,23.6,23.6,25.6,0.0,0.5,14.0,29.0,0.105,0.06,2.0,33.0,0.175,0.08,0.1,0.15,2.7,3.6,4.8,3.5,9.0,5.0,1.5,0.2,4.7,1.1,1.47,3.3,13.9147609648484
8.0,13.0,7.0,16.4,10.4,36.4,0.0,0.51,14.0,27.0,0.105,0.03,2.0,19.0,0.105,0.01,0.1,0.09,1.0,1.9,4.2,4.3,24.0,10.0,1.5,1.7,0.7,3.0,0.4,2.7,6.67501674754365
11.6,1.0,5.8,23.6,11.6,28.0,0.0,0.5,14.0,19.0,0.14,0.1,2.0,11.0,0.14,0.03,0.1,0.34,1.3,1.6,3.5,4.6,9.0,0.0,3.9,1.5,3.0,1.3,0.9,3.0,7.43701998741029
23.6,3.4,4.6,9.2,15.2,48.4,0.0,0.5,14.0,30.0,0.07,0.01,2.0,28.0,0.105,0.07,0.1,0.25,1.2,1.3,3.4,3.9,16.0,22.0,1.0,3.4,1.0,2.6,1.19,1.3,9.45688331240409
26.0,13.0,13.0,5.6,11.6,28.0,0.0,0.51,14.0,25.0,0.14,0.05,2.0,21.0,0.07,0.07,0.1,0.29,1.3,2.0,2.6,3.8,15.0,6.0,4.4,3.0,4.2,4.0,1.0,2.3,8.88099041088301
41.6,13.0,3.4,15.2,6.8,32.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,15.0,0.105,0.03,0.1,0.32,0.6,2.7,3.3,4.9,12.0,21.0,3.1,1.5,3.6,3.3,0.4,2.3,12.0841009203741
12.8,9.4,7.0,10.4,24.8,17.2,0.0,0.5,14.0,34.0,0.105,0.04,2.0,22.0,0.14,0.01,0.1,0.39,1.9,3.7,5.0,3.8,26.0,2.0,0.6,2.0,2.5,3.1,1.02,2.9,10.1539270024387
45.2,3.4,2.2,6.8,12.8,10.0,0.0,0.51,14.0,20.0,0.07,0.03,2.0,34.0,0.14,0.1,0.1,0.37,1.3,2.0,4.4,2.5,8.0,19.0,1.1,3.2,2.6,2.3,0.38,1.5,12.6819028234379
28.4,5.8,13.0,14.0,16.4,36.4,0.0,0.5,14.0,30.0,0.07,0.01,2.0,19.0,0.07,0.01,0.1,0.3,1.6,3.7,4.4,5.0,21.0,21.0,4.7,3.8,4.2,3.1,0.47,3.4,10.8778423425932
23.6,10.6,1.0,3.2,6.8,52.0,0.0,0.5,14.0,7.0,0.14,0.03,2.0,31.0,0.14,0.08,0.1,0.07,0.5,0.5,4.0,2.5,23.0,13.0,4.6,3.1,3.9,3.5,0.35,1.0,8.74117289971483
23.6,9.4,11.8,21.2,5.6,42.4,0.0,0.5,14.0,33.0,0.14,0.09,2.0,18.0,0.14,0.09,0.1,0.13,0.3,3.3,2.7,3.3,25.0,17.0,4.7,2.4,1.8,1.3,0.17,1.7,16.4607078898179
24.8,2.2,10.6,20.0,6.8,40.0,0.0,0.51,14.0,32.0,0.105,0.1,2.0,17.0,0.175,0.02,0.1,0.33,0.3,0.3,2.1,5.0,23.0,17.0,3.4,0.5,1.1,3.4,0.13,1.1,16.6139627670418
20.0,5.8,13.0,9.2,26.0,26.8,0.0,0.51,14.0,22.0,0.105,0.1,2.0,26.0,0.105,0.04,0.1,0.39,2.9,2.2,4.4,3.8,3.0,0.0,2.5,2.8,2.6,2.9,0.59,3.7,10.816451300439
38.0,4.6,3.4,5.6,21.2,35.2,0.0,0.5,14.0,33.0,0.105,0.08,2.0,30.0,0.14,0.02,0.1,0.21,2.2,1.3,3.6,3.5,18.0,19.0,2.5,0.3,4.8,0.6,0.57,2.9,11.0304143677346
12.8,8.2,13.0,26.0,8.0,40.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,20.0,0.07,0.03,0.1,0.23,1.0,0.8,3.0,2.8,21.0,27.0,1.1,3.4,4.8,4.8,0.74,1.4,9.51103803294161
50.0,5.8,5.8,5.6,5.6,26.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,16.0,0.07,0.04,0.1,0.41,0.5,2.7,2.5,4.1,1.0,4.0,3.4,2.4,1.0,4.3,0.23,2.1,11.2785973000528
28.4,4.6,2.2,5.6,10.4,29.2,0.0,0.51,14.0,35.0,0.105,0.09,2.0,18.0,0.035,0.01,0.1,0.14,1.1,3.1,3.6,3.5,30.0,16.0,1.4,1.9,1.4,1.4,0.7,3.4,6.86280825609644
22.4,7.0,5.8,5.6,5.6,26.8,0.0,0.5,14.0,10.0,0.035,0.01,2.0,32.0,0.105,0.02,0.1,0.22,0.6,0.6,3.1,3.3,23.0,23.0,4.5,2.4,2.2,2.4,0.38,2.2,6.11351330551905
42.8,7.0,3.4,8.0,21.2,40.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,29.0,0.105,0.07,0.1,0.18,1.7,2.6,4.5,4.4,24.0,27.0,0.9,1.4,2.8,1.4,1.62,3.4,9.26605379871303
36.8,11.8,4.6,11.6,16.4,42.4,0.0,0.51,14.0,16.0,0.105,0.01,2.0,12.0,0.175,0.04,0.1,0.27,1.0,0.5,4.0,4.6,9.0,15.0,0.3,2.2,4.5,1.4,0.23,3.4,9.54519208306033
39.2,4.6,9.4,20.0,3.2,37.6,0.0,0.5,14.0,17.0,0.07,0.03,2.0,17.0,0.07,0.04,0.1,0.34,0.4,2.3,1.8,3.1,9.0,30.0,4.7,4.2,4.5,2.7,0.12,1.2,15.2836319983694
6.8,9.4,8.2,4.4,12.8,35.2,0.0,0.5,14.0,30.0,0.14,0.09,2.0,27.0,0.105,0.03,0.1,0.48,1.6,1.0,4.9,5.0,27.0,7.0,2.4,3.9,4.2,0.6,0.42,3.2,5.31390998788907
26.0,4.6,5.8,24.8,12.8,40.0,0.0,0.5,14.0,32.0,0.175,0.02,2.0,19.0,0.14,0.06,0.1,0.07,1.0,0.4,3.0,4.6,19.0,13.0,4.9,2.4,0.4,2.4,0.21,1.0,16.6017342406112
12.8,10.6,2.2,8.0,15.2,52.0,0.0,0.5,14.0,35.0,0.07,0.05,2.0,11.0,0.105,0.04,0.1,0.02,0.6,2.0,4.6,4.3,6.0,12.0,4.8,2.1,0.2,0.9,0.56,3.7,6.39675521771939
35.6,11.8,11.8,8.0,23.6,8.8,0.0,0.5,14.0,16.0,0.175,0.09,2.0,33.0,0.07,0.05,0.1,0.27,1.7,2.0,5.0,3.0,11.0,11.0,3.5,4.7,4.0,1.4,1.08,2.6,10.3781146733992
23.6,2.2,8.2,14.0,11.6,18.4,0.0,0.51,14.0,22.0,0.175,0.02,2.0,10.0,0.105,0.02,0.1,0.26,1.3,1.8,4.0,4.5,14.0,27.0,4.9,0.8,2.5,0.4,0.74,3.0,7.55914476171926
23.6,10.6,13.0,12.8,21.2,26.8,0.0,0.51,14.0,33.0,0.14,0.06,2.0,24.0,0.105,0.08,0.1,0.04,2.4,1.1,4.4,4.1,19.0,24.0,3.3,4.8,2.0,4.5,0.65,3.3,8.98528109062252
36.8,8.2,8.2,24.8,24.8,44.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,15.0,0.105,0.05,0.1,0.5,1.5,4.2,3.9,4.9,10.0,17.0,1.0,3.6,2.3,0.3,0.11,3.6,15.6532685512137
33.2,7.0,13.0,22.4,23.6,48.4,0.0,0.51,14.0,18.0,0.175,0.1,2.0,21.0,0.07,0.07,0.1,0.11,2.4,1.6,4.4,4.0,17.0,5.0,1.0,2.6,2.9,1.2,0.6,2.9,13.2421764930977
9.2,9.4,2.2,14.0,8.0,36.4,0.0,0.5,14.0,31.0,0.14,0.01,2.0,8.0,0.07,0.02,0.1,0.12,0.9,1.7,3.1,1.7,7.0,0.0,3.8,1.4,2.8,4.2,0.15,1.1,10.1001978562408
11.6,10.6,3.4,6.8,16.4,29.2,0.0,0.5,14.0,33.0,0.105,0.09,2.0,3.0,0.035,0.02,0.1,0.04,2.0,3.4,5.0,1.5,5.0,16.0,0.4,1.7,4.3,4.7,0.48,1.3,12.3689734398117
14.0,10.6,7.0,5.6,24.8,28.0,0.0,0.51,14.0,11.0,0.105,0.08,2.0,9.0,0.175,0.09,0.1,0.28,1.6,1.4,4.7,3.6,17.0,7.0,0.8,1.8,5.0,3.6,0.86,3.1,5.97439272342119
46.4,4.6,5.8,20.0,3.2,18.4,0.0,0.51,14.0,13.0,0.105,0.06,2.0,31.0,0.035,0.02,0.1,0.46,0.4,1.4,1.5,2.1,7.0,19.0,3.3,4.9,4.1,2.6,0.21,1.2,15.7014605138729
14.0,3.4,4.6,20.0,23.6,50.8,0.0,0.51,14.0,35.0,0.14,0.09,2.0,7.0,0.07,0.03,0.1,0.04,2.5,3.8,5.0,3.7,21.0,23.0,4.0,1.1,3.2,0.3,0.66,2.1,14.6727625186671
36.8,11.8,13.0,23.6,24.8,42.4,0.0,0.5,14.0,32.0,0.175,0.08,2.0,18.0,0.07,0.07,0.1,0.21,2.4,3.1,4.9,3.8,28.0,29.0,2.7,3.2,1.9,4.1,0.68,2.7,16.9087361005934
18.8,10.6,11.8,18.8,14.0,13.6,0.0,0.5,14.0,29.0,0.14,0.1,2.0,32.0,0.105,0.06,0.1,0.45,1.6,2.9,2.9,4.5,21.0,28.0,3.0,1.7,3.0,2.4,1.46,2.8,11.7742563661414
22.4,4.6,9.4,12.8,5.6,6.4,0.0,0.51,14.0,27.0,0.175,0.1,2.0,17.0,0.175,0.02,0.1,0.25,0.7,2.0,3.3,2.4,7.0,26.0,0.3,4.8,4.0,3.7,0.35,2.1,9.1072101484293
8.0,9.4,13.0,9.2,17.6,47.2,0.0,0.51,14.0,5.0,0.14,0.01,2.0,12.0,0.175,0.04,0.1,0.02,1.2,0.6,4.7,3.9,3.0,13.0,3.1,4.1,4.8,0.1,0.13,2.5,6.17612875356478
23.6,10.6,9.4,24.8,4.4,10.0,0.0,0.5,14.0,30.0,0.035,0.03,2.0,7.0,0.175,0.09,0.1,0.16,0.5,2.9,2.3,4.6,12.0,24.0,4.8,2.2,0.1,3.3,0.25,1.0,14.3537474939614
8.0,8.2,3.4,26.0,10.4,44.8,0.0,0.51,14.0,33.0,0.175,0.08,2.0,12.0,0.14,0.03,0.1,0.34,0.7,2.1,4.4,3.3,5.0,16.0,4.4,4.7,1.6,3.7,0.19,2.6,9.97357998779355
21.2,10.6,3.4,5.6,4.4,52.0,0.0,0.51,14.0,25.0,0.105,0.08,2.0,15.0,0.105,0.01,0.1,0.27,0.5,2.7,1.5,2.9,8.0,16.0,0.8,1.7,3.8,0.6,0.23,1.3,8.8945068198072
32.0,5.8,1.0,3.2,9.2,34.0,0.0,0.5,14.0,14.0,0.07,0.05,2.0,29.0,0.14,0.01,0.1,0.42,0.9,1.5,5.0,3.9,0.0,17.0,3.9,2.4,2.0,1.9,0.42,3.4,7.04293565205833
27.2,5.8,5.8,5.6,6.8,35.2,0.0,0.5,14.0,12.0,0.14,0.09,2.0,20.0,0.035,0.03,0.1,0.5,0.7,1.4,4.3,1.5,20.0,17.0,5.0,4.9,1.2,0.1,0.37,1.3,10.494381033839
23.6,10.6,13.0,12.8,20.0,17.2,0.0,0.51,14.0,24.0,0.105,0.07,2.0,19.0,0.105,0.03,0.1,0.37,2.0,2.8,4.2,4.1,23.0,28.0,3.1,4.0,5.0,2.8,1.9,3.5,10.2612689399367
22.4,7.0,2.2,12.8,24.8,38.8,0.0,0.5,14.0,28.0,0.07,0.04,2.0,9.0,0.14,0.02,0.1,0.11,1.9,3.2,4.5,4.6,13.0,14.0,1.4,4.8,3.8,2.2,0.56,3.7,9.66652748125177
17.6,13.0,3.4,15.2,14.0,14.8,0.0,0.5,14.0,29.0,0.07,0.02,2.0,26.0,0.07,0.02,0.1,0.39,1.7,3.3,3.7,4.0,25.0,26.0,4.4,4.1,3.0,1.5,0.31,2.2,13.1000894700795
41.6,8.2,8.2,26.0,5.6,4.0,0.0,0.5,14.0,27.0,0.175,0.07,2.0,10.0,0.14,0.01,0.1,0.01,0.7,2.8,3.5,2.5,10.0,21.0,3.8,2.1,4.4,3.8,0.23,1.1,16.7376289730757
26.0,2.2,9.4,8.0,9.2,47.2,0.0,0.5,14.0,23.0,0.105,0.08,2.0,29.0,0.07,0.03,0.1,0.05,0.9,1.1,4.6,3.8,7.0,8.0,1.2,3.8,1.5,3.7,0.31,1.3,8.24488280670436
16.4,8.2,9.4,16.4,16.4,25.6,0.0,0.5,14.0,20.0,0.105,0.03,2.0,25.0,0.175,0.06,0.1,0.22,2.2,2.5,4.8,3.3,6.0,22.0,3.1,5.0,3.7,3.1,0.3,1.5,14.0382638464712
52.4,9.4,2.2,14.0,21.2,48.4,0.0,0.51,14.0,35.0,0.105,0.06,2.0,26.0,0.14,0.04,0.1,0.42,1.8,0.8,4.5,4.1,21.0,23.0,0.2,3.3,4.7,1.2,0.14,3.3,12.5126728507965
29.6,10.6,13.0,20.0,12.8,18.4,0.0,0.5,14.0,26.0,0.07,0.06,2.0,13.0,0.07,0.06,0.1,0.3,1.7,2.2,3.0,4.8,17.0,30.0,0.4,3.9,4.7,4.1,0.37,1.9,15.35619661208
48.8,3.4,2.2,23.6,8.0,29.2,0.0,0.51,14.0,24.0,0.14,0.08,2.0,3.0,0.105,0.07,0.1,0.23,0.6,2.0,3.9,1.6,18.0,5.0,1.7,3.7,0.4,3.2,0.24,1.2,18.2987351913008
21.2,13.0,2.2,20.0,10.4,53.2,0.0,0.5,14.0,24.0,0.07,0.03,2.0,13.0,0.07,0.07,0.1,0.11,1.1,2.9,2.9,2.6,4.0,27.0,4.5,1.4,0.7,3.8,0.88,2.2,11.7773601398159
33.2,8.2,5.8,22.4,11.6,4.0,0.0,0.5,14.0,25.0,0.14,0.08,2.0,15.0,0.105,0.08,0.1,0.04,1.2,1.1,3.3,4.6,12.0,13.0,0.7,4.4,0.3,2.0,0.94,1.8,11.4169952459902
38.0,10.6,10.6,6.8,9.2,29.2,0.0,0.5,14.0,29.0,0.105,0.03,2.0,21.0,0.14,0.05,0.1,0.32,0.9,1.5,4.8,2.9,22.0,8.0,4.0,3.5,0.1,4.4,0.84,1.9,9.10212791055841
32.0,5.8,11.8,10.4,20.0,13.6,0.0,0.5,14.0,31.0,0.105,0.07,2.0,32.0,0.105,0.05,0.1,0.3,1.3,1.5,4.7,2.4,23.0,18.0,3.5,1.7,5.0,5.0,0.39,2.2,9.42376877140797
22.4,10.6,2.2,18.8,12.8,11.2,0.0,0.5,14.0,15.0,0.14,0.02,2.0,16.0,0.105,0.02,0.1,0.48,1.2,0.3,3.3,1.5,10.0,12.0,2.8,0.8,0.8,0.4,0.11,1.0,13.3208999630705
33.2,7.0,11.8,4.4,11.6,8.8,0.0,0.51,14.0,19.0,0.07,0.06,2.0,28.0,0.175,0.03,0.1,0.3,0.6,0.8,3.8,2.4,27.0,19.0,2.0,0.4,1.6,1.1,0.33,1.7,8.68673360756248
50.0,2.2,7.0,26.0,11.6,52.0,0.0,0.51,14.0,31.0,0.14,0.1,2.0,30.0,0.175,0.1,0.1,0.15,0.6,0.3,2.4,2.8,7.0,14.0,4.6,4.2,3.0,4.0,0.25,1.6,14.7194940229698
42.8,4.6,13.0,4.4,17.6,24.4,0.0,0.5,14.0,21.0,0.035,0.01,2.0,11.0,0.105,0.07,0.1,0.3,2.2,1.2,4.8,1.4,28.0,13.0,4.8,1.6,3.6,3.3,0.53,1.3,15.4177803500396
29.6,9.4,11.8,17.6,8.0,31.6,0.0,0.5,14.0,17.0,0.175,0.04,2.0,10.0,0.175,0.07,0.1,0.08,0.4,1.5,4.2,1.9,25.0,2.0,0.5,2.3,3.9,0.1,0.18,1.7,14.7717512620367
24.8,8.2,13.0,24.8,24.8,13.6,0.0,0.51,14.0,32.0,0.175,0.09,2.0,24.0,0.035,0.01,0.1,0.19,1.8,1.9,4.9,3.8,15.0,19.0,0.2,3.5,0.8,3.8,1.55,2.9,10.4051387190251
51.2,10.6,5.8,17.6,4.4,18.4,0.0,0.5,14.0,22.0,0.105,0.08,2.0,26.0,0.105,0.1,0.1,0.14,0.4,2.6,1.4,1.5,4.0,18.0,1.8,3.3,2.9,3.6,0.23,1.3,15.3643187752816
11.6,7.0,9.4,8.0,17.6,19.6,0.0,0.5,14.0,29.0,0.07,0.05,2.0,25.0,0.035,0.02,0.1,0.24,2.3,1.9,3.2,3.0,20.0,24.0,1.5,1.2,4.3,4.3,0.7,2.7,9.36361203087903
40.4,9.4,4.6,9.2,15.2,8.8,0.0,0.5,14.0,31.0,0.175,0.01,2.0,13.0,0.105,0.02,0.1,0.39,0.7,4.0,4.7,2.9,24.0,30.0,1.3,4.0,0.4,3.2,0.32,1.6,15.4318375311467
51.2,7.0,4.6,14.0,22.4,20.8,0.0,0.5,14.0,22.0,0.105,0.07,2.0,30.0,0.105,0.01,0.1,0.15,2.9,1.4,4.3,4.6,18.0,4.0,2.8,2.5,1.4,2.5,0.47,3.9,14.8728826733506
29.6,11.8,3.4,10.4,10.4,42.4,0.0,0.5,14.0,31.0,0.105,0.01,2.0,8.0,0.07,0.02,0.1,0.35,0.6,3.2,4.2,3.2,4.0,10.0,3.8,1.6,4.8,2.3,0.44,1.7,12.808481772851
11.6,3.4,10.6,11.6,6.8,53.2,0.0,0.5,14.0,14.0,0.14,0.08,2.0,5.0,0.105,0.04,0.1,0.18,0.7,1.8,3.0,2.4,9.0,20.0,1.1,4.3,2.4,4.5,0.36,1.4,8.2054726669817
16.4,13.0,2.2,17.6,8.0,17.2,0.0,0.5,14.0,28.0,0.175,0.01,2.0,17.0,0.175,0.04,0.1,0.07,0.6,1.0,3.3,2.7,24.0,7.0,0.9,4.8,5.0,0.5,0.38,1.2,8.84253238312776
30.8,2.2,10.6,10.4,20.0,31.6,0.0,0.5,14.0,30.0,0.175,0.1,2.0,27.0,0.105,0.1,0.1,0.18,2.1,1.4,4.8,2.5,3.0,7.0,0.4,1.6,4.7,5.0,1.23,2.1,10.9521003164125
14.0,4.6,11.8,8.0,20.0,12.4,0.0,0.51,14.0,25.0,0.175,0.04,2.0,23.0,0.14,0.03,0.1,0.5,1.5,2.7,4.4,4.8,25.0,4.0,2.5,3.0,1.0,4.3,0.31,4.0,7.03039309868445
17.6,5.8,13.0,8.0,18.8,22.0,0.0,0.51,14.0,32.0,0.14,0.03,2.0,8.0,0.105,0.1,0.1,0.36,1.1,4.2,3.7,2.9,27.0,25.0,0.7,2.8,2.6,0.5,0.28,2.4,9.98749826704293
21.2,4.6,13.0,5.6,14.0,40.0,0.0,0.51,14.0,33.0,0.105,0.09,2.0,24.0,0.105,0.02,0.1,0.26,1.7,2.4,4.4,4.9,1.0,13.0,2.5,4.4,0.5,1.9,0.42,2.4,8.90226278625774
15.2,5.8,11.8,10.4,17.6,4.0,0.0,0.5,14.0,16.0,0.175,0.03,2.0,33.0,0.14,0.1,0.1,0.28,1.7,1.8,3.9,1.7,19.0,13.0,0.4,0.6,3.7,4.9,1.61,1.6,11.3781169746571
30.8,7.0,10.6,6.8,10.4,5.2,0.0,0.5,14.0,17.0,0.14,0.01,2.0,28.0,0.105,0.01,0.1,0.4,0.8,1.4,3.4,4.8,7.0,23.0,0.4,4.0,1.1,0.5,0.64,1.0,10.4534099626119
41.6,10.6,9.4,10.4,3.2,41.2,0.0,0.5,14.0,27.0,0.07,0.02,2.0,9.0,0.14,0.09,0.1,0.09,0.3,0.9,1.5,4.0,18.0,6.0,2.2,4.4,4.7,3.2,0.2,1.0,10.2954305197632
20.0,11.8,11.8,21.2,11.6,37.6,0.0,0.51,14.0,32.0,0.105,0.03,2.0,8.0,0.175,0.07,0.1,0.43,1.2,4.1,4.8,4.9,21.0,9.0,2.9,2.5,2.5,3.5,0.92,2.5,12.2958586608063
35.6,10.6,13.0,9.2,18.8,19.6,0.0,0.5,14.0,29.0,0.105,0.05,2.0,33.0,0.07,0.06,0.1,0.11,1.8,2.3,4.3,2.3,6.0,9.0,2.0,2.7,1.1,2.1,1.54,2.2,11.9765174452358
9.2,9.4,9.4,24.8,17.6,16.0,0.0,0.5,14.0,34.0,0.07,0.04,2.0,23.0,0.175,0.08,0.1,0.17,1.6,3.1,4.5,4.9,13.0,29.0,4.0,2.4,0.5,4.1,0.74,1.0,14.9780114394028
38.0,10.6,13.0,12.8,23.6,19.6,0.0,0.51,14.0,20.0,0.14,0.07,2.0,14.0,0.105,0.03,0.1,0.22,1.8,1.8,4.3,4.1,18.0,1.0,3.4,2.5,2.4,1.2,1.52,3.9,8.51478756399192
9.2,9.4,10.6,14.0,15.2,40.0,0.0,0.51,14.0,34.0,0.175,0.05,2.0,14.0,0.105,0.1,0.1,0.47,0.9,1.5,4.0,2.1,26.0,16.0,3.8,0.8,4.3,0.1,0.51,1.0,10.109457603599
24.8,2.2,13.0,14.0,14.0,40.0,0.0,0.51,14.0,28.0,0.14,0.06,2.0,29.0,0.14,0.03,0.1,0.02,0.6,0.7,3.8,3.9,25.0,0.0,0.5,4.9,1.0,0.4,0.52,1.7,8.09443557240544
24.8,5.8,7.0,10.4,15.2,19.6,0.0,0.51,14.0,31.0,0.14,0.09,2.0,19.0,0.105,0.04,0.1,0.3,1.0,2.7,2.8,4.0,26.0,22.0,1.0,4.6,0.2,1.8,0.61,1.9,9.91417192746745
21.2,5.8,13.0,20.0,26.0,11.2,0.0,0.5,14.0,11.0,0.105,0.03,2.0,12.0,0.175,0.04,0.1,0.25,2.4,0.4,4.2,4.9,27.0,28.0,3.5,1.4,4.0,3.7,0.38,3.8,13.7957514564855
28.4,10.6,11.8,6.8,10.4,17.2,0.0,0.5,14.0,32.0,0.07,0.01,2.0,16.0,0.07,0.03,0.1,0.16,1.1,4.2,4.1,4.9,18.0,16.0,0.9,4.8,3.6,0.1,0.13,2.4,10.059349034193
12.8,8.2,4.6,23.6,16.4,37.6,0.0,0.5,14.0,23.0,0.105,0.1,2.0,22.0,0.07,0.01,0.1,0.46,2.0,2.1,4.8,2.3,27.0,15.0,1.2,4.6,0.9,4.4,1.25,2.2,12.6014837097545
8.0,11.8,5.8,10.4,3.2,37.6,0.0,0.5,14.0,20.0,0.07,0.02,2.0,22.0,0.07,0.06,0.1,0.13,0.2,2.6,1.1,1.2,8.0,17.0,3.4,1.7,2.3,3.6,0.13,1.0,10.1998632812762
29.6,7.0,10.6,5.6,26.0,6.4,0.0,0.5,14.0,34.0,0.14,0.03,2.0,10.0,0.175,0.06,0.1,0.49,2.5,2.5,4.8,4.6,0.0,1.0,4.8,4.0,4.9,3.6,1.65,3.6,12.5647082240083
18.8,1.0,3.4,16.4,12.8,31.6,0.0,0.5,14.0,26.0,0.14,0.03,2.0,10.0,0.105,0.02,0.1,0.06,1.2,3.2,2.6,2.0,15.0,0.0,1.2,2.0,1.7,3.0,0.12,1.9,12.1994550420848
24.8,9.4,3.4,22.4,15.2,10.0,0.0,0.5,14.0,28.0,0.175,0.06,2.0,7.0,0.175,0.06,0.1,0.21,0.8,2.1,4.1,3.4,25.0,12.0,2.7,1.5,4.7,5.0,0.61,1.9,11.0926096495306
32.0,11.8,10.6,12.8,4.4,8.8,0.0,0.51,14.0,32.0,0.07,0.01,2.0,9.0,0.175,0.09,0.1,0.16,0.5,3.9,2.5,2.8,16.0,5.0,2.9,3.2,3.3,0.2,0.42,1.7,12.2387393596548
48.8,8.2,7.0,17.6,8.0,17.2,0.0,0.5,14.0,11.0,0.14,0.08,2.0,15.0,0.14,0.04,0.1,0.34,1.0,0.9,3.3,3.7,14.0,3.0,4.3,2.6,2.4,0.4,0.12,2.5,10.9963364978248
32.0,13.0,8.2,11.6,10.4,46.0,0.0,0.5,14.0,28.0,0.14,0.04,2.0,6.0,0.14,0.05,0.1,0.45,0.7,0.6,3.3,3.6,6.0,3.0,2.9,1.1,4.5,2.1,0.57,1.3,10.688653918126
14.0,8.2,9.4,3.2,3.2,32.8,0.0,0.51,14.0,29.0,0.105,0.04,2.0,15.0,0.14,0.09,0.1,0.31,0.2,0.7,1.3,2.1,12.0,0.0,4.1,2.8,4.2,4.3,0.17,1.1,6.81769615608456
