w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,k1
40.4,2.2,10.6,24.8,18.8,29.2,0.0,0.5,14.0,22.0,0.14,0.08,2.0,28.0,0.07,0.01,0.1,0.36,1.4,2.8,3.3,4.2,7.0,20.0,1.9,1.2,4.2,2.1,0.54,2.6,0.986194997088931
52.4,2.2,9.4,5.6,16.4,50.8,0.0,0.5,14.0,29.0,0.175,0.1,2.0,5.0,0.14,0.01,0.1,0.45,2.0,3.0,3.7,1.8,0.0,21.0,0.6,1.2,4.2,3.8,1.31,1.3,0.974222833099264
20.0,9.4,7.0,17.6,17.6,30.4,0.0,0.5,14.0,35.0,0.14,0.02,2.0,21.0,0.07,0.04,0.1,0.17,1.8,1.4,3.6,3.5,19.0,7.0,3.4,3.8,2.8,0.2,1.32,2.2,0.989489684556261
9.2,8.2,2.2,11.6,23.6,19.6,0.0,0.51,14.0,13.0,0.14,0.03,2.0,31.0,0.14,0.08,0.1,0.49,0.9,1.6,4.1,4.6,11.0,17.0,2.7,3.9,3.8,1.4,0.87,3.2,0.981502455237324
14.0,2.2,10.6,9.2,15.2,14.8,0.0,0.5,14.0,26.0,0.14,0.05,2.0,30.0,0.14,0.09,0.1,0.27,2.0,2.3,3.3,4.2,29.0,13.0,4.9,3.8,1.5,1.4,0.57,2.9,0.968275059690505
27.2,2.2,10.6,21.2,21.2,11.2,0.0,0.5,14.0,25.0,0.14,0.06,2.0,9.0,0.175,0.09,0.1,0.24,1.0,2.1,4.0,3.4,19.0,19.0,4.1,3.5,0.6,3.9,0.66,3.3,0.988978508595781
48.8,4.6,2.2,4.4,9.2,10.0,0.0,0.51,14.0,28.0,0.105,0.02,2.0,21.0,0.14,0.03,0.1,0.13,1.2,1.0,2.0,4.1,27.0,12.0,2.4,0.1,0.6,2.4,0.14,1.7,0.985417081305951
20.0,4.6,4.6,16.4,11.6,6.4,0.0,0.5,14.0,15.0,0.175,0.09,2.0,17.0,0.14,0.03,0.1,0.26,1.3,0.8,5.0,1.9,7.0,30.0,0.2,3.0,2.9,2.9,0.54,1.4,0.986583406406332
30.8,5.8,4.6,14.0,18.8,52.0,0.0,0.5,14.0,21.0,0.175,0.06,2.0,17.0,0.105,0.01,0.1,0.15,1.4,2.1,4.3,3.4,19.0,25.0,1.2,2.1,1.3,1.9,0.5,1.5,0.987689278983073
35.6,2.2,5.8,12.8,22.4,42.4,0.0,0.5,14.0,17.0,0.105,0.08,2.0,11.0,0.07,0.03,0.1,0.18,2.0,2.1,3.9,4.1,22.0,7.0,2.7,4.8,3.6,0.9,1.65,3.8,0.986803839702566
32.0,5.8,10.6,24.8,22.4,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,27.0,0.035,0.01,0.1,0.12,2.1,3.9,3.7,4.7,12.0,4.0,0.2,5.0,2.3,3.3,1.96,3.6,0.98989821146184
34.4,8.2,2.2,10.4,14.0,29.2,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.105,0.1,0.1,0.41,1.4,2.4,4.9,4.0,25.0,7.0,1.8,1.1,4.0,0.5,1.35,1.0,0.987089635671812
26.0,3.4,5.8,2.0,6.8,12.4,0.0,0.51,14.0,29.0,0.175,0.06,2.0,16.0,0.175,0.04,0.1,0.45,0.9,1.6,1.8,2.5,19.0,1.0,2.2,2.4,0.9,4.6,0.27,1.7,0.968111631383762
42.8,1.0,1.0,4.4,11.6,12.4,0.0,0.5,14.0,28.0,0.105,0.05,2.0,24.0,0.14,0.08,0.1,0.48,0.9,3.6,3.1,2.7,10.0,19.0,2.6,5.0,1.2,2.9,0.2,1.1,0.969987021756694
9.2,7.0,11.8,14.0,14.0,8.8,0.0,0.5,14.0,25.0,0.175,0.06,2.0,10.0,0.14,0.06,0.1,0.22,1.7,1.7,3.4,4.1,28.0,9.0,5.0,4.8,2.0,1.5,0.72,2.0,0.977204639712937
20.0,3.4,8.2,5.6,21.2,5.2,0.0,0.5,14.0,30.0,0.14,0.09,2.0,20.0,0.035,0.02,0.1,0.3,1.8,3.4,4.7,3.6,5.0,4.0,0.1,4.7,4.6,0.7,1.6,3.5,0.977562026292351
23.6,11.8,9.4,20.0,8.0,40.0,0.0,0.51,14.0,32.0,0.105,0.06,2.0,8.0,0.035,0.02,0.1,0.04,1.0,4.0,2.8,2.8,16.0,7.0,4.7,2.0,3.6,3.1,0.25,2.1,0.989587178742052
50.0,2.2,9.4,21.2,5.6,8.8,0.0,0.51,14.0,10.0,0.14,0.06,2.0,11.0,0.105,0.01,0.1,0.19,0.6,0.7,2.6,4.0,12.0,2.0,1.8,1.0,1.2,3.5,0.4,1.8,0.991598672504807
21.2,3.4,8.2,16.4,5.6,43.6,0.0,0.5,14.0,21.0,0.14,0.01,2.0,31.0,0.07,0.07,0.1,0.35,0.6,1.0,3.2,3.4,28.0,17.0,3.8,1.2,1.2,4.8,0.34,1.4,0.984201582886501
22.4,9.4,13.0,16.4,18.8,11.2,0.0,0.51,14.0,18.0,0.035,0.02,2.0,23.0,0.14,0.08,0.1,0.35,1.1,1.1,4.3,3.4,15.0,2.0,1.4,0.5,1.7,2.6,0.5,1.7,0.992162922086281
41.6,11.8,11.8,5.6,11.6,4.0,0.0,0.51,14.0,25.0,0.175,0.04,2.0,14.0,0.175,0.05,0.1,0.3,1.3,1.0,2.8,2.2,12.0,7.0,2.4,3.8,1.5,0.8,0.64,1.0,0.984798903243056
11.6,13.0,8.2,10.4,15.2,35.2,0.0,0.5,14.0,24.0,0.175,0.07,2.0,23.0,0.105,0.1,0.1,0.46,1.4,1.8,2.5,2.9,10.0,18.0,2.0,3.8,0.7,2.3,0.26,2.1,0.980331224741408
29.6,2.2,8.2,16.4,12.8,43.6,0.0,0.51,14.0,12.0,0.07,0.05,2.0,23.0,0.14,0.08,0.1,0.35,1.4,0.2,4.5,4.9,22.0,3.0,0.3,2.5,1.6,4.0,0.18,1.7,0.975096870516806
35.6,5.8,10.6,20.0,6.8,44.8,0.0,0.5,14.0,15.0,0.175,0.02,2.0,32.0,0.14,0.05,0.1,0.21,0.7,1.2,3.8,4.6,20.0,26.0,3.8,1.1,2.8,4.5,0.21,1.5,0.99202337959627
26.0,11.8,8.2,24.8,16.4,31.6,0.0,0.5,14.0,32.0,0.14,0.06,2.0,8.0,0.14,0.09,0.1,0.33,2.1,4.1,4.5,3.8,22.0,4.0,1.9,2.4,1.3,1.7,0.53,2.2,0.988720389962889
22.4,11.8,5.8,24.8,20.0,41.2,0.0,0.51,14.0,31.0,0.14,0.01,2.0,27.0,0.07,0.04,0.1,0.23,2.0,1.2,4.0,3.5,11.0,14.0,1.1,2.6,2.5,3.4,1.06,2.2,0.990953033534224
28.4,4.6,7.0,26.0,17.6,10.0,0.0,0.51,14.0,20.0,0.175,0.09,2.0,34.0,0.07,0.02,0.1,0.18,1.5,2.0,4.7,3.2,24.0,24.0,4.2,2.5,2.7,5.0,1.17,2.5,0.990502911495293
36.8,4.6,10.6,11.6,21.2,18.4,0.0,0.5,14.0,17.0,0.175,0.09,2.0,18.0,0.14,0.01,0.1,0.2,1.2,1.8,4.8,3.9,9.0,27.0,2.8,0.5,1.4,0.9,0.59,3.4,0.99364404590469
45.2,13.0,2.2,11.6,16.4,32.8,0.0,0.5,14.0,29.0,0.07,0.06,2.0,25.0,0.07,0.03,0.1,0.32,1.7,1.8,2.8,3.9,29.0,10.0,3.9,3.3,1.6,1.8,1.29,2.4,0.991606520188478
10.4,9.4,11.8,15.2,16.4,40.0,0.0,0.51,14.0,24.0,0.175,0.01,2.0,30.0,0.14,0.04,0.1,0.37,1.0,0.6,4.3,3.6,11.0,6.0,1.0,1.2,1.0,2.2,0.58,2.9,0.985690558480598
46.4,13.0,5.8,17.6,15.2,8.8,0.0,0.5,14.0,31.0,0.175,0.04,2.0,30.0,0.105,0.08,0.1,0.31,1.6,0.3,3.6,4.1,27.0,4.0,0.3,0.8,4.5,4.0,0.27,1.4,0.991982397448506
9.2,5.8,3.4,18.8,8.0,46.0,0.0,0.5,14.0,25.0,0.105,0.09,2.0,5.0,0.105,0.09,0.1,0.16,1.0,1.5,2.8,2.3,19.0,29.0,1.5,3.7,1.5,2.6,0.13,2.2,0.977337842917253
38.0,5.8,11.8,20.0,4.4,53.2,0.0,0.51,14.0,34.0,0.105,0.01,2.0,13.0,0.035,0.03,0.1,0.09,0.4,0.4,1.7,3.8,24.0,17.0,1.4,2.5,1.6,0.9,0.3,1.2,0.991389950690379
28.4,3.4,13.0,20.0,4.4,37.6,0.0,0.5,14.0,22.0,0.105,0.03,2.0,27.0,0.07,0.07,0.1,0.37,0.5,2.9,2.5,4.6,11.0,6.0,4.1,4.7,4.1,1.1,0.17,1.7,0.984980896432562
28.4,10.6,8.2,11.6,16.4,20.8,0.0,0.5,14.0,19.0,0.07,0.03,2.0,7.0,0.175,0.06,0.1,0.36,1.8,1.7,3.2,2.7,22.0,11.0,2.8,1.9,1.2,5.0,0.89,2.6,0.990497341544051
46.4,3.4,9.4,15.2,5.6,8.8,0.0,0.5,14.0,14.0,0.105,0.1,2.0,20.0,0.035,0.01,0.1,0.18,0.6,1.4,3.1,1.4,21.0,26.0,4.7,3.5,1.0,3.2,0.22,1.3,0.990592116160589
10.4,9.4,8.2,17.6,15.2,43.6,0.0,0.5,14.0,34.0,0.175,0.06,2.0,34.0,0.105,0.06,0.1,0.44,1.5,1.4,4.6,4.9,25.0,1.0,3.7,4.8,0.6,3.3,1.18,1.7,0.982110797204758
48.8,5.8,4.6,3.2,3.2,18.4,0.0,0.5,14.0,33.0,0.105,0.09,2.0,33.0,0.105,0.04,0.1,0.3,0.3,2.6,1.1,1.4,6.0,9.0,4.8,4.9,1.9,0.5,0.24,1.0,0.984464646889001
40.4,9.4,9.4,8.0,6.8,19.6,0.0,0.5,14.0,25.0,0.105,0.1,2.0,28.0,0.07,0.05,0.1,0.42,0.4,2.6,4.1,4.2,11.0,26.0,4.9,0.9,1.6,4.2,0.11,1.3,0.985660134405832
18.8,8.2,5.8,17.6,20.0,16.0,0.0,0.5,14.0,14.0,0.14,0.1,2.0,9.0,0.175,0.1,0.1,0.37,1.7,1.6,4.7,4.3,6.0,6.0,2.3,4.5,0.4,1.2,1.34,2.8,0.990552378607172
24.8,13.0,4.6,24.8,8.0,48.4,0.0,0.51,14.0,29.0,0.14,0.09,2.0,30.0,0.14,0.01,0.1,0.48,0.9,2.2,3.4,3.6,11.0,24.0,4.4,0.3,1.9,2.4,0.63,1.0,0.989860624951656
24.8,10.6,13.0,10.4,15.2,4.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,31.0,0.105,0.01,0.1,0.29,1.9,2.1,3.9,3.4,22.0,23.0,3.1,0.1,0.3,2.5,0.71,1.4,0.982795440088996
8.0,7.0,13.0,12.8,12.8,47.2,0.0,0.51,14.0,33.0,0.175,0.05,2.0,13.0,0.14,0.02,0.1,0.46,1.1,0.9,4.5,3.9,16.0,30.0,2.7,4.3,4.3,2.4,0.43,2.5,0.978539703211956
17.6,5.8,2.2,23.6,8.0,13.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,13.0,0.175,0.09,0.1,0.24,0.9,3.5,1.4,3.1,29.0,22.0,4.6,0.2,2.9,1.3,0.22,1.1,0.978181161604611
52.4,3.4,11.8,12.8,15.2,16.0,0.0,0.51,14.0,20.0,0.14,0.04,2.0,20.0,0.105,0.1,0.1,0.29,1.4,1.5,4.4,3.6,19.0,26.0,3.1,2.8,2.2,5.0,0.98,1.1,0.989319173252669
11.6,7.0,5.8,14.0,21.2,23.2,0.0,0.5,14.0,35.0,0.175,0.07,2.0,23.0,0.07,0.01,0.1,0.3,1.3,2.8,5.0,4.8,2.0,10.0,4.1,3.4,4.9,4.4,0.9,2.0,0.979406619986151
22.4,2.2,10.6,5.6,17.6,6.4,0.0,0.5,14.0,8.0,0.035,0.03,2.0,23.0,0.105,0.03,0.1,0.42,1.9,1.0,4.5,3.7,1.0,15.0,1.1,3.4,0.2,3.4,0.34,3.6,0.980028155156076
42.8,3.4,9.4,21.2,11.6,10.0,0.0,0.51,14.0,19.0,0.105,0.06,2.0,33.0,0.035,0.02,0.1,0.1,0.8,1.5,4.4,4.5,6.0,3.0,0.8,4.0,4.9,2.9,0.49,2.5,0.993185768042169
47.6,8.2,3.4,8.0,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.03,2.0,30.0,0.14,0.1,0.1,0.46,0.8,0.7,4.4,4.1,14.0,9.0,2.1,0.4,0.6,3.7,0.27,2.0,0.992228351171988
32.0,1.0,11.8,8.0,8.0,44.8,0.0,0.5,14.0,27.0,0.14,0.02,2.0,13.0,0.175,0.04,0.1,0.25,0.6,1.5,4.0,4.9,14.0,1.0,3.7,2.0,2.9,1.2,0.44,1.3,0.974621890330079
14.0,4.6,8.2,8.0,26.0,46.0,0.0,0.51,14.0,20.0,0.105,0.05,2.0,24.0,0.105,0.08,0.1,0.35,3.5,1.4,4.4,4.1,11.0,17.0,1.4,2.9,2.3,2.8,0.15,3.9,0.969735067774461
8.0,8.2,4.6,26.0,4.4,22.0,0.0,0.5,14.0,27.0,0.14,0.05,2.0,12.0,0.14,0.04,0.1,0.38,0.3,2.0,2.3,2.6,19.0,12.0,1.2,4.7,3.5,4.2,0.27,1.1,0.972253271317825
11.6,13.0,10.6,8.0,22.4,43.6,0.0,0.5,14.0,23.0,0.175,0.06,2.0,31.0,0.105,0.07,0.1,0.39,2.5,1.9,4.2,3.8,30.0,20.0,4.5,3.6,0.8,2.0,0.11,3.2,0.975497565188182
17.6,4.6,9.4,6.8,4.4,29.2,0.0,0.5,14.0,29.0,0.175,0.09,2.0,23.0,0.14,0.1,0.1,0.23,0.3,3.6,1.5,1.9,7.0,9.0,3.8,2.7,2.2,1.4,0.19,1.1,0.975216330067026
26.0,7.0,10.6,26.0,15.2,6.4,0.0,0.51,14.0,32.0,0.175,0.1,2.0,15.0,0.035,0.02,0.1,0.07,1.2,0.7,4.5,4.8,22.0,19.0,1.7,2.4,1.9,2.0,0.69,4.2,0.993816808875563
52.4,1.0,13.0,12.8,16.4,11.2,0.0,0.5,14.0,28.0,0.14,0.05,2.0,18.0,0.175,0.05,0.1,0.39,1.3,2.9,3.2,4.9,30.0,8.0,4.1,1.2,4.6,0.9,0.2,1.9,0.981851569963644
6.8,7.0,2.2,10.4,20.0,22.0,0.0,0.51,14.0,34.0,0.105,0.09,2.0,15.0,0.105,0.02,0.1,0.31,1.0,4.0,3.6,4.2,26.0,21.0,1.0,1.8,0.3,3.0,0.82,3.5,0.967052077471791
24.8,4.6,13.0,22.4,11.6,17.2,0.0,0.51,14.0,12.0,0.07,0.05,2.0,29.0,0.14,0.06,0.1,0.26,1.3,1.4,4.2,3.1,30.0,17.0,4.4,2.4,0.5,3.2,0.31,2.1,0.989594986989184
28.4,2.2,13.0,9.2,14.0,47.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,29.0,0.105,0.05,0.1,0.39,1.2,1.6,3.6,4.9,14.0,8.0,0.7,0.6,2.8,1.2,1.01,2.3,0.98463728153976
32.0,3.4,9.4,23.6,5.6,19.6,0.0,0.5,14.0,28.0,0.175,0.03,2.0,25.0,0.14,0.03,0.1,0.18,0.4,2.0,3.2,4.0,13.0,26.0,3.0,0.2,2.5,2.0,0.18,1.3,0.985371224970785
12.8,4.6,2.2,12.8,3.2,17.2,0.0,0.51,14.0,30.0,0.07,0.06,2.0,14.0,0.07,0.06,0.1,0.34,0.3,1.1,1.6,2.2,24.0,23.0,0.7,0.3,4.1,4.0,0.14,1.3,0.979248931908942
52.4,7.0,5.8,24.8,22.4,38.8,0.0,0.51,14.0,20.0,0.14,0.02,2.0,16.0,0.105,0.09,0.1,0.37,2.2,0.9,4.1,4.5,17.0,9.0,3.9,0.2,4.3,4.5,0.21,4.0,0.993936532659616
32.0,4.6,4.6,6.8,11.6,49.6,0.0,0.5,14.0,26.0,0.14,0.08,2.0,12.0,0.035,0.03,0.1,0.07,0.5,0.9,4.7,4.6,24.0,19.0,3.2,5.0,1.4,0.8,0.19,4.4,0.98520190203776
26.0,10.6,8.2,23.6,18.8,14.8,0.0,0.51,14.0,26.0,0.035,0.03,2.0,25.0,0.07,0.02,0.1,0.14,1.1,0.8,4.2,4.2,15.0,17.0,2.9,3.8,0.1,1.9,0.36,3.3,0.994934883731478
21.2,3.4,2.2,18.8,5.6,38.8,0.0,0.5,14.0,33.0,0.07,0.03,2.0,26.0,0.035,0.01,0.1,0.15,0.7,2.2,1.8,4.9,2.0,15.0,3.7,1.1,1.3,0.2,0.22,1.5,0.982090467994588
42.8,11.8,4.6,9.2,22.4,44.8,0.0,0.5,14.0,25.0,0.175,0.05,2.0,11.0,0.07,0.06,0.1,0.29,1.9,2.5,4.9,4.5,20.0,20.0,3.3,2.4,2.9,4.9,1.7,3.1,0.992153046028226
17.6,11.8,11.8,6.8,17.6,6.4,0.0,0.5,14.0,29.0,0.105,0.05,2.0,29.0,0.14,0.01,0.1,0.37,1.4,2.3,4.3,3.8,13.0,28.0,1.9,3.3,1.3,0.6,1.08,2.2,0.98464600089412
20.0,7.0,8.2,11.6,4.4,32.8,0.0,0.5,14.0,27.0,0.175,0.1,2.0,13.0,0.14,0.08,0.1,0.5,0.5,2.7,2.6,2.1,23.0,30.0,5.0,2.3,2.3,2.7,0.33,1.5,0.984170033077739
41.6,11.8,3.4,23.6,12.8,6.4,0.0,0.51,14.0,26.0,0.14,0.08,2.0,15.0,0.14,0.07,0.1,0.26,0.6,3.0,3.3,2.4,11.0,0.0,2.1,0.3,0.4,1.0,0.22,1.5,0.993371104056054
14.0,10.6,3.4,14.0,26.0,23.2,0.0,0.5,14.0,24.0,0.175,0.04,2.0,35.0,0.14,0.01,0.1,0.48,3.2,2.5,4.2,4.4,6.0,25.0,4.9,2.4,2.7,0.4,1.81,3.6,0.979369241238748
40.4,9.4,10.6,11.6,4.4,44.8,0.0,0.5,14.0,27.0,0.105,0.05,2.0,14.0,0.035,0.01,0.1,0.47,0.3,0.5,1.8,4.9,12.0,8.0,1.2,2.6,0.8,4.1,0.18,1.0,0.989184046197631
47.6,1.0,13.0,5.6,16.4,24.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,9.0,0.175,0.05,0.1,0.21,1.2,1.5,3.9,3.9,4.0,10.0,3.9,1.8,3.9,4.5,0.49,1.4,0.981044585651422
33.2,13.0,9.4,26.0,12.8,4.0,0.0,0.51,14.0,11.0,0.035,0.01,2.0,14.0,0.105,0.1,0.1,0.32,1.4,1.1,3.3,3.8,18.0,18.0,3.9,4.6,0.5,1.1,0.36,1.8,0.993860112831675
22.4,10.6,8.2,5.6,21.2,8.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,8.0,0.07,0.06,0.1,0.08,1.1,2.4,3.5,3.7,30.0,28.0,4.2,1.4,5.0,2.4,0.36,3.0,0.988510412306042
48.8,13.0,7.0,5.6,17.6,35.2,0.0,0.51,14.0,7.0,0.14,0.07,2.0,24.0,0.14,0.08,0.1,0.32,2.3,0.6,4.0,3.0,27.0,3.0,0.1,4.2,3.6,2.5,0.18,1.5,0.985726570262989
29.6,4.6,7.0,11.6,17.6,24.4,0.0,0.5,14.0,35.0,0.175,0.05,2.0,19.0,0.07,0.02,0.1,0.06,2.3,2.9,3.8,4.2,0.0,16.0,4.9,1.0,4.4,4.5,0.12,1.6,0.980388806032041
15.2,10.6,1.0,5.6,5.6,24.4,0.0,0.51,14.0,15.0,0.105,0.1,2.0,23.0,0.14,0.06,0.1,0.19,0.6,1.9,1.8,3.3,22.0,7.0,4.0,4.2,1.6,2.1,0.59,1.4,0.981336887612367
40.4,13.0,3.4,15.2,11.6,32.8,0.0,0.51,14.0,19.0,0.105,0.07,2.0,21.0,0.14,0.09,0.1,0.47,1.4,1.3,2.2,2.3,12.0,24.0,3.8,4.8,4.4,1.3,0.35,1.6,0.991587799319455
44.0,8.2,4.6,3.2,6.8,41.2,0.0,0.5,14.0,19.0,0.105,0.05,2.0,22.0,0.105,0.06,0.1,0.32,0.7,1.5,3.1,3.5,6.0,25.0,0.6,2.8,0.6,4.8,0.31,1.6,0.98668004628788
41.6,2.2,7.0,17.6,5.6,25.6,0.0,0.5,14.0,23.0,0.14,0.03,2.0,32.0,0.175,0.01,0.1,0.5,0.7,2.5,2.2,3.8,15.0,20.0,2.9,2.6,1.9,0.8,0.15,1.0,0.982673238936177
27.2,13.0,10.6,22.4,20.0,47.2,0.0,0.5,14.0,20.0,0.035,0.01,2.0,26.0,0.14,0.06,0.1,0.43,1.2,1.9,3.9,3.1,17.0,10.0,2.5,0.3,1.3,1.7,1.19,2.9,0.993993866275601
44.0,4.6,3.4,11.6,17.6,32.8,0.0,0.5,14.0,28.0,0.035,0.01,2.0,20.0,0.14,0.01,0.1,0.38,1.7,1.1,3.8,4.4,17.0,16.0,3.9,1.5,3.0,2.1,0.5,2.4,0.990346146919334
30.8,13.0,7.0,22.4,17.6,24.4,0.0,0.51,14.0,26.0,0.07,0.02,2.0,23.0,0.175,0.06,0.1,0.49,1.9,3.5,4.0,4.3,10.0,28.0,4.9,4.9,1.3,0.4,0.61,2.6,0.991476265050906
