w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_left_T
21.2,13.0,2.2,5.6,5.6,47.2,0.0,0.5,14.0,26.0,0.14,0.02,2.0,31.0,0.07,0.02,0.1,0.48,0.7,1.7,1.5,3.9,22.0,11.0,4.0,1.2,2.0,2.6,0.53,1.2,0.233067305993338
38.0,11.8,11.8,21.2,18.8,49.6,0.0,0.51,14.0,28.0,0.14,0.1,2.0,31.0,0.175,0.02,0.1,0.28,0.8,1.0,4.5,4.7,17.0,2.0,1.5,4.1,1.8,2.2,0.15,2.8,0.0227927340889034
5.6,9.4,9.4,5.6,4.4,36.4,0.0,0.51,14.0,26.0,0.14,0.08,2.0,22.0,0.07,0.02,0.1,0.28,0.5,1.8,1.7,4.0,24.0,29.0,1.2,0.8,0.1,0.5,0.15,1.3,0.218951678443322
9.2,7.0,9.4,24.8,3.2,23.2,0.0,0.5,14.0,14.0,0.105,0.01,2.0,27.0,0.105,0.04,0.1,0.43,0.4,0.5,1.7,3.5,30.0,26.0,2.7,2.5,3.5,4.6,0.27,1.4,0.122174598462504
44.0,13.0,7.0,20.0,26.0,42.4,0.0,0.51,14.0,20.0,0.175,0.02,2.0,30.0,0.14,0.04,0.1,0.48,1.2,1.8,4.4,4.8,11.0,19.0,4.2,1.6,2.2,2.5,0.93,4.1,0.0332864330103316
40.4,3.4,8.2,8.0,10.4,35.2,0.0,0.5,14.0,30.0,0.14,0.06,2.0,21.0,0.14,0.02,0.1,0.28,0.9,1.1,4.8,4.2,18.0,13.0,0.8,3.4,2.5,2.2,0.89,3.6,0.0317370563923187
26.0,11.8,7.0,9.2,26.0,5.2,0.0,0.5,14.0,26.0,0.14,0.1,2.0,14.0,0.105,0.03,0.1,0.22,2.7,2.5,5.0,4.9,29.0,5.0,1.5,2.8,2.2,4.8,1.56,3.4,0.0600483191653927
17.6,5.8,3.4,22.4,9.2,24.4,0.0,0.51,14.0,23.0,0.105,0.1,2.0,30.0,0.07,0.02,0.1,0.14,1.1,2.0,2.8,2.3,19.0,2.0,1.4,0.6,4.7,3.6,0.54,1.1,0.175070599339874
44.0,3.4,2.2,18.8,11.6,25.6,0.0,0.51,14.0,34.0,0.035,0.02,2.0,11.0,0.105,0.05,0.1,0.22,0.5,3.9,2.5,4.1,6.0,29.0,4.4,0.5,1.5,4.6,0.36,2.4,0.106302297815051
11.6,10.6,11.8,15.2,12.8,37.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,28.0,0.105,0.01,0.1,0.49,0.9,1.2,3.3,3.8,28.0,24.0,1.2,2.2,2.9,1.2,0.18,1.9,0.0750463061885307
8.0,3.4,10.6,4.4,14.0,48.4,0.0,0.5,14.0,35.0,0.07,0.02,2.0,10.0,0.105,0.05,0.1,0.4,1.1,1.7,3.1,2.8,5.0,6.0,1.6,1.8,4.0,4.2,0.48,2.1,0.119109535927213
26.0,9.4,13.0,14.0,8.0,36.4,0.0,0.5,14.0,32.0,0.105,0.09,2.0,21.0,0.175,0.04,0.1,0.21,0.4,3.9,3.0,4.7,14.0,4.0,5.0,1.6,1.8,4.2,0.29,2.3,0.0304142278111253
38.0,4.6,13.0,8.0,21.2,31.6,0.0,0.51,14.0,33.0,0.175,0.01,2.0,13.0,0.105,0.02,0.1,0.36,1.9,3.4,4.9,3.0,9.0,23.0,3.6,0.2,1.5,5.0,0.61,2.7,0.020974679550059
42.8,13.0,5.8,5.6,8.0,16.0,0.0,0.51,14.0,31.0,0.14,0.02,2.0,7.0,0.07,0.07,0.1,0.22,0.8,1.3,3.1,4.8,3.0,9.0,2.3,3.6,4.9,2.9,0.17,1.5,0.0417881380104898
26.0,7.0,2.2,5.6,22.4,31.6,0.0,0.51,14.0,20.0,0.105,0.03,2.0,15.0,0.14,0.07,0.1,0.24,1.6,1.8,4.3,4.6,19.0,5.0,0.8,1.7,4.7,1.0,0.82,3.6,0.177913270374169
22.4,7.0,8.2,12.8,21.2,32.8,0.0,0.5,14.0,34.0,0.14,0.09,2.0,12.0,0.105,0.06,0.1,0.44,2.4,1.3,4.9,4.0,17.0,12.0,4.9,0.8,1.8,0.6,1.14,2.2,0.0574414164670067
26.0,4.6,7.0,14.0,3.2,10.0,0.0,0.51,14.0,19.0,0.14,0.09,2.0,13.0,0.175,0.09,0.1,0.26,0.2,1.0,1.8,4.8,14.0,25.0,2.5,2.7,4.3,1.9,0.19,1.2,0.0601293903828019
34.4,8.2,11.8,17.6,24.8,24.4,0.0,0.5,14.0,9.0,0.14,0.04,2.0,8.0,0.14,0.01,0.1,0.4,3.3,0.3,4.5,4.0,17.0,0.0,1.7,2.6,0.5,3.3,0.25,3.1,0.0260067031731224
41.6,8.2,8.2,11.6,4.4,19.6,0.0,0.5,14.0,30.0,0.14,0.06,2.0,21.0,0.105,0.03,0.1,0.35,0.4,0.9,1.6,4.1,30.0,7.0,2.2,2.0,4.7,1.0,0.19,1.2,0.0332091904504886
9.2,9.4,13.0,12.8,5.6,12.4,0.0,0.5,14.0,33.0,0.105,0.04,2.0,9.0,0.14,0.04,0.1,0.19,0.7,2.2,1.3,3.7,25.0,5.0,1.9,2.2,3.1,2.3,0.44,1.2,0.0899662412003494
20.0,11.8,7.0,10.4,4.4,37.6,0.0,0.5,14.0,20.0,0.07,0.07,2.0,14.0,0.14,0.05,0.1,0.3,0.4,0.8,2.0,2.7,28.0,16.0,3.2,3.9,3.5,1.4,0.39,1.3,0.0761875128071125
52.4,8.2,11.8,4.4,6.8,43.6,0.0,0.51,14.0,27.0,0.07,0.03,2.0,14.0,0.175,0.02,0.1,0.22,0.9,0.3,2.8,3.0,14.0,30.0,0.3,2.6,2.9,3.8,0.15,1.9,0.0178678109014044
9.2,11.8,13.0,26.0,8.0,20.8,0.0,0.5,14.0,29.0,0.14,0.06,2.0,27.0,0.14,0.1,0.1,0.26,0.8,3.4,4.4,3.7,13.0,29.0,1.9,1.2,3.8,4.6,0.11,1.9,0.091688863052292
51.2,5.8,10.6,18.8,11.6,20.8,0.0,0.5,14.0,34.0,0.175,0.03,2.0,15.0,0.07,0.07,0.1,0.3,1.4,2.8,2.6,1.6,22.0,28.0,3.6,2.7,1.6,0.6,1.36,1.3,0.019255996023935
8.0,11.8,7.0,12.8,14.0,36.4,0.0,0.5,14.0,28.0,0.14,0.07,2.0,21.0,0.175,0.03,0.1,0.33,0.7,0.8,3.9,3.8,18.0,23.0,3.0,1.8,2.5,2.0,0.53,1.8,0.178005668964857
24.8,9.4,5.8,16.4,12.8,20.8,0.0,0.5,14.0,30.0,0.035,0.02,2.0,34.0,0.175,0.06,0.1,0.22,0.6,3.6,3.6,4.4,3.0,11.0,2.8,1.9,3.6,1.0,0.27,2.5,0.0730943677842163
18.8,7.0,9.4,16.4,22.4,10.0,0.0,0.5,14.0,32.0,0.175,0.04,2.0,8.0,0.07,0.02,0.1,0.41,1.2,1.8,4.5,4.3,14.0,13.0,4.5,0.4,2.0,2.3,0.15,2.6,0.0580840088794346
26.0,3.4,11.8,8.0,6.8,19.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,16.0,0.14,0.02,0.1,0.5,0.5,0.6,3.1,4.0,8.0,24.0,1.9,4.5,2.1,4.9,0.36,2.8,0.0330114344781725
41.6,1.0,1.0,5.6,15.2,16.0,0.0,0.51,14.0,33.0,0.07,0.05,2.0,7.0,0.14,0.08,0.1,0.38,1.9,2.9,4.0,4.5,30.0,8.0,3.9,0.7,0.4,0.3,1.26,1.7,0.261593813485104
9.2,8.2,10.6,6.8,11.6,38.8,0.0,0.51,14.0,12.0,0.14,0.05,2.0,11.0,0.07,0.05,0.1,0.23,0.5,0.6,3.9,4.7,25.0,30.0,4.0,0.8,4.0,1.1,0.11,2.6,0.106616265704091
45.2,7.0,10.6,26.0,8.0,19.6,0.0,0.5,14.0,32.0,0.175,0.01,2.0,22.0,0.105,0.02,0.1,0.12,0.5,3.6,3.2,4.8,11.0,12.0,0.3,0.6,3.3,4.3,0.22,3.1,0.0216846605369061
51.2,8.2,8.2,3.2,6.8,10.0,0.0,0.51,14.0,32.0,0.035,0.01,2.0,6.0,0.105,0.04,0.1,0.35,0.5,0.8,2.4,3.7,25.0,3.0,1.9,3.6,1.9,3.8,0.1,1.7,0.0252771179706871
52.4,9.4,8.2,22.4,26.0,43.6,0.0,0.5,14.0,27.0,0.175,0.01,2.0,15.0,0.14,0.03,0.1,0.19,3.2,1.5,4.5,4.5,5.0,11.0,1.0,1.3,1.7,2.8,0.19,3.7,0.0248811808928934
12.8,4.6,3.4,20.0,15.2,29.2,0.0,0.51,14.0,35.0,0.07,0.05,2.0,26.0,0.07,0.07,0.1,0.18,1.6,4.4,3.7,4.4,21.0,9.0,5.0,4.4,1.3,0.4,0.33,2.2,0.246826928649852
29.6,8.2,8.2,23.6,24.8,23.2,0.0,0.5,14.0,21.0,0.14,0.08,2.0,14.0,0.175,0.06,0.1,0.48,2.0,2.0,4.1,4.5,0.0,2.0,4.8,2.1,0.3,1.9,1.85,3.7,0.044346197043314
4.4,7.0,11.8,14.0,3.2,18.4,0.0,0.5,14.0,28.0,0.175,0.05,2.0,13.0,0.14,0.09,0.1,0.14,0.3,2.8,1.7,1.4,18.0,2.0,2.8,3.0,5.0,1.3,0.28,1.2,0.215730628473569
35.6,13.0,11.8,11.6,18.8,48.4,0.0,0.51,14.0,29.0,0.105,0.02,2.0,32.0,0.105,0.04,0.1,0.5,1.0,2.0,4.5,3.2,11.0,3.0,4.0,2.5,4.5,1.7,0.4,1.4,0.0247416634970488
14.0,10.6,9.4,26.0,23.6,23.2,0.0,0.5,14.0,16.0,0.105,0.1,2.0,22.0,0.105,0.02,0.1,0.43,2.3,2.1,4.9,4.7,19.0,19.0,0.3,4.4,0.7,1.4,0.15,4.6,0.0815159368785919
18.8,8.2,9.4,12.8,11.6,52.0,0.0,0.5,14.0,27.0,0.105,0.09,2.0,27.0,0.105,0.05,0.1,0.19,1.0,3.6,2.1,2.1,22.0,24.0,1.4,1.4,2.5,5.0,0.66,1.5,0.0590472534117682
30.8,8.2,13.0,8.0,23.6,16.0,0.0,0.5,14.0,34.0,0.105,0.07,2.0,10.0,0.175,0.01,0.1,0.49,1.9,1.6,4.7,4.8,7.0,26.0,0.2,3.3,3.9,3.3,0.19,2.6,0.0266640866508306
30.8,3.4,8.2,21.2,14.0,28.0,0.0,0.5,14.0,18.0,0.14,0.1,2.0,29.0,0.14,0.08,0.1,0.49,1.5,1.3,3.5,4.4,30.0,23.0,2.5,0.7,4.4,4.4,0.32,1.6,0.0408245943608612
51.2,11.8,8.2,6.8,5.6,5.2,0.0,0.5,14.0,35.0,0.14,0.07,2.0,24.0,0.07,0.03,0.1,0.15,0.6,4.6,1.7,2.6,13.0,27.0,4.0,2.8,2.3,4.4,0.49,1.6,0.0258908807157392
44.0,4.6,8.2,24.8,24.8,29.2,0.0,0.5,14.0,24.0,0.175,0.1,2.0,10.0,0.14,0.07,0.1,0.4,3.1,1.6,4.4,4.9,0.0,5.0,1.2,3.2,0.4,0.7,0.53,3.7,0.0289513776964377
24.8,7.0,11.8,3.2,10.4,7.6,0.0,0.51,14.0,27.0,0.14,0.04,2.0,35.0,0.14,0.04,0.1,0.47,0.6,3.3,3.6,4.2,25.0,1.0,3.3,3.4,3.3,1.4,0.39,1.5,0.0368145443411595
48.8,10.6,5.8,22.4,5.6,22.0,0.0,0.51,14.0,15.0,0.14,0.07,2.0,33.0,0.105,0.07,0.1,0.31,0.6,0.6,4.3,4.8,30.0,18.0,4.6,1.8,2.5,4.1,0.36,1.1,0.0382770712511102
11.6,11.8,5.8,24.8,18.8,42.4,0.0,0.51,14.0,17.0,0.035,0.01,2.0,15.0,0.07,0.07,0.1,0.18,1.5,2.1,4.1,3.4,19.0,13.0,4.4,3.5,4.1,1.1,0.16,3.1,0.15392238183048
32.0,10.6,7.0,21.2,18.8,41.2,0.0,0.51,14.0,30.0,0.07,0.02,2.0,15.0,0.175,0.07,0.1,0.29,2.0,1.7,4.4,5.0,6.0,29.0,0.2,2.7,2.2,1.3,1.03,3.7,0.0464441136271749
30.8,5.8,10.6,18.8,8.0,50.8,0.0,0.5,14.0,6.0,0.175,0.05,2.0,6.0,0.07,0.01,0.1,0.03,0.4,0.2,3.7,3.0,28.0,30.0,3.6,3.6,1.9,1.1,0.11,2.4,0.0297644622102736
42.8,3.4,4.6,16.4,26.0,28.0,0.0,0.5,14.0,27.0,0.175,0.04,2.0,15.0,0.035,0.02,0.1,0.35,1.4,0.8,5.0,4.1,30.0,2.0,4.1,3.4,2.6,0.9,0.75,3.5,0.0506988392644957
26.0,1.0,11.8,16.4,12.8,16.0,0.0,0.5,14.0,11.0,0.175,0.06,2.0,10.0,0.07,0.02,0.1,0.3,0.6,1.1,2.8,5.0,0.0,11.0,3.1,4.8,2.0,1.3,0.55,1.2,0.0328312809481507
52.4,3.4,11.8,26.0,6.8,29.2,0.0,0.51,14.0,17.0,0.07,0.03,2.0,8.0,0.14,0.08,0.1,0.25,0.6,1.8,4.1,1.7,29.0,16.0,3.2,1.0,4.9,4.6,0.18,1.3,0.0170089524026146
22.4,5.8,4.6,3.2,4.4,6.4,0.0,0.5,14.0,21.0,0.035,0.02,2.0,13.0,0.14,0.04,0.1,0.32,0.5,0.3,1.7,4.1,25.0,16.0,0.3,2.9,3.3,3.6,0.17,1.5,0.104254121039932
46.4,11.8,5.8,18.8,14.0,23.2,0.0,0.5,14.0,22.0,0.175,0.09,2.0,21.0,0.105,0.06,0.1,0.28,1.1,1.9,2.6,1.8,10.0,7.0,3.2,4.1,4.8,1.2,0.61,1.7,0.0412571204143265
30.8,2.2,5.8,17.6,18.8,18.4,0.0,0.5,14.0,29.0,0.14,0.1,2.0,34.0,0.175,0.03,0.1,0.37,1.7,1.0,3.7,4.0,22.0,26.0,1.9,4.2,4.1,0.9,0.6,2.0,0.0571610700580514
33.2,5.8,3.4,23.6,8.0,28.0,0.0,0.5,14.0,10.0,0.175,0.07,2.0,30.0,0.07,0.05,0.1,0.36,0.8,1.0,3.5,1.3,24.0,23.0,0.9,2.7,0.5,1.6,0.48,1.0,0.0942249183331403
44.0,3.4,9.4,15.2,4.4,31.6,0.0,0.5,14.0,28.0,0.175,0.04,2.0,20.0,0.14,0.06,0.1,0.48,0.4,1.7,2.8,4.7,4.0,21.0,2.2,0.4,1.2,4.7,0.35,1.1,0.0267989187193746
42.8,8.2,9.4,8.0,14.0,24.4,0.0,0.5,14.0,29.0,0.07,0.06,2.0,10.0,0.105,0.05,0.1,0.21,1.2,3.1,3.7,2.6,11.0,22.0,4.3,4.3,1.3,2.3,0.86,1.7,0.0259718613816734
30.8,5.8,7.0,15.2,5.6,26.8,0.0,0.51,14.0,17.0,0.07,0.03,2.0,9.0,0.07,0.07,0.1,0.17,0.5,2.2,3.7,1.9,1.0,21.0,0.7,4.4,0.2,2.2,0.34,1.0,0.0527106110869407
47.6,11.8,4.6,8.0,23.6,49.6,0.0,0.5,14.0,32.0,0.035,0.03,2.0,20.0,0.105,0.01,0.1,0.12,2.7,3.6,4.7,3.6,24.0,12.0,0.7,0.6,4.8,2.0,0.65,3.5,0.0476660720482784
11.6,7.0,3.4,18.8,20.0,7.6,0.0,0.51,14.0,23.0,0.07,0.06,2.0,30.0,0.14,0.01,0.1,0.29,2.1,1.7,4.3,3.6,4.0,27.0,2.1,4.1,3.6,3.9,0.8,2.7,0.268970727801921
39.2,9.4,3.4,8.0,8.0,28.0,0.0,0.5,14.0,33.0,0.105,0.09,2.0,16.0,0.175,0.02,0.1,0.33,1.0,1.2,4.7,4.2,29.0,0.0,3.1,0.6,0.3,4.3,0.29,2.2,0.077849349056131
8.0,1.0,5.8,10.4,14.0,12.4,0.0,0.5,14.0,11.0,0.175,0.08,2.0,21.0,0.14,0.08,0.1,0.17,1.4,0.6,4.9,4.5,0.0,18.0,3.9,0.6,4.9,0.6,0.18,1.7,0.218059538398403
32.0,13.0,7.0,17.6,23.6,17.2,0.0,0.5,14.0,28.0,0.14,0.07,2.0,28.0,0.175,0.08,0.1,0.39,1.8,3.5,5.0,2.8,21.0,0.0,3.7,0.5,2.1,3.1,0.33,2.3,0.0462906336772724
32.0,10.6,11.8,5.6,11.6,36.4,0.0,0.51,14.0,31.0,0.14,0.07,2.0,25.0,0.105,0.09,0.1,0.3,1.3,3.7,2.9,2.9,18.0,12.0,4.7,0.7,3.3,3.2,0.13,2.5,0.0272783325116032
23.6,10.6,2.2,16.4,8.0,32.8,0.0,0.51,14.0,25.0,0.175,0.01,2.0,26.0,0.14,0.1,0.1,0.45,0.5,1.9,3.9,2.6,0.0,5.0,2.2,4.7,0.5,1.6,0.28,2.4,0.206884275015085
21.2,7.0,4.6,12.8,17.6,18.4,0.0,0.51,14.0,29.0,0.07,0.01,2.0,15.0,0.14,0.03,0.1,0.28,2.0,0.6,3.7,4.8,27.0,11.0,2.7,3.5,3.9,4.7,0.12,2.8,0.109042230053061
42.8,8.2,8.2,20.0,8.0,12.4,0.0,0.51,14.0,31.0,0.175,0.03,2.0,22.0,0.035,0.03,0.1,0.5,0.7,2.1,3.4,3.8,22.0,5.0,2.6,0.4,1.0,2.4,0.29,2.8,0.0295892674633625
11.6,13.0,9.4,5.6,9.2,12.4,0.0,0.5,14.0,11.0,0.14,0.1,2.0,12.0,0.14,0.08,0.1,0.43,1.2,0.4,2.6,4.4,27.0,13.0,0.1,1.2,0.1,0.3,0.18,1.7,0.100566794513311
26.0,8.2,3.4,24.8,3.2,40.0,0.0,0.5,14.0,31.0,0.175,0.07,2.0,6.0,0.105,0.07,0.1,0.35,0.3,0.7,1.5,2.4,15.0,4.0,3.2,4.8,0.8,2.7,0.26,1.3,0.110293493150433
44.0,8.2,10.6,8.0,4.4,28.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,35.0,0.175,0.04,0.1,0.49,0.3,1.7,2.4,3.1,18.0,18.0,2.6,4.3,4.9,3.9,0.2,1.4,0.024024448038086
24.8,13.0,3.4,17.6,4.4,52.0,0.0,0.51,14.0,29.0,0.07,0.05,2.0,11.0,0.035,0.02,0.1,0.3,0.4,2.2,2.3,2.4,14.0,14.0,3.6,0.9,0.1,4.5,0.31,1.4,0.12632905941096
8.0,10.6,13.0,20.0,12.8,34.0,0.0,0.5,14.0,30.0,0.14,0.01,2.0,14.0,0.14,0.06,0.1,0.46,1.3,1.7,3.3,2.5,11.0,1.0,0.6,0.7,2.0,2.4,1.23,2.3,0.099464135477977
27.2,4.6,2.2,26.0,12.8,14.8,0.0,0.5,14.0,15.0,0.14,0.04,2.0,17.0,0.14,0.07,0.1,0.2,1.0,1.4,3.4,3.8,21.0,13.0,0.8,2.9,2.3,4.5,0.96,2.5,0.182646466183852
39.2,13.0,4.6,11.6,21.2,37.6,0.0,0.51,14.0,31.0,0.105,0.02,2.0,15.0,0.175,0.1,0.1,0.21,2.6,3.0,3.7,4.1,24.0,30.0,3.3,3.8,3.5,4.5,1.15,3.1,0.0582244498703555
41.6,3.4,13.0,12.8,8.0,49.6,0.0,0.5,14.0,14.0,0.105,0.05,2.0,20.0,0.14,0.03,0.1,0.29,0.8,1.3,1.5,3.7,30.0,12.0,4.0,1.0,0.7,1.6,0.79,1.2,0.019075554275594
44.0,13.0,5.8,17.6,6.8,17.2,0.0,0.5,14.0,29.0,0.035,0.03,2.0,14.0,0.035,0.01,0.1,0.38,0.6,1.1,2.8,3.1,21.0,28.0,0.7,0.8,2.9,0.2,0.52,2.5,0.0399728281091076
36.8,7.0,2.2,3.2,3.2,16.0,0.0,0.5,14.0,30.0,0.07,0.04,2.0,20.0,0.07,0.05,0.1,0.4,0.3,0.9,1.9,2.4,16.0,19.0,2.6,4.7,5.0,2.1,0.23,1.0,0.137720663894456
52.4,11.8,8.2,18.8,3.2,48.4,0.0,0.51,14.0,19.0,0.105,0.02,2.0,16.0,0.175,0.02,0.1,0.46,0.4,1.8,1.3,4.1,6.0,18.0,3.5,2.9,0.3,1.3,0.28,1.2,0.0266071904413807
20.0,2.2,8.2,18.8,10.4,28.0,0.0,0.51,14.0,34.0,0.175,0.08,2.0,15.0,0.07,0.03,0.1,0.49,0.8,2.7,4.9,3.7,16.0,7.0,3.5,2.9,0.5,2.8,0.51,2.8,0.0646523326290371
45.2,5.8,13.0,24.8,12.8,47.2,0.0,0.5,14.0,24.0,0.07,0.05,2.0,9.0,0.14,0.08,0.1,0.49,0.7,0.6,3.7,3.9,12.0,24.0,2.1,3.5,4.0,3.4,0.59,3.4,0.0195875532874137
39.2,7.0,8.2,22.4,6.8,7.6,0.0,0.5,14.0,23.0,0.175,0.1,2.0,27.0,0.14,0.07,0.1,0.18,0.7,0.2,4.8,4.1,13.0,10.0,4.0,0.5,2.7,1.8,0.1,1.3,0.0364632695553489
46.4,7.0,8.2,21.2,16.4,10.0,0.0,0.51,14.0,31.0,0.105,0.02,2.0,35.0,0.07,0.07,0.1,0.4,1.9,3.7,4.9,3.2,17.0,14.0,3.4,3.7,1.3,0.3,1.89,2.8,0.0279614685315695
48.8,2.2,7.0,3.2,12.8,14.8,0.0,0.5,14.0,30.0,0.14,0.06,2.0,22.0,0.14,0.03,0.1,0.21,1.6,1.8,4.3,3.4,1.0,25.0,1.1,0.1,0.5,3.8,0.76,1.8,0.0314095604021827
41.6,9.4,8.2,5.6,22.4,7.6,0.0,0.5,14.0,32.0,0.105,0.1,2.0,18.0,0.14,0.09,0.1,0.41,1.0,3.1,4.4,4.1,2.0,11.0,0.8,3.8,2.3,5.0,0.79,2.4,0.0309110278885041
32.0,13.0,9.4,22.4,26.0,25.6,0.0,0.5,14.0,35.0,0.14,0.03,2.0,18.0,0.105,0.05,0.1,0.28,3.2,4.2,4.9,5.0,18.0,16.0,0.5,3.8,2.9,0.8,0.63,3.6,0.0357945590900861
6.8,8.2,10.6,15.2,5.6,17.2,0.0,0.5,14.0,20.0,0.07,0.03,2.0,6.0,0.14,0.01,0.1,0.32,0.4,0.9,2.4,2.5,4.0,27.0,3.2,0.8,1.1,0.9,0.26,2.3,0.154151509284866
28.4,7.0,10.6,8.0,6.8,29.2,0.0,0.5,14.0,31.0,0.07,0.06,2.0,23.0,0.035,0.03,0.1,0.42,0.9,3.1,3.2,3.3,29.0,10.0,2.0,1.5,3.8,0.8,0.23,3.0,0.0344124248352783
17.6,13.0,13.0,22.4,22.4,17.2,0.0,0.5,14.0,18.0,0.175,0.03,2.0,9.0,0.175,0.09,0.1,0.28,1.7,1.2,3.5,3.8,13.0,10.0,2.2,3.3,3.5,0.8,0.88,3.3,0.0457173577627243
52.4,2.2,11.8,5.6,14.0,6.4,0.0,0.51,14.0,32.0,0.175,0.04,2.0,31.0,0.07,0.06,0.1,0.22,1.7,2.3,3.7,4.0,3.0,17.0,4.9,1.0,2.2,0.6,1.61,2.4,0.0172733351732471
26.0,9.4,7.0,5.6,12.8,10.0,0.0,0.51,14.0,24.0,0.14,0.05,2.0,30.0,0.105,0.01,0.1,0.44,1.4,3.1,4.9,3.7,12.0,23.0,2.6,2.9,3.7,0.1,0.79,1.7,0.0594387271656757
52.4,10.6,9.4,23.6,20.0,38.8,0.0,0.51,14.0,25.0,0.14,0.01,2.0,33.0,0.07,0.07,0.1,0.43,2.2,1.4,4.8,2.4,12.0,16.0,2.4,2.0,3.8,0.7,0.23,1.3,0.0211280783298926
29.6,9.4,9.4,17.6,14.0,43.6,0.0,0.51,14.0,10.0,0.07,0.01,2.0,7.0,0.105,0.07,0.1,0.29,0.7,0.5,3.7,4.1,11.0,18.0,4.2,2.4,3.9,2.1,0.39,2.4,0.037070294192622
36.8,9.4,5.8,14.0,9.2,36.4,0.0,0.5,14.0,19.0,0.175,0.01,2.0,20.0,0.105,0.08,0.1,0.08,0.6,1.9,4.6,2.1,22.0,12.0,0.1,4.7,2.6,3.4,0.43,2.0,0.04837763449174
28.4,5.8,13.0,20.0,6.8,49.6,0.0,0.5,14.0,14.0,0.105,0.06,2.0,14.0,0.07,0.02,0.1,0.39,0.7,1.2,3.3,2.2,1.0,23.0,1.5,4.6,0.3,0.1,0.17,2.1,0.0297249508060197
45.2,5.8,9.4,4.4,11.6,12.4,0.0,0.51,14.0,21.0,0.07,0.07,2.0,15.0,0.07,0.04,0.1,0.35,1.2,2.8,2.6,3.8,28.0,6.0,0.2,4.6,2.1,4.2,0.53,2.4,0.0247221447180185
36.8,8.2,5.8,9.2,26.0,46.0,0.0,0.51,14.0,28.0,0.035,0.02,2.0,13.0,0.07,0.07,0.1,0.32,1.1,1.4,4.4,4.7,17.0,3.0,3.1,4.3,4.3,3.9,0.38,3.8,0.0507643545715508
17.6,10.6,3.4,22.4,4.4,6.4,0.0,0.51,14.0,33.0,0.14,0.1,2.0,26.0,0.175,0.02,0.1,0.33,0.5,2.9,2.7,2.9,11.0,27.0,4.1,1.8,0.7,4.2,0.12,1.2,0.187536988933525
22.4,13.0,7.0,10.4,5.6,26.8,0.0,0.5,14.0,32.0,0.105,0.03,2.0,17.0,0.105,0.04,0.1,0.13,0.6,1.8,1.8,3.2,18.0,28.0,2.0,5.0,5.0,3.4,0.44,1.0,0.0697131568896999
12.8,1.0,3.4,5.6,20.0,24.4,0.0,0.51,14.0,34.0,0.175,0.07,2.0,29.0,0.14,0.03,0.1,0.34,1.9,4.0,4.4,3.8,24.0,28.0,1.5,2.8,4.0,0.8,0.65,2.5,0.231191476531642
42.8,8.2,10.6,8.0,11.6,18.4,0.0,0.51,14.0,28.0,0.035,0.03,2.0,29.0,0.175,0.02,0.1,0.27,0.5,1.1,2.6,3.0,7.0,18.0,1.1,3.5,2.0,3.3,0.43,2.0,0.022725114234493
45.2,4.6,5.8,20.0,24.8,37.6,0.0,0.5,14.0,34.0,0.105,0.09,2.0,9.0,0.105,0.1,0.1,0.46,1.9,3.9,4.1,4.9,9.0,18.0,4.7,4.2,2.4,0.3,1.72,3.6,0.0403163561041361
23.6,10.6,7.0,18.8,8.0,35.2,0.0,0.51,14.0,18.0,0.175,0.1,2.0,35.0,0.175,0.07,0.1,0.5,0.6,1.1,1.3,3.6,21.0,6.0,1.6,4.3,0.1,3.9,0.53,1.1,0.0684177988657223
14.0,7.0,5.8,5.6,15.2,28.0,0.0,0.5,14.0,27.0,0.175,0.08,2.0,10.0,0.14,0.07,0.1,0.25,1.5,0.7,3.2,4.4,4.0,14.0,2.0,2.7,3.1,2.2,0.1,2.9,0.131941090198057
32.0,8.2,13.0,9.2,5.6,48.4,0.0,0.5,14.0,17.0,0.07,0.03,2.0,9.0,0.035,0.03,0.1,0.22,0.4,1.1,4.1,3.7,28.0,2.0,2.6,2.5,1.5,4.0,0.13,1.1,0.027028839378007
44.0,7.0,9.4,18.8,24.8,11.2,0.0,0.51,14.0,27.0,0.07,0.06,2.0,8.0,0.105,0.05,0.1,0.49,2.6,2.2,4.4,4.4,15.0,5.0,3.5,0.3,0.5,2.6,1.03,3.2,0.0252752584336015
45.2,10.6,2.2,18.8,23.6,34.0,0.0,0.51,14.0,27.0,0.14,0.08,2.0,10.0,0.035,0.01,0.1,0.19,2.3,1.5,4.4,3.6,21.0,18.0,2.4,4.2,4.5,1.3,1.07,3.3,0.107054938659686
47.6,9.4,8.2,10.4,18.8,44.8,0.0,0.5,14.0,22.0,0.07,0.07,2.0,29.0,0.035,0.01,0.1,0.27,1.7,2.2,4.0,3.7,19.0,6.0,2.1,1.5,1.4,2.9,1.17,3.5,0.0262234487087411
