w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P2_Tx_W
27.2,10.6,2.2,6.8,18.8,18.4,0.0,0.5,14.0,33.0,0.07,0.07,2.0,9.0,0.105,0.02,0.1,0.3,1.1,1.0,4.4,4.7,9.0,21.0,1.2,1.3,1.7,1.5,0.71,2.7,0.504020884856507
15.2,9.4,9.4,22.4,9.2,5.2,0.0,0.51,14.0,24.0,0.14,0.05,2.0,19.0,0.105,0.04,0.1,0.13,0.9,2.8,2.9,4.2,25.0,24.0,3.2,2.1,4.4,2.7,0.57,2.5,0.202627139060748
42.8,13.0,10.6,12.8,14.0,18.4,0.0,0.51,14.0,35.0,0.175,0.03,2.0,9.0,0.14,0.05,0.1,0.17,1.0,4.1,3.8,4.6,4.0,22.0,3.1,0.9,1.7,2.5,0.35,2.6,0.0763732978651859
26.0,5.8,2.2,18.8,24.8,34.0,0.0,0.5,14.0,27.0,0.14,0.02,2.0,17.0,0.105,0.05,0.1,0.5,1.8,0.8,5.0,3.4,6.0,14.0,3.2,3.4,0.5,1.4,0.23,3.3,0.324193964459622
10.4,9.4,11.8,21.2,9.2,5.2,0.0,0.51,14.0,32.0,0.105,0.05,2.0,6.0,0.105,0.02,0.1,0.4,1.0,3.1,4.7,3.0,10.0,23.0,3.6,2.1,0.2,3.8,0.62,2.8,0.475462489144113
8.0,7.0,5.8,23.6,16.4,16.0,0.0,0.5,14.0,28.0,0.175,0.01,2.0,19.0,0.175,0.02,0.1,0.4,1.5,1.5,3.5,4.5,8.0,20.0,1.0,1.8,1.7,2.8,0.9,2.3,0.701894808537225
50.0,9.4,9.4,12.8,18.8,34.0,0.0,0.5,14.0,27.0,0.175,0.01,2.0,8.0,0.035,0.02,0.1,0.2,2.1,3.3,4.0,3.8,14.0,4.0,1.9,0.6,3.8,2.6,1.29,2.2,0.119844255020181
40.4,10.6,8.2,6.8,12.8,47.2,0.0,0.51,14.0,33.0,0.175,0.02,2.0,26.0,0.14,0.06,0.1,0.49,0.7,3.4,3.6,3.4,28.0,28.0,0.9,2.4,1.7,4.4,0.51,2.3,0.31799047395123
41.6,5.8,8.2,11.6,26.0,5.2,0.0,0.51,14.0,35.0,0.14,0.04,2.0,11.0,0.175,0.07,0.1,0.22,3.1,0.2,4.4,4.2,19.0,22.0,2.8,4.7,2.9,4.0,0.16,3.4,0.233890599821116
36.8,11.8,4.6,14.0,22.4,38.8,0.0,0.5,14.0,29.0,0.14,0.1,2.0,23.0,0.105,0.01,0.1,0.45,2.8,3.6,4.5,3.4,4.0,22.0,4.3,0.4,0.3,4.7,1.19,3.3,0.101805938137958
9.2,13.0,5.8,12.8,11.6,6.4,0.0,0.5,14.0,11.0,0.105,0.06,2.0,12.0,0.175,0.03,0.1,0.5,0.8,1.3,2.8,3.1,3.0,17.0,1.3,4.6,2.8,2.6,0.75,2.6,0.87686754116484
27.2,1.0,2.2,17.6,5.6,14.8,0.0,0.51,14.0,12.0,0.105,0.01,2.0,18.0,0.07,0.04,0.1,0.37,0.3,1.4,1.8,3.7,22.0,8.0,3.4,2.3,2.7,4.9,0.22,1.4,2.01777763998341
52.4,11.8,9.4,21.2,23.6,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,26.0,0.07,0.05,0.1,0.14,2.1,2.0,4.4,4.8,4.0,0.0,2.3,4.1,4.1,2.0,1.18,3.7,0.0461868084260614
18.8,13.0,9.4,6.8,16.4,29.2,0.0,0.51,14.0,19.0,0.175,0.06,2.0,25.0,0.035,0.03,0.1,0.01,0.9,1.3,4.6,4.3,22.0,26.0,1.8,2.1,0.1,4.4,0.29,3.8,0.561797416208261
10.4,7.0,10.6,15.2,20.0,8.8,0.0,0.51,14.0,12.0,0.14,0.04,2.0,24.0,0.105,0.03,0.1,0.2,1.7,1.1,4.8,5.0,18.0,18.0,1.3,2.5,5.0,3.6,0.12,1.4,1.68762010898543
46.4,5.8,4.6,10.4,8.0,16.0,0.0,0.5,14.0,27.0,0.14,0.1,2.0,25.0,0.035,0.03,0.1,0.32,0.8,2.1,2.6,3.9,14.0,23.0,2.9,2.4,2.5,2.5,0.79,1.7,0.150489013831778
8.0,8.2,9.4,22.4,9.2,52.0,0.0,0.5,14.0,13.0,0.175,0.06,2.0,6.0,0.175,0.01,0.1,0.32,0.9,1.5,2.5,1.1,27.0,21.0,1.2,1.9,1.1,3.3,0.31,1.0,0.797492447395277
28.4,8.2,8.2,20.0,12.8,13.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,34.0,0.175,0.09,0.1,0.29,1.0,1.7,3.0,4.5,19.0,27.0,0.1,5.0,4.2,4.6,0.22,2.7,0.175281596145494
52.4,1.0,4.6,10.4,3.2,17.2,0.0,0.5,14.0,28.0,0.14,0.09,2.0,6.0,0.105,0.09,0.1,0.22,0.2,2.5,1.3,1.5,3.0,22.0,4.8,0.7,3.7,4.6,0.1,1.0,1.6405191877201
33.2,3.4,11.8,4.4,6.8,31.6,0.0,0.5,14.0,26.0,0.175,0.08,2.0,20.0,0.105,0.09,0.1,0.27,0.6,0.4,4.7,2.9,0.0,17.0,0.8,0.4,1.8,1.1,0.15,1.4,0.952801083607737
18.8,2.2,1.0,21.2,8.0,47.2,0.0,0.51,14.0,34.0,0.105,0.03,2.0,27.0,0.14,0.05,0.1,0.45,0.7,2.8,2.1,1.5,4.0,27.0,2.4,4.5,3.8,0.4,0.44,1.0,1.14446978535983
35.6,1.0,5.8,12.8,11.6,19.6,0.0,0.5,14.0,27.0,0.175,0.05,2.0,18.0,0.175,0.01,0.1,0.37,1.3,1.8,2.2,3.8,28.0,20.0,4.9,0.5,1.6,2.3,0.18,2.0,1.2315920929921
36.8,11.8,5.8,20.0,10.4,50.8,0.0,0.5,14.0,15.0,0.14,0.04,2.0,34.0,0.07,0.07,0.1,0.24,0.9,1.3,3.5,1.5,30.0,5.0,1.2,3.6,1.7,2.6,0.5,1.3,0.0631681232020227
40.4,2.2,9.4,9.2,6.8,16.0,0.0,0.51,14.0,17.0,0.175,0.08,2.0,6.0,0.105,0.05,0.1,0.45,0.7,1.5,1.7,2.4,5.0,14.0,1.5,2.4,0.2,2.5,0.68,1.3,0.354503649164614
30.8,10.6,10.6,18.8,22.4,49.6,0.0,0.5,14.0,7.0,0.105,0.01,2.0,18.0,0.07,0.04,0.1,0.27,1.5,0.5,5.0,2.5,2.0,6.0,2.4,4.7,0.6,0.4,0.2,1.9,0.170284244237283
40.4,11.8,10.6,21.2,16.4,5.2,0.0,0.5,14.0,11.0,0.105,0.01,2.0,8.0,0.175,0.08,0.1,0.27,1.3,1.0,3.0,5.0,10.0,29.0,2.9,3.6,3.2,4.1,0.58,2.5,0.0500628610121202
28.4,2.2,3.4,9.2,22.4,24.4,0.0,0.5,14.0,29.0,0.035,0.03,2.0,16.0,0.07,0.04,0.1,0.11,2.9,1.8,4.3,4.8,16.0,2.0,0.8,4.9,1.1,4.0,1.14,3.5,1.07071773628647
47.6,5.8,10.6,23.6,20.0,24.4,0.0,0.51,14.0,26.0,0.14,0.03,2.0,35.0,0.175,0.09,0.1,0.27,2.4,3.5,4.8,4.4,8.0,15.0,1.1,1.8,4.5,4.8,0.51,3.1,0.062255797090116
41.6,9.4,8.2,22.4,22.4,16.0,0.0,0.5,14.0,17.0,0.175,0.07,2.0,34.0,0.175,0.05,0.1,0.47,1.5,1.5,4.5,4.7,27.0,28.0,4.9,1.2,0.4,3.1,0.48,3.1,0.0392870792308044
27.2,5.8,5.8,15.2,24.8,40.0,0.0,0.51,14.0,35.0,0.105,0.07,2.0,8.0,0.175,0.08,0.1,0.29,3.3,3.1,4.8,3.1,28.0,0.0,1.1,3.7,3.5,0.1,0.11,2.8,1.11898743116188
27.2,9.4,10.6,22.4,24.8,19.6,0.0,0.5,14.0,35.0,0.105,0.06,2.0,35.0,0.175,0.04,0.1,0.38,2.8,2.9,4.8,2.8,0.0,3.0,3.8,0.1,2.6,4.4,2.2,2.7,0.106882059619012
18.8,11.8,13.0,6.8,26.0,47.2,0.0,0.51,14.0,26.0,0.105,0.04,2.0,32.0,0.07,0.05,0.1,0.28,3.1,1.3,4.9,5.0,20.0,19.0,4.5,4.3,4.6,3.6,0.26,3.2,1.15611936157892
50.0,1.0,7.0,5.6,20.0,53.2,0.0,0.5,14.0,23.0,0.175,0.03,2.0,29.0,0.105,0.08,0.1,0.16,1.8,0.7,4.6,4.6,10.0,16.0,5.0,4.1,3.1,0.6,0.55,2.0,0.620835548315596
42.8,13.0,10.6,16.4,18.8,32.8,0.0,0.5,14.0,34.0,0.14,0.03,2.0,31.0,0.105,0.1,0.1,0.42,1.9,1.9,4.1,2.7,9.0,22.0,4.5,0.6,1.5,4.1,1.63,2.6,0.0905215937670962
29.6,10.6,7.0,11.6,18.8,25.6,0.0,0.5,14.0,32.0,0.14,0.03,2.0,19.0,0.105,0.05,0.1,0.38,1.9,2.5,4.9,4.6,26.0,3.0,0.7,3.7,3.3,2.9,1.45,1.5,0.27833848692476
26.0,4.6,2.2,18.8,24.8,43.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,32.0,0.175,0.07,0.1,0.42,1.5,1.6,5.0,5.0,20.0,14.0,3.1,3.7,0.2,1.1,0.72,3.2,0.199278234159264
27.2,5.8,10.6,6.8,8.0,16.0,0.0,0.51,14.0,26.0,0.175,0.07,2.0,10.0,0.07,0.05,0.1,0.26,0.9,1.6,3.8,4.4,18.0,2.0,0.6,3.7,4.0,0.5,0.76,3.2,0.482316361369
50.0,9.4,3.4,23.6,16.4,10.0,0.0,0.51,14.0,28.0,0.175,0.02,2.0,13.0,0.07,0.06,0.1,0.46,1.9,2.3,4.9,3.4,10.0,10.0,0.4,1.8,0.7,5.0,0.73,1.0,0.0414958412445529
26.0,4.6,7.0,17.6,24.8,47.2,0.0,0.5,14.0,21.0,0.07,0.05,2.0,29.0,0.07,0.07,0.1,0.46,2.4,2.2,4.3,4.3,5.0,10.0,3.0,3.6,4.3,1.2,1.61,3.2,0.261949396854235
28.4,5.8,1.0,8.0,9.2,11.2,0.0,0.5,14.0,33.0,0.07,0.06,2.0,14.0,0.175,0.06,0.1,0.24,0.6,2.2,2.9,4.3,26.0,21.0,0.4,2.7,1.2,3.9,0.47,2.0,0.537428261951474
16.4,11.8,13.0,11.6,15.2,48.4,0.0,0.5,14.0,32.0,0.14,0.02,2.0,13.0,0.07,0.07,0.1,0.27,1.9,0.8,5.0,3.9,19.0,25.0,1.7,0.3,2.7,1.3,0.32,2.9,0.440866495578662
40.4,3.4,13.0,16.4,23.6,52.0,0.0,0.51,14.0,21.0,0.105,0.04,2.0,22.0,0.035,0.03,0.1,0.23,2.6,1.6,4.9,4.0,7.0,2.0,1.2,1.2,0.1,0.1,1.22,3.9,0.157215539497256
9.2,9.4,11.8,14.0,8.0,41.2,0.0,0.5,14.0,29.0,0.07,0.05,2.0,26.0,0.14,0.07,0.1,0.28,0.8,1.8,5.0,3.4,27.0,30.0,0.4,3.9,2.0,3.2,0.29,1.3,1.77095518277517
22.4,13.0,5.8,16.4,23.6,19.6,0.0,0.5,14.0,35.0,0.105,0.03,2.0,23.0,0.14,0.06,0.1,0.44,2.8,3.8,4.4,4.5,2.0,25.0,3.9,4.8,3.8,1.7,1.21,3.1,0.223984975117356
51.2,13.0,10.6,5.6,18.8,38.8,0.0,0.51,14.0,22.0,0.105,0.07,2.0,31.0,0.035,0.01,0.1,0.49,0.8,1.0,4.9,4.4,25.0,25.0,3.0,0.4,3.7,1.4,0.64,1.4,0.312764593866169
39.2,4.6,11.8,23.6,10.4,49.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,6.0,0.035,0.02,0.1,0.4,1.1,2.5,3.3,3.3,27.0,1.0,4.9,4.5,1.2,1.2,0.78,1.0,0.127533933712521
24.8,4.6,9.4,22.4,23.6,16.0,0.0,0.51,14.0,23.0,0.14,0.09,2.0,30.0,0.07,0.04,0.1,0.36,1.5,1.3,4.3,4.9,1.0,28.0,2.6,1.2,3.3,3.4,0.52,2.8,0.150935010633619
35.6,5.8,13.0,9.2,14.0,13.6,0.0,0.5,14.0,29.0,0.14,0.1,2.0,20.0,0.105,0.03,0.1,0.22,1.7,3.0,4.9,4.7,17.0,0.0,4.7,0.6,2.8,0.8,1.27,3.8,0.214917489026652
45.2,11.8,11.8,8.0,10.4,35.2,0.0,0.51,14.0,33.0,0.14,0.04,2.0,22.0,0.07,0.01,0.1,0.12,0.5,2.7,2.2,3.8,19.0,24.0,1.0,4.7,3.0,1.2,0.29,1.4,0.164740659511273
46.4,13.0,4.6,18.8,3.2,8.8,0.0,0.5,14.0,22.0,0.175,0.04,2.0,22.0,0.105,0.08,0.1,0.48,0.3,2.3,1.5,5.0,19.0,21.0,4.8,2.6,4.4,1.8,0.19,1.1,0.04798344489614
20.0,11.8,9.4,22.4,4.4,14.8,0.0,0.5,14.0,25.0,0.07,0.07,2.0,19.0,0.105,0.02,0.1,0.17,0.5,1.1,2.8,3.4,26.0,30.0,2.7,1.2,1.2,3.1,0.24,1.1,0.248085454572895
46.4,11.8,10.6,16.4,16.4,17.2,0.0,0.51,14.0,11.0,0.175,0.08,2.0,7.0,0.105,0.02,0.1,0.48,2.1,0.9,3.4,3.5,27.0,3.0,1.8,2.0,0.7,4.6,0.51,3.2,0.0430980491704859
16.4,8.2,9.4,11.6,16.4,20.8,0.0,0.51,14.0,33.0,0.14,0.1,2.0,15.0,0.105,0.01,0.1,0.5,1.9,3.3,3.5,4.1,22.0,17.0,3.2,2.8,1.7,1.6,1.81,2.8,0.497180472073046
46.4,1.0,8.2,20.0,12.8,12.4,0.0,0.5,14.0,32.0,0.105,0.02,2.0,9.0,0.175,0.03,0.1,0.5,1.3,4.1,4.3,3.2,1.0,29.0,3.3,4.7,2.0,4.3,0.78,2.3,0.396022826934242
35.6,10.6,2.2,6.8,26.0,31.6,0.0,0.51,14.0,34.0,0.175,0.1,2.0,16.0,0.07,0.06,0.1,0.49,1.2,1.6,5.0,4.3,22.0,4.0,3.3,0.9,1.9,4.2,1.13,3.5,0.337617772886892
40.4,11.8,11.8,14.0,22.4,12.4,0.0,0.5,14.0,18.0,0.14,0.02,2.0,12.0,0.14,0.04,0.1,0.44,1.7,1.4,4.0,4.6,11.0,20.0,4.4,4.8,0.3,1.7,0.23,3.8,0.0919727155387119
35.6,2.2,9.4,5.6,5.6,17.2,0.0,0.51,14.0,23.0,0.07,0.02,2.0,24.0,0.175,0.05,0.1,0.22,0.5,0.8,2.1,3.0,26.0,27.0,4.8,4.8,3.3,1.2,0.28,1.5,1.1515378241735
35.6,1.0,5.8,21.2,11.6,14.8,0.0,0.5,14.0,34.0,0.175,0.03,2.0,28.0,0.105,0.04,0.1,0.31,0.7,3.3,2.9,2.6,24.0,2.0,3.2,3.2,0.6,2.0,0.3,1.9,0.65255023270237
39.2,3.4,7.0,20.0,14.0,37.6,0.0,0.5,14.0,18.0,0.175,0.04,2.0,20.0,0.14,0.06,0.1,0.2,1.8,1.3,3.1,2.7,15.0,7.0,3.1,1.4,2.3,2.5,0.8,2.0,0.140760384994538
14.0,13.0,8.2,26.0,15.2,42.4,0.0,0.5,14.0,20.0,0.07,0.04,2.0,24.0,0.105,0.06,0.1,0.36,1.4,2.1,4.9,4.1,12.0,26.0,3.8,1.8,3.3,1.3,0.17,3.8,0.808225463268718
47.6,4.6,1.0,9.2,4.4,53.2,0.0,0.5,14.0,28.0,0.07,0.05,2.0,10.0,0.14,0.05,0.1,0.17,0.4,3.7,2.3,3.6,7.0,27.0,0.1,2.3,3.3,4.3,0.25,1.9,0.0
29.6,8.2,11.8,15.2,10.4,6.4,0.0,0.5,14.0,30.0,0.07,0.07,2.0,15.0,0.175,0.07,0.1,0.31,1.4,1.4,2.7,1.8,21.0,4.0,0.2,0.3,4.8,3.3,0.17,1.7,0.373095609105516
11.6,2.2,11.8,8.0,17.6,22.0,0.0,0.51,14.0,35.0,0.14,0.03,2.0,9.0,0.07,0.02,0.1,0.38,1.3,3.4,5.0,2.5,26.0,7.0,2.9,1.2,3.7,2.0,1.01,1.4,2.54293127674893
22.4,2.2,2.2,24.8,26.0,23.2,0.0,0.51,14.0,31.0,0.14,0.09,2.0,34.0,0.175,0.02,0.1,0.22,2.9,2.4,5.0,4.0,22.0,29.0,4.1,2.6,2.3,3.9,2.09,3.1,0.350077747133059
48.8,8.2,3.4,11.6,10.4,36.4,0.0,0.5,14.0,29.0,0.105,0.04,2.0,30.0,0.07,0.05,0.1,0.36,0.5,3.7,3.2,5.0,29.0,3.0,3.3,3.7,3.1,2.9,0.19,2.8,0.200698883740836
30.8,5.8,1.0,16.4,4.4,35.2,0.0,0.5,14.0,28.0,0.035,0.03,2.0,14.0,0.105,0.04,0.1,0.4,0.4,1.6,2.2,3.8,21.0,8.0,2.0,3.3,1.7,1.3,0.35,1.9,0.575500507229096
50.0,13.0,9.4,18.8,4.4,52.0,0.0,0.51,14.0,33.0,0.175,0.09,2.0,16.0,0.105,0.03,0.1,0.14,0.5,0.8,2.3,3.5,9.0,23.0,3.3,3.2,4.9,1.0,0.15,1.7,0.0518044607965907
10.4,11.8,5.8,8.0,20.0,12.4,0.0,0.51,14.0,30.0,0.14,0.01,2.0,25.0,0.105,0.02,0.1,0.21,2.3,2.7,4.3,3.0,26.0,8.0,1.2,3.8,2.8,4.8,0.48,2.5,1.55359024474481
34.4,5.8,11.8,16.4,3.2,18.4,0.0,0.5,14.0,12.0,0.14,0.05,2.0,30.0,0.105,0.08,0.1,0.34,0.2,1.3,1.6,2.7,26.0,28.0,0.1,2.2,0.9,4.2,0.15,1.2,0.195473254560237
8.0,8.2,13.0,22.4,12.8,44.8,0.0,0.5,14.0,27.0,0.105,0.05,2.0,7.0,0.175,0.03,0.1,0.22,1.7,0.7,2.8,4.0,3.0,19.0,1.6,0.6,2.5,2.9,0.19,2.6,1.78695379457053
46.4,10.6,2.2,8.0,26.0,28.0,0.0,0.51,14.0,29.0,0.175,0.08,2.0,34.0,0.105,0.03,0.1,0.28,2.3,2.1,5.0,4.2,9.0,26.0,3.3,4.5,4.0,0.7,0.8,3.6,0.174730997190559
34.4,11.8,10.6,10.4,23.6,52.0,0.0,0.5,14.0,27.0,0.105,0.1,2.0,34.0,0.07,0.02,0.1,0.39,1.1,2.2,4.7,5.0,5.0,27.0,0.5,0.4,2.3,1.2,0.83,2.9,0.165325553928891
51.2,7.0,11.8,10.4,6.8,43.6,0.0,0.5,14.0,21.0,0.105,0.03,2.0,23.0,0.175,0.01,0.1,0.41,0.5,2.7,3.4,2.3,23.0,16.0,3.5,1.3,0.6,1.3,0.14,1.3,0.274607222976261
42.8,10.6,7.0,11.6,11.6,46.0,0.0,0.51,14.0,34.0,0.14,0.09,2.0,22.0,0.07,0.01,0.1,0.4,1.3,3.8,4.1,3.8,5.0,15.0,1.3,0.4,4.4,4.3,0.27,3.0,0.123199284377819
14.0,3.4,5.8,14.0,10.4,35.2,0.0,0.5,14.0,25.0,0.105,0.04,2.0,31.0,0.175,0.09,0.1,0.36,0.8,0.6,3.3,4.1,6.0,11.0,3.0,3.8,4.6,0.4,0.36,1.6,0.97587865457411
42.8,8.2,5.8,12.8,9.2,32.8,0.0,0.51,14.0,22.0,0.105,0.08,2.0,26.0,0.07,0.07,0.1,0.26,0.6,1.2,1.7,2.0,9.0,18.0,2.2,2.2,0.3,2.4,0.49,1.1,0.0984946628537239
28.4,8.2,13.0,8.0,23.6,12.4,0.0,0.5,14.0,14.0,0.175,0.01,2.0,26.0,0.175,0.01,0.1,0.41,2.0,1.8,4.1,3.9,8.0,1.0,1.3,2.3,2.8,4.5,0.67,3.3,0.429558031368645
17.6,8.2,3.4,23.6,26.0,12.4,0.0,0.51,14.0,35.0,0.175,0.08,2.0,26.0,0.07,0.03,0.1,0.42,1.6,4.1,4.4,4.2,2.0,14.0,0.9,4.3,0.6,3.3,1.48,3.6,0.198556202051757
36.8,5.8,11.8,8.0,20.0,28.0,0.0,0.5,14.0,27.0,0.14,0.09,2.0,12.0,0.175,0.08,0.1,0.43,1.0,2.1,4.7,2.8,12.0,4.0,1.4,3.6,3.3,3.7,0.77,1.5,0.258616000635386
33.2,5.8,7.0,4.4,10.4,7.6,0.0,0.5,14.0,31.0,0.105,0.03,2.0,25.0,0.105,0.1,0.1,0.13,1.3,1.5,2.6,1.5,15.0,29.0,4.5,5.0,3.9,0.5,0.44,1.4,0.773843106162536
36.8,8.2,3.4,10.4,9.2,12.4,0.0,0.51,14.0,33.0,0.105,0.05,2.0,16.0,0.07,0.07,0.1,0.31,0.6,2.2,4.5,4.6,3.0,23.0,4.7,1.3,1.8,4.6,0.52,1.8,0.184255470245205
52.4,9.4,5.8,11.6,23.6,25.6,0.0,0.5,14.0,33.0,0.175,0.06,2.0,6.0,0.105,0.1,0.1,0.27,1.3,3.1,4.5,3.0,14.0,4.0,4.4,1.7,1.6,4.2,1.27,2.6,0.106164247599832
15.2,10.6,11.8,16.4,26.0,22.0,0.0,0.5,14.0,25.0,0.175,0.04,2.0,15.0,0.105,0.04,0.1,0.15,3.3,1.3,4.1,4.5,8.0,8.0,4.9,0.1,4.4,3.0,1.08,3.9,0.320898807868314
47.6,1.0,3.4,23.6,10.4,26.8,0.0,0.5,14.0,14.0,0.175,0.05,2.0,11.0,0.035,0.01,0.1,0.27,1.1,1.7,3.9,3.8,11.0,0.0,2.0,1.7,4.3,3.3,0.14,3.3,0.906561305094326
46.4,2.2,10.6,9.2,8.0,35.2,0.0,0.5,14.0,19.0,0.07,0.05,2.0,26.0,0.105,0.04,0.1,0.36,0.4,1.5,4.4,3.0,15.0,7.0,1.6,4.7,5.0,0.8,0.27,2.9,0.67659032852547
30.8,4.6,4.6,23.6,26.0,50.8,0.0,0.5,14.0,27.0,0.07,0.03,2.0,8.0,0.175,0.04,0.1,0.44,2.1,3.2,4.8,4.3,15.0,1.0,4.2,1.2,4.8,2.8,0.62,3.3,0.248666466739035
50.0,2.2,8.2,3.2,10.4,40.0,0.0,0.51,14.0,33.0,0.14,0.02,2.0,19.0,0.07,0.03,0.1,0.36,1.2,2.2,4.6,3.7,30.0,27.0,1.0,1.9,2.7,4.7,0.66,2.1,1.29425997089449
10.4,13.0,3.4,23.6,21.2,31.6,0.0,0.5,14.0,34.0,0.175,0.1,2.0,24.0,0.175,0.05,0.1,0.34,2.2,4.2,4.6,4.7,8.0,21.0,0.8,4.9,4.2,3.2,0.67,4.5,0.373744573441787
50.0,9.4,11.8,11.6,9.2,29.2,0.0,0.51,14.0,30.0,0.105,0.01,2.0,8.0,0.175,0.08,0.1,0.37,1.1,1.4,4.2,4.3,10.0,10.0,3.7,1.6,2.0,4.2,0.29,1.3,0.108047364320071
26.0,4.6,7.0,11.6,15.2,42.4,0.0,0.51,14.0,19.0,0.14,0.08,2.0,16.0,0.175,0.1,0.1,0.26,1.6,2.1,4.6,3.9,19.0,27.0,1.4,3.8,3.0,2.9,1.32,2.7,0.293424852579489
40.4,7.0,11.8,20.0,12.8,14.8,0.0,0.5,14.0,24.0,0.105,0.02,2.0,7.0,0.14,0.03,0.1,0.26,1.1,0.7,4.8,4.7,0.0,11.0,2.6,0.1,2.0,3.9,0.2,1.0,0.119948969495628
50.0,10.6,11.8,15.2,10.4,48.4,0.0,0.5,14.0,15.0,0.105,0.03,2.0,21.0,0.175,0.01,0.1,0.25,1.0,1.4,2.2,4.5,12.0,13.0,0.3,2.9,3.6,2.7,0.49,1.8,0.0658892176118446
17.6,3.4,4.6,21.2,6.8,35.2,0.0,0.5,14.0,26.0,0.175,0.01,2.0,20.0,0.07,0.02,0.1,0.42,0.6,0.6,2.8,3.1,23.0,21.0,2.8,4.9,4.4,0.5,0.42,1.9,0.37213572188115
51.2,9.4,11.8,3.2,4.4,6.4,0.0,0.5,14.0,19.0,0.14,0.07,2.0,13.0,0.175,0.07,0.1,0.29,0.2,2.3,3.1,1.5,4.0,9.0,1.7,1.1,3.0,1.6,0.16,1.0,0.706047913037256
41.6,5.8,8.2,22.4,20.0,44.8,0.0,0.51,14.0,32.0,0.07,0.04,2.0,32.0,0.175,0.01,0.1,0.23,1.4,1.9,4.4,4.4,5.0,8.0,2.6,2.6,1.5,2.8,0.75,1.8,0.0966972128980127
48.8,7.0,9.4,10.4,4.4,43.6,0.0,0.51,14.0,31.0,0.105,0.04,2.0,29.0,0.035,0.02,0.1,0.23,0.3,0.4,3.0,3.0,5.0,14.0,4.9,0.3,0.4,4.0,0.21,1.1,0.174199067327627
29.6,13.0,11.8,14.0,4.4,20.8,0.0,0.51,14.0,28.0,0.14,0.03,2.0,10.0,0.105,0.08,0.1,0.35,0.5,1.3,1.8,1.7,14.0,14.0,0.4,4.7,2.5,1.8,0.33,1.3,0.112948651486412
48.8,1.0,11.8,22.4,9.2,18.4,0.0,0.5,14.0,21.0,0.14,0.04,2.0,13.0,0.14,0.04,0.1,0.15,1.1,2.8,2.7,4.7,13.0,13.0,4.0,3.4,1.0,3.3,0.13,1.4,1.23868277522421
12.8,8.2,9.4,22.4,23.6,24.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,15.0,0.105,0.1,0.1,0.3,0.9,4.0,4.4,4.0,12.0,10.0,4.8,0.7,4.2,2.1,0.89,3.0,0.391492327894274
11.6,7.0,4.6,11.6,12.8,40.0,0.0,0.51,14.0,26.0,0.105,0.1,2.0,16.0,0.105,0.01,0.1,0.25,1.5,1.5,5.0,3.2,22.0,15.0,1.9,4.6,0.4,4.6,0.67,1.7,0.799985461508156
48.8,13.0,8.2,5.6,17.6,18.4,0.0,0.51,14.0,21.0,0.035,0.03,2.0,30.0,0.175,0.02,0.1,0.26,2.0,1.7,5.0,4.4,17.0,19.0,2.2,2.1,2.5,1.6,1.59,3.1,0.306840023312559
28.4,3.4,9.4,10.4,26.0,28.0,0.0,0.51,14.0,16.0,0.175,0.08,2.0,33.0,0.105,0.07,0.1,0.44,1.7,1.5,4.9,3.9,18.0,9.0,1.3,3.5,4.9,0.4,0.12,3.8,0.709516363531489
35.6,8.2,10.6,22.4,14.0,20.8,0.0,0.5,14.0,33.0,0.105,0.08,2.0,29.0,0.14,0.1,0.1,0.23,1.2,1.2,4.9,4.1,12.0,25.0,4.3,2.1,0.6,4.6,0.35,3.1,0.0764084183293115
23.6,8.2,13.0,10.4,16.4,4.0,0.0,0.5,14.0,13.0,0.14,0.06,2.0,19.0,0.14,0.08,0.1,0.5,1.1,1.2,3.5,4.3,26.0,20.0,2.5,3.5,2.4,0.8,1.02,2.6,0.359484217918357
42.8,13.0,5.8,26.0,16.4,50.8,0.0,0.5,14.0,28.0,0.14,0.01,2.0,34.0,0.175,0.06,0.1,0.41,1.9,1.3,4.5,4.3,25.0,14.0,3.5,5.0,3.3,4.0,0.67,3.9,0.0413004815520763
27.2,5.8,10.6,24.8,6.8,6.4,0.0,0.5,14.0,22.0,0.105,0.07,2.0,8.0,0.105,0.09,0.1,0.39,0.6,2.4,2.7,3.1,30.0,3.0,2.0,4.9,4.6,0.3,0.24,1.7,0.206844003753348
39.2,2.2,8.2,14.0,17.6,49.6,0.0,0.5,14.0,30.0,0.14,0.07,2.0,11.0,0.14,0.04,0.1,0.4,1.5,1.7,4.0,3.2,25.0,25.0,3.0,2.8,1.0,4.5,1.17,1.8,0.215881141338928
