w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,M2
42.8,8.2,5.8,14.0,20.0,34.0,0.0,0.51,14.0,15.0,0.175,0.05,2.0,21.0,0.175,0.06,0.1,0.45,0.8,0.9,4.1,4.9,24.0,17.0,1.6,2.0,4.6,3.8,0.56,3.8,168.64495307117
48.8,10.6,5.8,8.0,4.4,7.6,0.0,0.51,14.0,33.0,0.175,0.07,2.0,24.0,0.175,0.1,0.1,0.25,0.4,3.0,3.1,4.4,10.0,8.0,4.5,0.5,4.6,1.7,0.12,1.1,158.450263939336
33.2,3.4,5.8,9.2,4.4,12.4,0.0,0.5,14.0,25.0,0.105,0.06,2.0,28.0,0.07,0.06,0.1,0.48,0.4,2.1,2.6,2.2,29.0,0.0,1.6,0.3,1.3,3.6,0.33,1.6,77.9852013363291
46.4,7.0,5.8,17.6,9.2,42.4,0.0,0.5,14.0,29.0,0.14,0.02,2.0,17.0,0.105,0.1,0.1,0.16,0.5,0.2,2.4,2.0,0.0,27.0,3.0,1.7,1.1,0.2,0.14,1.3,189.525856201062
52.4,9.4,4.6,21.2,10.4,28.0,0.0,0.5,14.0,35.0,0.07,0.07,2.0,22.0,0.105,0.1,0.1,0.24,1.0,2.5,2.9,3.0,19.0,12.0,2.5,2.7,2.7,2.4,0.92,1.3,259.801673609144
28.4,10.6,1.0,8.0,6.8,47.2,0.0,0.5,14.0,31.0,0.14,0.02,2.0,8.0,0.105,0.09,0.1,0.27,0.8,2.8,4.7,4.6,4.0,17.0,4.4,1.7,2.7,0.9,0.15,1.4,74.6493600091345
10.4,2.2,9.4,22.4,16.4,31.6,0.0,0.5,14.0,23.0,0.035,0.01,2.0,34.0,0.105,0.06,0.1,0.43,2.1,0.9,4.6,5.0,11.0,9.0,1.2,1.3,0.2,0.1,0.53,2.7,27.2344537654631
22.4,7.0,11.8,11.6,12.8,10.0,0.0,0.5,14.0,18.0,0.105,0.08,2.0,13.0,0.07,0.06,0.1,0.45,1.7,0.4,3.4,2.6,13.0,15.0,3.5,4.1,3.3,1.6,0.19,2.4,81.41546643782
9.2,2.2,11.8,26.0,12.8,48.4,0.0,0.51,14.0,30.0,0.07,0.05,2.0,34.0,0.105,0.03,0.1,0.22,1.1,2.1,4.7,3.7,16.0,11.0,3.8,4.9,3.6,2.0,0.89,3.4,25.1901301476379
36.8,3.4,2.2,12.8,23.6,13.6,0.0,0.5,14.0,29.0,0.07,0.04,2.0,25.0,0.14,0.09,0.1,0.22,2.3,3.8,4.4,4.9,21.0,18.0,2.7,4.5,0.9,1.8,0.85,3.1,87.32716199484
41.6,4.6,10.6,21.2,22.4,17.2,0.0,0.51,14.0,8.0,0.105,0.03,2.0,16.0,0.105,0.04,0.1,0.17,1.1,0.7,5.0,3.3,8.0,9.0,0.3,2.2,2.9,4.7,0.41,3.2,156.931733891581
18.8,4.6,9.4,18.8,3.2,20.8,0.0,0.5,14.0,30.0,0.175,0.09,2.0,6.0,0.105,0.09,0.1,0.32,0.4,3.0,1.8,2.5,30.0,20.0,4.7,1.8,0.8,0.7,0.18,1.0,68.2832954858394
52.4,13.0,8.2,21.2,16.4,37.6,0.0,0.5,14.0,34.0,0.175,0.03,2.0,20.0,0.105,0.03,0.1,0.09,1.3,2.8,4.6,4.7,9.0,9.0,2.2,1.5,4.9,4.9,1.19,3.0,294.92545302647
10.4,4.6,7.0,5.6,22.4,37.6,0.0,0.5,14.0,30.0,0.14,0.03,2.0,16.0,0.175,0.05,0.1,0.26,1.4,0.9,4.1,4.9,15.0,10.0,2.6,4.4,1.3,0.7,0.84,3.8,20.6161867118336
52.4,10.6,13.0,11.6,21.2,4.0,0.0,0.51,14.0,30.0,0.175,0.07,2.0,25.0,0.14,0.02,0.1,0.21,1.1,1.0,3.4,3.4,14.0,9.0,2.0,3.6,2.9,3.4,0.97,3.0,225.002564222218
11.6,11.8,2.2,15.2,21.2,52.0,0.0,0.5,14.0,34.0,0.175,0.09,2.0,10.0,0.14,0.01,0.1,0.48,2.7,1.7,4.8,4.9,29.0,29.0,1.0,3.1,2.8,0.9,0.89,4.1,43.9444169989028
17.6,4.6,8.2,5.6,18.8,22.0,0.0,0.51,14.0,35.0,0.175,0.07,2.0,7.0,0.07,0.01,0.1,0.09,2.1,1.5,3.3,3.5,3.0,15.0,0.2,0.3,0.4,4.3,1.44,2.9,34.6341946590588
51.2,1.0,4.6,8.0,17.6,49.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,23.0,0.07,0.04,0.1,0.42,1.1,0.7,4.4,4.9,4.0,21.0,2.1,0.3,3.8,2.9,0.42,4.2,58.9154810991734
33.2,2.2,5.8,26.0,16.4,46.0,0.0,0.51,14.0,22.0,0.035,0.03,2.0,27.0,0.105,0.03,0.1,0.39,1.7,2.2,3.2,3.4,6.0,3.0,4.7,3.6,0.7,3.4,0.41,2.9,78.9319092604055
17.6,11.8,13.0,11.6,9.2,24.4,0.0,0.5,14.0,27.0,0.07,0.04,2.0,33.0,0.14,0.06,0.1,0.37,0.4,2.1,3.1,4.9,30.0,16.0,4.8,4.7,4.2,0.5,0.23,2.9,74.4429135715
38.0,8.2,7.0,22.4,6.8,4.0,0.0,0.5,14.0,23.0,0.14,0.03,2.0,28.0,0.105,0.01,0.1,0.1,0.8,2.9,2.0,3.6,1.0,0.0,3.2,4.9,1.6,1.2,0.7,1.0,206.876946178782
33.2,2.2,13.0,20.0,15.2,12.4,0.0,0.51,14.0,25.0,0.14,0.02,2.0,33.0,0.105,0.1,0.1,0.23,1.9,2.0,3.6,4.0,16.0,27.0,1.8,4.6,3.7,3.7,0.56,2.0,80.611297333292
5.6,7.0,11.8,3.2,14.0,43.6,0.0,0.51,14.0,32.0,0.035,0.02,2.0,35.0,0.07,0.05,0.1,0.22,1.7,2.7,4.8,4.6,10.0,25.0,1.9,1.1,0.8,0.6,1.54,2.2,8.37380407608651
11.6,9.4,2.2,16.4,4.4,43.6,0.0,0.51,14.0,28.0,0.14,0.06,2.0,34.0,0.07,0.06,0.1,0.13,0.3,2.9,2.4,3.7,7.0,6.0,1.7,2.4,1.1,3.4,0.17,1.5,50.1284505692026
28.4,2.2,7.0,10.4,22.4,35.2,0.0,0.51,14.0,34.0,0.07,0.07,2.0,35.0,0.175,0.03,0.1,0.38,1.1,2.9,4.5,3.3,2.0,22.0,2.2,0.3,4.7,0.4,0.11,2.8,55.0632673855076
45.2,13.0,9.4,23.6,26.0,50.8,0.0,0.51,14.0,30.0,0.14,0.08,2.0,29.0,0.07,0.03,0.1,0.08,1.3,1.9,5.0,3.9,0.0,11.0,3.3,2.3,0.3,3.0,0.18,3.5,260.267302062657
22.4,9.4,9.4,9.2,16.4,48.4,0.0,0.5,14.0,33.0,0.175,0.09,2.0,18.0,0.14,0.06,0.1,0.42,1.3,1.2,3.5,3.0,28.0,24.0,4.7,0.5,4.1,1.5,0.62,2.3,71.3101809943105
36.8,5.8,13.0,23.6,23.6,8.8,0.0,0.5,14.0,20.0,0.07,0.07,2.0,31.0,0.14,0.05,0.1,0.42,2.6,2.2,4.4,4.0,20.0,4.0,3.4,3.7,1.1,0.2,0.36,3.9,170.103558697806
46.4,9.4,9.4,22.4,3.2,48.4,0.0,0.51,14.0,3.0,0.14,0.06,2.0,24.0,0.105,0.03,0.1,0.21,0.4,0.4,1.5,2.1,29.0,6.0,2.0,2.2,2.4,3.2,0.1,1.4,237.937993812575
17.6,11.8,10.6,11.6,15.2,42.4,0.0,0.5,14.0,25.0,0.175,0.06,2.0,21.0,0.14,0.06,0.1,0.46,0.8,1.3,3.7,4.3,29.0,16.0,1.2,1.9,2.4,0.7,0.43,3.3,69.4581554427769
8.0,13.0,5.8,16.4,6.8,29.2,0.0,0.5,14.0,27.0,0.175,0.08,2.0,20.0,0.105,0.05,0.1,0.24,0.6,0.9,2.6,4.7,6.0,18.0,3.2,0.6,2.0,0.8,0.47,1.6,43.4339577923521
6.8,4.6,13.0,14.0,21.2,49.6,0.0,0.5,14.0,19.0,0.105,0.08,2.0,34.0,0.07,0.06,0.1,0.45,1.1,2.3,4.6,3.5,14.0,4.0,0.8,3.0,0.9,4.0,0.81,1.9,22.8821131911166
42.8,11.8,13.0,18.8,24.8,20.8,0.0,0.51,14.0,18.0,0.105,0.04,2.0,31.0,0.175,0.07,0.1,0.47,3.3,1.6,4.8,3.7,6.0,2.0,1.1,2.2,3.6,2.1,0.93,3.2,229.096799948232
3.2,4.6,7.0,12.8,4.4,36.4,0.0,0.5,14.0,25.0,0.175,0.09,2.0,28.0,0.14,0.05,0.1,0.24,0.5,2.2,2.4,3.1,1.0,15.0,3.2,4.5,0.4,0.2,0.39,1.0,11.2823674851145
50.0,11.8,1.0,18.8,3.2,41.2,0.0,0.51,14.0,32.0,0.105,0.01,2.0,18.0,0.175,0.01,0.1,0.37,0.4,0.2,1.4,4.2,24.0,15.0,0.2,4.7,0.3,3.2,0.12,1.2,231.758785382298
34.4,11.8,7.0,22.4,26.0,37.6,0.0,0.51,14.0,31.0,0.175,0.09,2.0,15.0,0.14,0.06,0.1,0.27,1.9,0.8,4.9,4.7,19.0,2.0,1.5,0.8,3.0,2.2,0.5,3.7,193.791109688755
24.8,10.6,4.6,9.2,3.2,32.8,0.0,0.51,14.0,27.0,0.105,0.01,2.0,5.0,0.14,0.01,0.1,0.22,0.3,2.6,1.4,2.7,28.0,9.0,3.9,4.1,2.6,1.0,0.19,1.1,82.6616882132162
42.8,5.8,13.0,21.2,12.8,37.6,0.0,0.5,14.0,29.0,0.07,0.05,2.0,8.0,0.105,0.06,0.1,0.49,0.6,1.1,4.9,2.4,3.0,21.0,4.7,2.6,2.1,3.4,0.26,2.3,172.580697017078
10.4,13.0,11.8,15.2,8.0,6.4,0.0,0.51,14.0,10.0,0.14,0.01,2.0,35.0,0.035,0.01,0.1,0.05,1.0,0.4,5.0,4.2,22.0,10.0,1.3,4.8,1.4,1.5,0.27,2.3,56.2428671486399
51.2,1.0,13.0,14.0,8.0,16.0,0.0,0.51,14.0,16.0,0.105,0.05,2.0,21.0,0.14,0.05,0.1,0.39,0.5,1.9,4.9,4.0,27.0,18.0,4.8,1.3,3.0,4.0,0.39,1.2,71.3152757066467
12.8,10.6,5.8,6.8,17.6,37.6,0.0,0.51,14.0,15.0,0.035,0.02,2.0,21.0,0.14,0.08,0.1,0.33,0.9,2.0,2.9,4.7,28.0,4.0,4.9,4.7,2.7,3.4,0.15,2.7,34.1232948900877
35.6,11.8,5.8,5.6,17.6,19.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,23.0,0.07,0.05,0.1,0.23,1.0,0.9,4.5,4.1,1.0,23.0,0.3,1.6,0.9,0.9,0.33,1.0,87.8800845181603
8.0,10.6,11.8,12.8,3.2,17.2,0.0,0.51,14.0,34.0,0.175,0.1,2.0,13.0,0.14,0.07,0.1,0.41,0.4,2.3,1.2,5.0,16.0,26.0,1.9,2.2,1.8,2.5,0.14,1.1,37.0686565657849
34.4,4.6,8.2,26.0,24.8,44.8,0.0,0.5,14.0,20.0,0.14,0.04,2.0,11.0,0.14,0.05,0.1,0.13,2.4,0.2,4.9,4.7,3.0,0.0,4.0,4.2,4.0,1.0,0.1,3.8,125.869139442265
28.4,7.0,9.4,8.0,4.4,49.6,0.0,0.5,14.0,17.0,0.14,0.1,2.0,14.0,0.07,0.02,0.1,0.41,0.3,0.7,1.9,4.0,22.0,19.0,4.8,0.9,0.7,0.1,0.15,1.4,75.5481785164226
15.2,7.0,8.2,16.4,26.0,24.4,0.0,0.51,14.0,31.0,0.175,0.01,2.0,23.0,0.14,0.03,0.1,0.35,2.5,1.8,4.6,4.1,13.0,22.0,3.4,2.7,3.3,2.0,0.17,3.6,62.57591940932
34.4,5.8,3.4,26.0,17.6,30.4,0.0,0.5,14.0,32.0,0.175,0.03,2.0,16.0,0.14,0.07,0.1,0.15,1.7,3.7,3.3,4.6,8.0,30.0,2.2,2.6,0.1,3.1,0.91,2.0,138.867071893594
28.4,4.6,8.2,22.4,5.6,12.4,0.0,0.5,14.0,22.0,0.14,0.09,2.0,32.0,0.175,0.01,0.1,0.46,0.6,0.4,2.7,4.6,13.0,13.0,0.6,3.3,2.9,0.5,0.11,1.7,109.409910418761
17.6,10.6,2.2,18.8,20.0,35.2,0.0,0.51,14.0,30.0,0.105,0.07,2.0,15.0,0.07,0.05,0.1,0.24,2.0,3.5,3.5,3.2,5.0,30.0,3.4,4.1,2.0,0.9,1.71,3.0,73.0590402990013
44.0,11.8,8.2,4.4,8.0,30.4,0.0,0.51,14.0,23.0,0.105,0.01,2.0,21.0,0.035,0.03,0.1,0.4,1.0,1.6,2.0,4.0,22.0,6.0,0.9,0.6,2.8,2.8,0.41,1.1,87.3967543029247
29.6,7.0,8.2,15.2,16.4,49.6,0.0,0.5,14.0,34.0,0.175,0.02,2.0,8.0,0.105,0.06,0.1,0.32,1.6,4.4,4.5,3.0,17.0,2.0,3.6,1.3,1.9,1.0,1.21,1.8,110.836814894061
42.8,13.0,10.6,17.6,18.8,48.4,0.0,0.51,14.0,33.0,0.105,0.09,2.0,8.0,0.14,0.09,0.1,0.26,1.0,1.4,3.8,4.5,15.0,8.0,2.8,3.4,2.9,3.1,0.63,2.2,217.33980233259
9.2,2.2,13.0,11.6,15.2,7.6,0.0,0.51,14.0,28.0,0.035,0.03,2.0,8.0,0.07,0.01,0.1,0.25,0.7,1.7,3.4,3.0,16.0,18.0,0.9,0.1,4.7,2.0,0.22,2.2,21.9173279159677
32.0,10.6,3.4,17.6,21.2,47.2,0.0,0.51,14.0,35.0,0.035,0.01,2.0,31.0,0.14,0.08,0.1,0.18,1.6,4.7,5.0,4.2,4.0,29.0,2.8,2.3,2.2,0.2,0.61,4.1,132.259405653242
26.0,5.8,9.4,10.4,5.6,10.0,0.0,0.51,14.0,30.0,0.035,0.02,2.0,32.0,0.035,0.03,0.1,0.19,0.5,3.6,2.8,5.0,12.0,11.0,1.2,2.1,1.9,1.8,0.38,1.2,83.0682041001848
50.0,3.4,8.2,18.8,9.2,38.8,0.0,0.5,14.0,21.0,0.07,0.05,2.0,34.0,0.105,0.01,0.1,0.39,1.1,1.9,4.5,4.8,28.0,27.0,0.3,2.0,4.8,2.5,0.63,1.1,139.07222614299
8.0,3.4,8.2,16.4,12.8,36.4,0.0,0.5,14.0,30.0,0.14,0.05,2.0,31.0,0.07,0.01,0.1,0.22,1.4,0.6,3.7,3.1,24.0,21.0,4.1,4.4,1.7,3.0,0.15,2.6,24.4467305998509
27.2,4.6,11.8,24.8,26.0,36.4,0.0,0.51,14.0,30.0,0.07,0.06,2.0,21.0,0.14,0.09,0.1,0.43,3.2,2.0,4.2,4.6,28.0,15.0,3.7,1.1,3.6,3.0,0.79,3.7,101.869540070822
23.6,13.0,11.8,14.0,8.0,36.4,0.0,0.51,14.0,24.0,0.07,0.05,2.0,22.0,0.175,0.05,0.1,0.49,0.9,2.8,2.7,4.0,5.0,5.0,3.9,0.7,3.7,1.1,0.34,1.8,111.217671825441
12.8,3.4,8.2,9.2,21.2,11.2,0.0,0.51,14.0,31.0,0.175,0.03,2.0,31.0,0.14,0.05,0.1,0.46,1.2,2.1,4.9,2.2,1.0,8.0,4.2,1.9,0.3,2.0,0.21,1.9,32.3916714316852
20.0,3.4,7.0,6.8,21.2,29.2,0.0,0.51,14.0,30.0,0.14,0.03,2.0,10.0,0.105,0.04,0.1,0.15,2.5,1.4,4.3,4.7,6.0,27.0,0.9,3.3,1.7,4.0,0.62,3.0,39.5365207140944
24.8,3.4,9.4,4.4,9.2,32.8,0.0,0.51,14.0,15.0,0.035,0.01,2.0,27.0,0.07,0.05,0.1,0.1,1.0,1.2,3.8,3.1,29.0,15.0,1.6,0.5,0.4,4.4,0.49,2.9,37.1463162110563
12.8,5.8,9.4,22.4,10.4,44.8,0.0,0.51,14.0,34.0,0.105,0.06,2.0,27.0,0.07,0.05,0.1,0.38,1.2,2.8,4.3,3.5,8.0,3.0,2.8,4.5,4.4,3.1,0.67,2.2,54.3905770435378
52.4,3.4,13.0,17.6,8.0,34.0,0.0,0.5,14.0,26.0,0.14,0.08,2.0,30.0,0.07,0.06,0.1,0.27,0.4,2.6,5.0,4.7,2.0,17.0,4.9,1.7,0.6,4.9,0.25,1.8,146.479933902647
47.6,5.8,5.8,22.4,8.0,5.2,0.0,0.5,14.0,17.0,0.105,0.01,2.0,33.0,0.07,0.04,0.1,0.36,1.0,2.1,4.1,4.4,29.0,12.0,3.7,1.2,1.3,1.2,0.65,2.2,205.100316023729
24.8,10.6,10.6,21.2,22.4,35.2,0.0,0.5,14.0,22.0,0.14,0.02,2.0,16.0,0.14,0.05,0.1,0.13,2.1,2.6,5.0,4.1,8.0,11.0,4.6,3.5,2.5,0.2,0.78,2.2,133.150587119732
5.6,7.0,3.4,26.0,3.2,29.2,0.0,0.5,14.0,20.0,0.14,0.01,2.0,30.0,0.07,0.02,0.1,0.36,0.3,1.1,1.8,2.0,1.0,30.0,4.3,4.0,0.1,3.6,0.2,1.3,29.4553216411931
27.2,2.2,13.0,11.6,14.0,35.2,0.0,0.51,14.0,17.0,0.175,0.07,2.0,34.0,0.105,0.07,0.1,0.24,1.6,1.0,5.0,5.0,14.0,21.0,4.7,5.0,1.0,2.9,0.62,3.2,55.214142503808
36.8,7.0,11.8,9.2,24.8,36.4,0.0,0.51,14.0,19.0,0.14,0.02,2.0,24.0,0.035,0.01,0.1,0.49,1.7,0.8,5.0,3.8,17.0,11.0,1.2,0.3,2.3,5.0,0.34,2.5,110.813117399387
28.4,5.8,7.0,3.2,4.4,38.8,0.0,0.5,14.0,22.0,0.07,0.04,2.0,6.0,0.175,0.05,0.1,0.5,0.5,2.0,2.3,4.0,7.0,30.0,4.0,4.8,5.0,3.8,0.31,1.6,38.8433979734303
39.2,5.8,7.0,26.0,9.2,4.0,0.0,0.5,14.0,8.0,0.14,0.03,2.0,29.0,0.105,0.05,0.1,0.4,1.0,0.2,5.0,4.4,1.0,16.0,2.4,5.0,5.0,1.0,0.1,1.2,184.420572995207
42.8,8.2,8.2,16.4,8.0,46.0,0.0,0.5,14.0,30.0,0.14,0.03,2.0,23.0,0.14,0.07,0.1,0.16,1.0,2.0,3.1,4.1,15.0,0.0,4.1,2.0,2.2,1.3,0.34,2.8,177.232563741311
10.4,11.8,11.8,26.0,5.6,46.0,0.0,0.51,14.0,34.0,0.175,0.09,2.0,28.0,0.14,0.1,0.1,0.44,0.3,1.9,4.0,3.0,6.0,2.0,3.7,1.0,1.6,3.6,0.22,1.1,67.2254588550828
15.2,2.2,2.2,15.2,20.0,18.4,0.0,0.51,14.0,35.0,0.175,0.04,2.0,11.0,0.105,0.1,0.1,0.33,1.4,0.6,5.0,4.9,16.0,12.0,2.8,2.9,1.9,2.6,0.11,2.8,33.4912156032397
23.6,8.2,8.2,17.6,22.4,20.8,0.0,0.5,14.0,34.0,0.14,0.1,2.0,24.0,0.14,0.01,0.1,0.27,2.7,2.9,4.9,4.2,30.0,0.0,4.0,4.3,4.7,3.8,2.25,3.1,105.195884744508
11.6,5.8,3.4,20.0,8.0,18.4,0.0,0.5,14.0,30.0,0.035,0.03,2.0,26.0,0.07,0.05,0.1,0.15,0.8,0.9,3.5,2.8,22.0,18.0,3.6,4.2,0.5,2.5,0.28,1.7,47.8942265495218
29.6,3.4,7.0,15.2,3.2,24.4,0.0,0.51,14.0,14.0,0.175,0.01,2.0,14.0,0.07,0.04,0.1,0.19,0.3,1.5,1.7,4.2,11.0,29.0,2.5,2.3,4.8,3.2,0.29,1.0,81.1071373396286
14.0,8.2,13.0,16.4,15.2,46.0,0.0,0.5,14.0,17.0,0.07,0.07,2.0,28.0,0.07,0.06,0.1,0.27,1.8,2.1,4.3,2.3,6.0,9.0,1.7,2.7,1.0,0.7,1.76,1.1,59.5624069946636
9.2,4.6,8.2,16.4,8.0,40.0,0.0,0.5,14.0,21.0,0.175,0.01,2.0,18.0,0.175,0.07,0.1,0.32,0.8,2.8,4.0,2.6,28.0,10.0,2.9,2.7,2.1,2.3,0.15,2.3,31.6861045087584
20.0,10.6,2.2,24.8,21.2,35.2,0.0,0.5,14.0,15.0,0.07,0.05,2.0,12.0,0.105,0.07,0.1,0.36,2.4,1.0,4.9,3.1,1.0,13.0,4.4,0.4,1.1,1.6,0.64,1.6,93.1931018148967
47.6,9.4,10.6,11.6,23.6,49.6,0.0,0.51,14.0,35.0,0.175,0.03,2.0,19.0,0.14,0.07,0.1,0.44,2.6,3.6,4.5,4.1,13.0,25.0,1.3,1.1,0.5,2.8,1.72,3.3,165.137550155638
33.2,1.0,9.4,21.2,6.8,18.4,0.0,0.5,14.0,14.0,0.175,0.03,2.0,29.0,0.105,0.08,0.1,0.34,0.7,1.8,3.4,4.5,23.0,14.0,4.8,1.6,2.4,4.7,0.18,1.1,50.7099410025125
22.4,3.4,8.2,18.8,20.0,17.2,0.0,0.5,14.0,21.0,0.175,0.06,2.0,15.0,0.14,0.02,0.1,0.47,1.4,2.2,3.7,4.1,2.0,20.0,3.2,2.3,4.4,1.6,1.0,3.2,75.695904937688
22.4,10.6,7.0,16.4,6.8,17.2,0.0,0.51,14.0,13.0,0.07,0.04,2.0,14.0,0.07,0.04,0.1,0.5,0.8,1.2,3.1,5.0,14.0,8.0,0.1,4.8,4.9,0.9,0.32,1.2,113.519869624723
24.8,11.8,7.0,21.2,16.4,46.0,0.0,0.51,14.0,26.0,0.175,0.06,2.0,24.0,0.14,0.1,0.1,0.34,1.9,2.8,4.2,2.9,12.0,28.0,2.2,4.7,2.7,2.6,0.8,2.0,133.780094485589
9.2,10.6,2.2,14.0,11.6,36.4,0.0,0.51,14.0,29.0,0.175,0.02,2.0,27.0,0.105,0.07,0.1,0.43,0.5,2.5,2.3,4.4,22.0,4.0,1.7,1.2,1.5,4.7,0.33,2.1,37.6377656859849
32.0,11.8,13.0,6.8,11.6,26.8,0.0,0.5,14.0,31.0,0.14,0.01,2.0,21.0,0.175,0.06,0.1,0.22,1.3,2.2,4.3,4.9,12.0,27.0,3.4,2.6,1.7,4.0,1.03,3.1,89.3602670922535
26.0,4.6,8.2,8.0,4.4,17.2,0.0,0.5,14.0,24.0,0.105,0.02,2.0,33.0,0.175,0.1,0.1,0.31,0.2,1.3,1.8,2.2,9.0,17.0,3.6,4.8,1.4,3.2,0.16,1.7,65.179495374227
28.4,10.6,2.2,22.4,14.0,50.8,0.0,0.51,14.0,26.0,0.175,0.03,2.0,22.0,0.07,0.05,0.1,0.22,1.4,2.2,2.9,4.7,11.0,4.0,3.2,4.6,3.6,1.8,0.71,2.2,132.290385025247
8.0,5.8,10.6,9.2,6.8,13.6,0.0,0.5,14.0,19.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.27,0.4,0.2,3.0,2.0,1.0,5.0,0.7,1.0,5.0,4.7,0.15,1.5,24.5467748441371
45.2,10.6,11.8,10.4,26.0,11.2,0.0,0.51,14.0,14.0,0.035,0.03,2.0,28.0,0.07,0.07,0.1,0.35,2.1,1.0,4.3,4.6,14.0,19.0,4.5,4.7,3.1,1.7,0.42,3.7,171.104060425832
6.8,4.6,2.2,12.8,6.8,22.0,0.0,0.51,14.0,35.0,0.14,0.06,2.0,20.0,0.07,0.04,0.1,0.21,0.4,2.0,2.2,2.4,30.0,24.0,2.3,2.4,1.4,2.4,0.28,1.4,21.6263167591268
18.8,11.8,10.6,8.0,8.0,26.8,0.0,0.5,14.0,15.0,0.175,0.04,2.0,34.0,0.105,0.01,0.1,0.46,1.0,0.6,1.7,2.3,7.0,4.0,0.9,3.3,5.0,0.1,0.59,1.6,60.9400419209796
24.8,13.0,3.4,14.0,16.4,38.8,0.0,0.51,14.0,5.0,0.175,0.05,2.0,12.0,0.175,0.09,0.1,0.38,1.9,0.5,4.9,2.8,6.0,30.0,2.7,3.1,2.5,2.1,0.48,2.5,104.411893343682
28.4,3.4,9.4,17.6,21.2,24.4,0.0,0.51,14.0,35.0,0.175,0.03,2.0,28.0,0.14,0.06,0.1,0.42,2.5,4.1,4.8,4.7,6.0,29.0,1.8,1.7,3.2,2.5,1.87,4.4,82.6657036010639
45.2,5.8,4.6,23.6,16.4,50.8,0.0,0.51,14.0,25.0,0.07,0.01,2.0,12.0,0.105,0.06,0.1,0.42,1.6,2.8,4.8,3.6,1.0,0.0,1.6,1.4,3.2,1.6,1.48,2.4,171.507684964219
40.4,13.0,9.4,16.4,21.2,48.4,0.0,0.5,14.0,34.0,0.035,0.03,2.0,30.0,0.105,0.04,0.1,0.43,1.9,2.1,5.0,4.6,17.0,5.0,0.7,0.4,3.6,0.7,0.81,3.7,192.972455045246
38.0,3.4,7.0,4.4,10.4,44.8,0.0,0.51,14.0,17.0,0.14,0.1,2.0,22.0,0.07,0.03,0.1,0.47,1.2,1.5,2.6,4.2,11.0,10.0,1.4,1.3,1.6,4.2,1.19,1.8,55.2022107821511
11.6,4.6,8.2,12.8,18.8,26.8,0.0,0.5,14.0,19.0,0.14,0.1,2.0,32.0,0.07,0.01,0.1,0.33,1.2,1.5,2.9,4.2,8.0,4.0,1.5,4.2,3.7,4.0,0.87,2.8,37.487320296733
22.4,11.8,4.6,9.2,10.4,25.6,0.0,0.5,14.0,23.0,0.175,0.08,2.0,8.0,0.14,0.07,0.1,0.19,0.7,2.2,3.5,4.0,19.0,14.0,0.4,0.5,0.1,1.7,0.44,2.8,77.4178523358907
6.8,2.2,4.6,6.8,23.6,22.0,0.0,0.51,14.0,24.0,0.175,0.05,2.0,24.0,0.14,0.05,0.1,0.37,2.2,0.3,5.0,3.4,26.0,11.0,1.8,2.0,3.8,1.8,0.26,3.1,12.5142488492504
46.4,5.8,5.8,26.0,11.6,4.0,0.0,0.5,14.0,30.0,0.14,0.09,2.0,31.0,0.07,0.05,0.1,0.46,0.8,2.6,5.0,2.6,10.0,13.0,0.8,4.7,3.0,3.0,0.59,1.5,220.496299985748
34.4,10.6,4.6,15.2,5.6,22.0,0.0,0.51,14.0,20.0,0.14,0.06,2.0,6.0,0.105,0.05,0.1,0.28,0.5,0.5,1.2,4.5,26.0,11.0,0.4,2.4,4.4,3.2,0.11,1.0,159.580627077459
45.2,8.2,13.0,26.0,20.0,18.4,0.0,0.5,14.0,24.0,0.035,0.02,2.0,11.0,0.14,0.04,0.1,0.44,1.3,1.2,4.4,2.5,3.0,16.0,3.3,0.1,1.9,1.0,1.06,2.3,245.566884372979
39.2,2.2,5.8,23.6,8.0,14.8,0.0,0.51,14.0,27.0,0.105,0.08,2.0,22.0,0.105,0.1,0.1,0.42,0.5,3.3,5.0,2.8,8.0,9.0,3.6,2.4,0.9,3.0,0.35,1.8,96.3054848004827
34.4,7.0,9.4,12.8,3.2,23.2,0.0,0.51,14.0,30.0,0.105,0.06,2.0,24.0,0.14,0.08,0.1,0.29,0.3,2.8,1.5,4.2,1.0,26.0,1.4,4.6,3.2,3.6,0.25,1.1,128.516641155579
39.2,3.4,5.8,26.0,18.8,52.0,0.0,0.51,14.0,27.0,0.14,0.02,2.0,30.0,0.14,0.1,0.1,0.42,1.1,2.7,3.7,2.6,16.0,28.0,2.5,3.4,3.5,3.3,1.04,2.1,117.648327594646
26.0,9.4,7.0,24.8,20.0,41.2,0.0,0.5,14.0,24.0,0.105,0.04,2.0,8.0,0.175,0.08,0.1,0.39,2.3,1.3,4.9,2.3,28.0,10.0,4.9,2.8,3.8,0.6,0.25,1.8,135.668985547872
