w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
16.4,10.6,11.8,5.6,12.8,49.6,0.0,0.51,14.0,29.0,0.14,0.02,2.0,18.0,0.175,0.02,0.1,0.24,1.4,1.6,2.5,3.7,22.0,4.0,4.3,3.1,4.7,0.4,0.79,2.1,179.875190731507
44.0,10.6,4.6,8.0,22.4,37.6,0.0,0.5,14.0,5.0,0.175,0.07,2.0,15.0,0.105,0.09,0.1,0.38,1.4,0.6,4.1,4.4,2.0,28.0,4.3,1.7,3.0,3.4,0.37,3.9,618.498480202913
42.8,3.4,4.6,12.8,22.4,31.6,0.0,0.5,14.0,33.0,0.07,0.01,2.0,35.0,0.07,0.03,0.1,0.17,1.8,2.0,3.8,3.5,10.0,10.0,3.4,4.4,4.2,1.0,1.44,3.3,512.291509606724
36.8,2.2,5.8,10.4,3.2,32.8,0.0,0.5,14.0,32.0,0.14,0.06,2.0,9.0,0.07,0.05,0.1,0.15,0.3,3.2,1.5,1.8,23.0,14.0,4.9,0.9,1.3,4.3,0.23,1.0,333.098394616939
16.4,5.8,13.0,21.2,4.4,44.8,0.0,0.51,14.0,32.0,0.175,0.03,2.0,21.0,0.14,0.01,0.1,0.2,0.5,2.9,2.3,3.2,12.0,30.0,1.5,4.0,3.0,3.4,0.43,1.2,327.859719512787
15.2,11.8,13.0,6.8,14.0,46.0,0.0,0.5,14.0,22.0,0.07,0.05,2.0,19.0,0.14,0.02,0.1,0.25,1.7,2.1,4.0,2.0,14.0,17.0,2.9,0.8,2.2,0.7,0.49,1.5,199.653395534896
46.4,3.4,4.6,4.4,12.8,31.6,0.0,0.5,14.0,22.0,0.105,0.02,2.0,12.0,0.07,0.04,0.1,0.34,1.3,1.4,4.6,3.2,4.0,23.0,3.4,3.3,3.2,3.9,0.79,2.8,340.242636477068
29.6,9.4,7.0,5.6,10.4,52.0,0.0,0.51,14.0,33.0,0.14,0.05,2.0,18.0,0.175,0.05,0.1,0.38,0.8,1.7,4.2,2.9,0.0,0.0,4.5,1.1,4.6,0.3,0.74,2.3,319.096179376725
42.8,2.2,4.6,18.8,11.6,17.2,0.0,0.5,14.0,9.0,0.07,0.07,2.0,27.0,0.175,0.01,0.1,0.31,1.2,0.7,3.3,2.0,18.0,11.0,4.8,2.0,3.6,0.2,0.11,1.9,483.27724315745
34.4,11.8,5.8,10.4,24.8,41.2,0.0,0.5,14.0,23.0,0.07,0.07,2.0,24.0,0.035,0.02,0.1,0.13,3.3,1.1,5.0,4.3,30.0,23.0,4.2,2.7,2.4,4.6,0.76,2.9,580.481372570092
29.6,5.8,7.0,24.8,18.8,44.8,0.0,0.51,14.0,35.0,0.07,0.02,2.0,26.0,0.14,0.03,0.1,0.37,1.5,2.0,5.0,2.9,0.0,8.0,4.4,3.0,3.1,4.8,0.53,1.4,592.369518584594
42.8,10.6,4.6,24.8,24.8,49.6,0.0,0.51,14.0,17.0,0.175,0.08,2.0,25.0,0.14,0.01,0.1,0.19,2.5,0.8,4.5,4.1,27.0,27.0,4.0,0.9,2.8,4.0,0.68,3.1,1052.54819657292
36.8,8.2,5.8,10.4,3.2,8.8,0.0,0.5,14.0,32.0,0.105,0.07,2.0,24.0,0.07,0.05,0.1,0.37,0.2,2.4,1.6,4.7,14.0,30.0,2.2,3.7,4.7,1.2,0.16,1.2,649.360457338961
35.6,7.0,5.8,18.8,6.8,43.6,0.0,0.51,14.0,14.0,0.14,0.06,2.0,7.0,0.035,0.03,0.1,0.2,0.3,1.5,3.1,2.0,25.0,28.0,0.5,2.4,4.7,0.2,0.25,1.6,729.144912863259
34.4,2.2,5.8,22.4,8.0,12.4,0.0,0.5,14.0,16.0,0.14,0.01,2.0,18.0,0.07,0.05,0.1,0.47,0.8,1.3,3.6,2.9,17.0,16.0,0.3,3.6,0.8,1.1,0.23,2.6,413.224191655958
35.6,9.4,5.8,8.0,10.4,7.6,0.0,0.51,14.0,21.0,0.175,0.08,2.0,10.0,0.035,0.02,0.1,0.3,1.2,1.8,2.1,4.6,18.0,10.0,4.1,1.2,2.7,3.8,0.69,1.1,546.202859445347
18.8,13.0,10.6,21.2,21.2,6.4,0.0,0.5,14.0,24.0,0.14,0.08,2.0,11.0,0.07,0.02,0.1,0.47,2.4,1.0,4.8,3.9,27.0,23.0,1.1,4.6,0.9,3.8,0.15,2.4,588.260620720434
30.8,4.6,7.0,5.6,6.8,20.8,0.0,0.5,14.0,35.0,0.175,0.1,2.0,15.0,0.175,0.04,0.1,0.36,0.7,0.6,3.2,4.7,0.0,16.0,0.9,4.9,4.0,1.3,0.52,2.0,302.017665928074
21.2,2.2,9.4,4.4,6.8,18.4,0.0,0.5,14.0,16.0,0.07,0.07,2.0,14.0,0.14,0.05,0.1,0.41,0.4,1.3,2.4,3.8,19.0,16.0,1.3,4.3,0.8,2.8,0.33,2.0,144.860952299659
35.6,7.0,5.8,23.6,24.8,36.4,0.0,0.51,14.0,32.0,0.105,0.01,2.0,16.0,0.175,0.1,0.1,0.31,1.5,0.8,5.0,3.7,3.0,11.0,0.5,0.7,4.0,4.6,0.37,3.3,788.847193972176
35.6,7.0,5.8,23.6,24.8,36.4,0.0,0.51,14.0,32.0,0.105,0.01,2.0,16.0,0.175,0.1,0.1,0.31,1.5,0.8,5.0,3.7,3.0,11.0,0.5,0.7,4.0,4.6,0.37,3.3,788.847193972176
35.6,7.0,5.8,23.6,24.8,36.4,0.0,0.51,14.0,32.0,0.105,0.01,2.0,16.0,0.175,0.1,0.1,0.31,1.5,0.8,5.0,3.7,3.0,11.0,0.5,0.7,4.0,4.6,0.37,3.3,788.847193972176
18.8,9.4,10.6,21.2,24.8,29.2,0.0,0.5,14.0,16.0,0.105,0.09,2.0,12.0,0.035,0.03,0.1,0.35,3.0,1.4,4.1,3.8,26.0,18.0,4.5,0.2,0.5,5.0,0.17,3.6,481.575447508044
32.0,9.4,7.0,18.8,9.2,41.2,0.0,0.51,14.0,17.0,0.105,0.1,2.0,11.0,0.105,0.05,0.1,0.21,0.9,2.1,2.8,3.6,6.0,11.0,2.9,3.4,4.8,2.1,0.77,1.3,757.318126197941
44.0,4.6,4.6,23.6,17.6,26.8,0.0,0.51,14.0,35.0,0.14,0.01,2.0,31.0,0.105,0.03,0.1,0.28,2.1,2.8,4.9,5.0,27.0,0.0,2.8,4.7,0.7,3.5,1.38,4.8,784.519315273027
17.6,2.2,11.8,3.2,15.2,24.4,0.0,0.51,14.0,35.0,0.175,0.04,2.0,31.0,0.175,0.05,0.1,0.37,1.9,1.8,4.4,2.0,26.0,3.0,3.8,0.5,0.2,5.0,0.99,1.1,95.3973353611968
24.8,8.2,8.2,23.6,23.6,20.8,0.0,0.51,14.0,30.0,0.07,0.01,2.0,8.0,0.105,0.06,0.1,0.29,2.6,2.6,4.2,3.1,25.0,18.0,0.5,3.3,3.3,2.0,1.61,2.9,616.677182751203
29.6,10.6,7.0,4.4,8.0,36.4,0.0,0.5,14.0,33.0,0.035,0.02,2.0,26.0,0.07,0.03,0.1,0.35,0.4,3.8,3.7,4.5,4.0,29.0,4.6,4.4,3.4,4.5,0.29,1.1,276.186235098313
44.0,8.2,4.6,21.2,23.6,11.2,0.0,0.51,14.0,26.0,0.035,0.02,2.0,23.0,0.035,0.03,0.1,0.4,2.7,2.6,4.9,4.0,17.0,1.0,5.0,4.3,2.5,3.0,1.08,3.8,986.558455618962
44.0,8.2,4.6,21.2,23.6,11.2,0.0,0.51,14.0,26.0,0.035,0.02,2.0,23.0,0.035,0.03,0.1,0.4,2.7,2.6,4.9,4.0,17.0,1.0,5.0,4.3,2.5,3.0,1.08,3.8,986.558455618962
44.0,8.2,4.6,21.2,23.6,11.2,0.0,0.51,14.0,26.0,0.035,0.02,2.0,23.0,0.035,0.03,0.1,0.4,2.7,2.6,4.9,4.0,17.0,1.0,5.0,4.3,2.5,3.0,1.08,3.8,986.558455618962
15.2,7.0,13.0,9.2,9.2,43.6,0.0,0.5,14.0,25.0,0.105,0.05,2.0,27.0,0.175,0.02,0.1,0.19,1.2,2.6,2.8,1.6,5.0,16.0,0.4,4.3,3.2,3.3,0.23,1.2,214.815844004887
29.6,9.4,7.0,18.8,9.2,10.0,0.0,0.5,14.0,30.0,0.175,0.1,2.0,20.0,0.105,0.02,0.1,0.31,1.1,2.6,3.3,4.4,19.0,9.0,0.5,1.6,4.0,1.6,1.03,1.5,766.852750839117
44.0,7.0,4.6,10.4,20.0,43.6,0.0,0.5,14.0,34.0,0.175,0.06,2.0,35.0,0.105,0.07,0.1,0.5,1.8,1.6,4.5,4.6,3.0,14.0,0.7,0.7,2.3,3.1,0.8,2.4,639.052126209151
44.0,2.2,4.6,18.8,12.8,35.2,0.0,0.51,14.0,26.0,0.105,0.06,2.0,29.0,0.035,0.01,0.1,0.17,1.4,1.8,2.5,4.4,8.0,3.0,4.4,2.5,1.4,3.5,0.27,2.4,469.535033185336
18.8,8.2,10.6,12.8,17.6,19.6,0.0,0.5,14.0,29.0,0.14,0.06,2.0,31.0,0.035,0.01,0.1,0.41,1.6,0.7,3.6,3.5,15.0,17.0,1.4,3.2,2.6,2.7,0.62,1.9,377.363166790569
29.6,11.8,1.0,3.2,9.2,17.2,0.0,0.5,14.0,35.0,0.175,0.02,2.0,33.0,0.14,0.07,0.1,0.44,1.1,1.7,3.0,3.3,13.0,24.0,2.0,3.7,4.7,0.6,0.46,2.6,217.711070756489
45.2,2.2,4.6,23.6,23.6,18.4,0.0,0.51,14.0,13.0,0.14,0.07,2.0,25.0,0.14,0.06,0.1,0.43,2.8,1.5,4.2,4.9,19.0,10.0,1.4,2.9,2.2,4.9,0.31,4.1,514.454305196849
17.6,5.8,11.8,17.6,12.8,13.6,0.0,0.5,14.0,31.0,0.035,0.03,2.0,14.0,0.14,0.06,0.1,0.21,1.5,3.8,4.7,2.5,16.0,4.0,3.0,0.1,4.1,3.2,0.97,2.0,348.069893342267
29.6,7.0,7.0,26.0,5.6,42.4,0.0,0.5,14.0,33.0,0.14,0.05,2.0,8.0,0.07,0.03,0.1,0.42,0.6,3.8,3.3,3.6,24.0,6.0,2.0,3.2,2.1,3.2,0.44,1.0,696.349203387681
45.2,9.4,4.6,3.2,10.4,16.0,0.0,0.5,14.0,28.0,0.14,0.04,2.0,13.0,0.07,0.01,0.1,0.24,1.1,1.6,4.0,3.6,25.0,26.0,1.2,3.4,2.1,4.6,0.75,2.7,349.47471374572
26.0,9.4,8.2,15.2,8.0,30.4,0.0,0.51,14.0,23.0,0.07,0.04,2.0,30.0,0.07,0.02,0.1,0.11,0.5,3.1,4.1,3.1,24.0,4.0,3.3,1.4,0.9,3.2,0.49,1.1,562.89931652761
30.8,11.8,7.0,21.2,5.6,34.0,0.0,0.51,14.0,12.0,0.175,0.07,2.0,22.0,0.035,0.03,0.1,0.05,0.3,0.8,3.5,4.3,26.0,17.0,4.7,2.2,3.6,3.4,0.13,1.2,865.855145585375
17.6,10.6,11.8,21.2,16.4,14.8,0.0,0.51,14.0,27.0,0.105,0.06,2.0,13.0,0.14,0.02,0.1,0.37,2.0,3.5,3.8,5.0,11.0,1.0,4.5,4.9,4.4,3.1,0.78,3.1,508.86090124708
34.4,2.2,5.8,24.8,12.8,12.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,31.0,0.14,0.06,0.1,0.5,1.0,2.9,4.7,2.1,8.0,23.0,2.9,3.7,2.2,4.3,0.47,1.4,430.454931320428
34.4,2.2,5.8,24.8,12.8,12.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,31.0,0.14,0.06,0.1,0.5,1.0,2.9,4.7,2.1,8.0,23.0,2.9,3.7,2.2,4.3,0.47,1.4,430.454931320428
34.4,2.2,5.8,24.8,12.8,12.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,31.0,0.14,0.06,0.1,0.5,1.0,2.9,4.7,2.1,8.0,23.0,2.9,3.7,2.2,4.3,0.47,1.4,430.454931320428
23.6,13.0,9.4,5.6,3.2,20.8,0.0,0.51,14.0,30.0,0.105,0.06,2.0,23.0,0.105,0.06,0.1,0.45,0.4,3.5,1.8,2.2,15.0,6.0,2.7,4.8,3.1,4.9,0.12,1.3,294.033298816309
29.6,3.4,7.0,11.6,24.8,47.2,0.0,0.5,14.0,15.0,0.14,0.04,2.0,28.0,0.14,0.08,0.1,0.29,3.1,1.4,5.0,5.0,14.0,20.0,2.1,4.4,1.3,4.1,0.63,4.5,339.640139330695
46.4,7.0,4.6,12.8,5.6,4.0,0.0,0.51,14.0,10.0,0.105,0.06,2.0,19.0,0.07,0.01,0.1,0.46,0.4,0.4,2.8,2.6,29.0,5.0,1.9,2.6,3.5,4.6,0.31,1.0,896.184189581529
23.6,8.2,9.4,10.4,15.2,43.6,0.0,0.5,14.0,24.0,0.14,0.07,2.0,21.0,0.105,0.09,0.1,0.35,1.4,2.1,3.0,3.1,22.0,3.0,0.1,0.8,4.9,3.8,0.14,2.4,382.423350653632
17.6,9.4,11.8,8.0,8.0,14.8,0.0,0.51,14.0,30.0,0.105,0.01,2.0,11.0,0.175,0.03,0.1,0.27,0.7,1.2,4.8,3.0,20.0,13.0,3.0,1.1,2.2,4.6,0.33,1.8,271.790658861866
21.2,5.8,9.4,24.8,24.8,26.8,0.0,0.5,14.0,14.0,0.035,0.02,2.0,31.0,0.175,0.09,0.1,0.38,2.4,0.8,4.3,4.6,8.0,28.0,0.6,1.4,0.6,2.1,0.57,4.2,456.383565450384
23.6,3.4,9.4,12.8,6.8,5.2,0.0,0.5,14.0,19.0,0.07,0.04,2.0,33.0,0.105,0.02,0.1,0.36,0.8,2.5,3.9,4.8,17.0,1.0,4.8,1.1,5.0,1.5,0.33,2.4,320.370353502636
22.4,11.8,9.4,20.0,14.0,22.0,0.0,0.51,14.0,23.0,0.14,0.05,2.0,14.0,0.175,0.06,0.1,0.42,1.5,2.4,3.8,4.9,20.0,0.0,2.1,5.0,0.5,3.1,1.13,1.1,636.498518274163
21.2,3.4,9.4,8.0,22.4,44.8,0.0,0.51,14.0,29.0,0.14,0.05,2.0,20.0,0.105,0.08,0.1,0.5,2.2,0.9,4.1,4.2,13.0,3.0,0.8,1.2,3.2,2.1,0.28,3.4,217.509294807414
48.8,13.0,4.6,4.4,6.8,41.2,0.0,0.5,14.0,29.0,0.105,0.07,2.0,10.0,0.175,0.04,0.1,0.34,0.4,0.4,4.3,2.7,3.0,20.0,1.7,1.7,1.6,0.9,0.34,1.4,457.178406368426
24.8,11.8,8.2,15.2,17.6,34.0,0.0,0.51,14.0,22.0,0.035,0.01,2.0,29.0,0.175,0.01,0.1,0.42,1.2,1.3,4.3,2.6,14.0,10.0,2.0,4.2,1.1,4.1,0.6,2.5,571.961158739699
35.6,1.0,5.8,24.8,8.0,11.2,0.0,0.5,14.0,14.0,0.105,0.05,2.0,25.0,0.105,0.09,0.1,0.18,0.9,1.2,1.4,1.7,7.0,7.0,1.1,1.6,0.8,0.1,0.84,1.3,259.113753747482
24.8,11.8,8.2,23.6,21.2,12.4,0.0,0.5,14.0,19.0,0.175,0.07,2.0,20.0,0.14,0.07,0.1,0.49,2.3,1.1,4.9,3.1,17.0,24.0,1.7,5.0,1.5,4.5,0.94,2.7,772.710542323305
16.4,9.4,8.2,21.2,3.2,17.2,0.0,0.5,14.0,29.0,0.14,0.07,2.0,33.0,0.105,0.1,0.1,0.25,0.2,3.1,1.4,1.7,21.0,17.0,4.5,2.0,1.3,4.2,0.15,1.3,449.418841195104
17.6,4.6,11.8,23.6,11.6,31.6,0.0,0.5,14.0,21.0,0.175,0.04,2.0,33.0,0.14,0.07,0.1,0.17,0.8,0.7,3.7,3.3,0.0,29.0,1.3,3.5,1.3,4.6,0.2,2.0,336.362209950552
24.8,2.2,8.2,14.0,26.0,26.8,0.0,0.51,14.0,26.0,0.175,0.07,2.0,15.0,0.105,0.04,0.1,0.21,1.3,0.9,4.9,4.6,1.0,24.0,1.4,2.6,1.1,3.4,0.83,4.5,272.997104388205
38.0,9.4,5.8,4.4,16.4,4.0,0.0,0.5,14.0,34.0,0.14,0.1,2.0,14.0,0.175,0.02,0.1,0.36,1.3,1.4,3.0,4.2,4.0,12.0,3.4,3.9,3.2,2.1,0.57,2.2,392.905361311498
18.8,5.8,11.8,24.8,4.4,4.0,0.0,0.5,14.0,35.0,0.175,0.1,2.0,29.0,0.14,0.01,0.1,0.5,0.5,1.1,2.7,2.1,7.0,3.0,2.7,3.7,3.2,0.1,0.38,1.4,452.540656994269
35.6,7.0,5.8,22.4,6.8,19.6,0.0,0.5,14.0,12.0,0.105,0.06,2.0,27.0,0.07,0.03,0.1,0.08,0.9,0.8,3.4,4.9,5.0,6.0,1.3,2.7,2.3,2.3,0.27,2.9,824.874382152857
39.2,10.6,5.8,24.8,3.2,28.0,0.0,0.51,14.0,34.0,0.105,0.04,2.0,28.0,0.105,0.1,0.1,0.2,0.2,1.6,2.1,2.3,29.0,10.0,2.8,3.5,1.5,2.9,0.13,1.0,1154.10586302656
18.8,7.0,11.8,2.0,5.6,11.2,0.0,0.5,14.0,20.0,0.14,0.06,2.0,17.0,0.14,0.01,0.1,0.26,0.7,2.7,3.3,4.6,24.0,30.0,4.1,0.7,2.7,0.7,0.27,1.8,98.173778147837
27.2,7.0,8.2,15.2,5.6,17.2,0.0,0.5,14.0,19.0,0.14,0.08,2.0,10.0,0.105,0.06,0.1,0.37,0.3,1.2,2.5,3.1,19.0,30.0,1.7,3.5,1.5,2.4,0.17,1.1,559.556470128678
36.8,2.2,5.8,4.4,14.0,13.6,0.0,0.5,14.0,15.0,0.105,0.07,2.0,12.0,0.14,0.08,0.1,0.4,1.6,1.2,2.5,2.3,2.0,25.0,1.9,2.6,3.8,3.5,0.36,2.2,246.224668133385
26.0,9.4,8.2,5.6,20.0,18.4,0.0,0.5,14.0,21.0,0.07,0.05,2.0,34.0,0.105,0.02,0.1,0.26,1.2,1.6,3.6,4.3,10.0,12.0,0.6,0.5,1.4,1.4,0.84,2.5,306.281205041026
16.4,9.4,13.0,15.2,21.2,47.2,0.0,0.5,14.0,24.0,0.14,0.06,2.0,18.0,0.07,0.06,0.1,0.17,2.0,3.0,4.9,4.0,18.0,18.0,1.9,1.0,2.1,1.7,1.5,2.4,342.459587971115
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,471.773657875869
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,471.773657875869
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,471.773657875869
27.2,2.2,8.2,14.0,6.8,30.4,0.0,0.5,14.0,11.0,0.14,0.03,2.0,26.0,0.105,0.02,0.1,0.16,0.8,0.2,4.2,4.7,10.0,27.0,5.0,2.3,1.2,4.4,0.15,1.9,273.297782358493
16.4,8.2,13.0,24.8,24.8,29.2,0.0,0.51,14.0,28.0,0.175,0.02,2.0,10.0,0.105,0.06,0.1,0.3,1.4,1.3,4.9,3.4,7.0,15.0,4.1,3.7,0.9,3.4,0.56,3.1,432.723227347959
45.2,7.0,4.6,15.2,18.8,40.0,0.0,0.5,14.0,31.0,0.07,0.05,2.0,7.0,0.14,0.05,0.1,0.19,1.4,2.5,3.5,3.9,3.0,26.0,2.5,3.4,2.6,3.1,1.2,2.3,811.845426574541
16.4,3.4,13.0,21.2,10.4,49.6,0.0,0.51,14.0,32.0,0.105,0.08,2.0,33.0,0.14,0.09,0.1,0.39,0.5,2.9,2.9,2.5,13.0,23.0,2.5,2.5,4.4,0.6,0.4,2.3,250.275646790806
22.4,10.6,9.4,26.0,26.0,22.0,0.0,0.5,14.0,14.0,0.14,0.03,2.0,24.0,0.07,0.03,0.1,0.34,3.1,0.7,4.9,4.6,16.0,28.0,4.3,3.1,0.7,4.6,0.37,3.7,652.506634276529
20.0,10.6,10.6,18.8,15.2,23.2,0.0,0.5,14.0,28.0,0.07,0.03,2.0,12.0,0.14,0.02,0.1,0.37,1.3,1.6,4.9,4.3,2.0,5.0,2.1,2.1,2.5,3.9,0.13,3.5,528.796494934533
45.2,7.0,4.6,22.4,9.2,14.8,0.0,0.51,14.0,18.0,0.105,0.07,2.0,9.0,0.07,0.05,0.1,0.14,1.0,1.5,2.4,4.4,10.0,0.0,1.8,0.6,4.5,1.3,0.13,1.2,1040.69378785296
47.6,9.4,4.6,23.6,14.0,50.8,0.0,0.5,14.0,17.0,0.07,0.03,2.0,15.0,0.07,0.01,0.1,0.45,0.9,1.2,4.0,3.7,11.0,4.0,3.6,0.7,4.2,4.4,0.19,3.3,1141.43568874428
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,333.817537214283
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,333.817537214283
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,333.817537214283
35.6,7.0,8.2,9.2,16.4,16.0,0.0,0.51,14.0,28.0,0.105,0.05,2.0,28.0,0.175,0.05,0.1,0.27,0.8,0.9,5.0,4.9,20.0,19.0,1.6,4.7,0.4,1.4,0.28,3.9,396.367162169401
47.6,4.6,4.6,26.0,10.4,28.0,0.0,0.5,14.0,33.0,0.14,0.08,2.0,21.0,0.14,0.03,0.1,0.43,0.5,3.4,4.7,4.8,12.0,5.0,2.3,3.2,1.5,0.5,0.4,3.4,878.828139307364
46.4,9.4,4.6,20.0,17.6,37.6,0.0,0.5,14.0,33.0,0.14,0.03,2.0,16.0,0.105,0.02,0.1,0.23,2.0,2.3,4.3,4.9,16.0,26.0,0.7,1.4,1.5,2.2,0.96,2.9,1045.2184803256398
16.4,13.0,13.0,18.8,14.0,14.8,0.0,0.51,14.0,35.0,0.175,0.04,2.0,11.0,0.035,0.01,0.1,0.11,1.5,4.4,3.8,4.4,29.0,22.0,3.2,3.0,2.3,3.0,1.07,3.4,480.514196980322
30.8,11.8,7.0,9.2,20.0,25.6,0.0,0.51,14.0,34.0,0.07,0.02,2.0,22.0,0.07,0.06,0.1,0.1,2.6,4.2,4.6,5.0,20.0,20.0,3.8,0.3,0.1,4.5,0.56,3.4,513.448144627964
36.8,13.0,5.8,12.8,21.2,17.2,0.0,0.5,14.0,32.0,0.105,0.1,2.0,31.0,0.07,0.06,0.1,0.23,2.1,2.3,4.4,3.8,16.0,23.0,4.9,0.1,4.7,2.2,0.95,3.7,789.883894854974
36.8,8.2,5.8,5.6,23.6,24.4,0.0,0.51,14.0,29.0,0.175,0.06,2.0,31.0,0.105,0.06,0.1,0.2,2.9,1.7,4.8,4.3,24.0,26.0,4.4,1.9,0.4,3.0,0.54,4.0,400.162778541593
23.6,10.6,9.4,21.2,6.8,47.2,0.0,0.51,14.0,20.0,0.105,0.09,2.0,31.0,0.105,0.04,0.1,0.4,0.7,2.4,4.5,2.0,24.0,24.0,4.1,4.1,4.5,1.3,0.36,1.4,615.531616094387
35.6,1.0,5.8,15.2,9.2,10.0,0.0,0.51,14.0,31.0,0.105,0.04,2.0,21.0,0.14,0.07,0.1,0.38,0.9,2.8,2.7,3.6,25.0,23.0,2.2,3.2,0.2,4.0,0.49,2.2,252.346380842947
36.8,11.8,5.8,20.0,18.8,17.2,0.0,0.51,14.0,27.0,0.105,0.05,2.0,20.0,0.105,0.01,0.1,0.14,0.8,2.8,4.1,3.1,10.0,12.0,1.8,4.3,2.5,2.4,0.77,2.9,991.201668609245
30.8,9.4,7.0,26.0,14.0,24.4,0.0,0.5,14.0,24.0,0.035,0.02,2.0,26.0,0.105,0.06,0.1,0.14,1.4,0.5,4.1,3.8,5.0,3.0,2.9,3.2,0.3,5.0,0.49,1.5,842.404488512791
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,740.865278737551
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,740.865278737551
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,740.865278737551
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,731.888085621716
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,731.888085621716
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,731.888085621716
38.0,5.8,5.8,6.8,16.4,18.4,0.0,0.5,14.0,26.0,0.175,0.03,2.0,18.0,0.14,0.04,0.1,0.19,1.1,2.8,3.6,2.4,7.0,18.0,0.7,0.4,1.8,3.0,0.99,1.7,448.562895321886
32.0,3.4,7.0,3.2,16.4,17.2,0.0,0.51,14.0,34.0,0.105,0.05,2.0,14.0,0.105,0.05,0.1,0.5,2.2,3.2,3.1,4.4,3.0,29.0,4.9,4.2,4.8,3.6,0.18,2.1,195.728894483998
47.6,8.2,4.6,15.2,10.4,20.8,0.0,0.5,14.0,22.0,0.105,0.09,2.0,9.0,0.07,0.05,0.1,0.2,1.3,2.1,2.6,4.6,30.0,20.0,3.7,2.9,1.7,5.0,0.17,2.1,962.535768251039
20.0,9.4,10.6,11.6,26.0,19.6,0.0,0.5,14.0,15.0,0.07,0.05,2.0,24.0,0.035,0.01,0.1,0.08,2.2,1.2,5.0,5.0,11.0,19.0,4.9,4.9,2.7,0.7,0.21,3.3,377.665296887673
17.6,1.0,11.8,3.2,11.6,16.0,0.0,0.51,14.0,21.0,0.07,0.04,2.0,34.0,0.105,0.07,0.1,0.38,0.7,1.6,2.9,4.8,19.0,4.0,4.3,1.8,3.7,4.8,0.1,2.7,79.1223097662909
