w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_left
27.2,5.8,3.4,11.6,26.0,38.8,0.0,0.51,14.0,5.0,0.07,0.05,2.0,33.0,0.07,0.01,0.1,0.08,1.4,0.5,5.0,4.8,6.0,19.0,1.9,4.6,4.5,3.5,0.12,4.4,0.0475425746780655
9.2,5.8,10.6,20.0,26.0,29.2,0.0,0.51,14.0,17.0,0.14,0.07,2.0,18.0,0.07,0.07,0.1,0.41,2.8,1.5,5.0,4.8,28.0,17.0,3.6,0.4,3.1,0.4,0.17,4.3,0.118102370874869
42.8,11.8,2.2,20.0,18.8,31.6,0.0,0.51,14.0,19.0,0.07,0.05,2.0,14.0,0.07,0.05,0.1,0.49,0.8,2.0,3.5,3.5,5.0,1.0,3.6,0.5,0.2,3.3,0.35,2.6,0.0155210965313687
21.2,11.8,4.6,20.0,5.6,49.6,0.0,0.5,14.0,34.0,0.14,0.1,2.0,6.0,0.14,0.07,0.1,0.38,0.6,4.2,1.8,2.7,20.0,17.0,4.3,0.5,2.1,2.5,0.24,1.5,0.0318199478054229
27.2,7.0,3.4,16.4,8.0,4.0,0.0,0.5,14.0,32.0,0.175,0.08,2.0,32.0,0.035,0.01,0.1,0.41,0.4,2.4,1.7,1.8,8.0,4.0,3.8,2.3,1.3,4.6,0.19,1.5,0.042374612273668
14.0,3.4,7.0,4.4,24.8,50.8,0.0,0.51,14.0,17.0,0.14,0.02,2.0,10.0,0.07,0.06,0.1,0.43,2.7,1.0,4.3,4.7,25.0,30.0,2.3,1.1,3.0,1.9,0.85,4.2,0.136941481279959
9.2,13.0,10.6,16.4,3.2,13.6,0.0,0.51,14.0,34.0,0.105,0.01,2.0,35.0,0.14,0.1,0.1,0.23,0.3,1.5,1.8,2.0,6.0,29.0,2.6,2.5,0.7,1.6,0.2,1.3,0.0708215064179979
9.2,7.0,11.8,8.0,5.6,32.8,0.0,0.5,14.0,25.0,0.175,0.09,2.0,29.0,0.105,0.08,0.1,0.19,0.7,2.7,1.9,2.5,3.0,14.0,0.2,3.8,5.0,0.6,0.41,1.2,0.099024889576743
28.4,4.6,3.4,24.8,5.6,36.4,0.0,0.51,14.0,15.0,0.14,0.08,2.0,15.0,0.175,0.04,0.1,0.37,0.6,2.0,3.7,3.0,16.0,16.0,2.6,0.3,4.4,3.8,0.34,1.5,0.0583411060638035
16.4,11.8,5.8,5.6,10.4,40.0,0.0,0.5,14.0,27.0,0.105,0.02,2.0,15.0,0.105,0.09,0.1,0.45,0.8,2.6,4.1,2.1,22.0,23.0,2.9,2.1,4.0,2.0,0.14,1.4,0.0398427400824087
10.4,10.6,9.4,6.8,24.8,23.2,0.0,0.5,14.0,22.0,0.07,0.05,2.0,25.0,0.14,0.05,0.1,0.36,3.3,1.6,4.9,4.8,13.0,16.0,3.1,2.1,3.0,3.9,0.27,3.3,0.0686638620452325
42.8,8.2,2.2,9.2,6.8,28.0,0.0,0.51,14.0,35.0,0.105,0.03,2.0,26.0,0.07,0.02,0.1,0.39,0.7,1.5,1.6,4.1,21.0,19.0,2.7,4.5,2.1,3.1,0.5,1.1,0.0245867575087135
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.0465728247816435
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.0465728247816435
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.0465728247816435
14.0,7.0,7.0,12.8,10.4,49.6,0.0,0.5,14.0,22.0,0.07,0.07,2.0,9.0,0.175,0.07,0.1,0.34,1.2,2.3,4.4,1.7,21.0,18.0,3.5,1.8,2.7,4.7,0.37,1.3,0.0848019807192513
9.2,7.0,10.6,18.8,15.2,6.4,0.0,0.51,14.0,8.0,0.175,0.1,2.0,24.0,0.07,0.06,0.1,0.37,1.4,1.0,3.6,4.1,19.0,17.0,3.4,4.9,2.9,2.9,0.41,3.5,0.107429052143807
22.4,3.4,4.6,8.0,4.4,20.8,0.0,0.5,14.0,21.0,0.105,0.09,2.0,11.0,0.105,0.09,0.1,0.2,0.5,1.0,2.2,3.5,5.0,25.0,3.1,1.5,2.4,3.3,0.12,1.8,0.107541451557792
45.2,2.2,2.2,15.2,8.0,4.0,0.0,0.51,14.0,20.0,0.07,0.05,2.0,21.0,0.07,0.04,0.1,0.37,0.5,1.4,1.6,2.6,20.0,1.0,1.8,5.0,1.2,2.7,0.29,1.2,0.0706223282716615
16.4,4.6,5.8,14.0,12.8,29.2,0.0,0.51,14.0,24.0,0.07,0.04,2.0,10.0,0.035,0.02,0.1,0.09,0.7,1.6,3.2,3.0,11.0,11.0,4.0,0.4,4.0,4.6,0.45,2.3,0.10598035836241
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.132863024099111
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.132863024099111
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.132863024099111
21.2,8.2,4.6,11.6,11.6,16.0,0.0,0.51,14.0,35.0,0.175,0.07,2.0,23.0,0.105,0.1,0.1,0.31,1.3,0.6,2.9,4.0,22.0,23.0,0.6,3.7,3.1,1.8,0.18,1.4,0.0476984830208478
44.0,13.0,2.2,10.4,4.4,42.4,0.0,0.5,14.0,17.0,0.105,0.02,2.0,18.0,0.07,0.04,0.1,0.06,0.3,1.1,1.4,4.0,0.0,6.0,4.2,3.8,4.3,4.4,0.15,1.0,0.0157215803715152
45.2,13.0,2.2,17.6,3.2,48.4,0.0,0.5,14.0,29.0,0.175,0.03,2.0,15.0,0.105,0.05,0.1,0.45,0.3,3.0,1.7,4.3,15.0,24.0,2.6,1.7,2.9,0.1,0.28,1.3,0.0154342468871025
11.6,7.0,9.4,2.0,4.4,7.6,0.0,0.5,14.0,6.0,0.175,0.04,2.0,28.0,0.07,0.04,0.1,0.49,0.4,0.7,2.2,3.0,22.0,22.0,2.5,4.4,2.0,3.4,0.34,1.9,0.102187250607582
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.0593677495706465
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.0593677495706465
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.0593677495706465
14.0,9.4,7.0,24.8,8.0,16.0,0.0,0.5,14.0,16.0,0.14,0.05,2.0,15.0,0.035,0.01,0.1,0.44,0.6,2.0,4.3,3.4,27.0,4.0,2.3,0.7,0.8,1.9,0.19,1.7,0.0632985093978157
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.0735848259058093
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.0735848259058093
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.0735848259058093
21.2,5.8,4.6,4.4,21.2,40.0,0.0,0.5,14.0,8.0,0.175,0.09,2.0,16.0,0.105,0.07,0.1,0.23,1.8,0.6,4.7,2.9,4.0,23.0,1.2,3.6,2.0,5.0,0.38,2.4,0.0584801901775963
16.4,10.6,5.8,20.0,10.4,43.6,0.0,0.51,14.0,27.0,0.14,0.06,2.0,14.0,0.14,0.04,0.1,0.18,1.3,1.0,4.5,3.7,27.0,10.0,2.8,1.9,3.0,4.0,0.73,1.1,0.0439125386870041
21.2,3.4,4.6,21.2,26.0,24.4,0.0,0.5,14.0,32.0,0.175,0.05,2.0,22.0,0.07,0.05,0.1,0.13,1.6,3.6,4.9,4.7,6.0,5.0,3.6,0.7,3.7,2.4,0.19,4.4,0.100397978789336
17.6,9.4,5.8,16.4,9.2,7.6,0.0,0.51,14.0,23.0,0.175,0.08,2.0,27.0,0.14,0.05,0.1,0.4,0.5,0.9,3.2,2.1,17.0,23.0,3.3,4.1,2.9,1.3,0.18,1.3,0.0463677505560162
46.4,11.8,2.2,21.2,5.6,18.4,0.0,0.5,14.0,28.0,0.105,0.07,2.0,19.0,0.175,0.09,0.1,0.29,0.3,1.5,3.3,3.3,13.0,15.0,0.5,4.7,1.4,2.9,0.14,1.6,0.0160202436870151
9.2,10.6,10.6,5.6,18.8,28.0,0.0,0.5,14.0,9.0,0.07,0.01,2.0,22.0,0.175,0.07,0.1,0.23,1.3,1.0,4.2,4.4,3.0,11.0,0.3,2.1,1.1,1.7,0.89,3.3,0.0775473286793517
29.6,9.4,3.4,10.4,6.8,48.4,0.0,0.5,14.0,25.0,0.14,0.06,2.0,25.0,0.105,0.09,0.1,0.18,0.5,2.3,3.8,3.6,18.0,22.0,3.7,3.4,2.2,1.1,0.14,1.9,0.029308192729975
12.8,3.4,8.2,9.2,5.6,53.2,0.0,0.5,14.0,15.0,0.175,0.05,2.0,7.0,0.035,0.03,0.1,0.42,0.3,2.0,3.3,3.8,14.0,11.0,1.4,0.5,3.8,4.4,0.28,1.8,0.164442037475905
14.0,10.6,7.0,22.4,8.0,49.6,0.0,0.5,14.0,19.0,0.14,0.04,2.0,32.0,0.035,0.02,0.1,0.09,0.9,1.9,5.0,1.9,28.0,8.0,2.1,1.3,2.4,2.2,0.27,1.0,0.0530468859909209
9.2,9.4,10.6,8.0,11.6,49.6,0.0,0.51,14.0,24.0,0.07,0.06,2.0,33.0,0.105,0.1,0.1,0.21,1.3,1.2,4.4,2.7,6.0,19.0,0.6,1.6,1.3,2.7,0.11,1.5,0.0872027026475601
29.6,4.6,3.4,5.6,22.4,47.2,0.0,0.51,14.0,32.0,0.105,0.02,2.0,19.0,0.14,0.03,0.1,0.32,3.0,3.7,4.8,3.9,23.0,6.0,1.4,2.8,2.8,2.9,0.15,2.7,0.0612619126874447
16.4,7.0,5.8,6.8,26.0,50.8,0.0,0.5,14.0,30.0,0.035,0.03,2.0,10.0,0.105,0.08,0.1,0.17,1.4,2.3,5.0,5.0,10.0,15.0,2.2,4.6,2.3,3.6,0.86,4.4,0.0641127621224503
12.8,8.2,8.2,21.2,5.6,26.8,0.0,0.5,14.0,35.0,0.14,0.03,2.0,11.0,0.175,0.1,0.1,0.33,0.7,2.6,2.9,2.1,25.0,19.0,1.1,4.9,0.8,1.0,0.25,1.6,0.0777495026280699
12.8,10.6,8.2,22.4,3.2,10.0,0.0,0.51,14.0,33.0,0.105,0.04,2.0,9.0,0.105,0.06,0.1,0.48,0.2,0.7,1.7,4.7,13.0,27.0,3.0,2.7,1.0,3.0,0.15,1.3,0.0596346979964919
22.4,10.6,4.6,11.6,9.2,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.105,0.09,0.1,0.21,1.0,1.3,4.0,3.9,4.0,14.0,0.1,1.5,3.1,2.1,0.64,2.2,0.0359898080667731
14.0,9.4,7.0,24.8,12.8,40.0,0.0,0.5,14.0,12.0,0.105,0.1,2.0,34.0,0.105,0.09,0.1,0.48,0.6,0.4,4.0,5.0,15.0,27.0,2.6,0.8,1.7,0.8,0.29,1.5,0.0537962936768963
29.6,8.2,3.4,9.2,3.2,10.0,0.0,0.51,14.0,34.0,0.105,0.1,2.0,30.0,0.14,0.06,0.1,0.19,0.4,3.8,1.5,2.6,30.0,10.0,3.9,4.2,0.3,0.9,0.26,1.1,0.0349550991681533
45.2,11.8,2.2,4.4,15.2,48.4,0.0,0.51,14.0,19.0,0.175,0.1,2.0,12.0,0.035,0.01,0.1,0.5,1.2,0.6,4.6,3.4,5.0,11.0,1.8,0.7,1.6,2.4,0.15,1.0,0.0155171612393789
15.2,11.8,7.0,17.6,9.2,47.2,0.0,0.5,14.0,33.0,0.175,0.01,2.0,10.0,0.105,0.05,0.1,0.42,0.7,2.0,2.0,3.6,0.0,10.0,2.9,3.8,2.0,2.6,0.44,1.4,0.0394531469511214
29.6,8.2,3.4,15.2,8.0,46.0,0.0,0.5,14.0,14.0,0.14,0.07,2.0,27.0,0.105,0.08,0.1,0.27,0.6,1.3,2.4,2.1,25.0,21.0,2.6,3.9,4.2,1.2,0.53,1.6,0.0332998940752935
21.2,3.4,4.6,16.4,20.0,31.6,0.0,0.51,14.0,34.0,0.14,0.07,2.0,33.0,0.07,0.06,0.1,0.41,1.0,4.3,4.2,4.0,2.0,3.0,1.0,3.8,3.7,2.3,0.45,2.0,0.101104453403184
29.6,8.2,3.4,10.4,11.6,32.8,0.0,0.51,14.0,23.0,0.14,0.03,2.0,33.0,0.175,0.02,0.1,0.23,0.9,1.5,3.2,4.1,21.0,7.0,3.0,2.2,3.4,0.4,0.53,1.6,0.0311729386620917
29.6,5.8,3.4,17.6,26.0,29.2,0.0,0.5,14.0,26.0,0.105,0.09,2.0,10.0,0.105,0.07,0.1,0.41,2.5,2.0,5.0,4.8,30.0,5.0,3.7,1.6,4.8,1.9,1.09,3.0,0.0448056975951006
46.4,7.0,2.2,22.4,3.2,49.6,0.0,0.5,14.0,24.0,0.14,0.07,2.0,24.0,0.105,0.04,0.1,0.45,0.3,3.2,1.7,4.4,13.0,23.0,2.2,0.3,1.3,2.3,0.18,1.3,0.0261837894431043
22.4,9.4,4.6,8.0,9.2,25.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,34.0,0.14,0.1,0.1,0.46,1.1,2.4,2.6,2.2,25.0,20.0,3.8,4.8,4.5,0.9,0.41,1.1,0.0371109368222631
28.4,13.0,3.4,26.0,14.0,11.2,0.0,0.51,14.0,20.0,0.175,0.08,2.0,19.0,0.07,0.07,0.1,0.36,1.3,1.8,5.0,1.4,15.0,29.0,1.7,2.3,0.9,4.5,0.82,1.1,0.0210839612288674
17.6,10.6,5.8,18.8,4.4,49.6,0.0,0.5,14.0,31.0,0.105,0.06,2.0,13.0,0.175,0.03,0.1,0.18,0.4,2.7,2.1,2.6,25.0,3.0,4.7,4.3,1.5,4.7,0.16,1.0,0.0478868303032001
44.0,2.2,2.2,18.8,21.2,28.0,0.0,0.51,14.0,24.0,0.14,0.08,2.0,14.0,0.035,0.01,0.1,0.32,1.0,0.8,3.7,4.8,29.0,7.0,0.1,3.6,2.2,2.2,0.52,2.7,0.0679926107556641
45.2,8.2,2.2,20.0,20.0,8.8,0.0,0.5,14.0,34.0,0.105,0.08,2.0,12.0,0.175,0.1,0.1,0.42,0.9,2.1,5.0,4.5,16.0,26.0,2.5,1.9,4.4,4.7,0.44,2.2,0.0201642898203193
47.6,9.4,2.2,4.4,4.4,6.4,0.0,0.51,14.0,19.0,0.14,0.02,2.0,19.0,0.07,0.05,0.1,0.22,0.3,0.9,2.4,3.9,26.0,1.0,2.9,1.3,2.4,4.9,0.17,1.7,0.0197300376432214
45.2,10.6,2.2,16.4,15.2,38.8,0.0,0.5,14.0,11.0,0.07,0.06,2.0,26.0,0.035,0.02,0.1,0.19,1.1,0.8,4.1,3.2,3.0,26.0,0.9,3.0,1.8,3.3,0.19,1.5,0.0179767219489109
21.2,8.2,4.6,17.6,14.0,18.4,0.0,0.5,14.0,10.0,0.175,0.03,2.0,15.0,0.07,0.02,0.1,0.33,1.1,1.2,3.0,3.1,26.0,6.0,4.5,4.4,2.8,5.0,0.62,1.7,0.0446980566103315
15.2,7.0,7.0,14.0,4.4,53.2,0.0,0.51,14.0,23.0,0.14,0.06,2.0,26.0,0.14,0.08,0.1,0.3,0.4,2.1,2.5,4.4,20.0,12.0,0.7,1.2,3.0,1.8,0.32,1.2,0.0755130108038736
46.4,7.0,2.2,17.6,8.0,23.2,0.0,0.5,14.0,34.0,0.175,0.06,2.0,20.0,0.175,0.01,0.1,0.47,1.0,3.5,4.8,2.4,21.0,2.0,3.8,1.8,4.0,3.7,0.1,1.7,0.0277018799904278
29.6,11.8,3.4,21.2,21.2,40.0,0.0,0.5,14.0,27.0,0.14,0.01,2.0,31.0,0.14,0.1,0.1,0.42,2.4,3.2,4.9,3.7,29.0,0.0,1.0,3.0,4.3,2.4,0.68,3.0,0.0237142722884985
47.6,7.0,2.2,15.2,11.6,53.2,0.0,0.51,14.0,26.0,0.175,0.1,2.0,18.0,0.105,0.03,0.1,0.16,1.2,1.6,2.5,3.6,17.0,8.0,2.1,1.9,4.7,2.7,1.08,1.7,0.0230598861565164
46.4,8.2,2.2,11.6,9.2,38.8,0.0,0.5,14.0,24.0,0.07,0.05,2.0,29.0,0.105,0.07,0.1,0.29,1.1,3.0,2.2,3.1,10.0,8.0,3.9,3.7,2.9,2.5,0.17,1.3,0.0218645538173964
12.8,13.0,8.2,12.8,4.4,29.2,0.0,0.51,14.0,27.0,0.105,0.03,2.0,28.0,0.105,0.1,0.1,0.31,0.3,1.6,2.4,3.9,8.0,14.0,4.1,0.1,4.3,2.3,0.2,1.7,0.0475023129464708
17.6,13.0,5.8,26.0,17.6,49.6,0.0,0.51,14.0,24.0,0.105,0.06,2.0,7.0,0.175,0.02,0.1,0.32,1.9,2.5,4.1,3.4,26.0,17.0,4.8,0.9,0.8,3.5,0.23,2.4,0.0335328611781731
14.0,4.6,7.0,26.0,10.4,47.2,0.0,0.51,14.0,22.0,0.14,0.07,2.0,25.0,0.07,0.04,0.1,0.31,1.1,0.6,2.5,4.2,4.0,11.0,3.7,3.6,0.4,3.6,0.55,1.1,0.106555166661725
47.6,8.2,2.2,11.6,6.8,38.8,0.0,0.51,14.0,28.0,0.07,0.07,2.0,19.0,0.105,0.04,0.1,0.22,0.8,3.7,2.5,4.8,18.0,16.0,3.5,1.9,1.3,0.1,0.28,1.0,0.0218682905425924
29.6,11.8,3.4,20.0,11.6,11.2,0.0,0.5,14.0,34.0,0.07,0.02,2.0,21.0,0.14,0.1,0.1,0.33,0.5,2.5,4.1,4.5,24.0,4.0,4.2,4.9,0.5,1.8,0.33,2.2,0.0248006438602541
11.6,4.6,9.4,11.6,4.4,46.0,0.0,0.51,14.0,30.0,0.14,0.02,2.0,9.0,0.07,0.06,0.1,0.1,0.4,4.1,2.3,4.2,29.0,9.0,0.5,1.0,1.6,1.5,0.37,1.6,0.139731765266567
50.0,10.6,2.2,16.4,6.8,10.0,0.0,0.5,14.0,33.0,0.07,0.02,2.0,18.0,0.07,0.02,0.1,0.24,0.4,4.4,1.6,2.5,25.0,16.0,2.2,1.6,3.4,4.2,0.32,1.5,0.0160592915566983
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,0.187233257232354
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,0.187233257232354
10.4,3.4,9.4,11.6,23.6,7.6,0.0,0.5,14.0,17.0,0.07,0.01,2.0,11.0,0.105,0.01,0.1,0.14,1.1,0.8,4.6,3.4,29.0,10.0,3.8,2.5,3.8,3.7,0.19,2.6,0.187233257232354
9.2,8.2,11.8,14.0,3.2,12.4,0.0,0.51,14.0,17.0,0.175,0.06,2.0,21.0,0.07,0.03,0.1,0.26,0.3,1.6,1.1,2.7,22.0,18.0,1.2,2.0,4.0,5.0,0.22,1.0,0.103157601545164
17.6,5.8,5.8,17.6,15.2,34.0,0.0,0.5,14.0,6.0,0.105,0.03,2.0,29.0,0.035,0.03,0.1,0.17,1.0,0.7,3.8,4.3,12.0,23.0,4.9,0.2,3.7,1.1,0.55,1.4,0.0674415345774524
48.8,5.8,2.2,26.0,5.6,48.4,0.0,0.51,14.0,27.0,0.105,0.06,2.0,10.0,0.105,0.09,0.1,0.36,0.3,0.6,2.3,2.0,24.0,10.0,1.9,4.9,4.9,1.5,0.19,1.6,0.0291939387635379
9.2,7.0,11.8,8.0,11.6,31.6,0.0,0.51,14.0,11.0,0.07,0.06,2.0,17.0,0.105,0.1,0.1,0.41,0.8,1.2,3.1,3.5,15.0,21.0,0.3,4.1,0.4,1.1,0.43,1.1,0.0993806064513288
22.4,9.4,4.6,6.8,12.8,26.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,19.0,0.07,0.01,0.1,0.31,1.4,2.0,3.4,4.5,13.0,16.0,0.9,1.5,0.1,2.0,0.69,1.1,0.037110034037699
8.0,10.6,13.0,5.6,18.8,18.4,0.0,0.5,14.0,25.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.44,1.7,2.8,3.6,4.0,28.0,28.0,1.4,3.2,4.5,1.9,0.34,2.9,0.0901589654812109
23.6,13.0,4.6,12.8,22.4,50.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,25.0,0.175,0.08,0.1,0.26,1.7,1.2,4.7,5.0,14.0,19.0,0.1,3.0,0.9,4.3,0.35,2.7,0.0229842011252367
22.4,4.6,4.6,10.4,15.2,6.4,0.0,0.51,14.0,29.0,0.07,0.02,2.0,22.0,0.14,0.04,0.1,0.19,1.7,3.9,4.2,3.3,10.0,4.0,3.5,0.2,0.5,3.3,0.76,2.6,0.0773026436816602
47.6,5.8,2.2,5.6,14.0,48.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,24.0,0.07,0.07,0.1,0.17,1.1,2.0,4.9,1.2,14.0,16.0,3.2,3.5,4.3,2.2,0.94,1.1,0.0275694420299498
23.6,3.4,4.6,5.6,20.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,19.0,0.175,0.02,0.1,0.35,1.3,1.2,4.0,3.8,11.0,19.0,4.8,1.4,3.9,4.3,0.6,2.9,0.0774715093237898
9.2,9.4,11.8,4.4,16.4,16.0,0.0,0.5,14.0,31.0,0.175,0.06,2.0,14.0,0.035,0.01,0.1,0.25,1.9,3.2,3.8,2.5,27.0,17.0,0.6,2.0,5.0,4.0,0.34,2.0,0.0942118426199734
17.6,5.8,5.8,17.6,9.2,37.6,0.0,0.5,14.0,33.0,0.07,0.07,2.0,15.0,0.105,0.02,0.1,0.14,1.1,2.0,3.0,2.9,20.0,0.0,4.4,0.2,3.8,0.7,0.59,2.8,0.0821284223620965
12.8,10.6,8.2,15.2,17.6,7.6,0.0,0.5,14.0,33.0,0.105,0.06,2.0,16.0,0.105,0.04,0.1,0.14,1.7,3.8,3.4,5.0,14.0,4.0,0.3,2.7,3.5,4.6,0.14,3.0,0.0599207333390139
11.6,11.8,9.4,22.4,3.2,34.0,0.0,0.5,14.0,13.0,0.175,0.1,2.0,27.0,0.14,0.02,0.1,0.45,0.3,0.7,1.6,4.8,22.0,21.0,4.5,4.4,4.2,4.1,0.16,1.5,0.0555015681919294
9.2,11.8,11.8,9.2,18.8,4.0,0.0,0.51,14.0,27.0,0.07,0.01,2.0,28.0,0.175,0.07,0.1,0.34,2.0,3.4,4.0,3.5,12.0,21.0,3.2,1.5,2.6,5.0,1.46,3.0,0.0750254649190333
51.2,1.0,1.0,6.8,14.0,34.0,0.0,0.51,14.0,29.0,0.105,0.04,2.0,33.0,0.175,0.07,0.1,0.37,1.5,3.0,5.0,5.0,24.0,23.0,0.3,3.0,1.7,4.9,1.11,3.7,0.054184677086235
46.4,2.2,2.2,24.8,21.2,40.0,0.0,0.51,14.0,13.0,0.105,0.09,2.0,30.0,0.175,0.08,0.1,0.34,2.6,1.6,4.9,2.1,12.0,22.0,1.5,3.0,2.4,2.1,0.7,1.8,0.0650713732129316
22.4,8.2,4.6,24.8,10.4,28.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,22.0,0.175,0.03,0.1,0.44,0.9,3.3,3.5,3.6,8.0,6.0,3.9,3.6,4.9,3.5,0.28,1.1,0.0444225197925479
10.4,9.4,10.6,20.0,8.0,35.2,0.0,0.5,14.0,26.0,0.14,0.09,2.0,10.0,0.07,0.05,0.1,0.33,1.0,2.0,2.4,4.4,2.0,0.0,3.7,0.4,4.3,4.3,0.18,1.8,0.0807217880694557
12.8,5.8,8.2,6.8,17.6,23.2,0.0,0.5,14.0,25.0,0.105,0.02,2.0,23.0,0.105,0.03,0.1,0.24,1.2,2.5,5.0,3.5,2.0,7.0,3.8,2.1,0.9,5.0,1.04,3.4,0.0927684503192498
12.8,5.8,8.2,9.2,15.2,35.2,0.0,0.5,14.0,26.0,0.175,0.1,2.0,6.0,0.14,0.07,0.1,0.32,1.9,1.6,3.5,3.1,25.0,8.0,1.4,0.9,2.1,0.6,0.48,1.8,0.0944036907048584
17.6,7.0,7.0,2.0,3.2,25.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,12.0,0.07,0.07,0.1,0.37,0.4,0.5,1.5,5.0,25.0,24.0,0.8,1.3,2.8,0.7,0.17,1.1,0.0718985200799062
23.6,10.6,4.6,5.6,5.6,49.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,30.0,0.14,0.05,0.1,0.41,0.5,4.4,2.5,1.5,6.0,3.0,1.3,4.4,1.3,1.0,0.16,1.2,0.0346375629555775
12.8,8.2,8.2,15.2,12.8,25.6,0.0,0.51,14.0,24.0,0.07,0.03,2.0,35.0,0.175,0.09,0.1,0.21,1.6,2.5,2.6,5.0,16.0,3.0,1.5,2.9,0.4,2.2,0.94,1.8,0.0813403931919836
30.8,11.8,3.4,23.6,11.6,32.8,0.0,0.51,14.0,33.0,0.14,0.05,2.0,19.0,0.14,0.06,0.1,0.44,0.7,1.5,4.4,5.0,3.0,24.0,1.0,1.1,3.1,4.5,0.13,1.9,0.021699071476629
12.8,11.8,8.2,17.6,10.4,13.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,31.0,0.035,0.03,0.1,0.09,1.2,4.0,3.5,4.5,16.0,16.0,1.3,1.3,0.5,4.3,0.31,3.2,0.0517031611535397
