w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Rx_2
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.76963526317992
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.76963526317992
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.76963526317992
50.0,13.0,4.6,12.8,24.8,20.8,0.0,0.51,14.0,35.0,0.175,0.05,2.0,35.0,0.07,0.07,0.1,0.41,2.9,3.7,4.8,4.7,6.0,30.0,2.2,0.5,3.9,4.0,1.24,3.7,1.44661594351755
32.0,3.4,7.0,23.6,22.4,50.8,0.0,0.5,14.0,13.0,0.07,0.06,2.0,30.0,0.175,0.05,0.1,0.37,2.3,1.2,4.7,3.8,23.0,0.0,4.6,0.9,0.8,1.1,0.77,3.5,0.316670341292175
17.6,10.6,13.0,3.2,10.4,11.2,0.0,0.51,14.0,25.0,0.105,0.08,2.0,13.0,0.07,0.06,0.1,0.34,1.2,2.1,2.7,2.9,23.0,8.0,2.3,0.6,2.7,0.1,0.49,1.2,0.555147505074225
27.2,3.4,8.2,18.8,6.8,11.2,0.0,0.51,14.0,14.0,0.105,0.02,2.0,25.0,0.105,0.05,0.1,0.13,0.4,0.4,3.1,2.1,26.0,29.0,1.6,2.2,2.8,4.4,0.13,1.6,1.39361506810531
39.2,5.8,5.8,14.0,23.6,50.8,0.0,0.51,14.0,33.0,0.105,0.02,2.0,33.0,0.14,0.03,0.1,0.26,1.7,1.3,4.8,3.7,9.0,27.0,1.8,3.3,1.4,2.5,1.07,3.4,0.522892850323782
33.2,9.4,7.0,20.0,20.0,14.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,9.0,0.105,0.09,0.1,0.29,2.2,4.0,4.8,2.6,24.0,15.0,3.2,1.5,3.5,1.5,0.5,2.1,0.956925120206442
39.2,8.2,5.8,10.4,10.4,7.6,0.0,0.51,14.0,35.0,0.105,0.03,2.0,21.0,0.14,0.09,0.1,0.45,0.4,0.8,2.2,2.8,28.0,29.0,4.5,0.5,1.8,3.9,0.36,1.3,0.753164489352584
17.6,9.4,13.0,22.4,17.6,30.4,0.0,0.5,14.0,26.0,0.105,0.1,2.0,31.0,0.105,0.07,0.1,0.21,1.6,1.8,4.1,4.2,8.0,18.0,2.9,2.9,1.5,4.4,1.5,2.9,0.630970883176972
39.2,1.0,5.8,10.4,11.6,25.6,0.0,0.51,14.0,33.0,0.07,0.01,2.0,11.0,0.175,0.07,0.1,0.5,1.2,4.4,4.6,4.7,17.0,6.0,1.3,1.2,2.1,1.7,0.11,3.6,0.359084155024064
21.2,9.4,10.6,12.8,11.6,46.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,17.0,0.07,0.05,0.1,0.5,1.4,1.3,3.1,2.7,5.0,11.0,2.8,3.4,0.1,1.3,1.24,1.4,0.300295192733594
47.6,8.2,4.6,8.0,9.2,47.2,0.0,0.51,14.0,34.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.46,0.7,1.0,2.6,4.3,19.0,26.0,2.9,3.1,2.2,4.6,0.21,2.4,0.624534274752174
38.0,1.0,5.8,10.4,16.4,25.6,0.0,0.51,14.0,12.0,0.14,0.04,2.0,7.0,0.105,0.01,0.1,0.36,2.1,1.5,4.4,3.0,11.0,11.0,5.0,3.2,4.3,1.5,0.44,2.9,0.302275770255951
39.2,2.2,5.8,5.6,26.0,36.4,0.0,0.5,14.0,31.0,0.105,0.1,2.0,18.0,0.175,0.09,0.1,0.47,2.8,3.7,4.7,4.5,11.0,29.0,1.5,2.6,0.1,4.5,1.61,4.3,0.653695269116181
20.0,2.2,10.6,9.2,23.6,5.2,0.0,0.5,14.0,27.0,0.175,0.04,2.0,30.0,0.175,0.04,0.1,0.37,2.5,3.3,4.2,3.8,20.0,7.0,0.1,1.0,4.3,3.7,1.13,3.6,0.686769182419345
40.4,9.4,5.8,3.2,6.8,8.8,0.0,0.51,14.0,26.0,0.105,0.06,2.0,21.0,0.105,0.03,0.1,0.2,0.3,0.7,4.1,3.2,21.0,22.0,3.6,0.1,4.0,1.6,0.17,1.1,1.26939796188431
48.8,9.4,4.6,4.4,16.4,49.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,32.0,0.175,0.1,0.1,0.25,1.2,2.8,4.1,4.3,7.0,5.0,2.1,3.6,0.5,2.7,0.44,3.6,1.1553558118477
52.4,9.4,4.6,10.4,8.0,50.8,0.0,0.51,14.0,24.0,0.105,0.07,2.0,17.0,0.175,0.03,0.1,0.38,0.4,3.0,2.5,3.3,30.0,19.0,3.7,4.6,1.7,1.8,0.17,1.4,1.44427020540733
20.0,13.0,11.8,16.4,6.8,48.4,0.0,0.5,14.0,21.0,0.175,0.06,2.0,13.0,0.07,0.01,0.1,0.39,0.6,0.9,2.0,2.1,4.0,12.0,3.7,1.3,1.7,1.0,0.52,1.5,0.37643431310575
42.8,4.6,5.8,2.0,5.6,28.0,0.0,0.5,14.0,33.0,0.175,0.03,2.0,25.0,0.14,0.04,0.1,0.22,0.7,1.4,2.1,2.4,8.0,16.0,2.8,2.2,0.3,3.4,0.39,1.0,0.931844045103288
51.2,9.4,4.6,9.2,15.2,41.2,0.0,0.51,14.0,30.0,0.175,0.09,2.0,33.0,0.14,0.1,0.1,0.32,1.8,2.8,3.2,2.7,24.0,6.0,4.4,2.7,4.1,2.6,0.68,1.8,0.327441516036901
38.0,3.4,5.8,26.0,18.8,48.4,0.0,0.51,14.0,31.0,0.105,0.06,2.0,22.0,0.035,0.03,0.1,0.35,1.9,3.1,3.9,4.9,0.0,27.0,4.6,4.7,2.7,2.5,1.51,2.4,0.504000090571309
39.2,13.0,5.8,12.8,20.0,49.6,0.0,0.5,14.0,35.0,0.175,0.05,2.0,11.0,0.105,0.07,0.1,0.4,1.0,3.1,3.3,3.3,0.0,27.0,0.5,4.8,2.2,3.8,0.27,3.1,0.808519784147048
40.4,11.8,5.8,17.6,6.8,8.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,9.0,0.105,0.04,0.1,0.24,0.8,1.7,2.3,3.6,17.0,14.0,2.9,1.3,2.9,3.2,0.34,1.5,0.996306558725077
41.6,11.8,5.8,6.8,3.2,10.0,0.0,0.5,14.0,13.0,0.105,0.04,2.0,13.0,0.14,0.02,0.1,0.27,0.4,1.4,1.4,4.3,0.0,3.0,0.9,4.0,3.2,2.0,0.26,1.0,0.946959749951454
21.2,4.6,10.6,24.8,4.4,36.4,0.0,0.5,14.0,33.0,0.035,0.02,2.0,24.0,0.105,0.04,0.1,0.28,0.5,1.4,2.6,4.1,2.0,2.0,1.0,3.3,1.7,3.0,0.18,1.3,0.77164857243114
21.2,5.8,10.6,15.2,15.2,43.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,28.0,0.035,0.01,0.1,0.02,1.5,2.1,4.1,2.3,3.0,0.0,0.7,1.8,1.1,1.3,0.68,1.0,0.136223071035141
33.2,3.4,7.0,26.0,15.2,17.2,0.0,0.51,14.0,32.0,0.14,0.06,2.0,16.0,0.175,0.01,0.1,0.35,1.8,3.4,4.5,1.9,20.0,3.0,3.7,0.4,1.6,1.9,0.31,1.6,0.3959881376619
50.0,13.0,4.6,21.2,8.0,10.0,0.0,0.51,14.0,34.0,0.07,0.05,2.0,24.0,0.105,0.04,0.1,0.33,0.9,2.2,3.7,4.4,9.0,27.0,0.8,3.8,1.8,3.0,0.7,1.4,0.938977614121567
21.2,13.0,10.6,11.6,9.2,25.6,0.0,0.51,14.0,23.0,0.105,0.06,2.0,13.0,0.14,0.02,0.1,0.3,0.9,2.4,2.1,2.9,6.0,19.0,1.5,1.2,0.7,1.8,0.61,1.5,0.816247286569365
33.2,8.2,7.0,4.4,11.6,38.8,0.0,0.51,14.0,10.0,0.175,0.06,2.0,34.0,0.14,0.06,0.1,0.19,1.1,1.3,4.5,3.3,15.0,17.0,0.7,2.3,2.0,2.9,0.21,1.3,0.88951039337746
18.8,8.2,13.0,6.8,6.8,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,33.0,0.175,0.06,0.1,0.29,0.7,0.7,3.4,3.4,1.0,1.0,3.7,2.0,0.4,1.2,0.44,2.2,1.20630570246838
24.8,9.4,9.4,26.0,17.6,6.4,0.0,0.5,14.0,16.0,0.105,0.04,2.0,23.0,0.105,0.07,0.1,0.45,1.6,1.9,4.2,3.9,25.0,28.0,1.8,1.1,4.1,0.7,0.88,3.5,0.623257278877787
21.2,4.6,11.8,26.0,4.4,46.0,0.0,0.5,14.0,15.0,0.14,0.07,2.0,16.0,0.105,0.04,0.1,0.27,0.4,0.5,1.9,1.8,15.0,18.0,4.9,0.5,2.4,2.0,0.29,1.3,0.428135894924755
51.2,4.6,4.6,26.0,14.0,30.4,0.0,0.5,14.0,20.0,0.175,0.07,2.0,25.0,0.14,0.06,0.1,0.28,1.6,0.5,4.7,3.8,24.0,11.0,2.1,4.8,2.3,0.4,0.12,3.1,1.07510817618469
50.0,8.2,4.6,8.0,8.0,8.8,0.0,0.5,14.0,34.0,0.07,0.04,2.0,17.0,0.035,0.01,0.1,0.24,0.7,3.3,1.8,1.6,30.0,15.0,3.3,0.4,3.6,1.1,0.63,1.1,0.613965809307839
27.2,3.4,8.2,18.8,22.4,35.2,0.0,0.5,14.0,26.0,0.105,0.01,2.0,13.0,0.105,0.09,0.1,0.46,2.1,2.4,4.3,4.3,4.0,18.0,0.5,2.5,2.9,3.4,0.94,3.0,0.427351107269822
32.0,1.0,7.0,9.2,17.6,37.6,0.0,0.51,14.0,27.0,0.14,0.05,2.0,12.0,0.07,0.01,0.1,0.16,1.8,1.8,4.4,4.4,13.0,2.0,2.0,3.8,4.2,1.0,0.94,2.5,0.374890047785799
40.4,10.6,5.8,17.6,8.0,6.4,0.0,0.51,14.0,31.0,0.07,0.05,2.0,14.0,0.105,0.05,0.1,0.18,0.4,3.9,4.1,1.3,25.0,6.0,3.8,4.8,4.5,3.9,0.3,1.0,1.36550702446223
17.6,7.0,13.0,18.8,10.4,43.6,0.0,0.51,14.0,28.0,0.035,0.02,2.0,18.0,0.07,0.03,0.1,0.39,1.1,1.0,3.1,2.1,22.0,7.0,3.4,1.2,0.4,2.4,0.31,1.4,0.398178214339248
40.4,2.2,5.8,3.2,10.4,34.0,0.0,0.5,14.0,26.0,0.105,0.04,2.0,6.0,0.105,0.07,0.1,0.46,1.2,0.6,4.5,3.9,16.0,16.0,3.6,1.5,0.4,4.9,0.2,1.1,0.337222134191005
41.6,8.2,5.8,24.8,6.8,28.0,0.0,0.51,14.0,12.0,0.175,0.05,2.0,27.0,0.07,0.06,0.1,0.09,0.8,1.5,1.9,4.0,6.0,16.0,1.0,4.7,3.3,0.7,0.52,1.8,0.911831768399264
17.6,2.2,13.0,5.6,26.0,49.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,19.0,0.14,0.01,0.1,0.37,1.5,4.1,4.3,4.9,22.0,3.0,0.2,1.3,4.7,0.6,0.35,4.0,0.812053120195909
48.8,2.2,4.6,23.6,10.4,52.0,0.0,0.5,14.0,34.0,0.105,0.1,2.0,30.0,0.105,0.01,0.1,0.44,1.2,2.3,1.7,3.7,23.0,4.0,1.2,1.0,2.4,3.1,0.12,1.5,0.33658740248279
33.2,7.0,7.0,10.4,4.4,7.6,0.0,0.51,14.0,25.0,0.105,0.02,2.0,29.0,0.035,0.01,0.1,0.39,0.5,2.9,2.6,1.5,6.0,5.0,3.5,3.8,1.6,2.3,0.2,1.0,0.20074807089022
40.4,10.6,5.8,17.6,8.0,37.6,0.0,0.51,14.0,33.0,0.14,0.06,2.0,23.0,0.07,0.01,0.1,0.3,0.8,3.4,3.0,4.0,10.0,1.0,4.1,2.1,2.8,4.6,0.3,2.5,0.850483682408171
21.2,7.0,11.8,5.6,3.2,16.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,19.0,0.07,0.06,0.1,0.4,0.4,3.5,2.0,4.7,24.0,26.0,1.2,4.9,3.1,2.4,0.11,1.0,0.229955512120412
40.4,5.8,5.8,26.0,3.2,47.2,0.0,0.51,14.0,12.0,0.14,0.01,2.0,29.0,0.035,0.02,0.1,0.14,0.4,1.4,1.2,4.7,18.0,10.0,2.6,0.7,0.6,1.6,0.17,1.1,0.140665210132198
18.8,13.0,11.8,12.8,18.8,41.2,0.0,0.5,14.0,22.0,0.07,0.01,2.0,32.0,0.07,0.04,0.1,0.3,1.2,2.2,4.8,3.3,7.0,8.0,5.0,0.9,1.0,4.1,0.84,2.6,0.963645077291307
35.6,9.4,7.0,23.6,8.0,7.6,0.0,0.5,14.0,28.0,0.14,0.1,2.0,14.0,0.175,0.08,0.1,0.49,0.5,2.8,2.9,3.9,9.0,20.0,5.0,4.2,4.9,0.2,0.46,1.1,0.534907366357542
20.0,7.0,11.8,6.8,26.0,43.6,0.0,0.51,14.0,34.0,0.175,0.07,2.0,23.0,0.07,0.05,0.1,0.44,1.1,2.7,4.7,4.4,3.0,29.0,1.1,4.0,0.8,3.0,0.18,4.2,0.638536335061034
33.2,3.4,7.0,9.2,5.6,5.2,0.0,0.5,14.0,4.0,0.175,0.06,2.0,26.0,0.14,0.08,0.1,0.24,0.3,0.2,3.2,5.0,27.0,27.0,3.0,1.3,1.7,1.3,0.16,1.6,1.10847680041828
50.0,5.8,4.6,23.6,14.0,20.8,0.0,0.51,14.0,31.0,0.14,0.05,2.0,19.0,0.07,0.06,0.1,0.28,0.6,1.2,4.3,2.6,23.0,25.0,1.5,3.1,0.8,0.2,0.58,1.4,1.19369788627775
21.2,3.4,11.8,9.2,22.4,26.8,0.0,0.51,14.0,30.0,0.14,0.08,2.0,7.0,0.105,0.1,0.1,0.16,1.4,1.1,5.0,3.4,24.0,0.0,0.7,5.0,1.8,3.0,0.28,3.3,0.519262640777797
40.4,13.0,5.8,15.2,17.6,42.4,0.0,0.5,14.0,22.0,0.14,0.06,2.0,14.0,0.105,0.1,0.1,0.35,2.1,1.0,3.6,4.5,12.0,2.0,3.1,2.0,1.3,4.1,0.45,2.4,1.03125315474051
22.4,11.8,10.6,20.0,17.6,28.0,0.0,0.51,14.0,27.0,0.105,0.02,2.0,25.0,0.175,0.04,0.1,0.42,1.1,1.0,4.3,3.3,17.0,18.0,2.4,2.7,2.5,3.0,0.71,2.2,0.547423589733863
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.524948244948286
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.524948244948286
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.524948244948286
20.0,13.0,11.8,14.0,22.4,32.8,0.0,0.51,14.0,27.0,0.105,0.06,2.0,12.0,0.14,0.02,0.1,0.2,1.9,2.2,4.8,3.1,29.0,30.0,3.0,2.3,0.3,0.8,1.23,2.4,0.736218568767017
51.2,4.6,4.6,26.0,17.6,37.6,0.0,0.51,14.0,19.0,0.105,0.03,2.0,19.0,0.14,0.07,0.1,0.35,0.9,2.0,3.7,1.9,29.0,28.0,3.1,5.0,4.0,2.1,0.14,1.6,0.447745372379929
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,1.14942071406829
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,1.14942071406829
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,1.14942071406829
23.6,3.4,10.6,6.8,6.8,46.0,0.0,0.5,14.0,23.0,0.035,0.01,2.0,10.0,0.175,0.06,0.1,0.36,0.3,1.6,3.3,3.2,0.0,10.0,4.1,2.3,3.1,2.6,0.25,1.3,0.710948118162616
33.2,9.4,7.0,24.8,15.2,18.4,0.0,0.5,14.0,21.0,0.14,0.01,2.0,22.0,0.07,0.05,0.1,0.1,1.5,2.8,4.8,1.4,30.0,26.0,2.4,0.9,1.3,2.2,0.51,1.2,0.632255615026549
29.6,3.4,8.2,3.2,6.8,11.2,0.0,0.5,14.0,20.0,0.175,0.04,2.0,28.0,0.105,0.05,0.1,0.26,0.7,1.2,2.3,2.3,5.0,18.0,5.0,2.4,0.6,4.8,0.39,1.4,0.675360146328407
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.801848273213894
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.801848273213894
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.801848273213894
20.0,7.0,11.8,6.8,23.6,41.2,0.0,0.51,14.0,11.0,0.07,0.04,2.0,30.0,0.175,0.06,0.1,0.22,2.8,1.0,5.0,4.2,3.0,15.0,2.3,3.4,2.5,0.8,0.89,2.1,0.606451913173207
33.2,2.2,7.0,21.2,24.8,28.0,0.0,0.5,14.0,21.0,0.14,0.07,2.0,28.0,0.14,0.06,0.1,0.16,2.4,1.6,4.3,4.6,7.0,29.0,0.5,1.6,0.4,0.4,0.78,3.3,0.504677102200804
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,1.54400597276133
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,1.54400597276133
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,1.54400597276133
21.2,1.0,10.6,4.4,15.2,14.8,0.0,0.51,14.0,30.0,0.14,0.06,2.0,7.0,0.14,0.08,0.1,0.25,0.9,1.1,4.8,3.0,18.0,1.0,4.6,1.7,1.0,3.7,0.31,2.1,0.402559385954054
51.2,9.4,4.6,15.2,21.2,14.8,0.0,0.51,14.0,35.0,0.175,0.08,2.0,20.0,0.175,0.03,0.1,0.32,0.9,2.8,5.0,2.9,19.0,25.0,2.1,0.7,4.8,3.3,0.72,2.4,0.141343149653362
18.8,8.2,13.0,20.0,9.2,36.4,0.0,0.51,14.0,32.0,0.14,0.1,2.0,8.0,0.07,0.06,0.1,0.43,0.8,1.5,4.3,4.9,24.0,1.0,4.0,2.5,1.7,3.0,0.57,2.7,0.623903132257873
51.2,3.4,4.6,22.4,11.6,22.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,21.0,0.105,0.04,0.1,0.37,1.4,3.8,3.6,4.7,7.0,6.0,2.2,2.4,0.5,4.7,0.67,3.0,0.49847772426643
52.4,8.2,4.6,9.2,12.8,52.0,0.0,0.51,14.0,35.0,0.105,0.01,2.0,17.0,0.175,0.02,0.1,0.5,1.3,3.6,3.3,2.7,17.0,16.0,0.9,0.8,3.5,4.0,0.99,1.2,0.570377920699912
51.2,13.0,4.6,18.8,22.4,26.8,0.0,0.5,14.0,27.0,0.105,0.08,2.0,11.0,0.07,0.03,0.1,0.4,3.0,0.9,4.0,3.2,23.0,29.0,1.5,4.0,4.0,1.1,0.56,2.9,1.26898343012159
29.6,10.6,8.2,24.8,10.4,48.4,0.0,0.51,14.0,18.0,0.105,0.08,2.0,18.0,0.105,0.06,0.1,0.41,0.6,0.7,2.2,4.0,19.0,17.0,2.8,3.0,2.1,4.3,0.2,1.5,0.48872304704923
42.8,13.0,5.8,26.0,5.6,40.0,0.0,0.5,14.0,24.0,0.14,0.05,2.0,18.0,0.07,0.04,0.1,0.39,0.3,1.7,2.6,3.8,12.0,12.0,2.1,1.0,1.1,1.1,0.2,2.0,1.75441803580919
28.4,4.6,8.2,3.2,11.6,53.2,0.0,0.5,14.0,28.0,0.175,0.06,2.0,24.0,0.105,0.08,0.1,0.49,0.8,1.3,4.9,3.9,18.0,0.0,0.8,3.4,4.8,0.7,0.31,3.0,0.752804031426546
26.0,5.8,9.4,9.2,21.2,37.6,0.0,0.51,14.0,12.0,0.14,0.07,2.0,23.0,0.105,0.02,0.1,0.31,1.8,1.1,4.3,4.7,13.0,4.0,0.6,3.1,1.0,0.9,0.71,3.4,0.577616644589213
51.2,11.8,4.6,6.8,12.8,34.0,0.0,0.51,14.0,25.0,0.14,0.04,2.0,19.0,0.105,0.01,0.1,0.37,1.6,0.4,3.9,3.4,16.0,5.0,1.4,2.2,2.2,3.2,0.28,2.3,1.45730586053189
51.2,7.0,4.6,18.8,20.0,48.4,0.0,0.5,14.0,31.0,0.105,0.06,2.0,34.0,0.07,0.01,0.1,0.48,2.0,2.3,4.3,4.1,17.0,6.0,0.9,1.4,2.4,0.2,1.65,2.7,0.740171835893805
40.4,13.0,5.8,26.0,23.6,13.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,23.0,0.14,0.01,0.1,0.21,2.6,2.6,4.4,4.5,21.0,7.0,3.6,2.2,5.0,1.0,0.83,2.7,0.821447826983247
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.732486775000446
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.732486775000446
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.732486775000446
28.4,5.8,9.4,21.2,9.2,38.8,0.0,0.5,14.0,8.0,0.07,0.01,2.0,19.0,0.035,0.02,0.1,0.06,0.5,0.8,2.2,3.8,18.0,27.0,4.1,3.7,0.1,5.0,0.19,1.2,0.756211927581368
20.0,7.0,13.0,3.2,5.6,11.2,0.0,0.5,14.0,35.0,0.14,0.04,2.0,27.0,0.07,0.07,0.1,0.44,0.5,4.2,2.2,4.8,29.0,2.0,1.6,4.7,2.7,2.6,0.24,1.7,0.518983437869423
28.4,7.0,8.2,16.4,16.4,16.0,0.0,0.5,14.0,33.0,0.105,0.01,2.0,13.0,0.175,0.1,0.1,0.27,1.0,2.2,4.8,3.6,9.0,13.0,3.1,0.3,2.4,1.6,0.93,1.4,0.594558813525129
24.8,9.4,9.4,16.4,24.8,26.8,0.0,0.5,14.0,17.0,0.14,0.01,2.0,18.0,0.175,0.03,0.1,0.17,2.9,0.8,4.5,4.3,4.0,9.0,2.0,3.7,2.0,2.7,0.46,3.3,0.939004710425995
29.6,11.8,8.2,12.8,5.6,12.4,0.0,0.5,14.0,17.0,0.175,0.07,2.0,23.0,0.14,0.05,0.1,0.29,0.6,2.0,2.6,3.7,18.0,12.0,4.1,3.7,0.9,0.5,0.33,1.6,0.61731413829654
52.4,7.0,4.6,10.4,22.4,42.4,0.0,0.5,14.0,30.0,0.105,0.01,2.0,9.0,0.105,0.07,0.1,0.46,2.0,2.4,4.8,3.3,11.0,29.0,3.2,2.8,1.5,3.2,0.28,2.0,0.86160617810611
44.0,13.0,5.8,15.2,6.8,43.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,16.0,0.105,0.01,0.1,0.16,0.8,2.2,4.8,3.4,22.0,8.0,3.1,2.9,3.2,4.3,0.5,1.3,1.1778920742225
29.6,11.8,8.2,14.0,26.0,32.8,0.0,0.51,14.0,29.0,0.14,0.07,2.0,31.0,0.14,0.01,0.1,0.2,2.9,2.5,4.8,4.8,2.0,29.0,4.1,2.4,0.3,2.0,0.49,3.1,0.869895714685328
29.6,13.0,8.2,4.4,10.4,38.8,0.0,0.51,14.0,24.0,0.14,0.05,2.0,34.0,0.175,0.02,0.1,0.48,1.1,1.2,3.6,2.3,2.0,2.0,1.1,1.3,0.9,5.0,0.65,1.9,0.751705551342976
35.6,8.2,7.0,15.2,14.0,8.8,0.0,0.51,14.0,22.0,0.175,0.07,2.0,14.0,0.175,0.07,0.1,0.25,1.2,2.1,4.7,3.3,12.0,11.0,1.9,1.5,2.6,5.0,1.17,2.7,0.711424146221966
24.8,2.2,9.4,20.0,20.0,25.6,0.0,0.5,14.0,28.0,0.035,0.02,2.0,9.0,0.14,0.06,0.1,0.32,2.0,1.5,3.3,3.8,3.0,12.0,1.6,1.6,2.6,2.7,0.49,2.9,0.49362967341117
21.2,11.8,11.8,23.6,18.8,16.0,0.0,0.51,14.0,29.0,0.175,0.08,2.0,21.0,0.175,0.06,0.1,0.24,1.6,2.4,3.1,4.8,12.0,19.0,1.9,4.4,1.8,3.4,1.04,2.9,0.205901886796165
21.2,8.2,11.8,9.2,10.4,12.4,0.0,0.51,14.0,24.0,0.175,0.08,2.0,28.0,0.07,0.04,0.1,0.5,0.8,2.2,4.0,2.1,22.0,19.0,4.6,4.1,2.4,1.8,0.6,1.3,0.243966233859866
42.8,7.0,5.8,9.2,5.6,12.4,0.0,0.5,14.0,16.0,0.105,0.08,2.0,11.0,0.14,0.02,0.1,0.47,0.5,2.0,4.1,3.1,18.0,1.0,1.0,4.0,2.4,4.0,0.34,1.1,0.993608027639032
